news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_GIOT-P,BUY_LUIS-T2,BUY_BOST-D,BUY_LUIS-T1,BUY_GIOT-P,SELL_LUIS-T2,SELL_CHUL-P,SELL_LUIS-T1
3.0,1.0,1.0,,You are logged in as a DISTRIBUTOR,,13,2026-02-01 12:29:42.026464,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",13,2026-02-01 12:29:42.026464,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,13,2026-02-01 12:29:42.026464,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,13,2026-02-01 12:29:42.026464,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,13,2026-02-01 12:29:42.026464,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,13,2026-02-01 12:29:42.026464,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
4.0,1.0,1.0,,TEMPERATURE Forecast for DAY 2,The average temperature tomorrow is forecasted to be between 27 and 34 degrees Celsius.,14,2026-02-01 12:29:43.058313,NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a DISTRIBUTOR,,14,2026-02-01 12:29:43.058313,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",14,2026-02-01 12:29:43.058313,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,14,2026-02-01 12:29:43.058313,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,14,2026-02-01 12:29:43.058313,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,14,2026-02-01 12:29:43.058313,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,14,2026-02-01 12:29:43.058313,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
4.0,1.0,1.0,,TEMPERATURE Forecast for DAY 2,The average temperature tomorrow is forecasted to be between 27 and 34 degrees Celsius.,15,2026-02-01 12:29:44.091740,NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a DISTRIBUTOR,,15,2026-02-01 12:29:44.091740,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",15,2026-02-01 12:29:44.091740,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,15,2026-02-01 12:29:44.091740,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,15,2026-02-01 12:29:44.091740,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,15,2026-02-01 12:29:44.091740,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,15,2026-02-01 12:29:44.091740,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
4.0,1.0,1.0,,TEMPERATURE Forecast for DAY 2,The average temperature tomorrow is forecasted to be between 27 and 34 degrees Celsius.,16,2026-02-01 12:29:45.124823,NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a DISTRIBUTOR,,16,2026-02-01 12:29:45.124823,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",16,2026-02-01 12:29:45.124823,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,16,2026-02-01 12:29:45.124823,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,16,2026-02-01 12:29:45.124823,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,16,2026-02-01 12:29:45.124823,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,16,2026-02-01 12:29:45.124823,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
4.0,1.0,1.0,,TEMPERATURE Forecast for DAY 2,The average temperature tomorrow is forecasted to be between 27 and 34 degrees Celsius.,17,2026-02-01 12:29:46.160265,NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a DISTRIBUTOR,,17,2026-02-01 12:29:46.160265,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",17,2026-02-01 12:29:46.160265,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,17,2026-02-01 12:29:46.160265,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,17,2026-02-01 12:29:46.160265,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,17,2026-02-01 12:29:46.160265,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,17,2026-02-01 12:29:46.160265,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
4.0,1.0,1.0,,TEMPERATURE Forecast for DAY 2,The average temperature tomorrow is forecasted to be between 27 and 34 degrees Celsius.,18,2026-02-01 12:29:47.186749,NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a DISTRIBUTOR,,18,2026-02-01 12:29:47.186749,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",18,2026-02-01 12:29:47.186749,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,18,2026-02-01 12:29:47.186749,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,18,2026-02-01 12:29:47.186749,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,18,2026-02-01 12:29:47.186749,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,18,2026-02-01 12:29:47.186749,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
4.0,1.0,1.0,,TEMPERATURE Forecast for DAY 2,The average temperature tomorrow is forecasted to be between 27 and 34 degrees Celsius.,20,2026-02-01 12:29:48.243682,NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a DISTRIBUTOR,,20,2026-02-01 12:29:48.243682,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",20,2026-02-01 12:29:48.243682,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,20,2026-02-01 12:29:48.243682,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,20,2026-02-01 12:29:48.243682,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,20,2026-02-01 12:29:48.243682,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,20,2026-02-01 12:29:48.243682,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
4.0,1.0,1.0,,TEMPERATURE Forecast for DAY 2,The average temperature tomorrow is forecasted to be between 27 and 34 degrees Celsius.,21,2026-02-01 12:29:49.278011,NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a DISTRIBUTOR,,21,2026-02-01 12:29:49.278011,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",21,2026-02-01 12:29:49.278011,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,21,2026-02-01 12:29:49.278011,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,21,2026-02-01 12:29:49.278011,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,21,2026-02-01 12:29:49.278011,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,21,2026-02-01 12:29:49.278011,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
4.0,1.0,1.0,,TEMPERATURE Forecast for DAY 2,The average temperature tomorrow is forecasted to be between 27 and 34 degrees Celsius.,22,2026-02-01 12:29:50.310341,NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a DISTRIBUTOR,,22,2026-02-01 12:29:50.310341,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",22,2026-02-01 12:29:50.310341,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,22,2026-02-01 12:29:50.310341,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,22,2026-02-01 12:29:50.310341,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,22,2026-02-01 12:29:50.310341,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,22,2026-02-01 12:29:50.310341,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
4.0,1.0,1.0,,TEMPERATURE Forecast for DAY 2,The average temperature tomorrow is forecasted to be between 27 and 34 degrees Celsius.,23,2026-02-01 12:29:51.346069,NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a DISTRIBUTOR,,23,2026-02-01 12:29:51.346069,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",23,2026-02-01 12:29:51.346069,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,23,2026-02-01 12:29:51.346069,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,23,2026-02-01 12:29:51.346069,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,23,2026-02-01 12:29:51.346069,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,23,2026-02-01 12:29:51.346069,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
4.0,1.0,1.0,,TEMPERATURE Forecast for DAY 2,The average temperature tomorrow is forecasted to be between 27 and 34 degrees Celsius.,24,2026-02-01 12:29:52.377656,NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a DISTRIBUTOR,,24,2026-02-01 12:29:52.377656,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",24,2026-02-01 12:29:52.377656,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,24,2026-02-01 12:29:52.377656,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,24,2026-02-01 12:29:52.377656,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,24,2026-02-01 12:29:52.377656,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,24,2026-02-01 12:29:52.377656,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
4.0,1.0,1.0,,TEMPERATURE Forecast for DAY 2,The average temperature tomorrow is forecasted to be between 27 and 34 degrees Celsius.,25,2026-02-01 12:29:53.426409,NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a DISTRIBUTOR,,25,2026-02-01 12:29:53.426409,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",25,2026-02-01 12:29:53.426409,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,25,2026-02-01 12:29:53.426409,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,25,2026-02-01 12:29:53.426409,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,25,2026-02-01 12:29:53.426409,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,25,2026-02-01 12:29:53.426409,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
4.0,1.0,1.0,,TEMPERATURE Forecast for DAY 2,The average temperature tomorrow is forecasted to be between 27 and 34 degrees Celsius.,26,2026-02-01 12:29:54.460504,NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a DISTRIBUTOR,,26,2026-02-01 12:29:54.460504,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",26,2026-02-01 12:29:54.460504,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,26,2026-02-01 12:29:54.460504,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,26,2026-02-01 12:29:54.460504,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,26,2026-02-01 12:29:54.460504,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
,,,,,,26,2026-02-01 12:29:54.460504,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
4.0,1.0,1.0,,TEMPERATURE Forecast for DAY 2,The average temperature tomorrow is forecasted to be between 27 and 34 degrees Celsius.,27,2026-02-01 12:29:55.486466,NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a DISTRIBUTOR,,27,2026-02-01 12:29:55.486466,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",27,2026-02-01 12:29:55.486466,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0
