ticker,last_price,bid_price,ask_price,SELL_UOTB-D,BUY_ANON,SELL_LETH-T2,BUY_LETH-D,SELL_ANON,BUY_UOTB-P,BUY_UOTB-D,SELL_LETH-D,SELL_UOTB-T1,SELL_UOTB-P,SELL_LETH-P,SELL_BABS-P,BUY_LETH-P,tick,timestamp
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,94,2026-02-04 17:38:51.115162
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,94,2026-02-04 17:38:51.115162
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,94,2026-02-04 17:38:51.115162
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,94,2026-02-04 17:38:51.115162
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,94,2026-02-04 17:38:51.115162
ELEC-F,100.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,94,2026-02-04 17:38:51.115162
NG,2.15,2.13,2.17,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,95,2026-02-04 17:38:52.151038
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,95,2026-02-04 17:38:52.151038
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,95,2026-02-04 17:38:52.151038
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,95,2026-02-04 17:38:52.151038
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,95,2026-02-04 17:38:52.151038
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,95,2026-02-04 17:38:52.151038
ELEC-F,100.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,95,2026-02-04 17:38:52.151038
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,96,2026-02-04 17:38:52.847284
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,96,2026-02-04 17:38:52.847284
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,96,2026-02-04 17:38:52.847284
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,96,2026-02-04 17:38:52.847284
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,96,2026-02-04 17:38:52.847284
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,96,2026-02-04 17:38:52.847284
ELEC-F,100.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,96,2026-02-04 17:38:52.847284
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,97,2026-02-04 17:38:54.014271
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,97,2026-02-04 17:38:54.014271
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,97,2026-02-04 17:38:54.014271
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,97,2026-02-04 17:38:54.014271
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,97,2026-02-04 17:38:54.014271
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,97,2026-02-04 17:38:54.014271
ELEC-F,100.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,97,2026-02-04 17:38:54.014271
NG,2.15,2.13,2.17,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,98,2026-02-04 17:38:55.057126
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,98,2026-02-04 17:38:55.057126
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,98,2026-02-04 17:38:55.057126
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,98,2026-02-04 17:38:55.057126
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,98,2026-02-04 17:38:55.057126
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,98,2026-02-04 17:38:55.057126
ELEC-F,100.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,98,2026-02-04 17:38:55.057126
NG,2.15,2.13,2.17,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,99,2026-02-04 17:38:56.096208
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,99,2026-02-04 17:38:56.096208
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,99,2026-02-04 17:38:56.096208
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,99,2026-02-04 17:38:56.096208
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,99,2026-02-04 17:38:56.096208
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,99,2026-02-04 17:38:56.096208
ELEC-F,100.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,99,2026-02-04 17:38:56.096208
NG,2.15,2.13,2.17,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,100,2026-02-04 17:38:57.134214
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,100,2026-02-04 17:38:57.134214
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,100,2026-02-04 17:38:57.134214
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,100,2026-02-04 17:38:57.134214
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,100,2026-02-04 17:38:57.134214
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,100,2026-02-04 17:38:57.134214
ELEC-F,100.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,100,2026-02-04 17:38:57.134214
NG,2.15,2.13,2.17,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,101,2026-02-04 17:38:58.206448
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,101,2026-02-04 17:38:58.206448
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,101,2026-02-04 17:38:58.206448
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,101,2026-02-04 17:38:58.206448
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,101,2026-02-04 17:38:58.206448
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,101,2026-02-04 17:38:58.206448
ELEC-F,100.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,101,2026-02-04 17:38:58.206448
NG,2.15,2.13,2.17,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,102,2026-02-04 17:38:59.240209
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,102,2026-02-04 17:38:59.240209
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,102,2026-02-04 17:38:59.240209
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,102,2026-02-04 17:38:59.240209
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,102,2026-02-04 17:38:59.240209
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,102,2026-02-04 17:38:59.240209
ELEC-F,100.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,102,2026-02-04 17:38:59.240209
NG,2.15,2.13,2.17,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,103,2026-02-04 17:39:00.280148
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,103,2026-02-04 17:39:00.280148
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,103,2026-02-04 17:39:00.280148
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,103,2026-02-04 17:39:00.280148
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,103,2026-02-04 17:39:00.280148
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,103,2026-02-04 17:39:00.280148
ELEC-F,100.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,103,2026-02-04 17:39:00.280148
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,104,2026-02-04 17:39:00.886490
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,104,2026-02-04 17:39:00.886490
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,104,2026-02-04 17:39:00.886490
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,104,2026-02-04 17:39:00.886490
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,104,2026-02-04 17:39:00.886490
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,104,2026-02-04 17:39:00.886490
ELEC-F,100.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,104,2026-02-04 17:39:00.886490
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,105,2026-02-04 17:39:02.019236
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,105,2026-02-04 17:39:02.019236
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,105,2026-02-04 17:39:02.019236
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,105,2026-02-04 17:39:02.019236
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,105,2026-02-04 17:39:02.019236
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,105,2026-02-04 17:39:02.019236
ELEC-F,100.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,105,2026-02-04 17:39:02.019236
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,106,2026-02-04 17:39:03.067681
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,106,2026-02-04 17:39:03.067681
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,106,2026-02-04 17:39:03.067681
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,106,2026-02-04 17:39:03.067681
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,106,2026-02-04 17:39:03.067681
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,106,2026-02-04 17:39:03.067681
ELEC-F,100.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,106,2026-02-04 17:39:03.067681
NG,2.15,2.13,2.17,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,107,2026-02-04 17:39:04.116784
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,107,2026-02-04 17:39:04.116784
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,107,2026-02-04 17:39:04.116784
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,107,2026-02-04 17:39:04.116784
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,107,2026-02-04 17:39:04.116784
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,107,2026-02-04 17:39:04.116784
ELEC-F,100.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,107,2026-02-04 17:39:04.116784
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,108,2026-02-04 17:39:05.159173
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,108,2026-02-04 17:39:05.159173
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,108,2026-02-04 17:39:05.159173
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,108,2026-02-04 17:39:05.159173
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,108,2026-02-04 17:39:05.159173
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,108,2026-02-04 17:39:05.159173
ELEC-F,100.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,108,2026-02-04 17:39:05.159173
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,109,2026-02-04 17:39:06.204074
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,109,2026-02-04 17:39:06.204074
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,109,2026-02-04 17:39:06.204074
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,109,2026-02-04 17:39:06.204074
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,109,2026-02-04 17:39:06.204074
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,109,2026-02-04 17:39:06.204074
ELEC-F,100.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,109,2026-02-04 17:39:06.204074
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,110,2026-02-04 17:39:07.260812
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,110,2026-02-04 17:39:07.260812
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,110,2026-02-04 17:39:07.260812
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,110,2026-02-04 17:39:07.260812
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,110,2026-02-04 17:39:07.260812
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,110,2026-02-04 17:39:07.260812
ELEC-F,100.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,110,2026-02-04 17:39:07.260812
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,111,2026-02-04 17:39:08.302897
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,111,2026-02-04 17:39:08.302897
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,111,2026-02-04 17:39:08.302897
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,111,2026-02-04 17:39:08.302897
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,111,2026-02-04 17:39:08.302897
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,111,2026-02-04 17:39:08.302897
ELEC-F,100.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,111,2026-02-04 17:39:08.302897
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,112,2026-02-04 17:39:09.346274
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,112,2026-02-04 17:39:09.346274
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,112,2026-02-04 17:39:09.346274
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,112,2026-02-04 17:39:09.346274
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,112,2026-02-04 17:39:09.346274
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,112,2026-02-04 17:39:09.346274
ELEC-F,100.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,112,2026-02-04 17:39:09.346274
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,113,2026-02-04 17:39:09.940049
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,113,2026-02-04 17:39:09.940049
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,113,2026-02-04 17:39:09.940049
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,113,2026-02-04 17:39:09.940049
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,113,2026-02-04 17:39:09.940049
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,113,2026-02-04 17:39:09.940049
ELEC-F,100.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,113,2026-02-04 17:39:09.940049
NG,2.17,2.15,2.19,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,114,2026-02-04 17:39:11.067190
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,114,2026-02-04 17:39:11.067190
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,114,2026-02-04 17:39:11.067190
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,114,2026-02-04 17:39:11.067190
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,114,2026-02-04 17:39:11.067190
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,114,2026-02-04 17:39:11.067190
ELEC-F,100.0,100.0,0.0,,,40.0,0,0,0,0,0,0,0,0,0,0,114,2026-02-04 17:39:11.067190
NG,2.16,2.14,2.18,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,115,2026-02-04 17:39:12.120776
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,115,2026-02-04 17:39:12.120776
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,115,2026-02-04 17:39:12.120776
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,115,2026-02-04 17:39:12.120776
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,115,2026-02-04 17:39:12.120776
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,115,2026-02-04 17:39:12.120776
ELEC-F,100.0,100.0,0.0,,,40.0,0,0,0,0,0,0,0,0,0,0,115,2026-02-04 17:39:12.120776
NG,2.16,2.14,2.18,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,116,2026-02-04 17:39:13.159132
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,116,2026-02-04 17:39:13.159132
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,116,2026-02-04 17:39:13.159132
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,116,2026-02-04 17:39:13.159132
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,116,2026-02-04 17:39:13.159132
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,116,2026-02-04 17:39:13.159132
ELEC-F,100.0,100.0,0.0,,,40.0,0,0,0,0,0,0,0,0,0,0,116,2026-02-04 17:39:13.159132
NG,2.17,2.15,2.19,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,117,2026-02-04 17:39:14.218570
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,117,2026-02-04 17:39:14.218570
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,117,2026-02-04 17:39:14.218570
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,117,2026-02-04 17:39:14.218570
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,117,2026-02-04 17:39:14.218570
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,117,2026-02-04 17:39:14.218570
ELEC-F,100.0,100.0,0.0,,,40.0,0,0,0,0,0,0,0,0,0,0,117,2026-02-04 17:39:14.218570
NG,2.16,2.14,2.18,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,118,2026-02-04 17:39:15.302612
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,118,2026-02-04 17:39:15.302612
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,118,2026-02-04 17:39:15.302612
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,118,2026-02-04 17:39:15.302612
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,118,2026-02-04 17:39:15.302612
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,118,2026-02-04 17:39:15.302612
ELEC-F,100.0,100.0,0.0,,,40.0,0,0,0,0,0,0,0,0,0,0,118,2026-02-04 17:39:15.302612
NG,2.15,2.13,2.17,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,119,2026-02-04 17:39:16.354745
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,119,2026-02-04 17:39:16.354745
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,119,2026-02-04 17:39:16.354745
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,119,2026-02-04 17:39:16.354745
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,119,2026-02-04 17:39:16.354745
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,119,2026-02-04 17:39:16.354745
ELEC-F,100.0,100.0,0.0,,,20.0,0,0,0,0,0,0,0,0,0,0,119,2026-02-04 17:39:16.354745
NG,2.15,2.13,2.17,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,120,2026-02-04 17:39:17.461061
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,120,2026-02-04 17:39:17.461061
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,120,2026-02-04 17:39:17.461061
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,120,2026-02-04 17:39:17.461061
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,120,2026-02-04 17:39:17.461061
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,120,2026-02-04 17:39:17.461061
ELEC-F,100.0,100.0,0.0,,,20.0,0,0,0,0,0,0,0,0,0,0,120,2026-02-04 17:39:17.461061
NG,2.15,2.13,2.17,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,121,2026-02-04 17:39:18.074713
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,121,2026-02-04 17:39:18.074713
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,121,2026-02-04 17:39:18.074713
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,121,2026-02-04 17:39:18.074713
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,121,2026-02-04 17:39:18.074713
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,121,2026-02-04 17:39:18.074713
ELEC-F,100.0,100.0,0.0,,,20.0,0,0,0,0,0,0,0,0,0,0,121,2026-02-04 17:39:18.074713
NG,2.16,2.14,2.18,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,122,2026-02-04 17:39:19.152372
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,122,2026-02-04 17:39:19.152372
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,122,2026-02-04 17:39:19.152372
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,122,2026-02-04 17:39:19.152372
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,122,2026-02-04 17:39:19.152372
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,122,2026-02-04 17:39:19.152372
ELEC-F,100.0,100.0,0.0,,,20.0,0,0,0,0,0,0,0,0,0,0,122,2026-02-04 17:39:19.152372
NG,2.15,2.13,2.17,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,123,2026-02-04 17:39:20.187765
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,123,2026-02-04 17:39:20.187765
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,123,2026-02-04 17:39:20.187765
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,123,2026-02-04 17:39:20.187765
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,123,2026-02-04 17:39:20.187765
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,123,2026-02-04 17:39:20.187765
ELEC-F,100.0,100.0,0.0,,,20.0,0,0,0,0,0,0,0,0,0,0,123,2026-02-04 17:39:20.187765
NG,2.14,2.12,2.16,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,124,2026-02-04 17:39:21.220823
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,124,2026-02-04 17:39:21.220823
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,124,2026-02-04 17:39:21.220823
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,124,2026-02-04 17:39:21.220823
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,124,2026-02-04 17:39:21.220823
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,124,2026-02-04 17:39:21.220823
ELEC-F,100.0,100.0,0.0,,,20.0,0,0,0,0,0,0,0,0,0,0,124,2026-02-04 17:39:21.220823
NG,2.14,2.12,2.16,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,125,2026-02-04 17:39:22.265446
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,125,2026-02-04 17:39:22.265446
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,125,2026-02-04 17:39:22.265446
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,125,2026-02-04 17:39:22.265446
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,125,2026-02-04 17:39:22.265446
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,125,2026-02-04 17:39:22.265446
ELEC-F,100.0,100.0,0.0,,,20.0,0,0,0,0,0,0,0,0,0,0,125,2026-02-04 17:39:22.265446
