ticker,last_price,bid_price,ask_price,SELL_UOTB-D,BUY_ANON,SELL_ANON,BUY_UOTB-P,BUY_UOTB-D,SELL_UOTB-T1,SELL_UOTB-P,SELL_BABS-P,tick,timestamp
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,104,2026-02-04 16:16:13.874132
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,104,2026-02-04 16:16:13.874132
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,104,2026-02-04 16:16:13.874132
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,104,2026-02-04 16:16:13.874132
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,104,2026-02-04 16:16:13.874132
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,104,2026-02-04 16:16:13.874132
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,105,2026-02-04 16:16:14.997882
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,105,2026-02-04 16:16:14.997882
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,105,2026-02-04 16:16:14.997882
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,105,2026-02-04 16:16:14.997882
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,105,2026-02-04 16:16:14.997882
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,105,2026-02-04 16:16:14.997882
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,105,2026-02-04 16:16:14.997882
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,106,2026-02-04 16:16:16.031735
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,106,2026-02-04 16:16:16.031735
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,106,2026-02-04 16:16:16.031735
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,106,2026-02-04 16:16:16.031735
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,106,2026-02-04 16:16:16.031735
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,106,2026-02-04 16:16:16.031735
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,106,2026-02-04 16:16:16.031735
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,107,2026-02-04 16:16:17.068726
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,107,2026-02-04 16:16:17.068726
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,107,2026-02-04 16:16:17.068726
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,107,2026-02-04 16:16:17.068726
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,107,2026-02-04 16:16:17.068726
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,107,2026-02-04 16:16:17.068726
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,107,2026-02-04 16:16:17.068726
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,108,2026-02-04 16:16:18.120139
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,108,2026-02-04 16:16:18.120139
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,108,2026-02-04 16:16:18.120139
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,108,2026-02-04 16:16:18.120139
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,108,2026-02-04 16:16:18.120139
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,108,2026-02-04 16:16:18.120139
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,108,2026-02-04 16:16:18.120139
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,109,2026-02-04 16:16:19.207272
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,109,2026-02-04 16:16:19.207272
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,109,2026-02-04 16:16:19.207272
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,109,2026-02-04 16:16:19.207272
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,109,2026-02-04 16:16:19.207272
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,109,2026-02-04 16:16:19.207272
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,109,2026-02-04 16:16:19.207272
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,110,2026-02-04 16:16:20.254964
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,110,2026-02-04 16:16:20.254964
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,110,2026-02-04 16:16:20.254964
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,110,2026-02-04 16:16:20.254964
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,110,2026-02-04 16:16:20.254964
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,110,2026-02-04 16:16:20.254964
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,110,2026-02-04 16:16:20.254964
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,111,2026-02-04 16:16:21.300762
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,111,2026-02-04 16:16:21.300762
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,111,2026-02-04 16:16:21.300762
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,111,2026-02-04 16:16:21.300762
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,111,2026-02-04 16:16:21.300762
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,111,2026-02-04 16:16:21.300762
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,111,2026-02-04 16:16:21.300762
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,112,2026-02-04 16:16:21.906523
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,112,2026-02-04 16:16:21.906523
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,112,2026-02-04 16:16:21.906523
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,112,2026-02-04 16:16:21.906523
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,112,2026-02-04 16:16:21.906523
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,112,2026-02-04 16:16:21.906523
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,112,2026-02-04 16:16:21.906523
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,113,2026-02-04 16:16:23.051771
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,113,2026-02-04 16:16:23.051771
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,113,2026-02-04 16:16:23.051771
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,113,2026-02-04 16:16:23.051771
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,113,2026-02-04 16:16:23.051771
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,113,2026-02-04 16:16:23.051771
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,113,2026-02-04 16:16:23.051771
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,114,2026-02-04 16:16:24.096309
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,114,2026-02-04 16:16:24.096309
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,114,2026-02-04 16:16:24.096309
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,114,2026-02-04 16:16:24.096309
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,114,2026-02-04 16:16:24.096309
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,114,2026-02-04 16:16:24.096309
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,114,2026-02-04 16:16:24.096309
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,115,2026-02-04 16:16:25.137412
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,115,2026-02-04 16:16:25.137412
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,115,2026-02-04 16:16:25.137412
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,115,2026-02-04 16:16:25.137412
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,115,2026-02-04 16:16:25.137412
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,115,2026-02-04 16:16:25.137412
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,115,2026-02-04 16:16:25.137412
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,116,2026-02-04 16:16:26.184063
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,116,2026-02-04 16:16:26.184063
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,116,2026-02-04 16:16:26.184063
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,116,2026-02-04 16:16:26.184063
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,116,2026-02-04 16:16:26.184063
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,116,2026-02-04 16:16:26.184063
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,116,2026-02-04 16:16:26.184063
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,117,2026-02-04 16:16:27.223307
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,117,2026-02-04 16:16:27.223307
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,117,2026-02-04 16:16:27.223307
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,117,2026-02-04 16:16:27.223307
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,117,2026-02-04 16:16:27.223307
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,117,2026-02-04 16:16:27.223307
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,117,2026-02-04 16:16:27.223307
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,118,2026-02-04 16:16:28.267376
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,118,2026-02-04 16:16:28.267376
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,118,2026-02-04 16:16:28.267376
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,118,2026-02-04 16:16:28.267376
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,118,2026-02-04 16:16:28.267376
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,118,2026-02-04 16:16:28.267376
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,118,2026-02-04 16:16:28.267376
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,119,2026-02-04 16:16:29.299563
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,119,2026-02-04 16:16:29.299563
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,119,2026-02-04 16:16:29.299563
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,119,2026-02-04 16:16:29.299563
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,119,2026-02-04 16:16:29.299563
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,119,2026-02-04 16:16:29.299563
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,119,2026-02-04 16:16:29.299563
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,120,2026-02-04 16:16:30.347011
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,120,2026-02-04 16:16:30.347011
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,120,2026-02-04 16:16:30.347011
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,120,2026-02-04 16:16:30.347011
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,120,2026-02-04 16:16:30.347011
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,120,2026-02-04 16:16:30.347011
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,120,2026-02-04 16:16:30.347011
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,121,2026-02-04 16:16:30.964550
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,121,2026-02-04 16:16:30.964550
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,121,2026-02-04 16:16:30.964550
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,121,2026-02-04 16:16:30.964550
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,121,2026-02-04 16:16:30.964550
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,121,2026-02-04 16:16:30.964550
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,121,2026-02-04 16:16:30.964550
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,122,2026-02-04 16:16:32.105271
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,122,2026-02-04 16:16:32.105271
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,122,2026-02-04 16:16:32.105271
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,122,2026-02-04 16:16:32.105271
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,122,2026-02-04 16:16:32.105271
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,122,2026-02-04 16:16:32.105271
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,122,2026-02-04 16:16:32.105271
NG,2.1,2.08,2.12,800000.0,800000.0,0,0,0,0,0,0,123,2026-02-04 16:16:33.150308
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,123,2026-02-04 16:16:33.150308
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,123,2026-02-04 16:16:33.150308
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,123,2026-02-04 16:16:33.150308
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,123,2026-02-04 16:16:33.150308
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,123,2026-02-04 16:16:33.150308
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,123,2026-02-04 16:16:33.150308
NG,2.1,2.08,2.12,800000.0,800000.0,0,0,0,0,0,0,124,2026-02-04 16:16:34.198834
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,124,2026-02-04 16:16:34.198834
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,124,2026-02-04 16:16:34.198834
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,124,2026-02-04 16:16:34.198834
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,124,2026-02-04 16:16:34.198834
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,124,2026-02-04 16:16:34.198834
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,124,2026-02-04 16:16:34.198834
NG,2.1,2.08,2.12,800000.0,800000.0,0,0,0,0,0,0,125,2026-02-04 16:16:35.234006
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,125,2026-02-04 16:16:35.234006
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,125,2026-02-04 16:16:35.234006
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,125,2026-02-04 16:16:35.234006
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,125,2026-02-04 16:16:35.234006
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,125,2026-02-04 16:16:35.234006
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,125,2026-02-04 16:16:35.234006
NG,2.1,2.08,2.12,800000.0,800000.0,0,0,0,0,0,0,126,2026-02-04 16:16:36.279171
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,126,2026-02-04 16:16:36.279171
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,126,2026-02-04 16:16:36.279171
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,126,2026-02-04 16:16:36.279171
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,126,2026-02-04 16:16:36.279171
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,126,2026-02-04 16:16:36.279171
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,126,2026-02-04 16:16:36.279171
NG,2.1,2.08,2.12,800000.0,800000.0,0,0,0,0,0,0,127,2026-02-04 16:16:37.319039
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,127,2026-02-04 16:16:37.319039
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,127,2026-02-04 16:16:37.319039
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,127,2026-02-04 16:16:37.319039
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,127,2026-02-04 16:16:37.319039
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,127,2026-02-04 16:16:37.319039
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,127,2026-02-04 16:16:37.319039
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,128,2026-02-04 16:16:38.363955
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,128,2026-02-04 16:16:38.363955
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,128,2026-02-04 16:16:38.363955
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,128,2026-02-04 16:16:38.363955
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,128,2026-02-04 16:16:38.363955
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,128,2026-02-04 16:16:38.363955
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,128,2026-02-04 16:16:38.363955
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,129,2026-02-04 16:16:39.398254
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,129,2026-02-04 16:16:39.398254
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,129,2026-02-04 16:16:39.398254
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,129,2026-02-04 16:16:39.398254
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,129,2026-02-04 16:16:39.398254
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,129,2026-02-04 16:16:39.398254
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,129,2026-02-04 16:16:39.398254
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,130,2026-02-04 16:16:39.996461
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,130,2026-02-04 16:16:39.996461
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,130,2026-02-04 16:16:39.996461
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,130,2026-02-04 16:16:39.996461
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,130,2026-02-04 16:16:39.996461
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,130,2026-02-04 16:16:39.996461
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,130,2026-02-04 16:16:39.996461
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,131,2026-02-04 16:16:41.169505
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,131,2026-02-04 16:16:41.169505
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,131,2026-02-04 16:16:41.169505
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,131,2026-02-04 16:16:41.169505
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,131,2026-02-04 16:16:41.169505
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,131,2026-02-04 16:16:41.169505
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,131,2026-02-04 16:16:41.169505
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,132,2026-02-04 16:16:42.207792
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,132,2026-02-04 16:16:42.207792
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,132,2026-02-04 16:16:42.207792
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,132,2026-02-04 16:16:42.207792
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,132,2026-02-04 16:16:42.207792
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,132,2026-02-04 16:16:42.207792
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,132,2026-02-04 16:16:42.207792
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,133,2026-02-04 16:16:43.246453
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,133,2026-02-04 16:16:43.246453
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,133,2026-02-04 16:16:43.246453
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,133,2026-02-04 16:16:43.246453
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,133,2026-02-04 16:16:43.246453
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,133,2026-02-04 16:16:43.246453
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,133,2026-02-04 16:16:43.246453
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,134,2026-02-04 16:16:44.316830
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,134,2026-02-04 16:16:44.316830
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,134,2026-02-04 16:16:44.316830
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,134,2026-02-04 16:16:44.316830
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,134,2026-02-04 16:16:44.316830
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,134,2026-02-04 16:16:44.316830
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,134,2026-02-04 16:16:44.316830
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,135,2026-02-04 16:16:45.376710
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,135,2026-02-04 16:16:45.376710
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,135,2026-02-04 16:16:45.376710
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,135,2026-02-04 16:16:45.376710
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,135,2026-02-04 16:16:45.376710
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,135,2026-02-04 16:16:45.376710
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,135,2026-02-04 16:16:45.376710
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,136,2026-02-04 16:16:46.417491
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,136,2026-02-04 16:16:46.417491
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,136,2026-02-04 16:16:46.417491
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,136,2026-02-04 16:16:46.417491
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,136,2026-02-04 16:16:46.417491
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,136,2026-02-04 16:16:46.417491
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,136,2026-02-04 16:16:46.417491
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,137,2026-02-04 16:16:47.541835
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,137,2026-02-04 16:16:47.541835
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,137,2026-02-04 16:16:47.541835
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,137,2026-02-04 16:16:47.541835
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,137,2026-02-04 16:16:47.541835
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,137,2026-02-04 16:16:47.541835
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,137,2026-02-04 16:16:47.541835
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,138,2026-02-04 16:16:48.078809
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,138,2026-02-04 16:16:48.078809
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,138,2026-02-04 16:16:48.078809
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,138,2026-02-04 16:16:48.078809
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,138,2026-02-04 16:16:48.078809
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,138,2026-02-04 16:16:48.078809
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,138,2026-02-04 16:16:48.078809
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,139,2026-02-04 16:16:49.189570
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,139,2026-02-04 16:16:49.189570
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,139,2026-02-04 16:16:49.189570
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,139,2026-02-04 16:16:49.189570
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,139,2026-02-04 16:16:49.189570
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,139,2026-02-04 16:16:49.189570
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,139,2026-02-04 16:16:49.189570
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,140,2026-02-04 16:16:50.250779
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,140,2026-02-04 16:16:50.250779
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,140,2026-02-04 16:16:50.250779
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,140,2026-02-04 16:16:50.250779
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,140,2026-02-04 16:16:50.250779
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,140,2026-02-04 16:16:50.250779
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,140,2026-02-04 16:16:50.250779
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,141,2026-02-04 16:16:51.292248
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,141,2026-02-04 16:16:51.292248
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,141,2026-02-04 16:16:51.292248
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,141,2026-02-04 16:16:51.292248
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,141,2026-02-04 16:16:51.292248
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,141,2026-02-04 16:16:51.292248
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,141,2026-02-04 16:16:51.292248
