ticker,last_price,bid_price,ask_price,SELL_UOTB-D,BUY_ANON,SELL_ANON,BUY_UOTB-P,BUY_UOTB-D,SELL_UOTB-T1,SELL_UOTB-P,SELL_BABS-P,tick,timestamp
NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0,15,2026-02-04 17:04:21.974653
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,15,2026-02-04 17:04:21.974653
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,15,2026-02-04 17:04:21.974653
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,15,2026-02-04 17:04:21.974653
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,15,2026-02-04 17:04:21.974653
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,15,2026-02-04 17:04:21.974653
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,15,2026-02-04 17:04:21.974653
NG,2.23,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,16,2026-02-04 17:04:23.134303
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,16,2026-02-04 17:04:23.134303
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,16,2026-02-04 17:04:23.134303
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,16,2026-02-04 17:04:23.134303
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,16,2026-02-04 17:04:23.134303
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,16,2026-02-04 17:04:23.134303
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,16,2026-02-04 17:04:23.134303
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,17,2026-02-04 17:04:24.179451
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,17,2026-02-04 17:04:24.179451
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,17,2026-02-04 17:04:24.179451
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,17,2026-02-04 17:04:24.179451
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,17,2026-02-04 17:04:24.179451
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,17,2026-02-04 17:04:24.179451
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,17,2026-02-04 17:04:24.179451
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,18,2026-02-04 17:04:25.235882
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,18,2026-02-04 17:04:25.235882
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,18,2026-02-04 17:04:25.235882
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,18,2026-02-04 17:04:25.235882
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,18,2026-02-04 17:04:25.235882
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,18,2026-02-04 17:04:25.235882
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,18,2026-02-04 17:04:25.235882
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,19,2026-02-04 17:04:26.270279
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,19,2026-02-04 17:04:26.270279
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,19,2026-02-04 17:04:26.270279
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,19,2026-02-04 17:04:26.270279
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,19,2026-02-04 17:04:26.270279
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,19,2026-02-04 17:04:26.270279
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,19,2026-02-04 17:04:26.270279
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,20,2026-02-04 17:04:27.310029
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,20,2026-02-04 17:04:27.310029
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,20,2026-02-04 17:04:27.310029
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,20,2026-02-04 17:04:27.310029
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,20,2026-02-04 17:04:27.310029
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,20,2026-02-04 17:04:27.310029
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,20,2026-02-04 17:04:27.310029
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,21,2026-02-04 17:04:28.341526
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,21,2026-02-04 17:04:28.341526
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,21,2026-02-04 17:04:28.341526
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,21,2026-02-04 17:04:28.341526
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,21,2026-02-04 17:04:28.341526
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,21,2026-02-04 17:04:28.341526
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,21,2026-02-04 17:04:28.341526
NG,2.21,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,22,2026-02-04 17:04:29.378469
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,22,2026-02-04 17:04:29.378469
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,22,2026-02-04 17:04:29.378469
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,22,2026-02-04 17:04:29.378469
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,22,2026-02-04 17:04:29.378469
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,22,2026-02-04 17:04:29.378469
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,22,2026-02-04 17:04:29.378469
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,23,2026-02-04 17:04:30.422830
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,23,2026-02-04 17:04:30.422830
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,23,2026-02-04 17:04:30.422830
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,23,2026-02-04 17:04:30.422830
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,23,2026-02-04 17:04:30.422830
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,23,2026-02-04 17:04:30.422830
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,23,2026-02-04 17:04:30.422830
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,24,2026-02-04 17:04:31.017091
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 17:04:31.017091
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 17:04:31.017091
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 17:04:31.017091
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 17:04:31.017091
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 17:04:31.017091
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 17:04:31.017091
NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,25,2026-02-04 17:04:32.162722
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 17:04:32.162722
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 17:04:32.162722
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 17:04:32.162722
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 17:04:32.162722
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 17:04:32.162722
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 17:04:32.162722
NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,26,2026-02-04 17:04:33.229798
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 17:04:33.229798
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 17:04:33.229798
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 17:04:33.229798
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 17:04:33.229798
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 17:04:33.229798
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 17:04:33.229798
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,27,2026-02-04 17:04:34.269508
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,27,2026-02-04 17:04:34.269508
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,27,2026-02-04 17:04:34.269508
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,27,2026-02-04 17:04:34.269508
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,27,2026-02-04 17:04:34.269508
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,27,2026-02-04 17:04:34.269508
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,27,2026-02-04 17:04:34.269508
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,28,2026-02-04 17:04:35.302770
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,28,2026-02-04 17:04:35.302770
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,28,2026-02-04 17:04:35.302770
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,28,2026-02-04 17:04:35.302770
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,28,2026-02-04 17:04:35.302770
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,28,2026-02-04 17:04:35.302770
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,28,2026-02-04 17:04:35.302770
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,29,2026-02-04 17:04:36.338044
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,29,2026-02-04 17:04:36.338044
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,29,2026-02-04 17:04:36.338044
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,29,2026-02-04 17:04:36.338044
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,29,2026-02-04 17:04:36.338044
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,29,2026-02-04 17:04:36.338044
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,29,2026-02-04 17:04:36.338044
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,30,2026-02-04 17:04:37.375081
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,30,2026-02-04 17:04:37.375081
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,30,2026-02-04 17:04:37.375081
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,30,2026-02-04 17:04:37.375081
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,30,2026-02-04 17:04:37.375081
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,30,2026-02-04 17:04:37.375081
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,30,2026-02-04 17:04:37.375081
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,31,2026-02-04 17:04:38.442980
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,31,2026-02-04 17:04:38.442980
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,31,2026-02-04 17:04:38.442980
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,31,2026-02-04 17:04:38.442980
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,31,2026-02-04 17:04:38.442980
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,31,2026-02-04 17:04:38.442980
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,31,2026-02-04 17:04:38.442980
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,32,2026-02-04 17:04:39.578668
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,32,2026-02-04 17:04:39.578668
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,32,2026-02-04 17:04:39.578668
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,32,2026-02-04 17:04:39.578668
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,32,2026-02-04 17:04:39.578668
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,32,2026-02-04 17:04:39.578668
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,32,2026-02-04 17:04:39.578668
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,33,2026-02-04 17:04:40.115673
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,33,2026-02-04 17:04:40.115673
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,33,2026-02-04 17:04:40.115673
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,33,2026-02-04 17:04:40.115673
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,33,2026-02-04 17:04:40.115673
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,33,2026-02-04 17:04:40.115673
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,33,2026-02-04 17:04:40.115673
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,34,2026-02-04 17:04:41.222827
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,34,2026-02-04 17:04:41.222827
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,34,2026-02-04 17:04:41.222827
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,34,2026-02-04 17:04:41.222827
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,34,2026-02-04 17:04:41.222827
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,34,2026-02-04 17:04:41.222827
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,34,2026-02-04 17:04:41.222827
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,35,2026-02-04 17:04:42.258781
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,35,2026-02-04 17:04:42.258781
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,35,2026-02-04 17:04:42.258781
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,35,2026-02-04 17:04:42.258781
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,35,2026-02-04 17:04:42.258781
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,35,2026-02-04 17:04:42.258781
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,35,2026-02-04 17:04:42.258781
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,36,2026-02-04 17:04:43.291933
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,36,2026-02-04 17:04:43.291933
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,36,2026-02-04 17:04:43.291933
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,36,2026-02-04 17:04:43.291933
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,36,2026-02-04 17:04:43.291933
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,36,2026-02-04 17:04:43.291933
