ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_CITY-D,BUY_UOTB-P,SELL_DUBL-T1,SELL_CITY-T1,BUY_CHUL-P,SELL_UOTB-D,SELL_CITY-D,SELL_CITY-T2,BUY_CITY-P,SELL_CITY-P,BUY_DUBL-T1,BUY_UOTB-D,BUY_CITY-T1,BUY_DUBL-P,SELL_LAVL-D,tick,timestamp
NG,2.28,2.26,2.3,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-03 16:09:59.923045
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-03 16:09:59.923045
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-03 16:09:59.923045
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-03 16:09:59.923045
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-03 16:09:59.923045
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-03 16:09:59.923045
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-03 16:09:59.923045
NG,2.29,2.27,2.31,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-03 16:10:00.960672
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-03 16:10:00.960672
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-03 16:10:00.960672
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-03 16:10:00.960672
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-03 16:10:00.960672
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-03 16:10:00.960672
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-03 16:10:00.960672
NG,2.29,2.27,2.31,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-03 16:10:01.999858
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-03 16:10:01.999858
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-03 16:10:01.999858
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-03 16:10:01.999858
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-03 16:10:01.999858
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-03 16:10:01.999858
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-03 16:10:01.999858
NG,2.3,2.28,2.32,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-03 16:10:03.041243
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-03 16:10:03.041243
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-03 16:10:03.041243
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-03 16:10:03.041243
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-03 16:10:03.041243
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-03 16:10:03.041243
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-03 16:10:03.041243
NG,2.3,2.28,2.32,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-03 16:10:04.077527
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-03 16:10:04.077527
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-03 16:10:04.077527
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-03 16:10:04.077527
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-03 16:10:04.077527
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-03 16:10:04.077527
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-03 16:10:04.077527
NG,2.3,2.28,2.32,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-03 16:10:05.159158
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-03 16:10:05.159158
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-03 16:10:05.159158
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-03 16:10:05.159158
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-03 16:10:05.159158
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-03 16:10:05.159158
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-03 16:10:05.159158
NG,2.3,2.28,2.32,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-03 16:10:05.696338
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-03 16:10:05.696338
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-03 16:10:05.696338
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-03 16:10:05.696338
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-03 16:10:05.696338
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-03 16:10:05.696338
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-03 16:10:05.696338
NG,2.3,2.28,2.32,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-03 16:10:06.754654
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-03 16:10:06.754654
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-03 16:10:06.754654
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-03 16:10:06.754654
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-03 16:10:06.754654
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-03 16:10:06.754654
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-03 16:10:06.754654
NG,2.29,2.27,2.31,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-03 16:10:07.791519
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-03 16:10:07.791519
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-03 16:10:07.791519
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-03 16:10:07.791519
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-03 16:10:07.791519
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-03 16:10:07.791519
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-03 16:10:07.791519
NG,2.3,2.28,2.32,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-03 16:10:08.828158
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-03 16:10:08.828158
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-03 16:10:08.828158
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-03 16:10:08.828158
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-03 16:10:08.828158
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-03 16:10:08.828158
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-03 16:10:08.828158
NG,2.3,2.28,2.32,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-03 16:10:09.866592
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-03 16:10:09.866592
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-03 16:10:09.866592
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-03 16:10:09.866592
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-03 16:10:09.866592
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-03 16:10:09.866592
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-03 16:10:09.866592
NG,2.3,2.28,2.32,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-03 16:10:10.903072
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-03 16:10:10.903072
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-03 16:10:10.903072
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-03 16:10:10.903072
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-03 16:10:10.903072
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-03 16:10:10.903072
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-03 16:10:10.903072
NG,2.31,2.29,2.33,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-03 16:10:11.943089
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-03 16:10:11.943089
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-03 16:10:11.943089
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-03 16:10:11.943089
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-03 16:10:11.943089
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-03 16:10:11.943089
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-03 16:10:11.943089
NG,2.31,2.29,2.33,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-03 16:10:12.986797
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-03 16:10:12.986797
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-03 16:10:12.986797
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-03 16:10:12.986797
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-03 16:10:12.986797
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-03 16:10:12.986797
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-03 16:10:12.986797
NG,2.32,2.3,2.34,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-03 16:10:14.026643
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-03 16:10:14.026643
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-03 16:10:14.026643
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-03 16:10:14.026643
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-03 16:10:14.026643
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-03 16:10:14.026643
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-03 16:10:14.026643
NG,2.31,2.29,2.33,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-03 16:10:15.065269
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-03 16:10:15.065269
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-03 16:10:15.065269
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-03 16:10:15.065269
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-03 16:10:15.065269
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-03 16:10:15.065269
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-03 16:10:15.065269
NG,2.31,2.29,2.33,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-03 16:10:16.102304
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-03 16:10:16.102304
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-03 16:10:16.102304
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-03 16:10:16.102304
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-03 16:10:16.102304
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-03 16:10:16.102304
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-03 16:10:16.102304
NG,2.31,2.29,2.33,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-03 16:10:17.136058
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-03 16:10:17.136058
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-03 16:10:17.136058
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-03 16:10:17.136058
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-03 16:10:17.136058
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-03 16:10:17.136058
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-03 16:10:17.136058
NG,2.3,2.28,2.32,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-03 16:10:18.173789
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-03 16:10:18.173789
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-03 16:10:18.173789
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-03 16:10:18.173789
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-03 16:10:18.173789
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-03 16:10:18.173789
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-03 16:10:18.173789
NG,2.3,2.28,2.32,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-03 16:10:19.254341
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-03 16:10:19.254341
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-03 16:10:19.254341
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-03 16:10:19.254341
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-03 16:10:19.254341
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-03 16:10:19.254341
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-03 16:10:19.254341
NG,2.3,2.28,2.32,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-03 16:10:19.818368
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-03 16:10:19.818368
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-03 16:10:19.818368
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-03 16:10:19.818368
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-03 16:10:19.818368
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-03 16:10:19.818368
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-03 16:10:19.818368
NG,2.31,2.29,2.33,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2026-02-03 16:10:20.854124
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2026-02-03 16:10:20.854124
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2026-02-03 16:10:20.854124
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2026-02-03 16:10:20.854124
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2026-02-03 16:10:20.854124
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2026-02-03 16:10:20.854124
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2026-02-03 16:10:20.854124
NG,2.3,2.28,2.32,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-02-03 16:10:21.888689
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-02-03 16:10:21.888689
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-02-03 16:10:21.888689
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-02-03 16:10:21.888689
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-02-03 16:10:21.888689
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-02-03 16:10:21.888689
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-02-03 16:10:21.888689
NG,2.31,2.29,2.33,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-03 16:10:22.926436
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-03 16:10:22.926436
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-03 16:10:22.926436
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-03 16:10:22.926436
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-03 16:10:22.926436
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-03 16:10:22.926436
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-03 16:10:22.926436
NG,2.31,2.29,2.33,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-03 16:10:23.971531
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-03 16:10:23.971531
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-03 16:10:23.971531
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-03 16:10:23.971531
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-03 16:10:23.971531
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-03 16:10:23.971531
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-03 16:10:23.971531
NG,2.32,2.3,2.34,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-03 16:10:25.014940
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-03 16:10:25.014940
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-03 16:10:25.014940
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-03 16:10:25.014940
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-03 16:10:25.014940
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-03 16:10:25.014940
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-03 16:10:25.014940
NG,2.31,2.29,2.33,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-03 16:10:26.051858
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-03 16:10:26.051858
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-03 16:10:26.051858
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-03 16:10:26.051858
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-03 16:10:26.051858
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-03 16:10:26.051858
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-03 16:10:26.051858
NG,2.31,2.29,2.33,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-03 16:10:27.091866
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-03 16:10:27.091866
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-03 16:10:27.091866
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-03 16:10:27.091866
