ticker,last_price,bid_price,ask_price,SELL_LETH-T2,SELL_LETH-T1,SELL_LETH-D,SELL_UOTB-T1,SELL_BABS-T1,SELL_LETH-P,SELL_BABS-P,SELL_UOTB-D,BUY_ANON,BUY_LETH-D,SELL_ANON,BUY_UOTB-P,BUY_UOTB-D,SELL_UOTB-P,BUY_LETH-P,tick,timestamp
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2026-02-04 17:55:21.732575
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2026-02-04 17:55:21.732575
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2026-02-04 17:55:21.732575
ELEC-F,65.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2026-02-04 17:55:21.732575
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2026-02-04 17:55:22.777750,5.0,1.0,89.0,,TEMPERATURE Forecast for DAY 2,The average temperature tomorrow is forecasted to be between 28 and 36 degrees Celsius.
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2026-02-04 17:55:22.777750,,,,,,
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2026-02-04 17:55:22.777750,,,,,,
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2026-02-04 17:55:22.777750,,,,,,
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2026-02-04 17:55:22.777750,,,,,,
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2026-02-04 17:55:22.777750,,,,,,
ELEC-F,65.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2026-02-04 17:55:22.777750,,,,,,
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2026-02-04 17:55:23.821941
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2026-02-04 17:55:23.821941
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2026-02-04 17:55:23.821941
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2026-02-04 17:55:23.821941
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2026-02-04 17:55:23.821941
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2026-02-04 17:55:23.821941
ELEC-F,65.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2026-02-04 17:55:23.821941
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2026-02-04 17:55:24.861819
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2026-02-04 17:55:24.861819
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2026-02-04 17:55:24.861819
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2026-02-04 17:55:24.861819
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2026-02-04 17:55:24.861819
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2026-02-04 17:55:24.861819
ELEC-F,65.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2026-02-04 17:55:24.861819
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2026-02-04 17:55:25.911600
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2026-02-04 17:55:25.911600
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2026-02-04 17:55:25.911600
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2026-02-04 17:55:25.911600
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2026-02-04 17:55:25.911600
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2026-02-04 17:55:25.911600
ELEC-F,65.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2026-02-04 17:55:25.911600
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,2026-02-04 17:55:26.520245
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,94,2026-02-04 17:55:26.520245
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,94,2026-02-04 17:55:26.520245
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,94,2026-02-04 17:55:26.520245
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,94,2026-02-04 17:55:26.520245
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,94,2026-02-04 17:55:26.520245
ELEC-F,65.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,94,2026-02-04 17:55:26.520245
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2026-02-04 17:55:27.634946
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2026-02-04 17:55:27.634946
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2026-02-04 17:55:27.634946
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2026-02-04 17:55:27.634946
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2026-02-04 17:55:27.634946
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2026-02-04 17:55:27.634946
ELEC-F,65.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2026-02-04 17:55:27.634946
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,2026-02-04 17:55:28.675600
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,96,2026-02-04 17:55:28.675600
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,96,2026-02-04 17:55:28.675600
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,96,2026-02-04 17:55:28.675600
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,96,2026-02-04 17:55:28.675600
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,96,2026-02-04 17:55:28.675600
ELEC-F,65.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,96,2026-02-04 17:55:28.675600
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2026-02-04 17:55:29.703764
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2026-02-04 17:55:29.703764
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2026-02-04 17:55:29.703764
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2026-02-04 17:55:29.703764
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2026-02-04 17:55:29.703764
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2026-02-04 17:55:29.703764
ELEC-F,65.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2026-02-04 17:55:29.703764
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2026-02-04 17:55:30.736251
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2026-02-04 17:55:30.736251
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2026-02-04 17:55:30.736251
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2026-02-04 17:55:30.736251
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2026-02-04 17:55:30.736251
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2026-02-04 17:55:30.736251
ELEC-F,65.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2026-02-04 17:55:30.736251
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,2026-02-04 17:55:31.769438
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,99,2026-02-04 17:55:31.769438
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,99,2026-02-04 17:55:31.769438
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,99,2026-02-04 17:55:31.769438
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,99,2026-02-04 17:55:31.769438
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,99,2026-02-04 17:55:31.769438
ELEC-F,65.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,99,2026-02-04 17:55:31.769438
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2026-02-04 17:55:32.797080
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2026-02-04 17:55:32.797080
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2026-02-04 17:55:32.797080
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2026-02-04 17:55:32.797080
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2026-02-04 17:55:32.797080
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2026-02-04 17:55:32.797080
ELEC-F,65.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2026-02-04 17:55:32.797080
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,2026-02-04 17:55:33.831492
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,101,2026-02-04 17:55:33.831492
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,101,2026-02-04 17:55:33.831492
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,101,2026-02-04 17:55:33.831492
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,101,2026-02-04 17:55:33.831492
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,101,2026-02-04 17:55:33.831492
ELEC-F,65.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,101,2026-02-04 17:55:33.831492
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,2026-02-04 17:55:34.870593
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,102,2026-02-04 17:55:34.870593
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,102,2026-02-04 17:55:34.870593
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,102,2026-02-04 17:55:34.870593
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,102,2026-02-04 17:55:34.870593
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,102,2026-02-04 17:55:34.870593
ELEC-F,65.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,102,2026-02-04 17:55:34.870593
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,2026-02-04 17:55:35.908313
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,103,2026-02-04 17:55:35.908313
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,103,2026-02-04 17:55:35.908313
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,103,2026-02-04 17:55:35.908313
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,103,2026-02-04 17:55:35.908313
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,103,2026-02-04 17:55:35.908313
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,103,2026-02-04 17:55:35.908313
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,2026-02-04 17:55:36.939078
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,104,2026-02-04 17:55:36.939078
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,104,2026-02-04 17:55:36.939078
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,104,2026-02-04 17:55:36.939078
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,104,2026-02-04 17:55:36.939078
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,104,2026-02-04 17:55:36.939078
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,104,2026-02-04 17:55:36.939078
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,2026-02-04 17:55:37.980852
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,105,2026-02-04 17:55:37.980852
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,105,2026-02-04 17:55:37.980852
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,105,2026-02-04 17:55:37.980852
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,105,2026-02-04 17:55:37.980852
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,105,2026-02-04 17:55:37.980852
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,105,2026-02-04 17:55:37.980852
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,2026-02-04 17:55:38.575021
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,106,2026-02-04 17:55:38.575021
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,106,2026-02-04 17:55:38.575021
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,106,2026-02-04 17:55:38.575021
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,106,2026-02-04 17:55:38.575021
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,106,2026-02-04 17:55:38.575021
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,106,2026-02-04 17:55:38.575021
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,2026-02-04 17:55:39.698181
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,107,2026-02-04 17:55:39.698181
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,107,2026-02-04 17:55:39.698181
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,107,2026-02-04 17:55:39.698181
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,107,2026-02-04 17:55:39.698181
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,107,2026-02-04 17:55:39.698181
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,107,2026-02-04 17:55:39.698181
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,2026-02-04 17:55:40.733835
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,108,2026-02-04 17:55:40.733835
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,108,2026-02-04 17:55:40.733835
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,108,2026-02-04 17:55:40.733835
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,108,2026-02-04 17:55:40.733835
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,108,2026-02-04 17:55:40.733835
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,108,2026-02-04 17:55:40.733835
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,2026-02-04 17:55:41.777696
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,109,2026-02-04 17:55:41.777696
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,109,2026-02-04 17:55:41.777696
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,109,2026-02-04 17:55:41.777696
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,109,2026-02-04 17:55:41.777696
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,109,2026-02-04 17:55:41.777696
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,109,2026-02-04 17:55:41.777696
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,2026-02-04 17:55:42.818867
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,110,2026-02-04 17:55:42.818867
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,110,2026-02-04 17:55:42.818867
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,110,2026-02-04 17:55:42.818867
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,110,2026-02-04 17:55:42.818867
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,110,2026-02-04 17:55:42.818867
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,110,2026-02-04 17:55:42.818867
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,2026-02-04 17:55:43.863148
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,111,2026-02-04 17:55:43.863148
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,111,2026-02-04 17:55:43.863148
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,111,2026-02-04 17:55:43.863148
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,111,2026-02-04 17:55:43.863148
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,111,2026-02-04 17:55:43.863148
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,111,2026-02-04 17:55:43.863148
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,2026-02-04 17:55:44.895591
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,112,2026-02-04 17:55:44.895591
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,112,2026-02-04 17:55:44.895591
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,112,2026-02-04 17:55:44.895591
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,112,2026-02-04 17:55:44.895591
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,112,2026-02-04 17:55:44.895591
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,112,2026-02-04 17:55:44.895591
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,2026-02-04 17:55:45.931565
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,113,2026-02-04 17:55:45.931565
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,113,2026-02-04 17:55:45.931565
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,113,2026-02-04 17:55:45.931565
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,113,2026-02-04 17:55:45.931565
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,113,2026-02-04 17:55:45.931565
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,113,2026-02-04 17:55:45.931565
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,2026-02-04 17:55:46.972791
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,114,2026-02-04 17:55:46.972791
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,114,2026-02-04 17:55:46.972791
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,114,2026-02-04 17:55:46.972791
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,114,2026-02-04 17:55:46.972791
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,114,2026-02-04 17:55:46.972791
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,114,2026-02-04 17:55:46.972791
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,2026-02-04 17:55:48.009014
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,115,2026-02-04 17:55:48.009014
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,115,2026-02-04 17:55:48.009014
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,115,2026-02-04 17:55:48.009014
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,115,2026-02-04 17:55:48.009014
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,115,2026-02-04 17:55:48.009014
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,115,2026-02-04 17:55:48.009014
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,2026-02-04 17:55:49.050580
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,116,2026-02-04 17:55:49.050580
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,116,2026-02-04 17:55:49.050580
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,116,2026-02-04 17:55:49.050580
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,116,2026-02-04 17:55:49.050580
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,116,2026-02-04 17:55:49.050580
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,116,2026-02-04 17:55:49.050580
NG,2.13,2.11,2.15,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,117,2026-02-04 17:55:49.657045
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,117,2026-02-04 17:55:49.657045
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,117,2026-02-04 17:55:49.657045
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,117,2026-02-04 17:55:49.657045
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,117,2026-02-04 17:55:49.657045
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,117,2026-02-04 17:55:49.657045
ELEC-F,16.0,0.0,100.0,,,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,2026-02-04 17:55:49.657045
NG,2.14,2.12,2.16,800000.0,800000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,118,2026-02-04 17:55:50.770095
ELEC-day2,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,118,2026-02-04 17:55:50.770095
ELEC-day3,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,118,2026-02-04 17:55:50.770095
ELEC-day4,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,118,2026-02-04 17:55:50.770095
ELEC-day5,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,118,2026-02-04 17:55:50.770095
ELEC-day6,0.0,0.0,0.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,118,2026-02-04 17:55:50.770095
