ticker,last_price,bid_price,ask_price,SELL_UOTB-P,BUY_ANON,BUY_UOTB-D,SELL_UOTB-T1,SELL_UOTB-D,SELL_BABS-P,SELL_ANON,BUY_UOTB-P,tick,timestamp
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,2,2026-02-04 17:04:08.949299
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,2,2026-02-04 17:04:08.949299
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,3,2026-02-04 17:04:10.069517
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,3,2026-02-04 17:04:10.069517
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,3,2026-02-04 17:04:10.069517
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,3,2026-02-04 17:04:10.069517
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,3,2026-02-04 17:04:10.069517
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,3,2026-02-04 17:04:10.069517
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,3,2026-02-04 17:04:10.069517
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,4,2026-02-04 17:04:11.115280
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,4,2026-02-04 17:04:11.115280
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,4,2026-02-04 17:04:11.115280
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,4,2026-02-04 17:04:11.115280
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,4,2026-02-04 17:04:11.115280
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,4,2026-02-04 17:04:11.115280
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,4,2026-02-04 17:04:11.115280
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,5,2026-02-04 17:04:12.173743
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,5,2026-02-04 17:04:12.173743
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,5,2026-02-04 17:04:12.173743
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,5,2026-02-04 17:04:12.173743
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,5,2026-02-04 17:04:12.173743
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,5,2026-02-04 17:04:12.173743
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,5,2026-02-04 17:04:12.173743
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,6,2026-02-04 17:04:13.213083
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,6,2026-02-04 17:04:13.213083
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,6,2026-02-04 17:04:13.213083
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,6,2026-02-04 17:04:13.213083
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,6,2026-02-04 17:04:13.213083
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,6,2026-02-04 17:04:13.213083
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,6,2026-02-04 17:04:13.213083
NG,2.23,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,7,2026-02-04 17:04:14.270024
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,7,2026-02-04 17:04:14.270024
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,7,2026-02-04 17:04:14.270024
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,7,2026-02-04 17:04:14.270024
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,7,2026-02-04 17:04:14.270024
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,7,2026-02-04 17:04:14.270024
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,7,2026-02-04 17:04:14.270024
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,8,2026-02-04 17:04:15.324928
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,8,2026-02-04 17:04:15.324928
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,8,2026-02-04 17:04:15.324928
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,8,2026-02-04 17:04:15.324928
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,8,2026-02-04 17:04:15.324928
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,8,2026-02-04 17:04:15.324928
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,8,2026-02-04 17:04:15.324928
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,9,2026-02-04 17:04:16.452009
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,9,2026-02-04 17:04:16.452009
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,9,2026-02-04 17:04:16.452009
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,9,2026-02-04 17:04:16.452009
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,9,2026-02-04 17:04:16.452009
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,9,2026-02-04 17:04:16.452009
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,9,2026-02-04 17:04:16.452009
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,10,2026-02-04 17:04:16.994168
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,10,2026-02-04 17:04:16.994168
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,10,2026-02-04 17:04:16.994168
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,10,2026-02-04 17:04:16.994168
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,10,2026-02-04 17:04:16.994168
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,10,2026-02-04 17:04:16.994168
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,10,2026-02-04 17:04:16.994168
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,11,2026-02-04 17:04:18.118085
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,11,2026-02-04 17:04:18.118085
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,11,2026-02-04 17:04:18.118085
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,11,2026-02-04 17:04:18.118085
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,11,2026-02-04 17:04:18.118085
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,11,2026-02-04 17:04:18.118085
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,11,2026-02-04 17:04:18.118085
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,12,2026-02-04 17:04:19.189075
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,12,2026-02-04 17:04:19.189075
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,12,2026-02-04 17:04:19.189075
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,12,2026-02-04 17:04:19.189075
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,12,2026-02-04 17:04:19.189075
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,12,2026-02-04 17:04:19.189075
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,12,2026-02-04 17:04:19.189075
NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0,13,2026-02-04 17:04:20.223423
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,13,2026-02-04 17:04:20.223423
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,13,2026-02-04 17:04:20.223423
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,13,2026-02-04 17:04:20.223423
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,13,2026-02-04 17:04:20.223423
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,13,2026-02-04 17:04:20.223423
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,13,2026-02-04 17:04:20.223423
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,14,2026-02-04 17:04:21.267488
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,14,2026-02-04 17:04:21.267488
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,14,2026-02-04 17:04:21.267488
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,14,2026-02-04 17:04:21.267488
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,14,2026-02-04 17:04:21.267488
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,14,2026-02-04 17:04:21.267488
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,14,2026-02-04 17:04:21.267488
NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0,15,2026-02-04 17:04:22.317484
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,15,2026-02-04 17:04:22.317484
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,15,2026-02-04 17:04:22.317484
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,15,2026-02-04 17:04:22.317484
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,15,2026-02-04 17:04:22.317484
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,15,2026-02-04 17:04:22.317484
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,15,2026-02-04 17:04:22.317484
NG,2.23,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,16,2026-02-04 17:04:23.381933
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,16,2026-02-04 17:04:23.381933
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,16,2026-02-04 17:04:23.381933
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,16,2026-02-04 17:04:23.381933
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,16,2026-02-04 17:04:23.381933
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,16,2026-02-04 17:04:23.381933
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,16,2026-02-04 17:04:23.381933
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,17,2026-02-04 17:04:23.982428
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,17,2026-02-04 17:04:23.982428
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,17,2026-02-04 17:04:23.982428
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,17,2026-02-04 17:04:23.982428
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,17,2026-02-04 17:04:23.982428
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,17,2026-02-04 17:04:23.982428
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,17,2026-02-04 17:04:23.982428
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,18,2026-02-04 17:04:25.155646
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,18,2026-02-04 17:04:25.155646
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,18,2026-02-04 17:04:25.155646
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,18,2026-02-04 17:04:25.155646
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,18,2026-02-04 17:04:25.155646
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,18,2026-02-04 17:04:25.155646
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,18,2026-02-04 17:04:25.155646
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,19,2026-02-04 17:04:26.185853
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,19,2026-02-04 17:04:26.185853
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,19,2026-02-04 17:04:26.185853
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,19,2026-02-04 17:04:26.185853
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,19,2026-02-04 17:04:26.185853
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,19,2026-02-04 17:04:26.185853
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,19,2026-02-04 17:04:26.185853
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,20,2026-02-04 17:04:27.220480
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,20,2026-02-04 17:04:27.220480
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,20,2026-02-04 17:04:27.220480
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,20,2026-02-04 17:04:27.220480
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,20,2026-02-04 17:04:27.220480
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,20,2026-02-04 17:04:27.220480
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,20,2026-02-04 17:04:27.220480
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,21,2026-02-04 17:04:28.247707
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,21,2026-02-04 17:04:28.247707
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,21,2026-02-04 17:04:28.247707
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,21,2026-02-04 17:04:28.247707
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,21,2026-02-04 17:04:28.247707
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,21,2026-02-04 17:04:28.247707
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,21,2026-02-04 17:04:28.247707
NG,2.21,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,22,2026-02-04 17:04:29.278645
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,22,2026-02-04 17:04:29.278645
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,22,2026-02-04 17:04:29.278645
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,22,2026-02-04 17:04:29.278645
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,22,2026-02-04 17:04:29.278645
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,22,2026-02-04 17:04:29.278645
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,22,2026-02-04 17:04:29.278645
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,23,2026-02-04 17:04:30.311015
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,23,2026-02-04 17:04:30.311015
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,23,2026-02-04 17:04:30.311015
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,23,2026-02-04 17:04:30.311015
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,23,2026-02-04 17:04:30.311015
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,23,2026-02-04 17:04:30.311015
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,23,2026-02-04 17:04:30.311015
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,24,2026-02-04 17:04:31.342015
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 17:04:31.342015
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 17:04:31.342015
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 17:04:31.342015
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 17:04:31.342015
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 17:04:31.342015
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 17:04:31.342015
NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,25,2026-02-04 17:04:32.378760
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 17:04:32.378760
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 17:04:32.378760
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 17:04:32.378760
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 17:04:32.378760
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 17:04:32.378760
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 17:04:32.378760
NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,26,2026-02-04 17:04:33.416408
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 17:04:33.416408
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 17:04:33.416408
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 17:04:33.416408
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 17:04:33.416408
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 17:04:33.416408
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 17:04:33.416408
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,27,2026-02-04 17:04:34.460234
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,27,2026-02-04 17:04:34.460234
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,27,2026-02-04 17:04:34.460234
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,27,2026-02-04 17:04:34.460234
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,27,2026-02-04 17:04:34.460234
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,27,2026-02-04 17:04:34.460234
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,27,2026-02-04 17:04:34.460234
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,28,2026-02-04 17:04:35.033949
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,28,2026-02-04 17:04:35.033949
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,28,2026-02-04 17:04:35.033949
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,28,2026-02-04 17:04:35.033949
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,28,2026-02-04 17:04:35.033949
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,28,2026-02-04 17:04:35.033949
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,28,2026-02-04 17:04:35.033949
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,29,2026-02-04 17:04:36.175729
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,29,2026-02-04 17:04:36.175729
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,29,2026-02-04 17:04:36.175729
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,29,2026-02-04 17:04:36.175729
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,29,2026-02-04 17:04:36.175729
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,29,2026-02-04 17:04:36.175729
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,29,2026-02-04 17:04:36.175729
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,30,2026-02-04 17:04:37.215612
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,30,2026-02-04 17:04:37.215612
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,30,2026-02-04 17:04:37.215612
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,30,2026-02-04 17:04:37.215612
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,30,2026-02-04 17:04:37.215612
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,30,2026-02-04 17:04:37.215612
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,30,2026-02-04 17:04:37.215612
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,31,2026-02-04 17:04:38.252018
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,31,2026-02-04 17:04:38.252018
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,31,2026-02-04 17:04:38.252018
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,31,2026-02-04 17:04:38.252018
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,31,2026-02-04 17:04:38.252018
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,31,2026-02-04 17:04:38.252018
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,31,2026-02-04 17:04:38.252018
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,32,2026-02-04 17:04:39.282990
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,32,2026-02-04 17:04:39.282990
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,32,2026-02-04 17:04:39.282990
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,32,2026-02-04 17:04:39.282990
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,32,2026-02-04 17:04:39.282990
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,32,2026-02-04 17:04:39.282990
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,32,2026-02-04 17:04:39.282990
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,33,2026-02-04 17:04:40.323885
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,33,2026-02-04 17:04:40.323885
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,33,2026-02-04 17:04:40.323885
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,33,2026-02-04 17:04:40.323885
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,33,2026-02-04 17:04:40.323885
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,33,2026-02-04 17:04:40.323885
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,33,2026-02-04 17:04:40.323885
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,34,2026-02-04 17:04:41.380857
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,34,2026-02-04 17:04:41.380857
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,34,2026-02-04 17:04:41.380857
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,34,2026-02-04 17:04:41.380857
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,34,2026-02-04 17:04:41.380857
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,34,2026-02-04 17:04:41.380857
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,34,2026-02-04 17:04:41.380857
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,35,2026-02-04 17:04:42.413991
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,35,2026-02-04 17:04:42.413991
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,35,2026-02-04 17:04:42.413991
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,35,2026-02-04 17:04:42.413991
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,35,2026-02-04 17:04:42.413991
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,35,2026-02-04 17:04:42.413991
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,35,2026-02-04 17:04:42.413991
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,36,2026-02-04 17:04:43.464537
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,36,2026-02-04 17:04:43.464537
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,36,2026-02-04 17:04:43.464537
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,36,2026-02-04 17:04:43.464537
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,36,2026-02-04 17:04:43.464537
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,36,2026-02-04 17:04:43.464537
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,36,2026-02-04 17:04:43.464537
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,37,2026-02-04 17:04:44.502208
