ticker,last_price,bid_price,ask_price,SELL_UOTB-P,BUY_ANON,BUY_UOTB-D,SELL_UOTB-T1,SELL_UOTB-D,SELL_BABS-P,SELL_ANON,BUY_UOTB-P,tick,timestamp
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,3,2026-02-04 16:50:38.041270
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,3,2026-02-04 16:50:38.041270
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,3,2026-02-04 16:50:38.041270
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,3,2026-02-04 16:50:38.041270
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,3,2026-02-04 16:50:38.041270
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,3,2026-02-04 16:50:38.041270
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,3,2026-02-04 16:50:38.041270
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,4,2026-02-04 16:50:39.106453
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,4,2026-02-04 16:50:39.106453
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,4,2026-02-04 16:50:39.106453
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,4,2026-02-04 16:50:39.106453
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,4,2026-02-04 16:50:39.106453
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,4,2026-02-04 16:50:39.106453
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,4,2026-02-04 16:50:39.106453
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,5,2026-02-04 16:50:40.157845
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,5,2026-02-04 16:50:40.157845
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,5,2026-02-04 16:50:40.157845
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,5,2026-02-04 16:50:40.157845
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,5,2026-02-04 16:50:40.157845
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,5,2026-02-04 16:50:40.157845
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,5,2026-02-04 16:50:40.157845
NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,6,2026-02-04 16:50:41.223084
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,6,2026-02-04 16:50:41.223084
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,6,2026-02-04 16:50:41.223084
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,6,2026-02-04 16:50:41.223084
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,6,2026-02-04 16:50:41.223084
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,6,2026-02-04 16:50:41.223084
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,6,2026-02-04 16:50:41.223084
NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0,7,2026-02-04 16:50:42.269159
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,7,2026-02-04 16:50:42.269159
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,7,2026-02-04 16:50:42.269159
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,7,2026-02-04 16:50:42.269159
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,7,2026-02-04 16:50:42.269159
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,7,2026-02-04 16:50:42.269159
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,7,2026-02-04 16:50:42.269159
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,8,2026-02-04 16:50:43.306961
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,8,2026-02-04 16:50:43.306961
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,8,2026-02-04 16:50:43.306961
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,8,2026-02-04 16:50:43.306961
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,8,2026-02-04 16:50:43.306961
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,8,2026-02-04 16:50:43.306961
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,8,2026-02-04 16:50:43.306961
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,9,2026-02-04 16:50:44.417817
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,9,2026-02-04 16:50:44.417817
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,9,2026-02-04 16:50:44.417817
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,9,2026-02-04 16:50:44.417817
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,9,2026-02-04 16:50:44.417817
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,9,2026-02-04 16:50:44.417817
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,9,2026-02-04 16:50:44.417817
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,10,2026-02-04 16:50:44.955482
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,10,2026-02-04 16:50:44.955482
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,10,2026-02-04 16:50:44.955482
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,10,2026-02-04 16:50:44.955482
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,10,2026-02-04 16:50:44.955482
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,10,2026-02-04 16:50:44.955482
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,10,2026-02-04 16:50:44.955482
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,11,2026-02-04 16:50:46.170960
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,11,2026-02-04 16:50:46.170960
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,11,2026-02-04 16:50:46.170960
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,11,2026-02-04 16:50:46.170960
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,11,2026-02-04 16:50:46.170960
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,11,2026-02-04 16:50:46.170960
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,11,2026-02-04 16:50:46.170960
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,12,2026-02-04 16:50:47.208907,7.0,2.0,11.0,,FACTORY TENDER REPORT,There is increased speculation of large sized factory tenders to SELL electricity into the local market.
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,12,2026-02-04 16:50:47.208907,,,,,,
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,12,2026-02-04 16:50:47.208907,,,,,,
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,12,2026-02-04 16:50:47.208907,,,,,,
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,12,2026-02-04 16:50:47.208907,,,,,,
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,12,2026-02-04 16:50:47.208907,,,,,,
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,12,2026-02-04 16:50:47.208907,,,,,,
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,13,2026-02-04 16:50:48.252164
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,13,2026-02-04 16:50:48.252164
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,13,2026-02-04 16:50:48.252164
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,13,2026-02-04 16:50:48.252164
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,13,2026-02-04 16:50:48.252164
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,13,2026-02-04 16:50:48.252164
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,13,2026-02-04 16:50:48.252164
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,14,2026-02-04 16:50:49.292004
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,14,2026-02-04 16:50:49.292004
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,14,2026-02-04 16:50:49.292004
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,14,2026-02-04 16:50:49.292004
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,14,2026-02-04 16:50:49.292004
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,14,2026-02-04 16:50:49.292004
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,14,2026-02-04 16:50:49.292004
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,15,2026-02-04 16:50:50.333698
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,15,2026-02-04 16:50:50.333698
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,15,2026-02-04 16:50:50.333698
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,15,2026-02-04 16:50:50.333698
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,15,2026-02-04 16:50:50.333698
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,15,2026-02-04 16:50:50.333698
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,15,2026-02-04 16:50:50.333698
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,16,2026-02-04 16:50:51.373667
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,16,2026-02-04 16:50:51.373667
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,16,2026-02-04 16:50:51.373667
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,16,2026-02-04 16:50:51.373667
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,16,2026-02-04 16:50:51.373667
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,16,2026-02-04 16:50:51.373667
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,16,2026-02-04 16:50:51.373667
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,17,2026-02-04 16:50:51.986429
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,17,2026-02-04 16:50:51.986429
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,17,2026-02-04 16:50:51.986429
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,17,2026-02-04 16:50:51.986429
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,17,2026-02-04 16:50:51.986429
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,17,2026-02-04 16:50:51.986429
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,17,2026-02-04 16:50:51.986429
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,18,2026-02-04 16:50:53.109952
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,18,2026-02-04 16:50:53.109952
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,18,2026-02-04 16:50:53.109952
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,18,2026-02-04 16:50:53.109952
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,18,2026-02-04 16:50:53.109952
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,18,2026-02-04 16:50:53.109952
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,18,2026-02-04 16:50:53.109952
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,19,2026-02-04 16:50:54.155093
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,19,2026-02-04 16:50:54.155093
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,19,2026-02-04 16:50:54.155093
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,19,2026-02-04 16:50:54.155093
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,19,2026-02-04 16:50:54.155093
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,19,2026-02-04 16:50:54.155093
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,19,2026-02-04 16:50:54.155093
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,20,2026-02-04 16:50:55.189688
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,20,2026-02-04 16:50:55.189688
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,20,2026-02-04 16:50:55.189688
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,20,2026-02-04 16:50:55.189688
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,20,2026-02-04 16:50:55.189688
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,20,2026-02-04 16:50:55.189688
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,20,2026-02-04 16:50:55.189688
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,21,2026-02-04 16:50:56.231879
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,21,2026-02-04 16:50:56.231879
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,21,2026-02-04 16:50:56.231879
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,21,2026-02-04 16:50:56.231879
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,21,2026-02-04 16:50:56.231879
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,21,2026-02-04 16:50:56.231879
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,21,2026-02-04 16:50:56.231879
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,22,2026-02-04 16:50:57.305372
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,22,2026-02-04 16:50:57.305372
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,22,2026-02-04 16:50:57.305372
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,22,2026-02-04 16:50:57.305372
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,22,2026-02-04 16:50:57.305372
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,22,2026-02-04 16:50:57.305372
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,22,2026-02-04 16:50:57.305372
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,23,2026-02-04 16:50:58.502206
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,23,2026-02-04 16:50:58.502206
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,23,2026-02-04 16:50:58.502206
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,23,2026-02-04 16:50:58.502206
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,23,2026-02-04 16:50:58.502206
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,23,2026-02-04 16:50:58.502206
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,23,2026-02-04 16:50:58.502206
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,24,2026-02-04 16:50:59.107350
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,24,2026-02-04 16:50:59.107350
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 16:50:59.107350
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 16:50:59.107350
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 16:50:59.107350
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 16:50:59.107350
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,24,2026-02-04 16:50:59.107350
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,25,2026-02-04 16:51:00.159594
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,25,2026-02-04 16:51:00.159594
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 16:51:00.159594
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 16:51:00.159594
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 16:51:00.159594
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 16:51:00.159594
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,25,2026-02-04 16:51:00.159594
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,26,2026-02-04 16:51:01.203344
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,26,2026-02-04 16:51:01.203344
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 16:51:01.203344
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 16:51:01.203344
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 16:51:01.203344
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 16:51:01.203344
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,26,2026-02-04 16:51:01.203344
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,27,2026-02-04 16:51:02.258342
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,27,2026-02-04 16:51:02.258342
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,27,2026-02-04 16:51:02.258342
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,27,2026-02-04 16:51:02.258342
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,27,2026-02-04 16:51:02.258342
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,27,2026-02-04 16:51:02.258342
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,27,2026-02-04 16:51:02.258342
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,28,2026-02-04 16:51:03.300266
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,28,2026-02-04 16:51:03.300266
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,28,2026-02-04 16:51:03.300266
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,28,2026-02-04 16:51:03.300266
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,28,2026-02-04 16:51:03.300266
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,28,2026-02-04 16:51:03.300266
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,28,2026-02-04 16:51:03.300266
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,29,2026-02-04 16:51:04.379213
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,29,2026-02-04 16:51:04.379213
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,29,2026-02-04 16:51:04.379213
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,29,2026-02-04 16:51:04.379213
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,29,2026-02-04 16:51:04.379213
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,29,2026-02-04 16:51:04.379213
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,29,2026-02-04 16:51:04.379213
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,30,2026-02-04 16:51:05.127792
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,30,2026-02-04 16:51:05.127792
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,30,2026-02-04 16:51:05.127792
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,30,2026-02-04 16:51:05.127792
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,30,2026-02-04 16:51:05.127792
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,30,2026-02-04 16:51:05.127792
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,30,2026-02-04 16:51:05.127792
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,31,2026-02-04 16:51:06.294429
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,31,2026-02-04 16:51:06.294429
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,31,2026-02-04 16:51:06.294429
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,31,2026-02-04 16:51:06.294429
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,31,2026-02-04 16:51:06.294429
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,31,2026-02-04 16:51:06.294429
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,31,2026-02-04 16:51:06.294429
NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0,32,2026-02-04 16:51:07.405584
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,32,2026-02-04 16:51:07.405584
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,32,2026-02-04 16:51:07.405584
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,32,2026-02-04 16:51:07.405584
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,32,2026-02-04 16:51:07.405584
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,32,2026-02-04 16:51:07.405584
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,32,2026-02-04 16:51:07.405584
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,33,2026-02-04 16:51:08.048209
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,33,2026-02-04 16:51:08.048209
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,33,2026-02-04 16:51:08.048209
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,33,2026-02-04 16:51:08.048209
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,33,2026-02-04 16:51:08.048209
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,33,2026-02-04 16:51:08.048209
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,33,2026-02-04 16:51:08.048209
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,34,2026-02-04 16:51:09.182920
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,34,2026-02-04 16:51:09.182920
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,34,2026-02-04 16:51:09.182920
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,34,2026-02-04 16:51:09.182920
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,34,2026-02-04 16:51:09.182920
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,34,2026-02-04 16:51:09.182920
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,34,2026-02-04 16:51:09.182920
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,35,2026-02-04 16:51:10.236216
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,35,2026-02-04 16:51:10.236216
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,35,2026-02-04 16:51:10.236216
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,35,2026-02-04 16:51:10.236216
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,35,2026-02-04 16:51:10.236216
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,35,2026-02-04 16:51:10.236216
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,35,2026-02-04 16:51:10.236216
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,36,2026-02-04 16:51:11.276272
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,36,2026-02-04 16:51:11.276272
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,36,2026-02-04 16:51:11.276272
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,36,2026-02-04 16:51:11.276272
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,36,2026-02-04 16:51:11.276272
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,36,2026-02-04 16:51:11.276272
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,36,2026-02-04 16:51:11.276272
NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0,37,2026-02-04 16:51:12.322446
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,37,2026-02-04 16:51:12.322446
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,37,2026-02-04 16:51:12.322446
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,37,2026-02-04 16:51:12.322446
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,37,2026-02-04 16:51:12.322446
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,37,2026-02-04 16:51:12.322446
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,37,2026-02-04 16:51:12.322446
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,38,2026-02-04 16:51:13.377305
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,38,2026-02-04 16:51:13.377305
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,38,2026-02-04 16:51:13.377305
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,38,2026-02-04 16:51:13.377305
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,38,2026-02-04 16:51:13.377305
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,38,2026-02-04 16:51:13.377305
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,38,2026-02-04 16:51:13.377305
NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0,39,2026-02-04 16:51:14.426124
ELEC-day2,0.0,19.15,19.16,326.0,326.0,0,0,0,0,0,0,39,2026-02-04 16:51:14.426124
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,39,2026-02-04 16:51:14.426124
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,39,2026-02-04 16:51:14.426124
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,39,2026-02-04 16:51:14.426124
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,39,2026-02-04 16:51:14.426124
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,39,2026-02-04 16:51:14.426124
