ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_GIOT-1,SELL_GIOT-2,BUY_GIOT-3,BUY_GIOT-2,SELL_UEBR-1,SELL_GIOT-1,SELL_GIOT-3,tick,timestamp
RITC,9.98,9.98,10.0,199100.0,203100.0,0,0,0,0,0,0,0,118,2026-02-03 11:14:28.481116
COMP,24.99,24.99,25.02,144800.0,134200.0,0,0,0,0,0,0,0,118,2026-02-03 11:14:28.481116
RITC,10.0,10.02,10.03,198000.0,203600.0,0,0,0,0,0,0,0,119,2026-02-03 11:14:29.506470
COMP,24.99,24.99,25.02,143700.0,134200.0,0,0,0,0,0,0,0,119,2026-02-03 11:14:29.506470
RITC,10.03,10.02,10.03,199600.0,204600.0,0,0,0,0,0,0,0,120,2026-02-03 11:14:30.536116
COMP,24.99,24.99,25.01,142700.0,134500.0,0,0,0,0,0,0,0,120,2026-02-03 11:14:30.536116
RITC,10.03,10.02,10.03,198100.0,203300.0,0,0,0,0,0,0,0,121,2026-02-03 11:14:31.573238
COMP,24.99,24.99,25.0,142700.0,134700.0,0,0,0,0,0,0,0,121,2026-02-03 11:14:31.573238
RITC,10.03,10.02,10.03,198100.0,201300.0,0,0,0,0,0,0,0,122,2026-02-03 11:14:32.603416
COMP,24.99,24.98,25.0,143000.0,134700.0,0,0,0,0,0,0,0,122,2026-02-03 11:14:32.603416
RITC,9.98,9.98,10.03,199100.0,200000.0,0,0,0,0,0,0,0,123,2026-02-03 11:14:33.632144
COMP,25.0,24.98,25.0,143000.0,133400.0,0,0,0,0,0,0,0,123,2026-02-03 11:14:33.632144
RITC,9.98,10.01,10.03,199000.0,200000.0,0,0,0,0,0,0,0,124,2026-02-03 11:14:34.155497
COMP,25.0,24.98,25.0,143000.0,133400.0,0,0,0,0,0,0,0,124,2026-02-03 11:14:34.155497
RITC,9.98,10.02,10.03,201100.0,200000.0,0,0,0,0,0,0,0,125,2026-02-03 11:14:35.179697
COMP,24.98,24.98,25.0,143000.0,133400.0,0,0,0,0,0,0,0,125,2026-02-03 11:14:35.179697
RITC,10.03,10.02,10.03,201100.0,200000.0,0,0,0,0,0,0,0,126,2026-02-03 11:14:36.213061
COMP,24.98,24.98,25.0,143000.0,133400.0,0,0,0,0,0,0,0,126,2026-02-03 11:14:36.213061
RITC,10.03,10.02,10.03,201100.0,199000.0,0,0,0,0,0,0,0,127,2026-02-03 11:14:37.272956
COMP,24.99,24.98,24.99,143000.0,133900.0,0,0,0,0,0,0,0,127,2026-02-03 11:14:37.272956
RITC,10.01,10.01,10.03,199000.0,199000.0,0,0,0,0,0,0,0,128,2026-02-03 11:14:38.346251
COMP,25.01,24.98,25.01,142400.0,133300.0,0,0,0,0,0,0,0,128,2026-02-03 11:14:38.346251
RITC,10.01,10.02,10.03,203000.0,199000.0,0,0,0,0,0,0,0,129,2026-02-03 11:14:39.381193
COMP,25.01,24.98,25.01,142400.0,132000.0,0,0,0,0,0,0,0,129,2026-02-03 11:14:39.381193
RITC,10.03,10.02,10.03,203000.0,200000.0,0,0,0,0,0,0,0,130,2026-02-03 11:14:40.413042
COMP,25.02,24.99,25.02,143800.0,136100.0,0,0,0,0,0,0,0,130,2026-02-03 11:14:40.413042
RITC,10.03,10.02,10.03,201400.0,199400.0,0,0,0,0,0,0,0,131,2026-02-03 11:14:41.440347
COMP,25.02,24.99,25.02,143800.0,136100.0,0,0,0,0,0,0,0,131,2026-02-03 11:14:41.440347
RITC,10.03,10.02,10.03,200000.0,197500.0,0,0,0,0,0,0,0,132,2026-02-03 11:14:42.467197
COMP,25.02,24.99,25.02,145800.0,136100.0,0,0,0,0,0,0,0,132,2026-02-03 11:14:42.467197
RITC,10.02,10.02,10.03,199200.0,196600.0,0,0,0,0,0,0,0,133,2026-02-03 11:14:43.495103
COMP,25.02,24.99,25.02,145800.0,136300.0,0,0,0,0,0,0,0,133,2026-02-03 11:14:43.495103
RITC,10.03,10.02,10.03,199900.0,196200.0,0,0,0,0,0,0,0,134,2026-02-03 11:14:44.533594
COMP,25.03,24.99,25.03,146300.0,138700.0,0,0,0,0,0,0,0,134,2026-02-03 11:14:44.533594
RITC,10.03,10.03,10.04,203100.0,201000.0,0,0,0,0,0,0,0,135,2026-02-03 11:14:45.563417
COMP,25.03,24.99,25.03,146000.0,138700.0,0,0,0,0,0,0,0,135,2026-02-03 11:14:45.563417
RITC,10.04,10.03,10.04,202700.0,197300.0,0,0,0,0,0,0,0,136,2026-02-03 11:14:46.593963
COMP,25.03,24.99,25.02,146000.0,137200.0,0,0,0,0,0,0,0,136,2026-02-03 11:14:46.593963
RITC,10.02,10.02,10.04,202100.0,197700.0,0,0,0,0,0,0,0,137,2026-02-03 11:14:47.623248
COMP,25.03,24.98,25.03,144500.0,138700.0,0,0,0,0,0,0,0,137,2026-02-03 11:14:47.623248
RITC,10.04,10.02,10.04,202100.0,167200.0,30000.0,0,0,0,0,0,0,0,138,2026-02-03 11:14:48.649231
COMP,25.03,24.98,25.03,144500.0,138000.0,,0,0,0,0,0,0,0,138,2026-02-03 11:14:48.649231
RITC,10.04,10.02,10.04,200500.0,50000.0,148700.0,0,0,0,0,0,0,0,139,2026-02-03 11:14:49.692952
COMP,25.01,25.01,25.03,147000.0,,138000.0,0,0,0,0,0,0,0,139,2026-02-03 11:14:49.692952
RITC,10.04,10.02,10.04,200500.0,30000.0,165300.0,0,0,0,0,0,0,0,140,2026-02-03 11:14:50.228285
COMP,25.04,25.01,25.04,147000.0,,137800.0,0,0,0,0,0,0,0,140,2026-02-03 11:14:50.228285
RITC,10.02,10.02,10.05,200200.0,176700.0,20000.0,0,0,0,0,0,0,0,141,2026-02-03 11:14:51.255499
COMP,25.04,25.01,25.04,146700.0,137800.0,,0,0,0,0,0,0,0,141,2026-02-03 11:14:51.255499
RITC,10.02,10.02,10.04,200200.0,198000.0,0,0,0,0,0,0,0,0,142,2026-02-03 11:14:52.285985
COMP,24.98,24.98,25.04,144500.0,137400.0,0,0,0,0,0,0,0,0,142,2026-02-03 11:14:52.285985
RITC,10.04,10.02,10.04,200200.0,169700.0,30000.0,0,0,0,0,0,0,0,143,2026-02-03 11:14:53.331597
COMP,25.04,24.98,25.04,144500.0,139800.0,,0,0,0,0,0,0,0,143,2026-02-03 11:14:53.331597
RITC,10.04,10.02,10.04,201700.0,149700.0,50000.0,0,0,0,0,0,0,0,144,2026-02-03 11:14:54.383416
COMP,25.06,24.98,25.06,142800.0,140400.0,,0,0,0,0,0,0,0,144,2026-02-03 11:14:54.383416
RITC,10.04,10.03,10.04,202800.0,121200.0,80000.0,0,0,0,0,0,0,0,145,2026-02-03 11:14:55.427412
COMP,25.06,24.98,25.06,142800.0,139900.0,,0,0,0,0,0,0,0,145,2026-02-03 11:14:55.427412
RITC,10.04,10.03,10.04,202800.0,90000.0,109600.0,0,0,0,0,0,0,0,146,2026-02-03 11:14:56.475148
COMP,25.06,25.01,25.06,144400.0,,140100.0,0,0,0,0,0,0,0,146,2026-02-03 11:14:56.475148
RITC,10.04,10.03,10.04,202800.0,112500.0,76700.0,0,0,0,0,0,0,0,147,2026-02-03 11:14:57.514150
COMP,25.06,25.03,25.06,146800.0,,140100.0,0,0,0,0,0,0,0,147,2026-02-03 11:14:57.514150
RITC,10.02,10.02,10.04,204800.0,20000.0,179500.0,0,0,0,0,0,0,0,148,2026-02-03 11:14:58.550667
COMP,25.07,25.03,25.07,146900.0,,137700.0,0,0,0,0,0,0,0,148,2026-02-03 11:14:58.550667
RITC,10.02,10.02,10.04,204800.0,170600.0,30000.0,0,0,0,0,0,0,0,149,2026-02-03 11:14:59.575421
COMP,25.07,25.03,25.07,146900.0,136400.0,,0,0,0,0,0,0,0,149,2026-02-03 11:14:59.575421
RITC,10.01,10.01,10.04,200900.0,153300.0,50000.0,0,0,0,0,0,0,0,150,2026-02-03 11:15:00.603062
COMP,25.07,25.03,25.07,146700.0,136400.0,,0,0,0,0,0,0,0,150,2026-02-03 11:15:00.603062
RITC,10.01,10.01,10.04,201900.0,119400.0,80000.0,0,0,0,0,0,0,0,151,2026-02-03 11:15:01.625
COMP,25.07,25.03,25.07,146000.0,136400.0,,0,0,0,0,0,0,0,151,2026-02-03 11:15:01.625
RITC,10.01,10.01,10.04,202900.0,98300.0,100000.0,0,0,0,0,0,0,0,152,2026-02-03 11:15:02.655888
COMP,25.07,25.07,25.1,144000.0,136400.0,,0,0,0,0,0,0,0,152,2026-02-03 11:15:02.655888
RITC,10.01,10.01,10.04,203100.0,86600.0,107500.0,0,0,0,0,0,0,0,153,2026-02-03 11:15:03.678329
COMP,25.1,25.07,25.1,144000.0,136400.0,,0,0,0,0,0,0,0,153,2026-02-03 11:15:03.678329
RITC,10.0,10.0,10.04,198300.0,86600.0,107500.0,0,0,0,0,0,0,0,154,2026-02-03 11:15:04.703372
COMP,25.1,25.07,25.1,143200.0,136400.0,,0,0,0,0,0,0,0,154,2026-02-03 11:15:04.703372
RITC,10.0,9.98,10.0,197300.0,84200.0,107500.0,0,0,0,0,0,0,0,155,2026-02-03 11:15:05.741606
COMP,25.1,25.07,25.1,143700.0,136400.0,,0,0,0,0,0,0,0,155,2026-02-03 11:15:05.741606
RITC,10.01,10.01,10.04,197000.0,86600.0,107500.0,0,0,0,0,0,0,0,156,2026-02-03 11:15:06.767874
COMP,25.11,25.07,25.11,143700.0,138100.0,,0,0,0,0,0,0,0,156,2026-02-03 11:15:06.767874
RITC,10.01,10.01,10.04,201100.0,86600.0,107500.0,0,0,0,0,0,0,0,157,2026-02-03 11:15:07.793212
COMP,25.11,25.11,25.12,145400.0,138700.0,,0,0,0,0,0,0,0,157,2026-02-03 11:15:07.793212
RITC,10.04,10.01,10.04,201100.0,10000.0,191500.0,0,0,0,0,0,0,0,158,2026-02-03 11:15:08.827802
COMP,25.12,25.11,25.12,145400.0,,138700.0,0,0,0,0,0,0,0,158,2026-02-03 11:15:08.827802
RITC,10.01,10.01,10.04,200300.0,20000.0,181700.0,0,0,0,0,0,0,0,159,2026-02-03 11:15:09.356198
COMP,25.12,25.11,25.12,145400.0,,139000.0,0,0,0,0,0,0,0,159,2026-02-03 11:15:09.356198
RITC,10.0,10.0,10.04,199200.0,40000.0,162700.0,0,0,0,0,0,0,0,160,2026-02-03 11:15:10.390575
COMP,25.13,25.11,25.13,144100.0,,138800.0,0,0,0,0,0,0,0,160,2026-02-03 11:15:10.390575
RITC,10.0,10.0,10.04,199300.0,60000.0,140500.0,0,0,0,0,0,0,0,161,2026-02-03 11:15:11.445104
COMP,25.14,25.11,25.14,144100.0,,136500.0,0,0,0,0,0,0,0,161,2026-02-03 11:15:11.445104
RITC,10.0,10.0,10.04,203300.0,80000.0,119200.0,0,0,0,0,0,0,0,162,2026-02-03 11:15:12.492878
COMP,25.14,25.11,25.14,142200.0,,136500.0,0,0,0,0,0,0,0,162,2026-02-03 11:15:12.492878
RITC,10.0,10.0,10.04,200600.0,97500.0,100900.0,0,0,0,0,0,0,0,163,2026-02-03 11:15:13.539353
COMP,25.14,25.11,25.14,141800.0,,136500.0,0,0,0,0,0,0,0,163,2026-02-03 11:15:13.539353
RITC,10.02,10.0,10.01,200600.0,100200.0,97500.0,0,0,0,0,0,0,0,164,2026-02-03 11:15:14.580601
COMP,25.14,25.15,25.16,142400.0,136100.0,,0,0,0,0,0,0,0,164,2026-02-03 11:15:14.580601
RITC,10.01,10.01,10.04,198600.0,97500.0,100900.0,0,0,0,0,0,0,0,165,2026-02-03 11:15:15.621819
COMP,25.14,25.15,25.16,144000.0,,136100.0,0,0,0,0,0,0,0,165,2026-02-03 11:15:15.621819
RITC,10.04,10.01,10.04,198600.0,77500.0,119200.0,0,0,0,0,0,0,0,166,2026-02-03 11:15:16.659159
COMP,25.11,25.11,25.16,143000.0,,136100.0,0,0,0,0,0,0,0,166,2026-02-03 11:15:16.659159
RITC,10.04,10.03,10.04,201600.0,67500.0,128800.0,0,0,0,0,0,0,0,167,2026-02-03 11:15:17.689652
COMP,25.11,25.11,25.14,143000.0,,138300.0,0,0,0,0,0,0,0,167,2026-02-03 11:15:17.689652
RITC,10.04,10.03,10.04,202200.0,10000.0,191500.0,0,0,0,0,0,0,0,168,2026-02-03 11:15:18.718861
COMP,25.14,25.11,25.14,143000.0,,138300.0,0,0,0,0,0,0,0,168,2026-02-03 11:15:18.718861
RITC,10.05,10.04,10.05,204800.0,173200.0,30000.0,0,0,0,0,0,0,0,169,2026-02-03 11:15:19.749942
COMP,25.16,25.12,25.16,144600.0,136100.0,,0,0,0,0,0,0,0,169,2026-02-03 11:15:19.749942
RITC,10.05,10.04,10.05,204800.0,183900.0,20000.0,0,0,0,0,0,0,0,170,2026-02-03 11:15:20.781705
COMP,25.17,25.12,25.17,144600.0,135400.0,,0,0,0,0,0,0,0,170,2026-02-03 11:15:20.781705
RITC,10.05,10.04,10.05,203800.0,165100.0,40000.0,0,0,0,0,0,0,0,171,2026-02-03 11:15:21.814925
COMP,25.17,25.12,25.17,144600.0,135400.0,,0,0,0,0,0,0,0,171,2026-02-03 11:15:21.814925
RITC,10.05,10.04,10.05,203600.0,147100.0,53200.0,0,0,0,0,0,0,0,172,2026-02-03 11:15:22.842263
COMP,25.17,25.12,25.17,144600.0,137700.0,,0,0,0,0,0,0,0,172,2026-02-03 11:15:22.842263
RITC,10.05,10.04,10.05,203600.0,147200.0,53200.0,0,0,0,0,0,0,0,173,2026-02-03 11:15:23.869927
COMP,25.12,25.12,25.17,144600.0,137700.0,,0,0,0,0,0,0,0,173,2026-02-03 11:15:23.869927
RITC,10.04,10.04,10.05,202000.0,147200.0,53200.0,0,0,0,0,0,0,0,174,2026-02-03 11:15:24.900657
COMP,25.11,25.07,25.1,141600.0,135700.0,,0,0,0,0,0,0,0,174,2026-02-03 11:15:24.900657
RITC,10.03,10.04,10.05,203900.0,147200.0,53200.0,0,0,0,0,0,0,0,175,2026-02-03 11:15:25.942596
COMP,25.07,25.07,25.1,143800.0,135700.0,,0,0,0,0,0,0,0,175,2026-02-03 11:15:25.942596
RITC,10.04,10.04,10.05,203900.0,147200.0,53200.0,0,0,0,0,0,0,0,176,2026-02-03 11:15:26.475024
COMP,25.07,25.07,25.1,145500.0,135700.0,,0,0,0,0,0,0,0,176,2026-02-03 11:15:26.475024
RITC,10.05,10.04,10.05,203900.0,146100.0,53200.0,0,0,0,0,0,0,0,177,2026-02-03 11:15:27.543934
COMP,25.19,25.14,25.19,145200.0,135900.0,,0,0,0,0,0,0,0,177,2026-02-03 11:15:27.543934
RITC,10.05,10.04,10.05,203900.0,144000.0,53200.0,0,0,0,0,0,0,0,178,2026-02-03 11:15:28.650117
COMP,25.19,25.14,25.19,144300.0,135900.0,,0,0,0,0,0,0,0,178,2026-02-03 11:15:28.650117
RITC,10.05,10.04,10.05,200100.0,143900.0,53200.0,0,0,0,0,0,0,0,179,2026-02-03 11:15:29.684142
COMP,25.19,25.14,25.19,144300.0,136200.0,,0,0,0,0,0,0,0,179,2026-02-03 11:15:29.684142
RITC,10.05,10.04,10.05,199700.0,140500.0,53200.0,0,0,0,0,0,0,0,180,2026-02-03 11:15:30.713834
COMP,25.19,25.14,25.19,146600.0,136200.0,,0,0,0,0,0,0,0,180,2026-02-03 11:15:30.713834
RITC,10.05,10.04,10.05,198700.0,139700.0,53200.0,0,0,0,0,0,0,0,181,2026-02-03 11:15:31.739940
COMP,25.18,25.14,25.18,144400.0,138600.0,,0,0,0,0,0,0,0,181,2026-02-03 11:15:31.739940
RITC,10.05,10.04,10.05,198700.0,139700.0,53200.0,0,0,0,0,0,0,0,182,2026-02-03 11:15:32.773801
COMP,25.14,25.11,25.13,144900.0,137300.0,,0,0,0,0,0,0,0,182,2026-02-03 11:15:32.773801
RITC,10.05,10.04,10.05,198600.0,139700.0,53200.0,0,0,0,0,0,0,0,183,2026-02-03 11:15:33.800977
COMP,25.11,25.07,25.1,145500.0,139600.0,,0,0,0,0,0,0,0,183,2026-02-03 11:15:33.800977
RITC,10.05,10.04,10.05,198600.0,33200.0,162800.0,0,0,0,0,0,0,0,184,2026-02-03 11:15:34.829253
COMP,25.1,25.1,25.13,145100.0,,137300.0,0,0,0,0,0,0,0,184,2026-02-03 11:15:34.829253
RITC,10.04,10.04,10.05,196500.0,33200.0,162800.0,0,0,0,0,0,0,0,185,2026-02-03 11:15:35.860201
COMP,25.1,25.06,25.07,147500.0,,137400.0,0,0,0,0,0,0,0,185,2026-02-03 11:15:35.860201
RITC,10.05,10.04,10.05,196300.0,23200.0,173600.0,0,0,0,0,0,0,0,186,2026-02-03 11:15:36.888630
COMP,25.13,25.13,25.19,147000.0,,136300.0,0,0,0,0,0,0,0,186,2026-02-03 11:15:36.888630
RITC,10.05,10.05,10.06,196000.0,202200.0,0,0,0,0,0,0,0,0,187,2026-02-03 11:15:37.916094
COMP,25.13,25.13,25.17,147000.0,138300.0,0,0,0,0,0,0,0,0,187,2026-02-03 11:15:37.916094
RITC,10.07,10.05,10.07,195000.0,202000.0,0,0,0,0,0,0,0,0,188,2026-02-03 11:15:38.945264
COMP,25.06,25.06,25.17,147500.0,138300.0,0,0,0,0,0,0,0,0,188,2026-02-03 11:15:38.945264
RITC,10.07,10.05,10.06,192700.0,203700.0,0,0,0,0,0,0,0,0,189,2026-02-03 11:15:39.978621
COMP,25.04,25.04,25.17,146500.0,138300.0,0,0,0,0,0,0,0,0,189,2026-02-03 11:15:39.978621
RITC,10.04,10.04,10.06,194200.0,206300.0,0,0,0,0,0,0,0,0,190,2026-02-03 11:15:41.009497
COMP,25.03,25.03,25.17,145500.0,138300.0,0,0,0,0,0,0,0,0,190,2026-02-03 11:15:41.009497
RITC,10.04,10.04,10.06,192400.0,203900.0,0,0,0,0,0,0,0,0,191,2026-02-03 11:15:42.042859
COMP,25.03,25.07,25.11,144800.0,138600.0,0,0,0,0,0,0,0,0,191,2026-02-03 11:15:42.042859
RITC,10.04,10.05,10.06,192600.0,203900.0,0,0,0,0,0,0,0,0,192,2026-02-03 11:15:43.074466
COMP,25.07,25.03,25.06,145500.0,138800.0,0,0,0,0,0,0,0,0,192,2026-02-03 11:15:43.074466
RITC,10.06,10.05,10.06,192600.0,203900.0,0,0,0,0,0,0,0,0,193,2026-02-03 11:15:43.605706
COMP,25.06,25.06,25.11,146500.0,138600.0,0,0,0,0,0,0,0,0,193,2026-02-03 11:15:43.605706
RITC,10.06,10.05,10.06,192600.0,201400.0,0,0,0,0,0,0,0,0,194,2026-02-03 11:15:44.705312
COMP,25.11,25.06,25.11,146500.0,138200.0,0,0,0,0,0,0,0,0,194,2026-02-03 11:15:44.705312
RITC,10.07,10.05,10.07,192600.0,201200.0,0,0,0,0,0,0,0,0,195,2026-02-03 11:15:45.755508
COMP,25.03,25.03,25.11,145500.0,138200.0,0,0,0,0,0,0,0,0,195,2026-02-03 11:15:45.755508
RITC,10.07,10.05,10.07,192600.0,202200.0,0,0,0,0,0,0,0,0,196,2026-02-03 11:15:46.805832
COMP,25.03,25.03,25.11,144300.0,138200.0,0,0,0,0,0,0,0,0,196,2026-02-03 11:15:46.805832
RITC,10.07,10.06,10.07,193900.0,202200.0,0,0,0,0,0,0,0,0,197,2026-02-03 11:15:47.833291
COMP,25.1,25.03,25.05,144300.0,136900.0,0,0,0,0,0,0,0,0,197,2026-02-03 11:15:47.833291
RITC,10.08,10.06,10.08,193200.0,201600.0,0,0,0,0,0,0,0,0,198,2026-02-03 11:15:48.876067
COMP,25.1,25.04,25.05,143200.0,138600.0,0,0,0,0,0,0,0,0,198,2026-02-03 11:15:48.876067
RITC,10.08,10.08,10.09,191300.0,203500.0,0,0,0,0,0,0,0,0,199,2026-02-03 11:15:49.927096
COMP,25.04,25.03,25.04,144300.0,137600.0,0,0,0,0,0,0,0,0,199,2026-02-03 11:15:49.927096
RITC,10.09,10.08,10.09,191300.0,202700.0,0,0,0,0,0,0,0,0,200,2026-02-03 11:15:50.969333
COMP,25.07,25.03,25.07,144300.0,136900.0,0,0,0,0,0,0,0,0,200,2026-02-03 11:15:50.969333
RITC,10.09,10.08,10.09,191900.0,201700.0,0,0,0,0,0,0,0,0,201,2026-02-03 11:15:52.000034
COMP,25.07,25.03,25.07,142600.0,136900.0,0,0,0,0,0,0,0,0,201,2026-02-03 11:15:52.000034
RITC,10.09,10.08,10.09,193600.0,201700.0,0,0,0,0,0,0,0,0,202,2026-02-03 11:15:53.029177
COMP,25.07,25.1,25.11,141400.0,137800.0,0,0,0,0,0,0,0,0,202,2026-02-03 11:15:53.029177
RITC,10.09,10.08,10.09,193600.0,201300.0,0,0,0,0,0,0,0,0,203,2026-02-03 11:15:54.071160
COMP,25.11,25.1,25.11,141400.0,139700.0,0,0,0,0,0,0,0,0,203,2026-02-03 11:15:54.071160
RITC,10.08,10.08,10.09,194700.0,201300.0,0,0,0,0,0,0,0,0,204,2026-02-03 11:15:55.105569
COMP,25.1,25.03,25.06,142600.0,141900.0,0,0,0,0,0,0,0,0,204,2026-02-03 11:15:55.105569
RITC,10.09,10.09,10.1,193900.0,200000.0,0,0,0,0,0,0,0,0,205,2026-02-03 11:15:55.632215
COMP,25.1,25.04,25.06,142800.0,141900.0,0,0,0,0,0,0,0,0,205,2026-02-03 11:15:55.632215
RITC,10.1,10.09,10.1,196100.0,199400.0,0,0,0,0,0,0,0,0,206,2026-02-03 11:15:56.657862
COMP,25.04,25.04,25.06,142800.0,141900.0,0,0,0,0,0,0,0,0,206,2026-02-03 11:15:56.657862
RITC,10.11,10.09,10.11,196100.0,199000.0,0,0,0,0,0,0,0,0,207,2026-02-03 11:15:57.696655
COMP,25.03,25.03,25.06,143100.0,141900.0,0,0,0,0,0,0,0,0,207,2026-02-03 11:15:57.696655
RITC,10.11,10.09,10.11,195600.0,200800.0,0,0,0,0,0,0,0,0,208,2026-02-03 11:15:58.732437
COMP,25.06,25.03,25.06,143100.0,141900.0,0,0,0,0,0,0,0,0,208,2026-02-03 11:15:58.732437
RITC,10.09,10.08,10.09,193900.0,200400.0,0,0,0,0,0,0,0,0,209,2026-02-03 11:15:59.788840
COMP,25.15,25.13,25.15,141900.0,138900.0,0,0,0,0,0,0,0,0,209,2026-02-03 11:15:59.788840
RITC,10.11,10.09,10.11,194300.0,200400.0,0,0,0,0,0,0,0,0,210,2026-02-03 11:16:00.850377
COMP,25.15,25.14,25.15,142200.0,138900.0,0,0,0,0,0,0,0,0,210,2026-02-03 11:16:00.850377
RITC,10.11,10.09,10.11,194300.0,200800.0,0,0,0,0,0,0,0,0,211,2026-02-03 11:16:01.891555
COMP,25.13,25.03,25.11,143100.0,138400.0,0,0,0,0,0,0,0,0,211,2026-02-03 11:16:01.891555
RITC,10.12,10.09,10.12,194300.0,201100.0,0,0,0,0,0,0,0,0,212,2026-02-03 11:16:02.915514
COMP,25.13,25.03,25.11,143100.0,138400.0,0,0,0,0,0,0,0,0,212,2026-02-03 11:16:02.915514
RITC,10.12,10.1,10.11,194700.0,199000.0,0,0,0,0,0,0,0,0,213,2026-02-03 11:16:03.936203
COMP,25.13,25.09,25.11,141500.0,138400.0,0,0,0,0,0,0,0,0,213,2026-02-03 11:16:03.936203
RITC,10.1,10.09,10.1,194300.0,198600.0,0,0,0,0,0,0,0,0,214,2026-02-03 11:16:04.969624
COMP,25.17,25.09,25.17,141500.0,140100.0,0,0,0,0,0,0,0,0,214,2026-02-03 11:16:04.969624
RITC,10.1,10.09,10.1,200800.0,198600.0,0,0,0,0,0,0,0,0,215,2026-02-03 11:16:05.999845
COMP,25.17,25.13,25.17,141400.0,140100.0,0,0,0,0,0,0,0,0,215,2026-02-03 11:16:05.999845
RITC,10.1,10.09,10.1,202600.0,200600.0,0,0,0,0,0,0,0,0,216,2026-02-03 11:16:07.028322
COMP,25.17,25.13,25.15,141400.0,140400.0,0,0,0,0,0,0,0,0,216,2026-02-03 11:16:07.028322
RITC,10.11,10.11,10.12,201300.0,201100.0,0,0,0,0,0,0,0,0,217,2026-02-03 11:16:08.056656
COMP,25.13,25.13,25.14,141400.0,140000.0,0,0,0,0,0,0,0,0,217,2026-02-03 11:16:08.056656
RITC,10.09,10.09,10.12,199300.0,201100.0,0,0,0,0,0,0,0,0,218,2026-02-03 11:16:09.090729
COMP,25.15,25.13,25.15,141400.0,140400.0,0,0,0,0,0,0,0,0,218,2026-02-03 11:16:09.090729
RITC,10.09,10.08,10.09,198700.0,201100.0,0,0,0,0,0,0,0,0,219,2026-02-03 11:16:10.122400
COMP,25.13,25.09,25.1,140500.0,142000.0,0,0,0,0,0,0,0,0,219,2026-02-03 11:16:10.122400
RITC,10.09,10.09,10.1,201700.0,200300.0,0,0,0,0,0,0,0,0,220,2026-02-03 11:16:11.157961
COMP,25.06,25.06,25.1,140900.0,142000.0,0,0,0,0,0,0,0,0,220,2026-02-03 11:16:11.157961
RITC,10.08,10.08,10.1,198700.0,200300.0,0,0,0,0,0,0,0,0,221,2026-02-03 11:16:12.187210
COMP,25.1,25.06,25.1,140900.0,142000.0,0,0,0,0,0,0,0,0,221,2026-02-03 11:16:12.187210
RITC,10.1,10.08,10.1,202000.0,200300.0,0,0,0,0,0,0,0,0,222,2026-02-03 11:16:13.212061
COMP,25.1,25.1,25.14,139900.0,139400.0,0,0,0,0,0,0,0,0,222,2026-02-03 11:16:13.212061
RITC,10.08,10.08,10.1,202000.0,200300.0,0,0,0,0,0,0,0,0,223,2026-02-03 11:16:14.255273
COMP,25.1,25.08,25.09,139800.0,139900.0,0,0,0,0,0,0,0,0,223,2026-02-03 11:16:14.255273
RITC,10.08,10.09,10.1,201200.0,200300.0,0,0,0,0,0,0,0,0,224,2026-02-03 11:16:14.785820
COMP,25.06,25.06,25.09,140900.0,139900.0,0,0,0,0,0,0,0,0,224,2026-02-03 11:16:14.785820
RITC,10.09,10.09,10.1,201200.0,200600.0,0,0,0,0,0,0,0,0,225,2026-02-03 11:16:15.828362
COMP,25.01,25.01,25.04,145700.0,139400.0,0,0,0,0,0,0,0,0,225,2026-02-03 11:16:15.828362
RITC,10.1,10.09,10.1,201200.0,200300.0,0,0,0,0,0,0,0,0,226,2026-02-03 11:16:16.880888
COMP,25.01,25.01,25.04,145700.0,140500.0,0,0,0,0,0,0,0,0,226,2026-02-03 11:16:16.880888
RITC,10.12,10.09,10.11,201200.0,199400.0,0,0,0,0,0,0,0,0,227,2026-02-03 11:16:17.909786
COMP,25.01,25.01,25.04,145600.0,140500.0,0,0,0,0,0,0,0,0,227,2026-02-03 11:16:17.909786
RITC,10.11,10.11,10.13,199900.0,199400.0,0,0,0,0,0,0,0,0,228,2026-02-03 11:16:18.952601
COMP,25.01,25.01,25.04,145100.0,138600.0,0,0,0,0,0,0,0,0,228,2026-02-03 11:16:18.952601
RITC,10.11,10.09,10.11,202400.0,196100.0,0,0,0,0,0,0,0,0,229,2026-02-03 11:16:19.981767
COMP,25.01,25.02,25.04,143900.0,138600.0,0,0,0,0,0,0,0,0,229,2026-02-03 11:16:19.981767
RITC,10.11,10.11,10.13,202400.0,199400.0,0,0,0,0,0,0,0,0,230,2026-02-03 11:16:21.009826
COMP,25.01,25.02,25.04,143900.0,138600.0,0,0,0,0,0,0,0,0,230,2026-02-03 11:16:21.009826
RITC,10.1,10.1,10.13,203200.0,200300.0,0,0,0,0,0,0,0,0,231,2026-02-03 11:16:22.042444
COMP,25.02,25.01,25.02,145000.0,139100.0,0,0,0,0,0,0,0,0,231,2026-02-03 11:16:22.042444
RITC,10.1,10.11,10.12,203600.0,198200.0,0,0,0,0,0,0,0,0,232,2026-02-03 11:16:23.070517
COMP,25.03,25.01,25.03,145000.0,138600.0,0,0,0,0,0,0,0,0,232,2026-02-03 11:16:23.070517
RITC,10.13,10.11,10.13,201300.0,200300.0,0,0,0,0,0,0,0,0,233,2026-02-03 11:16:24.111670
