ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_GIOT-1,SELL_GIOT-2,BUY_GIOT-3,BUY_GIOT-2,SELL_COLB-2,SELL_UEBR-1,SELL_GIOT-1,SELL_GIOT-3,tick,timestamp
COMP,25.21,25.21,25.24,134500.0,144900.0,0,0,0,0,0,0,0,0,113,2026-02-03 22:23:42.274856
RITC,10.03,10.03,10.06,202400.0,207100.0,0,0,0,0,0,0,0,0,114,2026-02-03 22:23:43.388253
COMP,25.2,25.2,25.22,134700.0,145000.0,0,0,0,0,0,0,0,0,114,2026-02-03 22:23:43.388253
RITC,10.02,10.01,10.06,201900.0,207100.0,0,0,0,0,0,0,0,0,115,2026-02-03 22:23:44.454759
COMP,25.2,25.2,25.22,134700.0,146000.0,0,0,0,0,0,0,0,0,115,2026-02-03 22:23:44.454759
RITC,10.02,10.01,10.03,201900.0,208100.0,0,0,0,0,0,0,0,0,116,2026-02-03 22:23:45.497818
COMP,25.2,25.2,25.21,134700.0,145300.0,0,0,0,0,0,0,0,0,116,2026-02-03 22:23:45.497818
RITC,10.02,10.01,10.02,201900.0,206600.0,0,0,0,0,0,0,0,0,117,2026-02-03 22:23:46.552423
COMP,25.21,25.2,25.21,134700.0,144900.0,0,0,0,0,0,0,0,0,117,2026-02-03 22:23:46.552423
RITC,10.02,10.01,10.02,201900.0,204400.0,0,0,0,0,0,0,0,0,118,2026-02-03 22:23:47.581435
COMP,25.2,25.2,25.21,135600.0,144000.0,0,0,0,0,0,0,0,0,118,2026-02-03 22:23:47.581435
RITC,10.01,10.01,10.02,203600.0,207500.0,0,0,0,0,0,0,0,0,119,2026-02-03 22:23:48.606376
COMP,25.2,25.2,25.21,135600.0,143900.0,0,0,0,0,0,0,0,0,119,2026-02-03 22:23:48.606376
RITC,10.01,10.01,10.02,203600.0,205600.0,0,0,0,0,0,0,0,0,120,2026-02-03 22:23:49.632229
COMP,25.21,25.21,25.22,133100.0,144700.0,0,0,0,0,0,0,0,0,120,2026-02-03 22:23:49.632229
RITC,10.01,10.01,10.02,203600.0,205200.0,0,0,0,0,0,0,0,0,121,2026-02-03 22:23:50.155780
COMP,25.21,25.21,25.22,133100.0,144900.0,0,0,0,0,0,0,0,0,121,2026-02-03 22:23:50.155780
RITC,10.02,10.01,10.02,203600.0,208900.0,0,0,0,0,0,0,0,0,122,2026-02-03 22:23:51.212164
COMP,25.21,25.21,25.22,133100.0,146500.0,0,0,0,0,0,0,0,0,122,2026-02-03 22:23:51.212164
RITC,10.0,10.0,10.02,205600.0,206200.0,0,0,0,0,0,0,0,0,123,2026-02-03 22:23:52.243139
COMP,25.22,25.21,25.22,134800.0,146500.0,0,0,0,0,0,0,0,0,123,2026-02-03 22:23:52.243139
RITC,10.02,10.0,10.02,202200.0,205100.0,0,0,0,0,0,0,0,0,124,2026-02-03 22:23:53.271856
COMP,25.22,25.21,25.22,134800.0,145000.0,0,0,0,0,0,0,0,0,124,2026-02-03 22:23:53.271856
RITC,10.02,10.01,10.02,204000.0,205100.0,0,0,0,0,0,0,0,0,125,2026-02-03 22:23:54.301660
COMP,25.22,25.21,25.22,134800.0,143800.0,0,0,0,0,0,0,0,0,125,2026-02-03 22:23:54.301660
RITC,10.02,10.01,10.02,203200.0,202000.0,0,0,0,0,0,0,0,0,126,2026-02-03 22:23:55.372311
COMP,25.22,25.21,25.22,132700.0,143800.0,0,0,0,0,0,0,0,0,126,2026-02-03 22:23:55.372311
RITC,10.02,10.01,10.02,207200.0,202000.0,0,0,0,0,0,0,0,0,127,2026-02-03 22:23:56.413232
COMP,25.22,25.2,25.22,135100.0,144000.0,0,0,0,0,0,0,0,0,127,2026-02-03 22:23:56.413232
RITC,10.02,10.02,10.03,209000.0,208100.0,0,0,0,0,0,0,0,0,128,2026-02-03 22:23:57.451136
COMP,25.22,25.2,25.22,133400.0,144000.0,0,0,0,0,0,0,0,0,128,2026-02-03 22:23:57.451136
RITC,10.03,10.02,10.03,207300.0,208100.0,0,0,0,0,0,0,0,0,129,2026-02-03 22:23:58.518078
COMP,25.22,25.2,25.22,135400.0,144000.0,0,0,0,0,0,0,0,0,129,2026-02-03 22:23:58.518078
RITC,10.06,10.04,10.06,209000.0,207100.0,0,0,0,0,0,0,0,0,130,2026-02-03 22:23:59.576136
COMP,25.24,25.2,25.24,135400.0,142200.0,0,0,0,0,0,0,0,0,130,2026-02-03 22:23:59.576136
RITC,10.06,10.05,10.06,210400.0,207100.0,0,0,0,0,0,0,0,0,131,2026-02-03 22:24:00.604780
COMP,25.21,25.2,25.21,135400.0,142700.0,0,0,0,0,0,0,0,0,131,2026-02-03 22:24:00.604780
RITC,10.07,10.05,10.07,210400.0,204200.0,0,0,0,0,0,0,0,0,132,2026-02-03 22:24:01.631507
COMP,25.19,25.19,25.24,135600.0,144000.0,0,0,0,0,0,0,0,0,132,2026-02-03 22:24:01.631507
RITC,10.07,10.07,10.08,211000.0,205100.0,0,0,0,0,0,0,0,0,133,2026-02-03 22:24:02.759962
COMP,25.19,25.19,25.24,135600.0,141800.0,0,0,0,0,0,0,0,0,133,2026-02-03 22:24:02.759962
RITC,10.08,10.07,10.08,211000.0,208100.0,0,0,0,0,0,0,0,0,134,2026-02-03 22:24:03.297437
COMP,25.19,25.22,25.24,136900.0,141800.0,0,0,0,0,0,0,0,0,134,2026-02-03 22:24:03.297437
RITC,10.08,10.07,10.08,211000.0,207800.0,0,0,0,0,0,0,0,0,135,2026-02-03 22:24:04.325331
COMP,25.22,25.22,25.24,136900.0,141400.0,0,0,0,0,0,0,0,0,135,2026-02-03 22:24:04.325331
RITC,10.07,10.07,10.08,210500.0,207800.0,0,0,0,0,0,0,0,0,136,2026-02-03 22:24:05.437387
COMP,25.22,25.22,25.24,137200.0,141400.0,0,0,0,0,0,0,0,0,136,2026-02-03 22:24:05.437387
RITC,10.07,10.07,10.08,212900.0,209300.0,0,0,0,0,0,0,0,0,137,2026-02-03 22:24:06.517830
COMP,25.19,25.19,25.24,137300.0,141400.0,0,0,0,0,0,0,0,0,137,2026-02-03 22:24:06.517830
RITC,10.07,10.07,10.08,210700.0,209000.0,0,0,0,0,0,0,0,0,138,2026-02-03 22:24:07.599380
COMP,25.12,25.2,25.24,136700.0,141400.0,0,0,0,0,0,0,0,0,138,2026-02-03 22:24:07.599380
RITC,10.07,10.07,10.08,210500.0,209000.0,,0,0,0,0,0,0,0,139,2026-02-03 22:24:08.685110
COMP,25.19,25.19,25.24,136300.0,133500.0,15000.0,0,0,0,0,0,0,0,139,2026-02-03 22:24:08.685110
RITC,10.08,10.07,10.08,210500.0,209300.0,,0,0,0,0,0,0,0,140,2026-02-03 22:24:09.263256
COMP,25.19,25.19,25.23,136300.0,133200.0,15000.0,0,0,0,0,0,0,0,140,2026-02-03 22:24:09.263256
RITC,10.08,10.08,10.09,208900.0,206600.0,,0,0,0,0,0,0,0,141,2026-02-03 22:24:10.357848
COMP,25.19,25.19,25.23,137700.0,133200.0,15000.0,0,0,0,0,0,0,0,141,2026-02-03 22:24:10.357848
RITC,10.08,10.08,10.09,211100.0,206600.0,,0,0,0,0,0,0,0,142,2026-02-03 22:24:11.396509
COMP,25.23,25.19,25.23,137200.0,133500.0,15000.0,0,0,0,0,0,0,0,142,2026-02-03 22:24:11.396509
RITC,10.09,10.08,10.1,213300.0,205300.0,,0,0,0,0,0,0,0,143,2026-02-03 22:24:12.516680
COMP,25.23,25.19,25.23,136300.0,133500.0,15000.0,0,0,0,0,0,0,0,143,2026-02-03 22:24:12.516680
RITC,10.09,10.08,10.1,213600.0,205300.0,,0,0,0,0,0,0,0,144,2026-02-03 22:24:13.587511
COMP,25.23,25.19,25.23,136900.0,133500.0,15000.0,0,0,0,0,0,0,0,144,2026-02-03 22:24:13.587511
RITC,10.1,10.08,10.1,213300.0,204700.0,,0,0,0,0,0,0,0,145,2026-02-03 22:24:14.699345
COMP,25.19,25.19,25.23,138400.0,133300.0,15000.0,0,0,0,0,0,0,0,145,2026-02-03 22:24:14.699345
RITC,10.1,10.09,10.1,211200.0,204700.0,,0,0,0,0,0,0,0,146,2026-02-03 22:24:15.767685
COMP,25.23,25.19,25.23,138400.0,133300.0,15000.0,0,0,0,0,0,0,0,146,2026-02-03 22:24:15.767685
RITC,10.1,10.09,10.1,210900.0,204700.0,0,0,0,0,0,0,0,0,147,2026-02-03 22:24:16.290324
COMP,25.19,25.19,25.23,139200.0,141300.0,0,0,0,0,0,0,0,0,147,2026-02-03 22:24:16.290324
RITC,10.1,10.09,10.1,210000.0,203700.0,0,0,0,0,0,0,0,0,148,2026-02-03 22:24:17.315160
COMP,25.19,25.19,25.23,140000.0,141300.0,0,0,0,0,0,0,0,0,148,2026-02-03 22:24:17.315160
RITC,10.11,10.09,10.11,210000.0,199700.0,0,0,0,0,0,0,0,0,149,2026-02-03 22:24:18.846142
COMP,25.18,25.18,25.23,138600.0,141300.0,0,0,0,0,0,0,0,0,149,2026-02-03 22:24:18.846142
RITC,10.12,10.09,10.12,209000.0,196700.0,0,0,0,0,0,0,0,0,150,2026-02-03 22:24:19.368987
COMP,25.18,25.18,25.23,139100.0,141300.0,0,0,0,0,0,0,0,0,150,2026-02-03 22:24:19.368987
RITC,10.12,10.09,10.12,208200.0,194700.0,0,0,0,0,0,0,0,0,151,2026-02-03 22:24:20.391280
COMP,25.23,25.22,25.23,139200.0,141500.0,0,0,0,0,0,0,0,0,151,2026-02-03 22:24:20.391280
RITC,10.12,10.09,10.12,205300.0,194700.0,0,0,0,0,0,0,0,0,152,2026-02-03 22:24:21.429208
COMP,25.18,25.18,25.23,139100.0,141500.0,0,0,0,0,0,0,0,0,152,2026-02-03 22:24:21.429208
RITC,10.12,10.09,10.12,205300.0,194500.0,0,0,0,0,0,0,0,0,153,2026-02-03 22:24:22.566695
COMP,25.24,25.23,25.24,140700.0,139800.0,0,0,0,0,0,0,0,0,153,2026-02-03 22:24:22.566695
RITC,10.13,10.1,10.13,205800.0,193700.0,0,0,0,0,0,0,0,0,154,2026-02-03 22:24:23.778394
COMP,25.24,25.23,25.24,140100.0,140400.0,0,0,0,0,0,0,0,0,154,2026-02-03 22:24:23.778394
RITC,10.14,10.1,10.14,205800.0,193000.0,0,0,0,0,0,0,0,0,155,2026-02-03 22:24:24.341413
COMP,25.24,25.23,25.24,139600.0,140400.0,0,0,0,0,0,0,0,0,155,2026-02-03 22:24:24.341413
RITC,10.14,10.11,10.14,208400.0,193000.0,0,0,0,0,0,0,0,0,156,2026-02-03 22:24:25.386290
COMP,25.23,25.23,25.24,139600.0,140400.0,0,0,0,0,0,0,0,0,156,2026-02-03 22:24:25.386290
RITC,10.14,10.12,10.14,211000.0,193000.0,0,0,0,0,0,0,0,0,157,2026-02-03 22:24:26.444222
COMP,25.23,25.23,25.24,140000.0,138400.0,0,0,0,0,0,0,0,0,157,2026-02-03 22:24:26.444222
RITC,10.14,10.13,10.14,207100.0,195400.0,0,0,0,0,0,0,0,0,158,2026-02-03 22:24:27.537950
COMP,25.23,25.23,25.24,139100.0,138400.0,0,0,0,0,0,0,0,0,158,2026-02-03 22:24:27.537950
RITC,10.14,10.14,10.15,203700.0,192900.0,0,0,0,0,0,0,0,0,159,2026-02-03 22:24:28.700999
COMP,25.25,25.22,25.25,139100.0,140900.0,0,0,0,0,0,0,0,0,159,2026-02-03 22:24:28.700999
RITC,10.15,10.14,10.15,201500.0,192900.0,0,0,0,0,0,0,0,0,160,2026-02-03 22:24:29.726090
COMP,25.22,25.22,25.25,139100.0,140100.0,0,0,0,0,0,0,0,0,160,2026-02-03 22:24:29.726090
RITC,10.15,10.14,10.15,201500.0,187900.0,0,0,0,0,0,0,0,0,161,2026-02-03 22:24:30.779579
COMP,25.22,25.22,25.25,139100.0,140100.0,0,0,0,0,0,0,0,0,161,2026-02-03 22:24:30.779579
RITC,10.17,10.15,10.17,198800.0,185900.0,0,0,0,0,0,0,0,0,162,2026-02-03 22:24:31.818318
COMP,25.21,25.21,25.25,140100.0,140100.0,0,0,0,0,0,0,0,0,162,2026-02-03 22:24:31.818318
RITC,10.17,10.16,10.17,199500.0,185900.0,0,0,0,0,0,0,0,0,163,2026-02-03 22:24:32.855644
COMP,25.21,25.21,25.25,140100.0,140000.0,0,0,0,0,0,0,0,0,163,2026-02-03 22:24:32.855644
RITC,10.17,10.17,10.18,200400.0,186500.0,0,0,0,0,0,0,0,0,164,2026-02-03 22:24:33.884541
COMP,25.24,25.24,25.25,139900.0,140000.0,0,0,0,0,0,0,0,0,164,2026-02-03 22:24:33.884541
RITC,10.18,10.17,10.18,200400.0,186500.0,0,0,0,0,0,0,0,0,165,2026-02-03 22:24:34.417791
COMP,25.21,25.21,25.25,140700.0,140000.0,0,0,0,0,0,0,0,0,165,2026-02-03 22:24:34.417791
RITC,10.18,10.17,10.18,201200.0,186500.0,0,0,0,0,0,0,0,0,166,2026-02-03 22:24:35.458030
COMP,25.21,25.18,25.21,139100.0,140600.0,0,0,0,0,0,0,0,0,166,2026-02-03 22:24:35.458030
RITC,10.18,10.17,10.18,201500.0,186500.0,0,0,0,0,0,0,0,0,167,2026-02-03 22:24:36.507215
COMP,25.21,25.22,25.25,140400.0,140000.0,0,0,0,0,0,0,0,0,167,2026-02-03 22:24:36.507215
RITC,10.18,10.18,10.19,199700.0,184700.0,0,0,0,0,0,0,0,0,168,2026-02-03 22:24:37.586977
COMP,25.25,25.22,25.25,140400.0,140000.0,0,0,0,0,0,0,0,0,168,2026-02-03 22:24:37.586977
RITC,10.19,10.18,10.19,199700.0,184900.0,0,0,0,0,0,0,0,0,169,2026-02-03 22:24:38.638990
COMP,25.25,25.23,25.25,140700.0,140900.0,0,0,0,0,0,0,0,0,169,2026-02-03 22:24:38.638990
