news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_CHUL-T1,BUY_CHUL-T1
,,,,,,14,2026-02-01 23:34:37.150112,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,14,2026-02-01 23:34:37.150112,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,15,2026-02-01 23:34:38.181630,NG,2.16,2.14,2.18,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",15,2026-02-01 23:34:38.181630,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,15,2026-02-01 23:34:38.181630,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,15,2026-02-01 23:34:38.181630,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,15,2026-02-01 23:34:38.181630,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,15,2026-02-01 23:34:38.181630,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,15,2026-02-01 23:34:38.181630,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,16,2026-02-01 23:34:39.199697,NG,2.16,2.14,2.18,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",16,2026-02-01 23:34:39.199697,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,16,2026-02-01 23:34:39.199697,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,16,2026-02-01 23:34:39.199697,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,16,2026-02-01 23:34:39.199697,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,16,2026-02-01 23:34:39.199697,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,16,2026-02-01 23:34:39.199697,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,17,2026-02-01 23:34:40.233678,NG,2.17,2.15,2.19,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",17,2026-02-01 23:34:40.233678,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,17,2026-02-01 23:34:40.233678,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,17,2026-02-01 23:34:40.233678,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,17,2026-02-01 23:34:40.233678,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,17,2026-02-01 23:34:40.233678,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,17,2026-02-01 23:34:40.233678,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,18,2026-02-01 23:34:41.273682,NG,2.16,2.14,2.18,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",18,2026-02-01 23:34:41.273682,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,18,2026-02-01 23:34:41.273682,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,18,2026-02-01 23:34:41.273682,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,18,2026-02-01 23:34:41.273682,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,18,2026-02-01 23:34:41.273682,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,18,2026-02-01 23:34:41.273682,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,19,2026-02-01 23:34:42.293530,NG,2.16,2.14,2.18,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",19,2026-02-01 23:34:42.293530,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,19,2026-02-01 23:34:42.293530,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,19,2026-02-01 23:34:42.293530,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,19,2026-02-01 23:34:42.293530,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,19,2026-02-01 23:34:42.293530,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,19,2026-02-01 23:34:42.293530,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,20,2026-02-01 23:34:43.323277,NG,2.15,2.13,2.17,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",20,2026-02-01 23:34:43.323277,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,20,2026-02-01 23:34:43.323277,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,20,2026-02-01 23:34:43.323277,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,20,2026-02-01 23:34:43.323277,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,20,2026-02-01 23:34:43.323277,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,20,2026-02-01 23:34:43.323277,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,21,2026-02-01 23:34:44.373490,NG,2.15,2.13,2.17,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",21,2026-02-01 23:34:44.373490,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,21,2026-02-01 23:34:44.373490,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,21,2026-02-01 23:34:44.373490,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,21,2026-02-01 23:34:44.373490,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,21,2026-02-01 23:34:44.373490,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,21,2026-02-01 23:34:44.373490,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,22,2026-02-01 23:34:45.395609,NG,2.15,2.13,2.17,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",22,2026-02-01 23:34:45.395609,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,22,2026-02-01 23:34:45.395609,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,22,2026-02-01 23:34:45.395609,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,22,2026-02-01 23:34:45.395609,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,22,2026-02-01 23:34:45.395609,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,22,2026-02-01 23:34:45.395609,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,23,2026-02-01 23:34:46.413272,NG,2.15,2.13,2.17,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",23,2026-02-01 23:34:46.413272,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,23,2026-02-01 23:34:46.413272,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,23,2026-02-01 23:34:46.413272,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,23,2026-02-01 23:34:46.413272,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,23,2026-02-01 23:34:46.413272,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,23,2026-02-01 23:34:46.413272,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,24,2026-02-01 23:34:47.438154,NG,2.14,2.12,2.16,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",24,2026-02-01 23:34:47.438154,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,24,2026-02-01 23:34:47.438154,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,24,2026-02-01 23:34:47.438154,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,24,2026-02-01 23:34:47.438154,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,24,2026-02-01 23:34:47.438154,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,24,2026-02-01 23:34:47.438154,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,25,2026-02-01 23:34:48.463099,NG,2.14,2.12,2.16,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",25,2026-02-01 23:34:48.463099,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,25,2026-02-01 23:34:48.463099,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,25,2026-02-01 23:34:48.463099,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,25,2026-02-01 23:34:48.463099,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,25,2026-02-01 23:34:48.463099,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,25,2026-02-01 23:34:48.463099,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,26,2026-02-01 23:34:49.486587,NG,2.14,2.12,2.16,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",26,2026-02-01 23:34:49.486587,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,26,2026-02-01 23:34:49.486587,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,26,2026-02-01 23:34:49.486587,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,26,2026-02-01 23:34:49.486587,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,26,2026-02-01 23:34:49.486587,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,26,2026-02-01 23:34:49.486587,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,27,2026-02-01 23:34:50.512857,NG,2.14,2.12,2.16,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",27,2026-02-01 23:34:50.512857,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,27,2026-02-01 23:34:50.512857,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,27,2026-02-01 23:34:50.512857,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,27,2026-02-01 23:34:50.512857,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,27,2026-02-01 23:34:50.512857,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,27,2026-02-01 23:34:50.512857,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,29,2026-02-01 23:34:51.577863,NG,2.13,2.11,2.15,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",29,2026-02-01 23:34:51.577863,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,29,2026-02-01 23:34:51.577863,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,29,2026-02-01 23:34:51.577863,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,29,2026-02-01 23:34:51.577863,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,29,2026-02-01 23:34:51.577863,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,29,2026-02-01 23:34:51.577863,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,30,2026-02-01 23:34:52.615808,NG,2.13,2.11,2.15,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",30,2026-02-01 23:34:52.615808,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,30,2026-02-01 23:34:52.615808,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,30,2026-02-01 23:34:52.615808,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,30,2026-02-01 23:34:52.615808,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,30,2026-02-01 23:34:52.615808,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,30,2026-02-01 23:34:52.615808,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,31,2026-02-01 23:34:53.642778,NG,2.14,2.12,2.16,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",31,2026-02-01 23:34:53.642778,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,31,2026-02-01 23:34:53.642778,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,31,2026-02-01 23:34:53.642778,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,31,2026-02-01 23:34:53.642778,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,31,2026-02-01 23:34:53.642778,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,31,2026-02-01 23:34:53.642778,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,32,2026-02-01 23:34:54.672457,NG,2.13,2.11,2.15,800000.0,800000.0,0,0
