ticker,last_price,bid_price,ask_price,BUY_GIOT-1,BUY_DUBL-6,BUY_COLA-6,BUY_OTWA-1,SELL_ANON,SELL_OTWA-1,BUY_ANON,tick,timestamp
EEC,47.91,47.9,47.92,50000000.0,50000000.0,0,0,0,0,0,13,2026-02-04 16:22:13.760802
TGX,43.95,43.94,43.96,50000000.0,50000000.0,0,0,0,0,0,14,2026-02-04 16:22:14.838162
PHR,47.4,47.39,47.41,50000000.0,50000000.0,0,0,0,0,0,14,2026-02-04 16:22:14.838162
BYL,44.38,44.37,44.39,50000000.0,50000000.0,0,0,0,0,0,14,2026-02-04 16:22:14.838162
CLD,80.99,80.98,81.0,50000000.0,50000000.0,0,0,0,0,0,14,2026-02-04 16:22:14.838162
GGD,31.25,31.24,31.26,50000000.0,50000000.0,0,0,0,0,0,14,2026-02-04 16:22:14.838162
PNR,59.29,59.28,59.3,50000000.0,50000000.0,0,0,0,0,0,14,2026-02-04 16:22:14.838162
FSR,30.58,30.57,30.59,50000000.0,50000000.0,0,0,0,0,0,14,2026-02-04 16:22:14.838162
ATB,61.89,61.88,61.9,50000000.0,50000000.0,0,0,0,0,0,14,2026-02-04 16:22:14.838162
SPK,52.7,52.69,52.71,50000000.0,50000000.0,0,0,0,0,0,14,2026-02-04 16:22:14.838162
EEC,47.91,47.9,47.92,50000000.0,50000000.0,0,0,0,0,0,14,2026-02-04 16:22:14.838162
TGX,43.99,43.98,44.0,50000000.0,50000000.0,0,0,0,0,0,15,2026-02-04 16:22:15.941145
PHR,46.77,46.76,46.78,50000000.0,50000000.0,0,0,0,0,0,15,2026-02-04 16:22:15.941145
BYL,44.38,44.37,44.39,50000000.0,50000000.0,0,0,0,0,0,15,2026-02-04 16:22:15.941145
CLD,81.0,80.99,81.01,50000000.0,50000000.0,0,0,0,0,0,15,2026-02-04 16:22:15.941145
GGD,31.38,31.37,31.39,50000000.0,50000000.0,0,0,0,0,0,15,2026-02-04 16:22:15.941145
PNR,59.8,59.79,59.81,50000000.0,50000000.0,0,0,0,0,0,15,2026-02-04 16:22:15.941145
FSR,30.59,30.58,30.6,50000000.0,50000000.0,0,0,0,0,0,15,2026-02-04 16:22:15.941145
ATB,62.04,62.03,62.05,50000000.0,50000000.0,0,0,0,0,0,15,2026-02-04 16:22:15.941145
SPK,52.72,52.71,52.73,50000000.0,50000000.0,0,0,0,0,0,15,2026-02-04 16:22:15.941145
EEC,47.98,47.97,47.99,50000000.0,50000000.0,0,0,0,0,0,15,2026-02-04 16:22:15.941145
TGX,43.97,43.96,43.98,50000000.0,50000000.0,0,0,0,0,0,16,2026-02-04 16:22:16.997279
PHR,46.73,46.72,46.74,50000000.0,50000000.0,0,0,0,0,0,16,2026-02-04 16:22:16.997279
BYL,44.58,44.57,44.59,50000000.0,50000000.0,0,0,0,0,0,16,2026-02-04 16:22:16.997279
CLD,81.29,81.28,81.3,50000000.0,50000000.0,0,0,0,0,0,16,2026-02-04 16:22:16.997279
GGD,31.37,31.36,31.38,50000000.0,50000000.0,0,0,0,0,0,16,2026-02-04 16:22:16.997279
PNR,60.01,60.0,60.02,50000000.0,50000000.0,0,0,0,0,0,16,2026-02-04 16:22:16.997279
FSR,30.59,30.58,30.6,50000000.0,50000000.0,0,0,0,0,0,16,2026-02-04 16:22:16.997279
ATB,62.25,62.24,62.26,50000000.0,50000000.0,0,0,0,0,0,16,2026-02-04 16:22:16.997279
SPK,52.67,52.66,52.68,50000000.0,50000000.0,0,0,0,0,0,16,2026-02-04 16:22:16.997279
EEC,47.96,47.95,47.97,50000000.0,50000000.0,0,0,0,0,0,16,2026-02-04 16:22:16.997279
TGX,43.91,43.9,43.92,50000000.0,50000000.0,0,0,0,0,0,17,2026-02-04 16:22:18.055611
PHR,46.82,46.81,46.83,50000000.0,50000000.0,0,0,0,0,0,17,2026-02-04 16:22:18.055611
BYL,44.39,44.38,44.4,50000000.0,50000000.0,0,0,0,0,0,17,2026-02-04 16:22:18.055611
CLD,81.29,81.28,81.3,50000000.0,50000000.0,0,0,0,0,0,17,2026-02-04 16:22:18.055611
GGD,31.33,31.32,31.34,50000000.0,50000000.0,0,0,0,0,0,17,2026-02-04 16:22:18.055611
PNR,59.97,59.96,59.98,50000000.0,50000000.0,0,0,0,0,0,17,2026-02-04 16:22:18.055611
FSR,30.58,30.57,30.59,50000000.0,50000000.0,0,0,0,0,0,17,2026-02-04 16:22:18.055611
ATB,62.45,62.44,62.46,50000000.0,50000000.0,0,0,0,0,0,17,2026-02-04 16:22:18.055611
SPK,52.66,52.65,52.67,50000000.0,50000000.0,0,0,0,0,0,17,2026-02-04 16:22:18.055611
EEC,48.02,48.01,48.03,50000000.0,50000000.0,0,0,0,0,0,17,2026-02-04 16:22:18.055611
TGX,43.99,43.98,44.0,50000000.0,50000000.0,0,0,0,0,0,18,2026-02-04 16:22:18.632151
PHR,47.11,47.1,47.12,50000000.0,50000000.0,0,0,0,0,0,18,2026-02-04 16:22:18.632151
BYL,44.28,44.27,44.29,50000000.0,50000000.0,0,0,0,0,0,18,2026-02-04 16:22:18.632151
CLD,81.12,81.11,81.13,50000000.0,50000000.0,0,0,0,0,0,18,2026-02-04 16:22:18.632151
GGD,31.38,31.37,31.39,50000000.0,50000000.0,0,0,0,0,0,18,2026-02-04 16:22:18.632151
PNR,60.02,60.01,60.03,50000000.0,50000000.0,0,0,0,0,0,18,2026-02-04 16:22:18.632151
FSR,30.55,30.54,30.56,50000000.0,50000000.0,0,0,0,0,0,18,2026-02-04 16:22:18.632151
ATB,62.76,62.75,62.77,50000000.0,50000000.0,0,0,0,0,0,18,2026-02-04 16:22:18.632151
SPK,52.73,52.72,52.74,50000000.0,50000000.0,0,0,0,0,0,18,2026-02-04 16:22:18.632151
EEC,48.02,48.01,48.03,50000000.0,50000000.0,0,0,0,0,0,18,2026-02-04 16:22:18.632151
TGX,43.99,43.98,44.0,50000000.0,50000000.0,0,0,0,0,0,19,2026-02-04 16:22:19.683507
PHR,47.25,47.24,47.26,50000000.0,50000000.0,0,0,0,0,0,19,2026-02-04 16:22:19.683507
BYL,44.18,44.17,44.19,50000000.0,50000000.0,0,0,0,0,0,19,2026-02-04 16:22:19.683507
CLD,81.11,81.1,81.12,50000000.0,50000000.0,0,0,0,0,0,19,2026-02-04 16:22:19.683507
GGD,31.37,31.36,31.38,50000000.0,50000000.0,0,0,0,0,0,19,2026-02-04 16:22:19.683507
PNR,60.22,60.21,60.23,50000000.0,50000000.0,0,0,0,0,0,19,2026-02-04 16:22:19.683507
FSR,30.55,30.54,30.56,50000000.0,50000000.0,0,0,0,0,0,19,2026-02-04 16:22:19.683507
ATB,62.84,62.83,62.85,50000000.0,50000000.0,0,0,0,0,0,19,2026-02-04 16:22:19.683507
SPK,52.63,52.62,52.64,50000000.0,50000000.0,0,0,0,0,0,19,2026-02-04 16:22:19.683507
EEC,47.8,47.79,47.81,50000000.0,50000000.0,0,0,0,0,0,19,2026-02-04 16:22:19.683507
TGX,44.01,44.0,44.02,50000000.0,50000000.0,0,0,0,0,0,20,2026-02-04 16:22:20.724533
PHR,47.57,47.56,47.58,50000000.0,50000000.0,0,0,0,0,0,20,2026-02-04 16:22:20.724533
BYL,44.09,44.08,44.1,50000000.0,50000000.0,0,0,0,0,0,20,2026-02-04 16:22:20.724533
CLD,80.94,80.93,80.95,50000000.0,50000000.0,0,0,0,0,0,20,2026-02-04 16:22:20.724533
GGD,31.36,31.35,31.37,50000000.0,50000000.0,0,0,0,0,0,20,2026-02-04 16:22:20.724533
PNR,60.32,60.31,60.33,50000000.0,50000000.0,0,0,0,0,0,20,2026-02-04 16:22:20.724533
FSR,30.57,30.56,30.58,50000000.0,50000000.0,0,0,0,0,0,20,2026-02-04 16:22:20.724533
ATB,62.61,62.6,62.62,50000000.0,50000000.0,0,0,0,0,0,20,2026-02-04 16:22:20.724533
SPK,52.62,52.61,52.63,50000000.0,50000000.0,0,0,0,0,0,20,2026-02-04 16:22:20.724533
EEC,47.8,47.79,47.81,50000000.0,50000000.0,0,0,0,0,0,20,2026-02-04 16:22:20.724533
TGX,43.92,43.91,43.93,50000000.0,50000000.0,0,0,0,0,0,21,2026-02-04 16:22:21.777991
PHR,47.93,47.92,47.94,50000000.0,50000000.0,0,0,0,0,0,21,2026-02-04 16:22:21.777991
BYL,44.05,44.04,44.06,50000000.0,50000000.0,0,0,0,0,0,21,2026-02-04 16:22:21.777991
CLD,80.75,80.74,80.76,50000000.0,50000000.0,0,0,0,0,0,21,2026-02-04 16:22:21.777991
GGD,31.3,31.29,31.31,50000000.0,50000000.0,0,0,0,0,0,21,2026-02-04 16:22:21.777991
PNR,60.42,60.41,60.43,50000000.0,50000000.0,0,0,0,0,0,21,2026-02-04 16:22:21.777991
FSR,30.56,30.55,30.57,50000000.0,50000000.0,0,0,0,0,0,21,2026-02-04 16:22:21.777991
ATB,62.55,62.54,62.56,50000000.0,50000000.0,0,0,0,0,0,21,2026-02-04 16:22:21.777991
SPK,52.7,52.69,52.71,50000000.0,50000000.0,0,0,0,0,0,21,2026-02-04 16:22:21.777991
EEC,47.97,47.96,47.98,50000000.0,50000000.0,0,0,0,0,0,21,2026-02-04 16:22:21.777991
TGX,43.82,43.81,43.83,50000000.0,50000000.0,0,0,0,0,0,22,2026-02-04 16:22:22.824212,2.0,1.0,21.0,D2-BYL/CLD,Termination Fee Structure Disclosed,Merger agreement includes $420M termination fee payable under specified circumstances.
PHR,47.4,47.39,47.41,50000000.0,50000000.0,0,0,0,0,0,22,2026-02-04 16:22:22.824212,,,,,,
BYL,44.04,44.03,44.05,50000000.0,50000000.0,0,0,0,0,0,22,2026-02-04 16:22:22.824212,,,,,,
CLD,80.6,80.59,80.61,50000000.0,50000000.0,0,0,0,0,0,22,2026-02-04 16:22:22.824212,,,,,,
GGD,31.28,31.27,31.29,50000000.0,50000000.0,0,0,0,0,0,22,2026-02-04 16:22:22.824212,,,,,,
PNR,60.05,60.04,60.06,50000000.0,50000000.0,0,0,0,0,0,22,2026-02-04 16:22:22.824212,,,,,,
FSR,30.56,30.55,30.57,50000000.0,50000000.0,0,0,0,0,0,22,2026-02-04 16:22:22.824212,,,,,,
ATB,62.23,62.22,62.24,50000000.0,50000000.0,0,0,0,0,0,22,2026-02-04 16:22:22.824212,,,,,,
SPK,52.67,52.66,52.68,50000000.0,50000000.0,0,0,0,0,0,22,2026-02-04 16:22:22.824212,,,,,,
EEC,47.91,47.9,47.92,50000000.0,50000000.0,0,0,0,0,0,22,2026-02-04 16:22:22.824212,,,,,,
TGX,43.83,43.82,43.84,50000000.0,50000000.0,0,0,0,0,0,23,2026-02-04 16:22:23.924308,3.0,1.0,22.0,D5-SPK/EEC,Closed-Door Meeting Between Transaction Principals Reported,"Sources indicate that senior executives from SolarPeak and EastEnergy held an unscheduled closed-door meeting to discuss matters related to the pending transaction. The meeting's agenda has not been disclosed, and representatives from both companies declined to comment. Such meetings can address a range of topics from integration planning to renegotiation of terms, and market participants are monitoring subsequent regulatory filings for indications of any changes to the deal structure or timeline."
PHR,47.36,47.35,47.37,50000000.0,50000000.0,0,0,0,0,0,23,2026-02-04 16:22:23.924308,,,,,,
BYL,44.07,44.06,44.08,50000000.0,50000000.0,0,0,0,0,0,23,2026-02-04 16:22:23.924308,,,,,,
CLD,80.63,80.62,80.64,50000000.0,50000000.0,0,0,0,0,0,23,2026-02-04 16:22:23.924308,,,,,,
GGD,31.25,31.24,31.26,50000000.0,50000000.0,0,0,0,0,0,23,2026-02-04 16:22:23.924308,,,,,,
PNR,60.16,60.15,60.17,50000000.0,50000000.0,0,0,0,0,0,23,2026-02-04 16:22:23.924308,,,,,,
FSR,30.57,30.56,30.58,50000000.0,50000000.0,0,0,0,0,0,23,2026-02-04 16:22:23.924308,,,,,,
ATB,62.22,62.21,62.23,50000000.0,50000000.0,0,0,0,0,0,23,2026-02-04 16:22:23.924308,,,,,,
SPK,52.57,52.56,52.58,50000000.0,50000000.0,0,0,0,0,0,23,2026-02-04 16:22:23.924308,,,,,,
