ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_GIOT-1,BUY_DUBL-6,BUY_COLA-6,BUY_OTWA-1,SELL_GIOT-1,SELL_OTWA-1,tick,timestamp
SPK,52.84,52.83,52.85,50000000.0,50000000.0,0,0,0,0,0,0,8,2026-02-04 21:51:13.452701
EEC,47.91,47.9,47.92,50000000.0,50000000.0,0,0,0,0,0,0,8,2026-02-04 21:51:13.452701
TGX,43.89,43.88,43.9,50000000.0,50000000.0,0,0,0,0,0,0,9,2026-02-04 21:51:14.541213
PHR,47.01,47.0,47.02,50000000.0,50000000.0,0,0,0,0,0,0,9,2026-02-04 21:51:14.541213
BYL,43.67,43.66,43.68,50000000.0,50000000.0,0,0,0,0,0,0,9,2026-02-04 21:51:14.541213
CLD,79.86,79.85,79.87,50000000.0,50000000.0,0,0,0,0,0,0,9,2026-02-04 21:51:14.541213
GGD,31.55,31.54,31.56,50000000.0,50000000.0,0,0,0,0,0,0,9,2026-02-04 21:51:14.541213
PNR,59.32,59.31,59.33,50000000.0,50000000.0,0,0,0,0,0,0,9,2026-02-04 21:51:14.541213
FSR,30.56,30.55,30.57,50000000.0,50000000.0,0,0,0,0,0,0,9,2026-02-04 21:51:14.541213
ATB,62.25,62.24,62.26,50000000.0,50000000.0,0,0,0,0,0,0,9,2026-02-04 21:51:14.541213
SPK,52.89,52.88,52.9,50000000.0,50000000.0,0,0,0,0,0,0,9,2026-02-04 21:51:14.541213
EEC,48.05,48.04,48.06,50000000.0,50000000.0,0,0,0,0,0,0,9,2026-02-04 21:51:14.541213
TGX,43.86,43.85,43.87,50000000.0,50000000.0,0,0,0,0,0,0,10,2026-02-04 21:51:15.701960
PHR,47.26,47.25,47.27,50000000.0,50000000.0,0,0,0,0,0,0,10,2026-02-04 21:51:15.701960
BYL,43.65,43.64,43.66,50000000.0,50000000.0,0,0,0,0,0,0,10,2026-02-04 21:51:15.701960
CLD,79.76,79.75,79.77,50000000.0,50000000.0,0,0,0,0,0,0,10,2026-02-04 21:51:15.701960
GGD,31.53,31.52,31.54,50000000.0,50000000.0,0,0,0,0,0,0,10,2026-02-04 21:51:15.701960
PNR,59.23,59.22,59.24,50000000.0,50000000.0,0,0,0,0,0,0,10,2026-02-04 21:51:15.701960
FSR,30.56,30.55,30.57,50000000.0,50000000.0,0,0,0,0,0,0,10,2026-02-04 21:51:15.701960
ATB,62.24,62.23,62.25,50000000.0,50000000.0,0,0,0,0,0,0,10,2026-02-04 21:51:15.701960
SPK,52.89,52.88,52.9,50000000.0,50000000.0,0,0,0,0,0,0,10,2026-02-04 21:51:15.701960
EEC,48.06,48.05,48.07,50000000.0,50000000.0,0,0,0,0,0,0,10,2026-02-04 21:51:15.701960
TGX,43.84,43.83,43.85,50000000.0,50000000.0,0,0,0,0,0,0,11,2026-02-04 21:51:16.407596
PHR,47.15,47.14,47.16,50000000.0,50000000.0,0,0,0,0,0,0,11,2026-02-04 21:51:16.407596
BYL,43.49,43.48,43.5,50000000.0,50000000.0,0,0,0,0,0,0,11,2026-02-04 21:51:16.407596
CLD,79.42,79.41,79.43,50000000.0,50000000.0,0,0,0,0,0,0,11,2026-02-04 21:51:16.407596
GGD,31.53,31.52,31.54,50000000.0,50000000.0,0,0,0,0,0,0,11,2026-02-04 21:51:16.407596
PNR,59.21,59.2,59.22,50000000.0,50000000.0,0,0,0,0,0,0,11,2026-02-04 21:51:16.407596
FSR,30.52,30.51,30.53,50000000.0,50000000.0,0,0,0,0,0,0,11,2026-02-04 21:51:16.407596
ATB,62.08,62.07,62.09,50000000.0,50000000.0,0,0,0,0,0,0,11,2026-02-04 21:51:16.407596
SPK,52.84,52.83,52.85,50000000.0,50000000.0,0,0,0,0,0,0,11,2026-02-04 21:51:16.407596
EEC,48.01,48.0,48.02,50000000.0,50000000.0,0,0,0,0,0,0,11,2026-02-04 21:51:16.407596
TGX,43.76,43.75,43.77,50000000.0,50000000.0,0,0,0,0,0,0,12,2026-02-04 21:51:17.496302
PHR,47.2,47.19,47.21,50000000.0,50000000.0,0,0,0,0,0,0,12,2026-02-04 21:51:17.496302
BYL,43.48,43.47,43.49,50000000.0,50000000.0,0,0,0,0,0,0,12,2026-02-04 21:51:17.496302
CLD,79.41,79.4,79.42,50000000.0,50000000.0,0,0,0,0,0,0,12,2026-02-04 21:51:17.496302
GGD,31.56,31.55,31.57,50000000.0,50000000.0,0,0,0,0,0,0,12,2026-02-04 21:51:17.496302
PNR,59.18,59.17,59.19,50000000.0,50000000.0,0,0,0,0,0,0,12,2026-02-04 21:51:17.496302
FSR,30.51,30.5,30.52,50000000.0,50000000.0,0,0,0,0,0,0,12,2026-02-04 21:51:17.496302
ATB,62.62,62.61,62.63,50000000.0,50000000.0,0,0,0,0,0,0,12,2026-02-04 21:51:17.496302
SPK,52.87,52.86,52.88,50000000.0,50000000.0,0,0,0,0,0,0,12,2026-02-04 21:51:17.496302
EEC,48.09,48.08,48.1,50000000.0,50000000.0,0,0,0,0,0,0,12,2026-02-04 21:51:17.496302
TGX,43.83,43.82,43.84,50000000.0,50000000.0,0,0,0,0,0,0,13,2026-02-04 21:51:18.597981
PHR,47.51,47.5,47.52,50000000.0,50000000.0,0,0,0,0,0,0,13,2026-02-04 21:51:18.597981
BYL,43.34,43.32,43.34,50000000.0,50000000.0,0,0,0,0,0,0,13,2026-02-04 21:51:18.597981
CLD,79.14,79.13,79.15,50000000.0,50000000.0,0,0,0,0,0,0,13,2026-02-04 21:51:18.597981
GGD,31.54,31.53,31.55,50000000.0,50000000.0,0,0,0,0,0,0,13,2026-02-04 21:51:18.597981
PNR,59.22,59.21,59.23,50000000.0,50000000.0,0,0,0,0,0,0,13,2026-02-04 21:51:18.597981
FSR,30.54,30.53,30.55,50000000.0,50000000.0,0,0,0,0,0,0,13,2026-02-04 21:51:18.597981
ATB,62.73,62.72,62.74,50000000.0,50000000.0,0,0,0,0,0,0,13,2026-02-04 21:51:18.597981
SPK,52.82,52.81,52.83,50000000.0,50000000.0,0,0,0,0,0,0,13,2026-02-04 21:51:18.597981
EEC,47.96,47.95,47.97,50000000.0,50000000.0,0,0,0,0,0,0,13,2026-02-04 21:51:18.597981
TGX,43.76,43.75,43.77,50000000.0,50000000.0,0,0,0,0,0,0,14,2026-02-04 21:51:19.674670
PHR,47.39,47.38,47.4,50000000.0,50000000.0,0,0,0,0,0,0,14,2026-02-04 21:51:19.674670
BYL,43.32,43.3,43.32,50000000.0,50000000.0,0,0,0,0,0,0,14,2026-02-04 21:51:19.674670
CLD,79.12,79.11,79.13,50000000.0,50000000.0,0,0,0,0,0,0,14,2026-02-04 21:51:19.674670
GGD,31.46,31.45,31.47,50000000.0,50000000.0,0,0,0,0,0,0,14,2026-02-04 21:51:19.674670
PNR,58.81,58.8,58.82,50000000.0,50000000.0,0,0,0,0,0,0,14,2026-02-04 21:51:19.674670
FSR,30.51,30.5,30.52,50000000.0,50000000.0,0,0,0,0,0,0,14,2026-02-04 21:51:19.674670
ATB,62.51,62.5,62.52,50000000.0,50000000.0,0,0,0,0,0,0,14,2026-02-04 21:51:19.674670
SPK,52.81,52.8,52.82,50000000.0,50000000.0,0,0,0,0,0,0,14,2026-02-04 21:51:19.674670
EEC,47.93,47.92,47.94,50000000.0,50000000.0,0,0,0,0,0,0,14,2026-02-04 21:51:19.674670
TGX,43.81,43.8,43.82,50000000.0,50000000.0,0,0,0,0,0,0,15,2026-02-04 21:51:20.736074
PHR,47.42,47.41,47.43,50000000.0,50000000.0,0,0,0,0,0,0,15,2026-02-04 21:51:20.736074
BYL,43.36,43.34,43.36,50000000.0,50000000.0,0,0,0,0,0,0,15,2026-02-04 21:51:20.736074
CLD,79.19,79.18,79.2,50000000.0,50000000.0,0,0,0,0,0,0,15,2026-02-04 21:51:20.736074
GGD,31.5,31.49,31.51,50000000.0,50000000.0,0,0,0,0,0,0,15,2026-02-04 21:51:20.736074
PNR,58.48,58.47,58.49,50000000.0,50000000.0,0,0,0,0,0,0,15,2026-02-04 21:51:20.736074
FSR,30.52,30.51,30.53,50000000.0,50000000.0,0,0,0,0,0,0,15,2026-02-04 21:51:20.736074
ATB,62.66,62.65,62.67,50000000.0,50000000.0,0,0,0,0,0,0,15,2026-02-04 21:51:20.736074
SPK,52.78,52.77,52.79,50000000.0,50000000.0,0,0,0,0,0,0,15,2026-02-04 21:51:20.736074
EEC,47.92,47.91,47.93,50000000.0,50000000.0,0,0,0,0,0,0,15,2026-02-04 21:51:20.736074
TGX,43.83,43.82,43.84,50000000.0,50000000.0,0,0,0,0,0,0,16,2026-02-04 21:51:21.783098
PHR,48.1,48.09,48.11,50000000.0,50000000.0,0,0,0,0,0,0,16,2026-02-04 21:51:21.783098
BYL,43.27,43.25,43.27,50000000.0,50000000.0,0,0,0,0,0,0,16,2026-02-04 21:51:21.783098
CLD,78.97,78.96,78.98,50000000.0,50000000.0,0,0,0,0,0,0,16,2026-02-04 21:51:21.783098
GGD,31.54,31.53,31.55,50000000.0,50000000.0,0,0,0,0,0,0,16,2026-02-04 21:51:21.783098
PNR,58.46,58.45,58.47,50000000.0,50000000.0,0,0,0,0,0,0,16,2026-02-04 21:51:21.783098
FSR,30.55,30.54,30.56,50000000.0,50000000.0,0,0,0,0,0,0,16,2026-02-04 21:51:21.783098
ATB,62.62,62.61,62.63,50000000.0,50000000.0,0,0,0,0,0,0,16,2026-02-04 21:51:21.783098
SPK,52.73,52.72,52.74,50000000.0,50000000.0,0,0,0,0,0,0,16,2026-02-04 21:51:21.783098
EEC,47.87,47.86,47.88,50000000.0,50000000.0,0,0,0,0,0,0,16,2026-02-04 21:51:21.783098
TGX,43.9,43.89,43.91,50000000.0,50000000.0,0,0,0,0,0,0,17,2026-02-04 21:51:22.827699
PHR,48.29,48.28,48.3,50000000.0,50000000.0,0,0,0,0,0,0,17,2026-02-04 21:51:22.827699
BYL,43.24,43.23,43.25,50000000.0,50000000.0,0,0,0,0,0,0,17,2026-02-04 21:51:22.827699
CLD,79.02,79.01,79.03,50000000.0,50000000.0,0,0,0,0,0,0,17,2026-02-04 21:51:22.827699
GGD,31.56,31.55,31.57,50000000.0,50000000.0,0,0,0,0,0,0,17,2026-02-04 21:51:22.827699
PNR,58.62,58.61,58.63,50000000.0,50000000.0,0,0,0,0,0,0,17,2026-02-04 21:51:22.827699
FSR,30.57,30.56,30.58,50000000.0,50000000.0,0,0,0,0,0,0,17,2026-02-04 21:51:22.827699
ATB,62.81,62.8,62.82,50000000.0,50000000.0,0,0,0,0,0,0,17,2026-02-04 21:51:22.827699
SPK,52.68,52.67,52.69,50000000.0,50000000.0,0,0,0,0,0,0,17,2026-02-04 21:51:22.827699
EEC,47.79,47.78,47.8,50000000.0,50000000.0,0,0,0,0,0,0,17,2026-02-04 21:51:22.827699
TGX,43.91,43.9,43.92,50000000.0,50000000.0,0,0,0,0,0,0,18,2026-02-04 21:51:23.902008
PHR,48.02,48.01,48.03,50000000.0,50000000.0,0,0,0,0,0,0,18,2026-02-04 21:51:23.902008
BYL,43.17,43.16,43.18,50000000.0,50000000.0,0,0,0,0,0,0,18,2026-02-04 21:51:23.902008
CLD,78.83,78.82,78.84,50000000.0,50000000.0,0,0,0,0,0,0,18,2026-02-04 21:51:23.902008
GGD,31.56,31.55,31.57,50000000.0,50000000.0,0,0,0,0,0,0,18,2026-02-04 21:51:23.902008
PNR,58.7,58.69,58.71,50000000.0,50000000.0,0,0,0,0,0,0,18,2026-02-04 21:51:23.902008
FSR,30.56,30.55,30.57,50000000.0,50000000.0,0,0,0,0,0,0,18,2026-02-04 21:51:23.902008
ATB,62.69,62.68,62.7,50000000.0,50000000.0,0,0,0,0,0,0,18,2026-02-04 21:51:23.902008
SPK,52.77,52.76,52.78,50000000.0,50000000.0,0,0,0,0,0,0,18,2026-02-04 21:51:23.902008
EEC,47.93,47.92,47.94,50000000.0,50000000.0,0,0,0,0,0,0,18,2026-02-04 21:51:23.902008
TGX,43.92,43.91,43.93,50000000.0,50000000.0,0,0,0,0,0,0,19,2026-02-04 21:51:24.478642
PHR,47.84,47.83,47.85,50000000.0,50000000.0,0,0,0,0,0,0,19,2026-02-04 21:51:24.478642
BYL,43.33,43.32,43.34,50000000.0,50000000.0,0,0,0,0,0,0,19,2026-02-04 21:51:24.478642
CLD,79.16,79.15,79.17,50000000.0,50000000.0,0,0,0,0,0,0,19,2026-02-04 21:51:24.478642
GGD,31.54,31.53,31.55,50000000.0,50000000.0,0,0,0,0,0,0,19,2026-02-04 21:51:24.478642
PNR,58.74,58.73,58.75,50000000.0,50000000.0,0,0,0,0,0,0,19,2026-02-04 21:51:24.478642
FSR,30.6,30.59,30.61,50000000.0,50000000.0,0,0,0,0,0,0,19,2026-02-04 21:51:24.478642
ATB,62.46,62.45,62.47,50000000.0,50000000.0,0,0,0,0,0,0,19,2026-02-04 21:51:24.478642
SPK,52.8,52.79,52.81,50000000.0,50000000.0,0,0,0,0,0,0,19,2026-02-04 21:51:24.478642
EEC,47.98,47.97,47.99,50000000.0,50000000.0,0,0,0,0,0,0,19,2026-02-04 21:51:24.478642
TGX,43.85,43.84,43.86,50000000.0,50000000.0,0,0,0,0,0,0,20,2026-02-04 21:51:25.586912,2.0,1.0,19.0,D2-BYL/CLD,FTC Staff Holds Technical Working Session,"Staff from the FTC convened a technical working session with advisors to both ByteLayer and CloudSys to discuss outstanding questions regarding the proposed transaction. The agenda and tone of the meeting have not been disclosed. Some regulatory specialists interpret the session as constructive engagement, while others note that such meetings can also precede formal requests for additional information or remedies."
PHR,48.03,48.02,48.04,50000000.0,50000000.0,0,0,0,0,0,0,20,2026-02-04 21:51:25.586912,,,,,,
BYL,43.5,43.49,43.51,50000000.0,50000000.0,0,0,0,0,0,0,20,2026-02-04 21:51:25.586912,,,,,,
CLD,79.52,79.51,79.53,50000000.0,50000000.0,0,0,0,0,0,0,20,2026-02-04 21:51:25.586912,,,,,,
GGD,31.46,31.45,31.47,50000000.0,50000000.0,0,0,0,0,0,0,20,2026-02-04 21:51:25.586912,,,,,,
PNR,58.58,58.57,58.59,50000000.0,50000000.0,0,0,0,0,0,0,20,2026-02-04 21:51:25.586912,,,,,,
FSR,30.6,30.59,30.61,50000000.0,50000000.0,0,0,0,0,0,0,20,2026-02-04 21:51:25.586912,,,,,,
ATB,62.11,62.1,62.12,50000000.0,50000000.0,0,0,0,0,0,0,20,2026-02-04 21:51:25.586912,,,,,,
SPK,52.75,52.74,52.76,50000000.0,50000000.0,0,0,0,0,0,0,20,2026-02-04 21:51:25.586912,,,,,,
EEC,47.89,47.88,47.9,50000000.0,50000000.0,0,0,0,0,0,0,20,2026-02-04 21:51:25.586912,,,,,,
TGX,43.78,43.77,43.79,50000000.0,50000000.0,0,0,0,0,0,0,21,2026-02-04 21:51:26.642033,3.0,1.0,20.0,D5-SPK/EEC,FERC Staff Holds Technical Working Session,"Staff from the FERC convened a technical working session with advisors to both SolarPeak and EastEnergy to discuss outstanding questions regarding the proposed transaction. The agenda and tone of the meeting have not been disclosed. Some regulatory specialists interpret the session as constructive engagement, while others note that such meetings can also precede formal requests for additional information or remedies."
PHR,48.05,48.04,48.06,50000000.0,50000000.0,0,0,0,0,0,0,21,2026-02-04 21:51:26.642033,,,,,,
BYL,43.46,43.45,43.47,50000000.0,50000000.0,0,0,0,0,0,0,21,2026-02-04 21:51:26.642033,,,,,,
CLD,79.47,79.46,79.48,50000000.0,50000000.0,0,0,0,0,0,0,21,2026-02-04 21:51:26.642033,,,,,,
GGD,31.48,31.47,31.49,50000000.0,50000000.0,0,0,0,0,0,0,21,2026-02-04 21:51:26.642033,,,,,,
PNR,58.8,58.79,58.81,50000000.0,50000000.0,0,0,0,0,0,0,21,2026-02-04 21:51:26.642033,,,,,,
FSR,30.66,30.65,30.67,50000000.0,50000000.0,0,0,0,0,0,0,21,2026-02-04 21:51:26.642033,,,,,,
ATB,62.33,62.32,62.34,50000000.0,50000000.0,0,0,0,0,0,0,21,2026-02-04 21:51:26.642033,,,,,,
SPK,52.79,52.78,52.8,50000000.0,50000000.0,0,0,0,0,0,0,21,2026-02-04 21:51:26.642033,,,,,,
EEC,47.93,47.92,47.94,50000000.0,50000000.0,0,0,0,0,0,0,21,2026-02-04 21:51:26.642033,,,,,,
TGX,43.77,43.76,43.78,50000000.0,50000000.0,0,0,0,0,0,0,22,2026-02-04 21:51:27.692076
PHR,48.12,48.11,48.13,50000000.0,50000000.0,0,0,0,0,0,0,22,2026-02-04 21:51:27.692076
BYL,43.59,43.58,43.6,50000000.0,50000000.0,0,0,0,0,0,0,22,2026-02-04 21:51:27.692076
CLD,79.71,79.7,79.72,50000000.0,50000000.0,0,0,0,0,0,0,22,2026-02-04 21:51:27.692076
GGD,31.52,31.51,31.53,50000000.0,50000000.0,0,0,0,0,0,0,22,2026-02-04 21:51:27.692076
PNR,58.91,58.9,58.92,50000000.0,50000000.0,0,0,0,0,0,0,22,2026-02-04 21:51:27.692076
FSR,30.68,30.67,30.69,50000000.0,50000000.0,0,0,0,0,0,0,22,2026-02-04 21:51:27.692076
ATB,62.6,62.59,62.61,50000000.0,50000000.0,0,0,0,0,0,0,22,2026-02-04 21:51:27.692076
