news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_GIOT-2,BUY_GIOT-2
,,,,,,77,2026-02-01 01:54:47.503474,COMP,25.02,24.94,25.01,138900.0,147200.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,78,2026-02-01 01:54:48.535131,RITC,9.99,9.98,9.99,200200.0,202700.0,0,0
,,,,,,78,2026-02-01 01:54:48.535131,COMP,25.02,24.94,25.01,138900.0,147200.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,79,2026-02-01 01:54:49.570093,RITC,9.99,9.98,9.99,196900.0,203000.0,0,0
,,,,,,79,2026-02-01 01:54:49.570093,COMP,24.93,24.93,24.96,138200.0,145800.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,80,2026-02-01 01:54:50.603928,RITC,9.97,9.97,9.99,196700.0,203000.0,0,0
,,,,,,80,2026-02-01 01:54:50.603928,COMP,24.93,24.93,24.96,138200.0,143400.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,81,2026-02-01 01:54:51.637836,RITC,9.97,9.98,9.99,196800.0,203700.0,0,0
,,,,,,81,2026-02-01 01:54:51.637836,COMP,24.93,24.93,24.96,139700.0,143900.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,82,2026-02-01 01:54:52.669336,RITC,9.99,9.98,9.99,196800.0,204800.0,0,0
,,,,,,82,2026-02-01 01:54:52.669336,COMP,24.93,24.93,24.96,140100.0,143900.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,83,2026-02-01 01:54:53.701988,RITC,9.97,9.97,9.98,197900.0,206500.0,0,0
,,,,,,83,2026-02-01 01:54:53.701988,COMP,24.97,24.93,24.97,140100.0,143300.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,84,2026-02-01 01:54:54.715528,RITC,9.99,9.96,9.99,198400.0,202800.0,0,0
,,,,,,84,2026-02-01 01:54:54.715528,COMP,24.97,24.93,24.97,140100.0,144300.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,85,2026-02-01 01:54:55.738641,RITC,9.99,9.96,9.97,198400.0,201800.0,0,0
,,,,,,85,2026-02-01 01:54:55.738641,COMP,24.93,24.93,24.97,140700.0,144300.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,86,2026-02-01 01:54:56.806042,RITC,9.99,9.96,9.99,197800.0,201000.0,0,0
,,,,,,86,2026-02-01 01:54:56.806042,COMP,24.93,24.93,24.97,139500.0,144300.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,87,2026-02-01 01:54:57.848998,RITC,9.99,9.97,9.99,196900.0,202000.0,0,0
,,,,,,87,2026-02-01 01:54:57.848998,COMP,24.93,24.93,24.96,139500.0,142600.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,88,2026-02-01 01:54:58.866990,RITC,9.99,9.97,9.99,196900.0,200600.0,0,0
,,,,,,88,2026-02-01 01:54:58.866990,COMP,24.93,24.92,24.96,137400.0,141000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,89,2026-02-01 01:54:59.899103,RITC,9.99,9.97,9.99,198200.0,200900.0,0,0
,,,,,,89,2026-02-01 01:54:59.899103,COMP,24.96,24.92,24.96,137400.0,142200.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,90,2026-02-01 01:55:00.921264,RITC,10.0,9.97,10.0,198200.0,202500.0,0,0
,,,,,,90,2026-02-01 01:55:00.921264,COMP,24.91,24.91,24.96,139600.0,142200.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,91,2026-02-01 01:55:01.952633,RITC,10.0,9.97,10.0,198200.0,203800.0,0,0
,,,,,,91,2026-02-01 01:55:01.952633,COMP,24.91,24.91,24.96,140900.0,142200.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,92,2026-02-01 01:55:02.965953,RITC,10.0,9.97,10.0,196600.0,203800.0,0,0
,,,,,,92,2026-02-01 01:55:02.965953,COMP,24.94,24.94,24.96,142800.0,142200.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,93,2026-02-01 01:55:03.988632,RITC,10.01,9.99,10.01,196900.0,201900.0,0,0
,,,,,,93,2026-02-01 01:55:03.988632,COMP,24.91,24.91,24.96,140500.0,142200.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,94,2026-02-01 01:55:05.017179,RITC,10.01,9.99,10.01,196600.0,202600.0,0,0
,,,,,,94,2026-02-01 01:55:05.017179,COMP,24.91,24.91,24.93,140500.0,143000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,95,2026-02-01 01:55:06.049138,RITC,10.01,10.0,10.01,195300.0,199700.0,0,0
,,,,,,95,2026-02-01 01:55:06.049138,COMP,24.91,24.91,24.93,139100.0,141300.0,0,0
