news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_BOST-3
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,42,2026-02-01 08:55:29.709028,RITC,10.15,10.11,10.15,207100.0,95300.0,0
,,,,,,42,2026-02-01 08:55:29.709028,COMP,24.99,24.99,25.01,138600.0,144900.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,43,2026-02-01 08:55:30.724334,RITC,10.15,10.11,10.15,207300.0,103400.0,0
,,,,,,43,2026-02-01 08:55:30.724334,COMP,24.99,24.99,25.01,138600.0,144900.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,44,2026-02-01 08:55:31.748328,RITC,10.15,10.13,10.15,206700.0,95400.0,0
,,,,,,44,2026-02-01 08:55:31.748328,COMP,24.99,24.99,25.01,138900.0,144900.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,45,2026-02-01 08:55:32.778630,RITC,10.15,10.14,10.15,208200.0,95400.0,0
,,,,,,45,2026-02-01 08:55:32.778630,COMP,24.98,24.98,25.01,139800.0,146100.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,46,2026-02-01 08:55:33.795032,RITC,10.15,10.14,10.15,207100.0,95400.0,0
,,,,,,46,2026-02-01 08:55:33.795032,COMP,24.98,24.97,24.98,140500.0,144400.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,47,2026-02-01 08:55:34.813192,RITC,10.15,10.14,10.15,202000.0,95400.0,0
,,,,,,47,2026-02-01 08:55:34.813192,COMP,25.02,24.97,25.02,140500.0,143700.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,48,2026-02-01 08:55:35.823339,RITC,10.16,10.14,10.16,201100.0,91900.0,0
,,,,,,48,2026-02-01 08:55:35.823339,COMP,25.02,24.97,25.0,140500.0,144700.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,49,2026-02-01 08:55:36.854568,RITC,10.16,10.14,10.16,199700.0,91200.0,0
,,,,,,49,2026-02-01 08:55:36.854568,COMP,24.97,24.97,24.98,140400.0,144400.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,50,2026-02-01 08:55:37.883284,RITC,10.16,10.16,10.17,197500.0,93200.0,0
,,,,,,50,2026-02-01 08:55:37.883284,COMP,24.97,24.97,24.98,140200.0,144400.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,51,2026-02-01 08:55:38.913225,RITC,10.16,10.14,10.15,199300.0,104900.0,0
,,,,,,51,2026-02-01 08:55:38.913225,COMP,24.98,24.98,25.0,142400.0,144700.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,52,2026-02-01 08:55:39.923435,RITC,10.17,10.16,10.17,198800.0,93200.0,0
,,,,,,52,2026-02-01 08:55:39.923435,COMP,24.98,24.98,25.0,143500.0,144700.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,53,2026-02-01 08:55:40.954305,RITC,10.18,10.16,10.18,198800.0,91100.0,0
,,,,,,53,2026-02-01 08:55:40.954305,COMP,24.98,24.98,25.0,143500.0,143000.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,54,2026-02-01 08:55:41.970097,RITC,10.18,10.16,10.18,198500.0,91100.0,0
,,,,,,54,2026-02-01 08:55:41.970097,COMP,24.97,24.97,25.0,142300.0,143000.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,55,2026-02-01 08:55:42.983254,RITC,10.18,10.16,10.18,201000.0,91100.0,0
,,,,,,55,2026-02-01 08:55:42.983254,COMP,24.97,24.97,24.99,142300.0,141900.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,56,2026-02-01 08:55:44.003698,RITC,10.18,10.17,10.18,200200.0,91100.0,0
,,,,,,56,2026-02-01 08:55:44.003698,COMP,24.99,24.97,24.99,142300.0,141900.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,57,2026-02-01 08:55:45.022991,RITC,10.18,10.17,10.18,200200.0,91300.0,0
,,,,,,57,2026-02-01 08:55:45.022991,COMP,24.99,24.97,24.99,144100.0,141900.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,58,2026-02-01 08:55:46.037166,RITC,10.18,10.17,10.18,194900.0,91300.0,0
,,,,,,58,2026-02-01 08:55:46.037166,COMP,24.99,24.97,24.99,141900.0,141900.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,59,2026-02-01 08:55:47.061675,RITC,10.19,10.17,10.19,195300.0,91500.0,0
,,,,,,59,2026-02-01 08:55:47.061675,COMP,24.97,24.97,24.99,142300.0,141900.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,60,2026-02-01 08:55:48.083492,RITC,10.2,10.19,10.2,196500.0,91200.0,0
,,,,,,60,2026-02-01 08:55:48.083492,COMP,24.97,24.97,24.98,142300.0,141100.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,62,2026-02-01 08:55:49.118400,RITC,10.2,10.19,10.2,189300.0,10.0,91200.0,0
,,,,,,62,2026-02-01 08:55:49.118400,COMP,24.97,24.97,24.98,142300.0,,139000.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,63,2026-02-01 08:55:50.145840,RITC,10.23,10.21,10.23,190700.0,10.0,89000.0,0
,,,,,,63,2026-02-01 08:55:50.145840,COMP,24.97,24.97,24.98,140900.0,,139000.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,64,2026-02-01 08:55:51.167193,RITC,10.23,10.22,10.23,200100.0,89000.0,0,0
,,,,,,64,2026-02-01 08:55:51.167193,COMP,24.99,24.99,25.0,141000.0,140600.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,65,2026-02-01 08:55:52.200091,RITC,10.23,10.23,10.27,200900.0,88900.0,0,0
,,,,,,65,2026-02-01 08:55:52.200091,COMP,25.0,24.99,25.01,141000.0,140100.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,66,2026-02-01 08:55:53.216900,RITC,10.23,10.23,10.25,200900.0,98100.0,0,0
,,,,,,66,2026-02-01 08:55:53.216900,COMP,25.02,24.99,25.02,140300.0,141900.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,67,2026-02-01 08:55:54.232136,RITC,10.23,10.23,10.24,200900.0,118000.0,0,0
,,,,,,67,2026-02-01 08:55:54.232136,COMP,25.02,24.99,25.02,140300.0,142300.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,68,2026-02-01 08:55:55.250400,RITC,10.23,10.23,10.24,202600.0,137000.0,0,0
,,,,,,68,2026-02-01 08:55:55.250400,COMP,25.01,24.99,25.02,140300.0,142300.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,69,2026-02-01 08:55:56.271216,RITC,10.23,10.23,10.24,191200.0,10.0,158200.0,0
,,,,,,69,2026-02-01 08:55:56.271216,COMP,25.01,24.99,25.02,140300.0,,141500.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,70,2026-02-01 08:55:57.303209,RITC,10.24,10.23,10.24,191400.0,10.0,158200.0,0
,,,,,,70,2026-02-01 08:55:57.303209,COMP,25.01,24.99,25.02,140300.0,,138500.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,71,2026-02-01 08:55:58.326509,RITC,10.24,10.24,10.25,190200.0,10.0,148300.0,0
,,,,,,71,2026-02-01 08:55:58.326509,COMP,25.02,24.99,25.02,140300.0,,140500.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,72,2026-02-01 08:55:59.353747,RITC,10.25,10.24,10.25,190200.0,10.0,149100.0,0
,,,,,,72,2026-02-01 08:55:59.353747,COMP,24.97,24.97,25.02,139700.0,,140500.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,73,2026-02-01 08:56:00.373186,RITC,10.25,10.24,10.25,191600.0,10.0,158000.0,0
,,,,,,73,2026-02-01 08:56:00.373186,COMP,24.97,24.97,25.02,137500.0,,140500.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,74,2026-02-01 08:56:01.389781,RITC,10.25,10.24,10.25,191600.0,10.0,178300.0,0
,,,,,,74,2026-02-01 08:56:01.389781,COMP,24.96,24.96,25.02,139100.0,,140500.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,75,2026-02-01 08:56:02.416780,RITC,10.24,10.24,10.25,190000.0,10.0,188300.0,0
,,,,,,75,2026-02-01 08:56:02.416780,COMP,25.03,24.96,25.03,139100.0,,142400.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,76,2026-02-01 08:56:03.445327,RITC,10.23,10.23,10.25,189500.0,10.0,189600.0,0
,,,,,,76,2026-02-01 08:56:03.445327,COMP,25.03,24.96,25.03,139100.0,,141100.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,77,2026-02-01 08:56:04.463795,RITC,10.23,10.23,10.25,189500.0,10.0,192500.0,0
,,,,,,77,2026-02-01 08:56:04.463795,COMP,25.03,24.96,25.0,139100.0,,142300.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,78,2026-02-01 08:56:05.480728,RITC,10.23,10.22,10.23,190200.0,10.0,195800.0,0
,,,,,,78,2026-02-01 08:56:05.480728,COMP,24.96,24.96,25.0,139100.0,,142300.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,79,2026-02-01 08:56:06.506741,RITC,10.22,10.21,10.22,188800.0,10.0,192800.0,0
,,,,,,79,2026-02-01 08:56:06.506741,COMP,24.96,24.99,25.0,139400.0,,140900.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,80,2026-02-01 08:56:07.533373,RITC,10.21,10.2,10.21,189100.0,10.0,198800.0,0
,,,,,,80,2026-02-01 08:56:07.533373,COMP,24.96,24.99,25.0,139400.0,,142200.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,81,2026-02-01 08:56:08.548412,RITC,10.19,10.19,10.21,180600.0,20.0,198800.0,0
,,,,,,81,2026-02-01 08:56:08.548412,COMP,24.96,24.99,25.0,138600.0,,141600.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,82,2026-02-01 08:56:09.568072,RITC,10.19,10.19,10.21,179500.0,20.0,198700.0,0
,,,,,,82,2026-02-01 08:56:09.568072,COMP,25.01,24.99,25.01,138600.0,,141600.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,83,2026-02-01 08:56:10.587048,RITC,10.19,10.19,10.21,179500.0,20.0,199400.0,0
,,,,,,83,2026-02-01 08:56:10.587048,COMP,25.02,24.99,25.02,138600.0,,139900.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,84,2026-02-01 08:56:11.608226,RITC,10.19,10.19,10.21,179500.0,20.0,200600.0,0
,,,,,,84,2026-02-01 08:56:11.608226,COMP,24.99,24.99,25.02,138600.0,,140100.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,85,2026-02-01 08:56:12.643305,RITC,10.19,10.19,10.2,179500.0,20.0,199700.0,0
,,,,,,85,2026-02-01 08:56:12.643305,COMP,24.99,24.99,25.02,137500.0,,140100.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,86,2026-02-01 08:56:13.663206,RITC,10.19,10.18,10.19,178500.0,20.0,195100.0,0
,,,,,,86,2026-02-01 08:56:13.663206,COMP,25.02,24.96,25.02,136700.0,,140100.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,87,2026-02-01 08:56:14.693033,RITC,10.18,10.17,10.18,176600.0,20.0,194700.0,0
,,,,,,87,2026-02-01 08:56:14.693033,COMP,24.96,24.96,25.02,137300.0,,140100.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,88,2026-02-01 08:56:15.713179,RITC,10.17,10.17,10.18,177400.0,20.0,194700.0,0
,,,,,,88,2026-02-01 08:56:15.713179,COMP,25.04,24.96,25.04,137000.0,,138800.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,89,2026-02-01 08:56:16.723428,RITC,10.16,10.16,10.18,177300.0,20.0,194700.0,0
,,,,,,89,2026-02-01 08:56:16.723428,COMP,24.95,24.95,25.04,139100.0,,138800.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,90,2026-02-01 08:56:17.743302,RITC,10.16,10.16,10.18,177700.0,20.0,194700.0,0
,,,,,,90,2026-02-01 08:56:17.743302,COMP,25.05,25.0,25.05,139100.0,,140300.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,91,2026-02-01 08:56:18.773362,RITC,10.16,10.15,10.16,178000.0,20.0,198400.0,0
,,,,,,91,2026-02-01 08:56:18.773362,COMP,25.05,25.0,25.05,139100.0,,140300.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,92,2026-02-01 08:56:19.794634,RITC,10.14,10.14,10.16,185200.0,10.0,198400.0,0
,,,,,,92,2026-02-01 08:56:19.794634,COMP,25.0,24.95,25.0,139100.0,,140300.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,93,2026-02-01 08:56:20.827419,RITC,10.14,10.14,10.15,188100.0,10.0,199000.0,0
,,,,,,93,2026-02-01 08:56:20.827419,COMP,24.95,24.95,25.0,139800.0,,140300.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,94,2026-02-01 08:56:21.841370,RITC,10.14,10.14,10.15,188000.0,10.0,197800.0,0
,,,,,,94,2026-02-01 08:56:21.841370,COMP,24.95,24.95,24.96,141500.0,,140800.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,95,2026-02-01 08:56:22.876233,RITC,10.14,10.14,10.15,188400.0,10.0,195900.0,0
,,,,,,95,2026-02-01 08:56:22.876233,COMP,24.94,24.94,24.96,140300.0,,139900.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,96,2026-02-01 08:56:23.900827,RITC,10.14,10.14,10.15,188400.0,10.0,197700.0,0
,,,,,,96,2026-02-01 08:56:23.900827,COMP,24.94,24.94,24.96,141400.0,,139900.0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,97,2026-02-01 08:56:24.918450,RITC,10.13,10.13,10.15,201200.0,196400.0,0,0
