news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_CNCD-1,BUY_COLB-1,SELL_LUIS-1,BUY_LUIS-1,BUY_CHUL-2,SELL_CHUL-2,SELL_OTWA-2,SELL_CNCD-1,BUY_DUBL-6,SELL_COLB-1,BUY_OTWA-2,SELL_BOST-3,SELL_DUBL-6
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,15,2026-02-01 12:26:19.036331,RITC,9.96,9.96,9.98,196000.0,193000.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,15,2026-02-01 12:26:19.036331,COMP,25.08,25.02,25.08,141500.0,122300.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,16,2026-02-01 12:26:20.055305,RITC,9.98,9.98,9.99,193600.0,194000.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,16,2026-02-01 12:26:20.055305,COMP,25.08,25.03,25.08,142400.0,122300.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,17,2026-02-01 12:26:21.087535,RITC,9.98,9.98,9.99,193600.0,192300.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,17,2026-02-01 12:26:21.087535,COMP,25.08,25.04,25.08,143700.0,122300.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,18,2026-02-01 12:26:22.123727,RITC,10.1,9.97,9.98,194100.0,192100.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,18,2026-02-01 12:26:22.123727,COMP,25.08,25.04,25.08,145400.0,122300.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,19,2026-02-01 12:26:23.147741,RITC,9.96,9.96,9.99,196000.0,191300.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,19,2026-02-01 12:26:23.147741,COMP,25.09,25.04,25.09,145400.0,115600.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,20,2026-02-01 12:26:24.172897,RITC,9.95,9.95,9.97,184200.0,192400.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,20,2026-02-01 12:26:24.172897,COMP,25.12,25.08,25.12,146900.0,107500.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,21,2026-02-01 12:26:25.192268,RITC,9.95,9.95,9.97,176100.0,193300.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,21,2026-02-01 12:26:25.192268,COMP,25.16,25.08,25.12,146300.0,107500.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,22,2026-02-01 12:26:26.209481,RITC,9.97,9.95,9.97,176100.0,193200.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,22,2026-02-01 12:26:26.209481,COMP,25.23,25.08,25.23,146300.0,81000.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,23,2026-02-01 12:26:27.239119,RITC,9.97,9.95,9.97,176100.0,192000.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,23,2026-02-01 12:26:27.239119,COMP,25.24,25.08,25.24,146300.0,64900.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,24,2026-02-01 12:26:28.265247,RITC,9.95,9.94,9.95,165900.0,188800.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,24,2026-02-01 12:26:28.265247,COMP,25.24,25.18,25.24,146500.0,72100.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,25,2026-02-01 12:26:29.291359,RITC,9.94,9.94,9.95,175400.0,188800.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,25,2026-02-01 12:26:29.291359,COMP,25.24,25.21,25.24,147600.0,72100.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,26,2026-02-01 12:26:30.321024,RITC,9.92,9.92,9.94,157900.0,189600.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,26,2026-02-01 12:26:30.321024,COMP,25.24,25.22,25.24,147400.0,72100.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,27,2026-02-01 12:26:31.340671,RITC,9.94,9.92,9.94,169900.0,189600.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,27,2026-02-01 12:26:31.340671,COMP,24.93,25.22,25.23,147200.0,72100.0,,5000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,28,2026-02-01 12:26:32.372092,RITC,9.95,9.92,9.95,169900.0,190400.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,28,2026-02-01 12:26:32.372092,COMP,24.93,25.22,25.23,147000.0,72100.0,,5000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,29,2026-02-01 12:26:33.403892,RITC,9.94,9.92,9.94,169900.0,191900.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,29,2026-02-01 12:26:33.403892,COMP,25.22,25.22,25.23,146700.0,72100.0,,5000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,30,2026-02-01 12:26:34.425690,RITC,9.99,9.94,9.97,180100.0,191500.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,30,2026-02-01 12:26:34.425690,COMP,25.22,25.22,25.23,144900.0,72100.0,,10000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,31,2026-02-01 12:26:35.443072,RITC,9.94,9.92,9.94,169900.0,191400.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,31,2026-02-01 12:26:35.443072,COMP,25.23,25.23,25.24,146200.0,72100.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,32,2026-02-01 12:26:36.476415,RITC,9.94,9.92,9.94,190200.0,191400.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,32,2026-02-01 12:26:36.476415,COMP,25.23,25.22,25.23,147100.0,72100.0,,5000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,33,2026-02-01 12:26:37.503176,RITC,9.94,9.92,9.94,203000.0,191400.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,33,2026-02-01 12:26:37.503176,COMP,25.24,25.22,25.24,145600.0,72100.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,34,2026-02-01 12:26:38.526729,RITC,9.94,9.92,9.94,200900.0,191400.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,34,2026-02-01 12:26:38.526729,COMP,25.24,25.22,25.23,145600.0,72100.0,,5000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,35,2026-02-01 12:26:39.555844,RITC,9.97,9.92,9.97,200900.0,191700.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,35,2026-02-01 12:26:39.555844,COMP,25.25,25.22,25.25,145600.0,71600.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,36,2026-02-01 12:26:40.577500,RITC,9.96,9.92,9.93,200900.0,194000.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,36,2026-02-01 12:26:40.577500,COMP,25.25,25.22,25.24,145600.0,71600.0,,5000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,37,2026-02-01 12:26:41.608905,RITC,9.92,9.92,9.93,200200.0,194000.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,37,2026-02-01 12:26:41.608905,COMP,25.25,25.22,25.24,147300.0,71600.0,,5000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,38,2026-02-01 12:26:42.636005,RITC,9.93,9.96,9.97,200300.0,193900.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,38,2026-02-01 12:26:42.636005,COMP,25.25,25.22,25.25,147300.0,71600.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,39,2026-02-01 12:26:43.656923,RITC,9.93,9.96,9.97,200300.0,194400.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,39,2026-02-01 12:26:43.656923,COMP,25.25,25.22,25.25,147800.0,71600.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,40,2026-02-01 12:26:44.683706,RITC,9.96,9.96,9.97,200300.0,194400.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,40,2026-02-01 12:26:44.683706,COMP,25.25,25.26,25.28,147200.0,72100.0,,5000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,42,2026-02-01 12:26:45.707466,RITC,9.96,9.96,9.97,200300.0,196000.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,42,2026-02-01 12:26:45.707466,COMP,25.29,25.26,25.29,147200.0,72100.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,43,2026-02-01 12:26:46.726928,RITC,9.92,9.92,9.97,201000.0,194300.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,43,2026-02-01 12:26:46.726928,COMP,25.29,25.26,25.29,147200.0,72100.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,44,2026-02-01 12:26:47.749048,RITC,9.91,9.91,9.93,198600.0,192800.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,44,2026-02-01 12:26:47.749048,COMP,25.31,25.26,25.31,147200.0,71000.0,,5000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,45,2026-02-01 12:26:48.776370,RITC,9.91,9.91,9.93,198600.0,192800.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,45,2026-02-01 12:26:48.776370,COMP,25.32,25.26,25.32,147200.0,71200.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,46,2026-02-01 12:26:49.807897,RITC,9.91,9.91,9.93,198600.0,191300.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,46,2026-02-01 12:26:49.807897,COMP,25.34,25.26,25.34,147200.0,72200.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,47,2026-02-01 12:26:50.827949,RITC,9.91,9.91,9.92,198600.0,190600.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,47,2026-02-01 12:26:50.827949,COMP,25.47,25.26,25.47,147200.0,72600.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,48,2026-02-01 12:26:51.860897,RITC,9.91,9.91,9.92,199400.0,191200.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,48,2026-02-01 12:26:51.860897,COMP,25.47,25.43,25.47,145300.0,72600.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,49,2026-02-01 12:26:52.886175,RITC,9.91,9.91,9.92,199400.0,192300.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,49,2026-02-01 12:26:52.886175,COMP,25.47,25.43,25.47,146600.0,72600.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,50,2026-02-01 12:26:53.909411,RITC,9.92,9.91,9.92,191000.0,192300.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,50,2026-02-01 12:26:53.909411,COMP,25.47,25.43,25.47,146600.0,80700.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,51,2026-02-01 12:26:54.942771,RITC,9.92,9.91,9.92,191000.0,193400.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,51,2026-02-01 12:26:54.942771,COMP,25.47,25.43,25.47,146600.0,80700.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,52,2026-02-01 12:26:55.973525,RITC,9.92,9.91,9.92,191000.0,194900.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,52,2026-02-01 12:26:55.973525,COMP,25.43,25.41,25.42,147400.0,88000.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,53,2026-02-01 12:26:56.996560,RITC,9.92,9.91,9.92,201000.0,196200.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,53,2026-02-01 12:26:56.996560,COMP,25.43,25.41,25.42,146500.0,88000.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,54,2026-02-01 12:26:58.012796,RITC,9.91,9.91,9.92,192900.0,196000.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,54,2026-02-01 12:26:58.012796,COMP,25.42,25.45,25.47,148500.0,80700.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,55,2026-02-01 12:26:59.044390,RITC,9.92,9.91,9.92,203100.0,195200.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,55,2026-02-01 12:26:59.044390,COMP,25.47,25.47,25.49,148700.0,72600.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,56,2026-02-01 12:27:00.072700,RITC,9.91,9.91,9.92,191100.0,194200.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,56,2026-02-01 12:27:00.072700,COMP,25.45,25.48,25.49,146700.0,72600.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,57,2026-02-01 12:27:01.093430,RITC,9.92,9.91,9.92,191100.0,196000.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,57,2026-02-01 12:27:01.093430,COMP,25.45,25.48,25.49,146700.0,78400.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,58,2026-02-01 12:27:02.129883,RITC,9.92,9.91,9.92,191100.0,198900.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,58,2026-02-01 12:27:02.129883,COMP,25.41,25.41,25.49,146700.0,78400.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,59,2026-02-01 12:27:03.155241,RITC,9.92,9.91,9.92,202600.0,199200.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,59,2026-02-01 12:27:03.155241,COMP,25.41,25.42,25.49,147200.0,78400.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,60,2026-02-01 12:27:04.180269,RITC,9.93,9.91,9.93,202600.0,199900.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,60,2026-02-01 12:27:04.180269,COMP,25.41,25.42,25.49,144900.0,78400.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,61,2026-02-01 12:27:05.211199,RITC,9.93,9.92,9.93,203700.0,199700.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,61,2026-02-01 12:27:05.211199,COMP,25.42,25.42,25.49,146600.0,84400.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,62,2026-02-01 12:27:06.242685,RITC,9.93,9.92,9.93,201900.0,199700.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,62,2026-02-01 12:27:06.242685,COMP,25.41,25.41,25.49,146300.0,84400.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,63,2026-02-01 12:27:07.273222,RITC,9.93,9.92,9.93,201900.0,201000.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,63,2026-02-01 12:27:07.273222,COMP,25.35,25.35,25.37,148400.0,92000.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,64,2026-02-01 12:27:08.307118,RITC,9.93,9.92,9.93,201900.0,201100.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,64,2026-02-01 12:27:08.307118,COMP,25.37,25.35,25.37,148400.0,92000.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,65,2026-02-01 12:27:09.336950,RITC,9.92,9.91,9.92,202400.0,198400.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,65,2026-02-01 12:27:09.336950,COMP,25.34,25.34,25.36,148300.0,98200.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,66,2026-02-01 12:27:10.356195,RITC,9.92,9.92,9.93,200400.0,200000.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,66,2026-02-01 12:27:10.356195,COMP,25.37,25.34,25.37,148300.0,92000.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,67,2026-02-01 12:27:11.375084,RITC,9.91,9.91,9.93,199900.0,199400.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,67,2026-02-01 12:27:11.375084,COMP,25.37,25.34,25.37,148000.0,100200.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,68,2026-02-01 12:27:12.400293,RITC,9.91,9.91,9.93,200700.0,200800.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0
,,,,,,68,2026-02-01 12:27:12.400293,COMP,25.37,25.35,25.37,145900.0,100200.0,,5000.0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,69,2026-02-01 12:27:13.421874,RITC,9.93,9.91,9.93,200700.0,197900.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,69,2026-02-01 12:27:13.421874,COMP,25.4,25.35,25.4,146100.0,92600.0,,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,70,2026-02-01 12:27:14.448789,RITC,9.93,9.91,9.93,200900.0,197900.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,70,2026-02-01 12:27:14.448789,COMP,25.34,25.34,25.4,147800.0,92600.0,,0,0,0,0,0,0,0,0,0,0,0,0
