news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_LUIS-1,BUY_CHUL-2,SELL_CHUL-2,BUY_CNCD-1,SELL_CNCD-1,BUY_COLB-1,SELL_COLB-1,SELL_LUIS-1,SELL_BOST-3
,,,,,,42,2026-02-01 12:04:24.801298,COMP,24.65,24.65,24.69,90600.0,148700.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,43,2026-02-01 12:04:25.841279,RITC,10.23,10.2,10.22,190100.0,125500.0,0,0,0,0,0,0,0,0,0
,,,,,,43,2026-02-01 12:04:25.841279,COMP,24.69,24.65,24.69,90600.0,147100.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,44,2026-02-01 12:04:26.867032,RITC,10.24,10.2,10.24,190100.0,126400.0,0,0,0,0,0,0,0,0,0
,,,,,,44,2026-02-01 12:04:26.867032,COMP,24.71,24.65,24.71,90600.0,146500.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,45,2026-02-01 12:04:27.898918,RITC,10.25,10.2,10.25,190100.0,105700.0,0,0,0,0,0,0,0,0,0
,,,,,,45,2026-02-01 12:04:27.898918,COMP,24.71,24.65,24.71,90600.0,145700.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,46,2026-02-01 12:04:28.926353,RITC,10.25,10.23,10.25,192700.0,105700.0,0,0,0,0,0,0,0,0,0
,,,,,,46,2026-02-01 12:04:28.926353,COMP,24.71,24.66,24.71,97300.0,146400.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,47,2026-02-01 12:04:29.958968,RITC,10.26,10.25,10.26,194900.0,94800.0,0,0,0,0,0,0,0,0,0
,,,,,,47,2026-02-01 12:04:29.958968,COMP,24.66,24.66,24.71,97300.0,146400.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,48,2026-02-01 12:04:31.000337,RITC,10.26,10.26,10.27,195000.0,92400.0,0,0,0,0,0,0,0,0,0
,,,,,,48,2026-02-01 12:04:31.000337,COMP,24.66,24.66,24.67,97300.0,148400.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,49,2026-02-01 12:04:32.029968,RITC,10.27,10.26,10.27,193600.0,101000.0,0,0,0,0,0,0,0,0,0
,,,,,,49,2026-02-01 12:04:32.029968,COMP,24.67,24.6,24.67,84100.0,148400.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,50,2026-02-01 12:04:33.063297,RITC,10.29,10.26,10.29,194600.0,91900.0,0,0,0,0,0,0,0,0,0
,,,,,,50,2026-02-01 12:04:33.063297,COMP,24.67,24.6,24.67,84100.0,147900.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,51,2026-02-01 12:04:34.085224,RITC,10.29,10.27,10.29,195600.0,90700.0,0,0,0,0,0,0,0,0,0
,,,,,,51,2026-02-01 12:04:34.085224,COMP,24.67,24.6,24.67,91700.0,147900.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,52,2026-02-01 12:04:35.117721,RITC,10.27,10.27,10.3,195600.0,90200.0,0,0,0,0,0,0,0,0,0
,,,,,,52,2026-02-01 12:04:35.117721,COMP,24.67,24.63,24.67,104900.0,147900.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,54,2026-02-01 12:04:36.150090,RITC,10.27,10.28,10.3,196200.0,101700.0,0,0,0,0,0,0,0,0,0
,,,,,,54,2026-02-01 12:04:36.150090,COMP,24.63,24.63,24.65,104900.0,146300.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,55,2026-02-01 12:04:37.180429,RITC,10.27,10.28,10.3,196100.0,101700.0,0,0,0,0,0,0,0,0,0
,,,,,,55,2026-02-01 12:04:37.180429,COMP,24.59,24.59,24.65,90400.0,146300.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,55,2026-02-01 12:04:38.226531,RITC,10.27,10.28,10.29,196100.0,122400.0,0,0,0,0,0,0,0,0,0
,,,,,,55,2026-02-01 12:04:38.226531,COMP,24.59,24.59,24.65,97400.0,146300.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,57,2026-02-01 12:04:39.267623,RITC,10.27,10.28,10.29,196100.0,132100.0,0,0,0,0,0,0,0,0,0
,,,,,,57,2026-02-01 12:04:39.267623,COMP,24.59,24.58,24.59,89800.0,146700.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,58,2026-02-01 12:04:40.306643,RITC,10.28,10.28,10.29,196100.0,132100.0,0,0,0,0,0,0,0,0,0
,,,,,,58,2026-02-01 12:04:40.306643,COMP,24.59,24.58,24.59,95800.0,146700.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,59,2026-02-01 12:04:41.349398,RITC,10.29,10.28,10.29,195200.0,121900.0,0,0,0,0,0,0,0,0,0
,,,,,,59,2026-02-01 12:04:41.349398,COMP,24.57,24.57,24.59,83900.0,146700.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,60,2026-02-01 12:04:42.392841,RITC,10.29,10.28,10.29,195200.0,132400.0,0,0,0,0,0,0,0,0,0
,,,,,,60,2026-02-01 12:04:42.392841,COMP,24.57,24.57,24.59,83900.0,146600.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,61,2026-02-01 12:04:43.431258,RITC,10.28,10.28,10.29,195500.0,141300.0,0,0,0,0,0,0,0,0,0
,,,,,,61,2026-02-01 12:04:43.431258,COMP,24.57,24.57,24.59,97400.0,146600.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,62,2026-02-01 12:04:44.465540,RITC,10.28,10.28,10.29,195600.0,152100.0,0,0,0,0,0,0,0,0,0
,,,,,,62,2026-02-01 12:04:44.465540,COMP,24.57,24.57,24.59,104900.0,145900.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,63,2026-02-01 12:04:45.497938,RITC,10.26,10.26,10.29,192200.0,161900.0,0,0,0,0,0,0,0,0,0
,,,,,,63,2026-02-01 12:04:45.497938,COMP,24.57,24.56,24.57,98800.0,146100.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,64,2026-02-01 12:04:46.529598,RITC,10.26,10.26,10.27,192200.0,179300.0,0,0,0,0,0,0,0,0,0
,,,,,,64,2026-02-01 12:04:46.529598,COMP,24.57,24.56,24.57,106600.0,146100.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,65,2026-02-01 12:04:47.566714,RITC,10.26,10.26,10.27,192200.0,191500.0,0,0,0,0,0,0,0,0,0
,,,,,,65,2026-02-01 12:04:47.566714,COMP,24.57,24.58,24.59,113700.0,145300.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,66,2026-02-01 12:04:48.598471,RITC,10.26,10.26,10.27,192200.0,190500.0,0,0,0,0,0,0,0,0,0
,,,,,,66,2026-02-01 12:04:48.598471,COMP,24.56,24.56,24.59,106600.0,145300.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,67,2026-02-01 12:04:49.629656,RITC,10.25,10.25,10.27,194300.0,190500.0,0,0,0,0,0,0,0,0,0
,,,,,,67,2026-02-01 12:04:49.629656,COMP,24.56,24.56,24.59,119800.0,145300.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,68,2026-02-01 12:04:50.684447,RITC,10.25,10.25,10.26,194300.0,194000.0,0,0,0,0,0,0,0,0,0
,,,,,,68,2026-02-01 12:04:50.684447,COMP,24.64,24.56,24.64,119800.0,146900.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,69,2026-02-01 12:04:51.717344,RITC,10.23,10.23,10.26,195900.0,191400.0,0,0,0,0,0,0,0,0,0
,,,,,,69,2026-02-01 12:04:51.717344,COMP,24.64,24.58,24.64,135100.0,146900.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,70,2026-02-01 12:04:52.746517,RITC,10.23,10.21,10.22,196800.0,194300.0,0,0,0,0,0,0,0,0,0
,,,,,,70,2026-02-01 12:04:52.746517,COMP,24.64,24.58,24.64,142000.0,146900.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,71,2026-02-01 12:04:53.766442,RITC,10.21,10.21,10.22,196800.0,194300.0,0,0,0,0,0,0,0,0,0
,,,,,,71,2026-02-01 12:04:53.766442,COMP,24.64,24.64,24.65,141300.0,147000.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,72,2026-02-01 12:04:54.798779,RITC,10.21,10.21,10.22,196800.0,198300.0,0,0,0,0,0,0,0,0,0
,,,,,,72,2026-02-01 12:04:54.798779,COMP,24.65,24.64,24.65,141200.0,146000.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,73,2026-02-01 12:04:55.830352,RITC,10.2,10.2,10.22,193600.0,198700.0,0,0,0,0,0,0,0,0,0
,,,,,,73,2026-02-01 12:04:55.830352,COMP,24.66,24.64,24.66,141200.0,147000.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,74,2026-02-01 12:04:56.846669,RITC,10.2,10.2,10.21,192400.0,198500.0,0,0,0,0,0,0,0,0,0
,,,,,,74,2026-02-01 12:04:56.846669,COMP,24.71,24.64,24.71,141200.0,148100.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,75,2026-02-01 12:04:57.866263,RITC,10.18,10.18,10.2,192000.0,200000.0,0,0,0,0,0,0,0,0,0
,,,,,,75,2026-02-01 12:04:57.866263,COMP,24.71,24.67,24.71,142300.0,148100.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,76,2026-02-01 12:04:58.897830,RITC,10.17,10.17,10.2,192100.0,198300.0,0,0,0,0,0,0,0,0,0
,,,,,,76,2026-02-01 12:04:58.897830,COMP,24.71,24.67,24.71,142300.0,146500.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,77,2026-02-01 12:04:59.929677,RITC,10.17,10.17,10.2,192100.0,196300.0,0,0,0,0,0,0,0,0,0
,,,,,,77,2026-02-01 12:04:59.929677,COMP,24.74,24.67,24.74,142300.0,146100.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,78,2026-02-01 12:05:00.966299,RITC,10.17,10.17,10.2,192100.0,197200.0,0,0,0,0,0,0,0,0,0
,,,,,,78,2026-02-01 12:05:00.966299,COMP,24.74,24.67,24.74,142400.0,146100.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,79,2026-02-01 12:05:01.979943,RITC,10.17,10.17,10.2,192100.0,199200.0,0,0,0,0,0,0,0,0,0
,,,,,,79,2026-02-01 12:05:01.979943,COMP,24.56,24.67,24.74,140400.0,146100.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,80,2026-02-01 12:05:03.000746,RITC,10.17,10.17,10.2,192100.0,200400.0,0,0,0,0,0,0,0,0,0
,,,,,,80,2026-02-01 12:05:03.000746,COMP,24.54,24.66,24.74,114400.0,146100.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,81,2026-02-01 12:05:04.022736,RITC,10.17,10.17,10.19,192100.0,199500.0,0,0,0,0,0,0,0,0,0
,,,,,,81,2026-02-01 12:05:04.022736,COMP,24.82,24.82,24.83,130600.0,144000.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,82,2026-02-01 12:05:05.048270,RITC,10.17,10.16,10.17,189400.0,197600.0,0,0,0,0,0,0,0,0,0
,,,,,,82,2026-02-01 12:05:05.048270,COMP,24.82,24.82,24.83,138100.0,144000.0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,83,2026-02-01 12:05:06.080506,RITC,10.15,10.14,10.15,189200.0,200500.0,0,0,0,0,0,0,0,0,0
