news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_COLA-1,SELL_COLA-1,BUY_GIOT-2,SELL_GIOT-2
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,32,2026-02-02 00:30:58.058842,RITC,10.14,10.11,10.14,211100.0,105900.0,0,0,0,0
,,,,,,32,2026-02-02 00:30:58.058842,COMP,24.94,24.94,24.97,145000.0,141600.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,33,2026-02-02 00:30:59.088827,RITC,10.14,10.13,10.14,209000.0,105900.0,0,0,0,0
,,,,,,33,2026-02-02 00:30:59.088827,COMP,24.94,24.94,24.97,145000.0,141600.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,34,2026-02-02 00:31:00.107077,RITC,10.14,10.13,10.14,207900.0,105900.0,0,0,0,0
,,,,,,34,2026-02-02 00:31:00.107077,COMP,25.01,24.93,25.01,143500.0,141600.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,35,2026-02-02 00:31:01.129066,RITC,10.16,10.13,10.16,207900.0,104300.0,0,0,0,0
,,,,,,35,2026-02-02 00:31:01.129066,COMP,25.01,25.0,25.01,144500.0,141600.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,36,2026-02-02 00:31:02.177160,RITC,10.17,10.13,10.17,207900.0,102200.0,0,0,0,0
,,,,,,36,2026-02-02 00:31:02.177160,COMP,25.01,25.0,25.01,143400.0,141600.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,37,2026-02-02 00:31:03.219163,RITC,10.17,10.15,10.17,204500.0,102200.0,0,0,0,0
,,,,,,37,2026-02-02 00:31:03.219163,COMP,25.01,25.0,25.01,143400.0,141600.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,38,2026-02-02 00:31:04.270524,RITC,10.17,10.18,10.19,204800.0,98500.0,0,0,0,0
,,,,,,38,2026-02-02 00:31:04.270524,COMP,24.96,24.93,24.96,143500.0,142200.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,39,2026-02-02 00:31:05.308564,RITC,10.2,10.18,10.2,204800.0,96200.0,0,0,0,0
,,,,,,39,2026-02-02 00:31:05.308564,COMP,24.96,24.93,24.96,143500.0,142200.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,40,2026-02-02 00:31:06.341010,RITC,10.2,10.18,10.2,201300.0,96200.0,0,0,0,0
,,,,,,40,2026-02-02 00:31:06.341010,COMP,24.96,24.98,25.0,144100.0,141400.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,41,2026-02-02 00:31:07.387746,RITC,10.2,10.18,10.2,200000.0,97200.0,0,0,0,0
,,,,,,41,2026-02-02 00:31:07.387746,COMP,24.96,24.98,25.0,144100.0,141000.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,42,2026-02-02 00:31:08.419037,RITC,10.22,10.2,10.22,200800.0,94300.0,0,0,0,0
,,,,,,42,2026-02-02 00:31:08.419037,COMP,24.96,24.98,25.0,144100.0,141600.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,44,2026-02-02 00:31:09.452531,RITC,10.23,10.21,10.22,196400.0,94300.0,0,0,0,0
,,,,,,44,2026-02-02 00:31:09.452531,COMP,24.96,24.98,24.99,143900.0,141600.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,45,2026-02-02 00:31:10.498776,RITC,10.22,10.22,10.23,198100.0,96700.0,0,0,0,0
,,,,,,45,2026-02-02 00:31:10.498776,COMP,25.01,24.98,25.01,142300.0,139900.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,46,2026-02-02 00:31:11.561580,RITC,10.24,10.25,10.26,201600.0,98700.0,0,0,0,0
,,,,,,46,2026-02-02 00:31:11.561580,COMP,25.01,24.98,25.01,142300.0,140100.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,47,2026-02-02 00:31:12.589601,RITC,10.26,10.25,10.26,200800.0,98700.0,0,0,0,0
,,,,,,47,2026-02-02 00:31:12.589601,COMP,24.98,24.98,25.01,142300.0,140100.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,48,2026-02-02 00:31:13.626079,RITC,10.28,10.25,10.28,201600.0,98200.0,0,0,0,0
,,,,,,48,2026-02-02 00:31:13.626079,COMP,24.96,24.96,25.01,143000.0,140100.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,49,2026-02-02 00:31:14.655487,RITC,10.3,10.26,10.3,201000.0,96100.0,0,0,0,0
,,,,,,49,2026-02-02 00:31:14.655487,COMP,25.01,24.96,25.01,141700.0,139800.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,50,2026-02-02 00:31:15.691226,RITC,10.3,10.3,10.36,202500.0,93500.0,0,0,0,0
,,,,,,50,2026-02-02 00:31:15.691226,COMP,25.03,24.96,25.03,141700.0,140900.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,51,2026-02-02 00:31:16.739124,RITC,10.38,10.36,10.38,199600.0,95500.0,0,0,0,0
,,,,,,51,2026-02-02 00:31:16.739124,COMP,25.03,24.98,25.03,140900.0,142800.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,52,2026-02-02 00:31:17.788919,RITC,10.38,10.36,10.38,199300.0,95500.0,0,0,0,0
,,,,,,52,2026-02-02 00:31:17.788919,COMP,25.03,24.99,25.03,140300.0,142800.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,53,2026-02-02 00:31:18.822683,RITC,10.33,10.33,10.38,201800.0,94100.0,0,0,0,0
,,,,,,53,2026-02-02 00:31:18.822683,COMP,24.98,24.98,25.03,140900.0,142800.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,54,2026-02-02 00:31:19.848503,RITC,10.37,10.33,10.37,201800.0,102600.0,0,0,0,0
,,,,,,54,2026-02-02 00:31:19.848503,COMP,25.04,24.98,25.04,140900.0,142700.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,55,2026-02-02 00:31:20.868897,RITC,10.3,10.3,10.32,199700.0,113000.0,0,0,0,0
,,,,,,55,2026-02-02 00:31:20.868897,COMP,24.96,24.96,25.04,141700.0,141900.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,56,2026-02-02 00:31:21.893850,RITC,10.3,10.28,10.29,201100.0,123100.0,0,0,0,0
,,,,,,56,2026-02-02 00:31:21.893850,COMP,24.96,24.96,24.98,141700.0,142300.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,57,2026-02-02 00:31:22.908787,RITC,10.28,10.26,10.28,201500.0,134700.0,0,0,0,0
,,,,,,57,2026-02-02 00:31:22.908787,COMP,24.96,24.96,24.98,141700.0,140800.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,58,2026-02-02 00:31:23.942478,RITC,10.29,10.3,10.32,200700.0,113000.0,0,0,0,0
,,,,,,58,2026-02-02 00:31:23.942478,COMP,24.96,24.94,24.96,142900.0,143100.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,59,2026-02-02 00:31:24.955145,RITC,10.32,10.32,10.37,202600.0,102600.0,0,0,0,0
,,,,,,59,2026-02-02 00:31:24.955145,COMP,24.96,24.96,24.98,142000.0,140800.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,60,2026-02-02 00:31:25.986700,RITC,10.32,10.32,10.37,202600.0,102600.0,0,0,0,0
,,,,,,60,2026-02-02 00:31:25.986700,COMP,24.96,24.96,24.98,142000.0,140800.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,61,2026-02-02 00:31:27.008575,RITC,10.32,10.32,10.33,202600.0,124000.0,0,0,0,0
,,,,,,61,2026-02-02 00:31:27.008575,COMP,24.94,24.94,24.98,142900.0,140800.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,62,2026-02-02 00:31:28.039182,RITC,10.32,10.32,10.33,202600.0,142500.0,0,0,0,0
,,,,,,62,2026-02-02 00:31:28.039182,COMP,24.98,24.94,24.98,142900.0,140900.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,63,2026-02-02 00:31:29.072613,RITC,10.32,10.3,10.31,200700.0,163200.0,0,0,0,0
,,,,,,63,2026-02-02 00:31:29.072613,COMP,24.98,24.94,24.98,142900.0,140600.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,64,2026-02-02 00:31:30.122700,RITC,10.32,10.3,10.31,200600.0,163200.0,0,0,0,0
,,,,,,64,2026-02-02 00:31:30.122700,COMP,24.99,24.94,24.99,142900.0,138700.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,65,2026-02-02 00:31:31.158568,RITC,10.29,10.29,10.3,203500.0,172200.0,0,0,0,0
,,,,,,65,2026-02-02 00:31:31.158568,COMP,24.99,24.94,24.99,142900.0,138200.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,66,2026-02-02 00:31:32.187501,RITC,10.28,10.28,10.3,203700.0,182400.0,0,0,0,0
,,,,,,66,2026-02-02 00:31:32.187501,COMP,24.99,24.94,24.99,142900.0,139400.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,67,2026-02-02 00:31:33.217339,RITC,10.3,10.28,10.3,200700.0,182100.0,0,0,0,0
,,,,,,67,2026-02-02 00:31:33.217339,COMP,24.99,24.94,24.97,142900.0,139600.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,68,2026-02-02 00:31:34.238777,RITC,10.27,10.26,10.27,201500.0,190900.0,0,0,0,0
,,,,,,68,2026-02-02 00:31:34.238777,COMP,24.97,24.94,24.97,142900.0,139900.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,69,2026-02-02 00:31:35.288350,RITC,10.25,10.25,10.26,203400.0,193000.0,0,0,0,0
,,,,,,69,2026-02-02 00:31:35.288350,COMP,24.97,24.94,24.97,141800.0,139900.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,70,2026-02-02 00:31:36.340527,RITC,10.25,10.25,10.26,201200.0,194200.0,0,0,0,0
,,,,,,70,2026-02-02 00:31:36.340527,COMP,24.97,24.94,24.97,140100.0,139900.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,71,2026-02-02 00:31:37.373912,RITC,10.25,10.25,10.26,201200.0,193600.0,0,0,0,0
,,,,,,71,2026-02-02 00:31:37.373912,COMP,24.93,24.93,24.97,143500.0,139900.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,72,2026-02-02 00:31:38.405572,RITC,10.25,10.25,10.26,200500.0,195700.0,0,0,0,0
,,,,,,72,2026-02-02 00:31:38.405572,COMP,24.93,24.93,24.97,141100.0,139800.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,73,2026-02-02 00:31:39.425067,RITC,10.25,10.25,10.26,198800.0,196100.0,0,0,0,0
,,,,,,73,2026-02-02 00:31:39.425067,COMP,24.93,24.93,24.97,141100.0,137800.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,74,2026-02-02 00:31:40.452486,RITC,10.23,10.23,10.26,199700.0,196100.0,0,0,0,0
,,,,,,74,2026-02-02 00:31:40.452486,COMP,24.99,24.93,24.99,141100.0,139800.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,75,2026-02-02 00:31:41.469501,RITC,10.23,10.23,10.24,199700.0,197200.0,0,0,0,0
,,,,,,75,2026-02-02 00:31:41.469501,COMP,24.99,24.93,24.99,141100.0,139800.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,76,2026-02-02 00:31:42.495992,RITC,10.22,10.21,10.22,198700.0,196300.0,0,0,0,0
,,,,,,76,2026-02-02 00:31:42.495992,COMP,24.99,24.93,24.96,141100.0,139900.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,77,2026-02-02 00:31:43.538504,RITC,10.22,10.22,10.23,198700.0,197200.0,0,0,0,0
,,,,,,77,2026-02-02 00:31:43.538504,COMP,24.99,24.94,24.96,140600.0,139900.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,78,2026-02-02 00:31:44.568099,RITC,10.22,10.2,10.22,197500.0,202300.0,0,0,0,0
,,,,,,78,2026-02-02 00:31:44.568099,COMP,24.99,24.94,24.96,140300.0,139900.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,80,2026-02-02 00:31:45.608234,RITC,10.34,10.2,10.21,195800.0,202800.0,0,0,0,0
,,,,,,80,2026-02-02 00:31:45.608234,COMP,24.99,24.94,24.96,140300.0,139900.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,81,2026-02-02 00:31:46.633954,RITC,10.34,10.2,10.21,195800.0,202000.0,0,0,0,0
,,,,,,81,2026-02-02 00:31:46.633954,COMP,24.99,24.94,24.96,139800.0,139900.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,82,2026-02-02 00:31:47.648142,RITC,10.2,10.18,10.2,197300.0,201300.0,0,0,0,0
,,,,,,82,2026-02-02 00:31:47.648142,COMP,24.96,24.94,24.96,140900.0,139900.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,83,2026-02-02 00:31:48.673051,RITC,10.2,10.18,10.2,197300.0,202000.0,0,0,0,0
,,,,,,83,2026-02-02 00:31:48.673051,COMP,24.96,24.94,24.96,141200.0,139900.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,84,2026-02-02 00:31:49.688357,RITC,10.2,10.18,10.19,197300.0,200900.0,0,0,0,0
,,,,,,84,2026-02-02 00:31:49.688357,COMP,25.0,24.94,25.0,141800.0,140000.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,85,2026-02-02 00:31:50.704939,RITC,10.16,10.16,10.18,196500.0,202900.0,0,0,0,0
,,,,,,85,2026-02-02 00:31:50.704939,COMP,25.0,24.97,25.0,141300.0,141300.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,86,2026-02-02 00:31:51.720887,RITC,10.16,10.16,10.18,196500.0,202500.0,0,0,0,0
,,,,,,86,2026-02-02 00:31:51.720887,COMP,25.0,24.98,25.0,141600.0,141300.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,87,2026-02-02 00:31:52.742097,RITC,10.16,10.15,10.16,197800.0,201500.0,0,0,0,0
,,,,,,87,2026-02-02 00:31:52.742097,COMP,25.0,24.98,25.0,141700.0,140700.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,88,2026-02-02 00:31:53.768023,RITC,10.15,10.15,10.16,201400.0,200200.0,0,0,0,0
,,,,,,88,2026-02-02 00:31:53.768023,COMP,25.0,24.98,25.0,141700.0,141900.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,89,2026-02-02 00:31:54.786570,RITC,10.16,10.16,10.17,10000.0,189600.0,200300.0,0,0,0
,,,,,,89,2026-02-02 00:31:54.786570,COMP,24.98,24.97,24.98,,142400.0,143000.0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,90,2026-02-02 00:31:55.815216,RITC,10.16,10.15,10.16,201500.0,200400.0,0,0,0,0
,,,,,,90,2026-02-02 00:31:55.815216,COMP,24.98,24.97,24.98,142400.0,144700.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Liquidity Risk Case - practice server,Good Luck!,91,2026-02-02 00:31:56.823535,RITC,10.16,10.16,10.17,10000.0,189600.0,203800.0,0,0,0
,,,,,,91,2026-02-02 00:31:56.823535,COMP,24.98,24.97,24.98,,142000.0,144700.0,0,0,0
