news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_LUIS-T1,BUY_LUIS-T2,BUY_BOST-D,BUY_LUIS-T1,SELL_LUIS-T2
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",22,2026-02-01 10:03:20.652435,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,22,2026-02-01 10:03:20.652435,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0
,,,,,,22,2026-02-01 10:03:20.652435,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0
,,,,,,22,2026-02-01 10:03:20.652435,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0
,,,,,,22,2026-02-01 10:03:20.652435,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,23,2026-02-01 10:03:21.682524,NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,23,2026-02-01 10:03:21.682524,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",23,2026-02-01 10:03:21.682524,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,23,2026-02-01 10:03:21.682524,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0
,,,,,,23,2026-02-01 10:03:21.682524,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0
,,,,,,23,2026-02-01 10:03:21.682524,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0
,,,,,,23,2026-02-01 10:03:21.682524,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,24,2026-02-01 10:03:22.722256,NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,24,2026-02-01 10:03:22.722256,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",24,2026-02-01 10:03:22.722256,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,24,2026-02-01 10:03:22.722256,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0
,,,,,,24,2026-02-01 10:03:22.722256,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0
,,,,,,24,2026-02-01 10:03:22.722256,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0
,,,,,,24,2026-02-01 10:03:22.722256,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,25,2026-02-01 10:03:23.766293,NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,25,2026-02-01 10:03:23.766293,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",25,2026-02-01 10:03:23.766293,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,25,2026-02-01 10:03:23.766293,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0
,,,,,,25,2026-02-01 10:03:23.766293,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0
,,,,,,25,2026-02-01 10:03:23.766293,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0
,,,,,,25,2026-02-01 10:03:23.766293,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,26,2026-02-01 10:03:24.804320,NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,26,2026-02-01 10:03:24.804320,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",26,2026-02-01 10:03:24.804320,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,26,2026-02-01 10:03:24.804320,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0
,,,,,,26,2026-02-01 10:03:24.804320,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0
,,,,,,26,2026-02-01 10:03:24.804320,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0
,,,,,,26,2026-02-01 10:03:24.804320,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 3 and 9 hours of sunlight tomorrow.,27,2026-02-01 10:03:25.838973,NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,27,2026-02-01 10:03:25.838973,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",27,2026-02-01 10:03:25.838973,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,27,2026-02-01 10:03:25.838973,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0
