news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_LUIS-T1,BUY_LUIS-T2,BUY_BOST-D,SELL_CHUL-P,BUY_LUIS-T1,SELL_LUIS-T2
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,18,2026-02-01 13:34:58.113224,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,18,2026-02-01 13:34:58.113224,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,18,2026-02-01 13:34:58.113224,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,18,2026-02-01 13:34:58.113224,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,19,2026-02-01 13:34:59.146064,NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,19,2026-02-01 13:34:59.146064,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",19,2026-02-01 13:34:59.146064,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,19,2026-02-01 13:34:59.146064,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,19,2026-02-01 13:34:59.146064,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,19,2026-02-01 13:34:59.146064,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,19,2026-02-01 13:34:59.146064,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,20,2026-02-01 13:35:00.190076,NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,20,2026-02-01 13:35:00.190076,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",20,2026-02-01 13:35:00.190076,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,20,2026-02-01 13:35:00.190076,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,20,2026-02-01 13:35:00.190076,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,20,2026-02-01 13:35:00.190076,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,20,2026-02-01 13:35:00.190076,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,21,2026-02-01 13:35:01.223130,NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,21,2026-02-01 13:35:01.223130,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",21,2026-02-01 13:35:01.223130,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,21,2026-02-01 13:35:01.223130,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,21,2026-02-01 13:35:01.223130,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,21,2026-02-01 13:35:01.223130,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,21,2026-02-01 13:35:01.223130,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,22,2026-02-01 13:35:02.266523,NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,22,2026-02-01 13:35:02.266523,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",22,2026-02-01 13:35:02.266523,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,22,2026-02-01 13:35:02.266523,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,22,2026-02-01 13:35:02.266523,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,22,2026-02-01 13:35:02.266523,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,22,2026-02-01 13:35:02.266523,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,23,2026-02-01 13:35:03.295920,NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,23,2026-02-01 13:35:03.295920,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",23,2026-02-01 13:35:03.295920,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,23,2026-02-01 13:35:03.295920,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,23,2026-02-01 13:35:03.295920,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,23,2026-02-01 13:35:03.295920,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,23,2026-02-01 13:35:03.295920,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,24,2026-02-01 13:35:04.330579,NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,24,2026-02-01 13:35:04.330579,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",24,2026-02-01 13:35:04.330579,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,24,2026-02-01 13:35:04.330579,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,24,2026-02-01 13:35:04.330579,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,24,2026-02-01 13:35:04.330579,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,24,2026-02-01 13:35:04.330579,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,25,2026-02-01 13:35:05.363964,NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,25,2026-02-01 13:35:05.363964,ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",25,2026-02-01 13:35:05.363964,ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,25,2026-02-01 13:35:05.363964,ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,25,2026-02-01 13:35:05.363964,ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,25,2026-02-01 13:35:05.363964,ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0
,,,,,,25,2026-02-01 13:35:05.363964,ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0
