news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_CHUL-P,SELL_CHUL-T1,BUY_CHUL-T1
,,,,,,3,2026-02-02 00:07:01.086436,ELEC-day6,0.0,0.0,0.0,,,0,0,0
,,,,,,3,2026-02-02 00:07:01.086436,ELEC-F,0.0,0.0,0.0,,,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,4,2026-02-02 00:07:02.128450,NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,4,2026-02-02 00:07:02.128450,ELEC-day2,0.0,0.0,0.0,,,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",4,2026-02-02 00:07:02.128450,ELEC-day3,0.0,0.0,0.0,,,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,4,2026-02-02 00:07:02.128450,ELEC-day4,0.0,0.0,0.0,,,0,0,0
,,,,,,4,2026-02-02 00:07:02.128450,ELEC-day5,0.0,0.0,0.0,,,0,0,0
,,,,,,4,2026-02-02 00:07:02.128450,ELEC-day6,0.0,0.0,0.0,,,0,0,0
,,,,,,4,2026-02-02 00:07:02.128450,ELEC-F,0.0,0.0,0.0,,,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,5,2026-02-02 00:07:03.163093,NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,5,2026-02-02 00:07:03.163093,ELEC-day2,0.0,0.0,0.0,,,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",5,2026-02-02 00:07:03.163093,ELEC-day3,0.0,0.0,0.0,,,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,5,2026-02-02 00:07:03.163093,ELEC-day4,0.0,0.0,0.0,,,0,0,0
,,,,,,5,2026-02-02 00:07:03.163093,ELEC-day5,0.0,0.0,0.0,,,0,0,0
,,,,,,5,2026-02-02 00:07:03.163093,ELEC-day6,0.0,0.0,0.0,,,0,0,0
,,,,,,5,2026-02-02 00:07:03.163093,ELEC-F,0.0,0.0,0.0,,,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,6,2026-02-02 00:07:04.195534,NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,6,2026-02-02 00:07:04.195534,ELEC-day2,0.0,0.0,0.0,,,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",6,2026-02-02 00:07:04.195534,ELEC-day3,0.0,0.0,0.0,,,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,6,2026-02-02 00:07:04.195534,ELEC-day4,0.0,0.0,0.0,,,0,0,0
,,,,,,6,2026-02-02 00:07:04.195534,ELEC-day5,0.0,0.0,0.0,,,0,0,0
,,,,,,6,2026-02-02 00:07:04.195534,ELEC-day6,0.0,0.0,0.0,,,0,0,0
,,,,,,6,2026-02-02 00:07:04.195534,ELEC-F,0.0,0.0,0.0,,,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,7,2026-02-02 00:07:05.231280,NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,7,2026-02-02 00:07:05.231280,ELEC-day2,0.0,0.0,0.0,,,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",7,2026-02-02 00:07:05.231280,ELEC-day3,0.0,0.0,0.0,,,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,7,2026-02-02 00:07:05.231280,ELEC-day4,0.0,0.0,0.0,,,0,0,0
,,,,,,7,2026-02-02 00:07:05.231280,ELEC-day5,0.0,0.0,0.0,,,0,0,0
,,,,,,7,2026-02-02 00:07:05.231280,ELEC-day6,0.0,0.0,0.0,,,0,0,0
,,,,,,7,2026-02-02 00:07:05.231280,ELEC-F,0.0,0.0,0.0,,,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,8,2026-02-02 00:07:06.266292,NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,8,2026-02-02 00:07:06.266292,ELEC-day2,0.0,0.0,0.0,,,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",8,2026-02-02 00:07:06.266292,ELEC-day3,0.0,0.0,0.0,,,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,8,2026-02-02 00:07:06.266292,ELEC-day4,0.0,0.0,0.0,,,0,0,0
,,,,,,8,2026-02-02 00:07:06.266292,ELEC-day5,0.0,0.0,0.0,,,0,0,0
,,,,,,8,2026-02-02 00:07:06.266292,ELEC-day6,0.0,0.0,0.0,,,0,0,0
,,,,,,8,2026-02-02 00:07:06.266292,ELEC-F,0.0,0.0,0.0,,,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,10,2026-02-02 00:07:07.336480,NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,10,2026-02-02 00:07:07.336480,ELEC-day2,0.0,0.0,0.0,,,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",10,2026-02-02 00:07:07.336480,ELEC-day3,0.0,0.0,0.0,,,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,10,2026-02-02 00:07:07.336480,ELEC-day4,0.0,0.0,0.0,,,0,0,0
,,,,,,10,2026-02-02 00:07:07.336480,ELEC-day5,0.0,0.0,0.0,,,0,0,0
,,,,,,10,2026-02-02 00:07:07.336480,ELEC-day6,0.0,0.0,0.0,,,0,0,0
,,,,,,10,2026-02-02 00:07:07.336480,ELEC-F,0.0,0.0,0.0,,,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,11,2026-02-02 00:07:08.361319,NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,11,2026-02-02 00:07:08.361319,ELEC-day2,0.0,0.0,0.0,,,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",11,2026-02-02 00:07:08.361319,ELEC-day3,0.0,0.0,0.0,,,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,11,2026-02-02 00:07:08.361319,ELEC-day4,0.0,0.0,0.0,,,0,0,0
,,,,,,11,2026-02-02 00:07:08.361319,ELEC-day5,0.0,0.0,0.0,,,0,0,0
,,,,,,11,2026-02-02 00:07:08.361319,ELEC-day6,0.0,0.0,0.0,,,0,0,0
,,,,,,11,2026-02-02 00:07:08.361319,ELEC-F,0.0,0.0,0.0,,,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,12,2026-02-02 00:07:09.399333,NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,12,2026-02-02 00:07:09.399333,ELEC-day2,0.0,0.0,0.0,,,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",12,2026-02-02 00:07:09.399333,ELEC-day3,0.0,0.0,0.0,,,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,12,2026-02-02 00:07:09.399333,ELEC-day4,0.0,0.0,0.0,,,0,0,0
,,,,,,12,2026-02-02 00:07:09.399333,ELEC-day5,0.0,0.0,0.0,,,0,0,0
,,,,,,12,2026-02-02 00:07:09.399333,ELEC-day6,0.0,0.0,0.0,,,0,0,0
,,,,,,12,2026-02-02 00:07:09.399333,ELEC-F,0.0,0.0,0.0,,,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,13,2026-02-02 00:07:10.426299,NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,13,2026-02-02 00:07:10.426299,ELEC-day2,0.0,0.0,0.0,,,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",13,2026-02-02 00:07:10.426299,ELEC-day3,0.0,0.0,0.0,,,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,13,2026-02-02 00:07:10.426299,ELEC-day4,0.0,0.0,0.0,,,0,0,0
,,,,,,13,2026-02-02 00:07:10.426299,ELEC-day5,0.0,0.0,0.0,,,0,0,0
,,,,,,13,2026-02-02 00:07:10.426299,ELEC-day6,0.0,0.0,0.0,,,0,0,0
,,,,,,13,2026-02-02 00:07:10.426299,ELEC-F,0.0,0.0,0.0,,,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,14,2026-02-02 00:07:11.461161,NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,14,2026-02-02 00:07:11.461161,ELEC-day2,0.0,0.0,0.0,,,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",14,2026-02-02 00:07:11.461161,ELEC-day3,0.0,0.0,0.0,,,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,14,2026-02-02 00:07:11.461161,ELEC-day4,0.0,0.0,0.0,,,0,0,0
,,,,,,14,2026-02-02 00:07:11.461161,ELEC-day5,0.0,0.0,0.0,,,0,0,0
,,,,,,14,2026-02-02 00:07:11.461161,ELEC-day6,0.0,0.0,0.0,,,0,0,0
,,,,,,14,2026-02-02 00:07:11.461161,ELEC-F,0.0,0.0,0.0,,,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,15,2026-02-02 00:07:12.496395,NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,15,2026-02-02 00:07:12.496395,ELEC-day2,0.0,0.0,0.0,,,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",15,2026-02-02 00:07:12.496395,ELEC-day3,0.0,0.0,0.0,,,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,15,2026-02-02 00:07:12.496395,ELEC-day4,0.0,0.0,0.0,,,0,0,0
,,,,,,15,2026-02-02 00:07:12.496395,ELEC-day5,0.0,0.0,0.0,,,0,0,0
,,,,,,15,2026-02-02 00:07:12.496395,ELEC-day6,0.0,0.0,0.0,,,0,0,0
,,,,,,15,2026-02-02 00:07:12.496395,ELEC-F,0.0,0.0,0.0,,,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,16,2026-02-02 00:07:13.541400,NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,16,2026-02-02 00:07:13.541400,ELEC-day2,0.0,0.0,0.0,,,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",16,2026-02-02 00:07:13.541400,ELEC-day3,0.0,0.0,0.0,,,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,16,2026-02-02 00:07:13.541400,ELEC-day4,0.0,0.0,0.0,,,0,0,0
,,,,,,16,2026-02-02 00:07:13.541400,ELEC-day5,0.0,0.0,0.0,,,0,0,0
,,,,,,16,2026-02-02 00:07:13.541400,ELEC-day6,0.0,0.0,0.0,,,0,0,0
,,,,,,16,2026-02-02 00:07:13.541400,ELEC-F,0.0,0.0,0.0,,,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,17,2026-02-02 00:07:14.564728,NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,17,2026-02-02 00:07:14.564728,ELEC-day2,0.0,0.0,0.0,,,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",17,2026-02-02 00:07:14.564728,ELEC-day3,0.0,0.0,0.0,,,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,17,2026-02-02 00:07:14.564728,ELEC-day4,0.0,0.0,0.0,,,0,0,0
,,,,,,17,2026-02-02 00:07:14.564728,ELEC-day5,0.0,0.0,0.0,,,0,0,0
,,,,,,17,2026-02-02 00:07:14.564728,ELEC-day6,0.0,0.0,0.0,,,0,0,0
,,,,,,17,2026-02-02 00:07:14.564728,ELEC-F,0.0,0.0,0.0,,,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,18,2026-02-02 00:07:15.605915,NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,18,2026-02-02 00:07:15.605915,ELEC-day2,0.0,0.0,0.0,,,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",18,2026-02-02 00:07:15.605915,ELEC-day3,0.0,0.0,0.0,,,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,18,2026-02-02 00:07:15.605915,ELEC-day4,0.0,0.0,0.0,,,0,0,0
,,,,,,18,2026-02-02 00:07:15.605915,ELEC-day5,0.0,0.0,0.0,,,0,0,0
,,,,,,18,2026-02-02 00:07:15.605915,ELEC-day6,0.0,0.0,0.0,,,0,0,0
,,,,,,18,2026-02-02 00:07:15.605915,ELEC-F,0.0,0.0,0.0,,,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,19,2026-02-02 00:07:16.647170,NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,19,2026-02-02 00:07:16.647170,ELEC-day2,0.0,0.0,0.0,,,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",19,2026-02-02 00:07:16.647170,ELEC-day3,0.0,0.0,0.0,,,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,19,2026-02-02 00:07:16.647170,ELEC-day4,0.0,0.0,0.0,,,0,0,0
,,,,,,19,2026-02-02 00:07:16.647170,ELEC-day5,0.0,0.0,0.0,,,0,0,0
,,,,,,19,2026-02-02 00:07:16.647170,ELEC-day6,0.0,0.0,0.0,,,0,0,0
,,,,,,19,2026-02-02 00:07:16.647170,ELEC-F,0.0,0.0,0.0,,,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,20,2026-02-02 00:07:17.682518,NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,20,2026-02-02 00:07:17.682518,ELEC-day2,0.0,0.0,0.0,,,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",20,2026-02-02 00:07:17.682518,ELEC-day3,0.0,0.0,0.0,,,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,20,2026-02-02 00:07:17.682518,ELEC-day4,0.0,0.0,0.0,,,0,0,0
,,,,,,20,2026-02-02 00:07:17.682518,ELEC-day5,0.0,0.0,0.0,,,0,0,0
,,,,,,20,2026-02-02 00:07:17.682518,ELEC-day6,0.0,0.0,0.0,,,0,0,0
,,,,,,20,2026-02-02 00:07:17.682518,ELEC-F,0.0,0.0,0.0,,,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,21,2026-02-02 00:07:18.715084,NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,21,2026-02-02 00:07:18.715084,ELEC-day2,0.0,0.0,0.0,,,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",21,2026-02-02 00:07:18.715084,ELEC-day3,0.0,0.0,0.0,,,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,21,2026-02-02 00:07:18.715084,ELEC-day4,0.0,0.0,0.0,,,0,0,0
,,,,,,21,2026-02-02 00:07:18.715084,ELEC-day5,0.0,0.0,0.0,,,0,0,0
,,,,,,21,2026-02-02 00:07:18.715084,ELEC-day6,0.0,0.0,0.0,,,0,0,0
,,,,,,21,2026-02-02 00:07:18.715084,ELEC-F,0.0,0.0,0.0,,,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,22,2026-02-02 00:07:19.749097,NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,22,2026-02-02 00:07:19.749097,ELEC-day2,0.0,0.0,0.0,,,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",22,2026-02-02 00:07:19.749097,ELEC-day3,0.0,0.0,0.0,,,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,22,2026-02-02 00:07:19.749097,ELEC-day4,0.0,0.0,0.0,,,0,0,0
,,,,,,22,2026-02-02 00:07:19.749097,ELEC-day5,0.0,0.0,0.0,,,0,0,0
,,,,,,22,2026-02-02 00:07:19.749097,ELEC-day6,0.0,0.0,0.0,,,0,0,0
,,,,,,22,2026-02-02 00:07:19.749097,ELEC-F,0.0,0.0,0.0,,,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,23,2026-02-02 00:07:20.780456,NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,23,2026-02-02 00:07:20.780456,ELEC-day2,0.0,0.0,0.0,,,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",23,2026-02-02 00:07:20.780456,ELEC-day3,0.0,0.0,0.0,,,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,23,2026-02-02 00:07:20.780456,ELEC-day4,0.0,0.0,0.0,,,0,0,0
,,,,,,23,2026-02-02 00:07:20.780456,ELEC-day5,0.0,0.0,0.0,,,0,0,0
,,,,,,23,2026-02-02 00:07:20.780456,ELEC-day6,0.0,0.0,0.0,,,0,0,0
,,,,,,23,2026-02-02 00:07:20.780456,ELEC-F,0.0,0.0,0.0,,,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,24,2026-02-02 00:07:21.817410,NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,24,2026-02-02 00:07:21.817410,ELEC-day2,0.0,0.0,0.0,,,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",24,2026-02-02 00:07:21.817410,ELEC-day3,0.0,0.0,0.0,,,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,24,2026-02-02 00:07:21.817410,ELEC-day4,0.0,0.0,0.0,,,0,0,0
,,,,,,24,2026-02-02 00:07:21.817410,ELEC-day5,0.0,0.0,0.0,,,0,0,0
,,,,,,24,2026-02-02 00:07:21.817410,ELEC-day6,0.0,0.0,0.0,,,0,0,0
,,,,,,24,2026-02-02 00:07:21.817410,ELEC-F,0.0,0.0,0.0,,,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,25,2026-02-02 00:07:22.858029,NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,25,2026-02-02 00:07:22.858029,ELEC-day2,0.0,0.0,0.0,,,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",25,2026-02-02 00:07:22.858029,ELEC-day3,0.0,0.0,0.0,,,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,25,2026-02-02 00:07:22.858029,ELEC-day4,0.0,0.0,0.0,,,0,0,0
,,,,,,25,2026-02-02 00:07:22.858029,ELEC-day5,0.0,0.0,0.0,,,0,0,0
,,,,,,25,2026-02-02 00:07:22.858029,ELEC-day6,0.0,0.0,0.0,,,0,0,0
,,,,,,25,2026-02-02 00:07:22.858029,ELEC-F,0.0,0.0,0.0,,,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,26,2026-02-02 00:07:23.899887,NG,2.19,2.17,2.21,800000.0,800000.0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,26,2026-02-02 00:07:23.899887,ELEC-day2,0.0,0.0,0.0,,,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",26,2026-02-02 00:07:23.899887,ELEC-day3,0.0,0.0,0.0,,,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,26,2026-02-02 00:07:23.899887,ELEC-day4,0.0,0.0,0.0,,,0,0,0
,,,,,,26,2026-02-02 00:07:23.899887,ELEC-day5,0.0,0.0,0.0,,,0,0,0
,,,,,,26,2026-02-02 00:07:23.899887,ELEC-day6,0.0,0.0,0.0,,,0,0,0
,,,,,,26,2026-02-02 00:07:23.899887,ELEC-F,0.0,0.0,0.0,,,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,27,2026-02-02 00:07:24.934830,NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,27,2026-02-02 00:07:24.934830,ELEC-day2,0.0,0.0,0.0,,,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",27,2026-02-02 00:07:24.934830,ELEC-day3,0.0,0.0,0.0,,,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,27,2026-02-02 00:07:24.934830,ELEC-day4,0.0,0.0,0.0,,,0,0,0
,,,,,,27,2026-02-02 00:07:24.934830,ELEC-day5,0.0,0.0,0.0,,,0,0,0
,,,,,,27,2026-02-02 00:07:24.934830,ELEC-day6,0.0,0.0,0.0,,,0,0,0
,,,,,,27,2026-02-02 00:07:24.934830,ELEC-F,0.0,0.0,0.0,,,0,0,0
4.0,1.0,1.0,,SUNLIGHT Forecast for DAY 2,The weather forecasts call for between 12 and 20 hours of sunlight tomorrow.,28,2026-02-02 00:07:25.970230,NG,2.18,2.16,2.2,800000.0,800000.0,0,0,0
3.0,1.0,1.0,,You are logged in as a PRODUCER,,28,2026-02-02 00:07:25.970230,ELEC-day2,0.0,0.0,0.0,,,0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",28,2026-02-02 00:07:25.970230,ELEC-day3,0.0,0.0,0.0,,,0,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,28,2026-02-02 00:07:25.970230,ELEC-day4,0.0,0.0,0.0,,,0,0,0
,,,,,,28,2026-02-02 00:07:25.970230,ELEC-day5,0.0,0.0,0.0,,,0,0,0
,,,,,,28,2026-02-02 00:07:25.970230,ELEC-day6,0.0,0.0,0.0,,,0,0,0
,,,,,,28,2026-02-02 00:07:25.970230,ELEC-F,0.0,0.0,0.0,,,0,0,0
