ticker,last_price,bid_price,ask_price,BUY_ZUAI-5,SELL_ZUAI-5,BUY_ANON,SELL_ANON,tick,timestamp
FSR,30.52,30.51,30.53,50000000.0,50000000.0,0,0,3,2026-02-03 06:30:54.556556
ATB,61.85,61.84,61.86,50000000.0,50000000.0,0,0,3,2026-02-03 06:30:54.556556
SPK,52.84,52.83,52.85,50000000.0,50000000.0,0,0,3,2026-02-03 06:30:54.556556
EEC,48.0,47.99,48.01,50000000.0,50000000.0,0,0,3,2026-02-03 06:30:54.556556
TGX,43.64,43.63,43.65,50000000.0,50000000.0,0,0,4,2026-02-03 06:30:55.582597
PHR,47.45,47.44,47.46,50000000.0,50000000.0,0,0,4,2026-02-03 06:30:55.582597
BYL,43.64,43.63,43.65,50000000.0,50000000.0,0,0,4,2026-02-03 06:30:55.582597
CLD,79.48,79.47,79.49,50000000.0,50000000.0,0,0,4,2026-02-03 06:30:55.582597
GGD,31.39,31.38,31.4,50000000.0,50000000.0,0,0,4,2026-02-03 06:30:55.582597
PNR,59.82,59.81,59.83,50000000.0,50000000.0,0,0,4,2026-02-03 06:30:55.582597
FSR,30.52,30.51,30.53,50000000.0,50000000.0,0,0,4,2026-02-03 06:30:55.582597
ATB,61.59,61.58,61.6,50000000.0,50000000.0,0,0,4,2026-02-03 06:30:55.582597
SPK,53.0,52.99,53.01,50000000.0,50000000.0,0,0,4,2026-02-03 06:30:55.582597
EEC,48.27,48.26,48.28,50000000.0,50000000.0,0,0,4,2026-02-03 06:30:55.582597
TGX,43.62,43.61,43.63,50000000.0,50000000.0,0,0,5,2026-02-03 06:30:56.616041
PHR,47.53,47.52,47.54,50000000.0,50000000.0,0,0,5,2026-02-03 06:30:56.616041
BYL,43.38,43.37,43.39,50000000.0,50000000.0,0,0,5,2026-02-03 06:30:56.616041
CLD,78.77,78.76,78.78,50000000.0,50000000.0,0,0,5,2026-02-03 06:30:56.616041
GGD,31.38,31.37,31.39,50000000.0,50000000.0,0,0,5,2026-02-03 06:30:56.616041
PNR,59.58,59.57,59.59,50000000.0,50000000.0,0,0,5,2026-02-03 06:30:56.616041
FSR,30.55,30.54,30.56,50000000.0,50000000.0,0,0,5,2026-02-03 06:30:56.616041
ATB,62.06,62.05,62.07,50000000.0,50000000.0,0,0,5,2026-02-03 06:30:56.616041
SPK,53.22,53.21,53.23,50000000.0,50000000.0,0,0,5,2026-02-03 06:30:56.616041
EEC,48.79,48.78,48.8,50000000.0,50000000.0,0,0,5,2026-02-03 06:30:56.616041
TGX,43.6,43.59,43.61,50000000.0,50000000.0,0,0,6,2026-02-03 06:30:57.644285
PHR,46.97,46.96,46.98,50000000.0,50000000.0,0,0,6,2026-02-03 06:30:57.644285
BYL,43.31,43.3,43.32,50000000.0,50000000.0,0,0,6,2026-02-03 06:30:57.644285
CLD,78.54,78.53,78.55,50000000.0,50000000.0,0,0,6,2026-02-03 06:30:57.644285
GGD,31.37,31.36,31.38,50000000.0,50000000.0,0,0,6,2026-02-03 06:30:57.644285
PNR,59.57,59.56,59.58,50000000.0,50000000.0,0,0,6,2026-02-03 06:30:57.644285
FSR,30.52,30.51,30.53,50000000.0,50000000.0,0,0,6,2026-02-03 06:30:57.644285
ATB,61.87,61.86,61.88,50000000.0,50000000.0,0,0,6,2026-02-03 06:30:57.644285
SPK,53.3,53.29,53.31,50000000.0,50000000.0,0,0,6,2026-02-03 06:30:57.644285
EEC,48.95,48.94,48.96,50000000.0,50000000.0,0,0,6,2026-02-03 06:30:57.644285
TGX,43.57,43.56,43.58,50000000.0,50000000.0,0,0,7,2026-02-03 06:30:58.673984
PHR,46.71,46.7,46.72,50000000.0,50000000.0,0,0,7,2026-02-03 06:30:58.673984
BYL,43.21,43.2,43.22,50000000.0,50000000.0,0,0,7,2026-02-03 06:30:58.673984
CLD,78.27,78.26,78.28,50000000.0,50000000.0,0,0,7,2026-02-03 06:30:58.673984
GGD,31.41,31.4,31.42,50000000.0,50000000.0,0,0,7,2026-02-03 06:30:58.673984
PNR,59.7,59.69,59.71,50000000.0,50000000.0,0,0,7,2026-02-03 06:30:58.673984
FSR,30.47,30.46,30.48,50000000.0,50000000.0,0,0,7,2026-02-03 06:30:58.673984
ATB,61.67,61.66,61.68,50000000.0,50000000.0,0,0,7,2026-02-03 06:30:58.673984
SPK,53.35,53.34,53.36,50000000.0,50000000.0,0,0,7,2026-02-03 06:30:58.673984
EEC,49.07,49.06,49.08,50000000.0,50000000.0,0,0,7,2026-02-03 06:30:58.673984
TGX,43.53,43.52,43.54,50000000.0,50000000.0,0,0,8,2026-02-03 06:30:59.713621
PHR,46.35,46.34,46.36,50000000.0,50000000.0,0,0,8,2026-02-03 06:30:59.713621
BYL,43.01,43.0,43.02,50000000.0,50000000.0,0,0,8,2026-02-03 06:30:59.713621
CLD,77.81,77.8,77.82,50000000.0,50000000.0,0,0,8,2026-02-03 06:30:59.713621
GGD,31.36,31.35,31.37,50000000.0,50000000.0,0,0,8,2026-02-03 06:30:59.713621
PNR,59.61,59.6,59.62,50000000.0,50000000.0,0,0,8,2026-02-03 06:30:59.713621
FSR,30.48,30.47,30.49,50000000.0,50000000.0,0,0,8,2026-02-03 06:30:59.713621
ATB,61.65,61.64,61.66,50000000.0,50000000.0,0,0,8,2026-02-03 06:30:59.713621
SPK,53.5,53.49,53.51,50000000.0,50000000.0,0,0,8,2026-02-03 06:30:59.713621
EEC,49.3,49.29,49.31,50000000.0,50000000.0,0,0,8,2026-02-03 06:30:59.713621
TGX,43.59,43.58,43.6,50000000.0,50000000.0,0,0,9,2026-02-03 06:31:00.822567
PHR,46.39,46.38,46.4,50000000.0,50000000.0,0,0,9,2026-02-03 06:31:00.822567
BYL,43.11,43.1,43.12,50000000.0,50000000.0,0,0,9,2026-02-03 06:31:00.822567
CLD,77.96,77.95,77.97,50000000.0,50000000.0,0,0,9,2026-02-03 06:31:00.822567
GGD,31.39,31.38,31.4,50000000.0,50000000.0,0,0,9,2026-02-03 06:31:00.822567
PNR,59.38,59.37,59.39,50000000.0,50000000.0,0,0,9,2026-02-03 06:31:00.822567
FSR,30.47,30.46,30.48,50000000.0,50000000.0,0,0,9,2026-02-03 06:31:00.822567
ATB,61.5,61.49,61.51,50000000.0,50000000.0,0,0,9,2026-02-03 06:31:00.822567
SPK,53.91,53.9,53.92,50000000.0,50000000.0,0,0,9,2026-02-03 06:31:00.822567
EEC,50.19,50.18,50.2,50000000.0,50000000.0,0,0,9,2026-02-03 06:31:00.822567
TGX,43.51,43.5,43.52,50000000.0,50000000.0,0,0,10,2026-02-03 06:31:01.858509
PHR,46.62,46.61,46.63,50000000.0,50000000.0,0,0,10,2026-02-03 06:31:01.858509
BYL,43.18,43.17,43.19,50000000.0,50000000.0,0,0,10,2026-02-03 06:31:01.858509
CLD,78.18,78.17,78.19,50000000.0,50000000.0,0,0,10,2026-02-03 06:31:01.858509
GGD,31.44,31.43,31.45,50000000.0,50000000.0,0,0,10,2026-02-03 06:31:01.858509
PNR,59.33,59.32,59.34,50000000.0,50000000.0,0,0,10,2026-02-03 06:31:01.858509
FSR,30.44,30.43,30.45,50000000.0,50000000.0,0,0,10,2026-02-03 06:31:01.858509
ATB,61.78,61.77,61.79,50000000.0,50000000.0,0,0,10,2026-02-03 06:31:01.858509
SPK,54.24,54.23,54.25,50000000.0,50000000.0,0,0,10,2026-02-03 06:31:01.858509
EEC,50.75,50.74,50.76,50000000.0,50000000.0,0,0,10,2026-02-03 06:31:01.858509
TGX,43.52,43.51,43.53,50000000.0,50000000.0,0,0,11,2026-02-03 06:31:02.894807
PHR,46.5,46.49,46.51,50000000.0,50000000.0,0,0,11,2026-02-03 06:31:02.894807
BYL,43.4,43.39,43.41,50000000.0,50000000.0,0,0,11,2026-02-03 06:31:02.894807
CLD,78.72,78.71,78.73,50000000.0,50000000.0,0,0,11,2026-02-03 06:31:02.894807
GGD,31.41,31.4,31.42,50000000.0,50000000.0,0,0,11,2026-02-03 06:31:02.894807
PNR,59.22,59.21,59.23,50000000.0,50000000.0,0,0,11,2026-02-03 06:31:02.894807
FSR,30.4,30.39,30.41,50000000.0,50000000.0,0,0,11,2026-02-03 06:31:02.894807
ATB,62.29,62.28,62.3,50000000.0,50000000.0,0,0,11,2026-02-03 06:31:02.894807
SPK,54.33,54.32,54.34,50000000.0,50000000.0,0,0,11,2026-02-03 06:31:02.894807
EEC,50.97,50.96,50.98,50000000.0,50000000.0,0,0,11,2026-02-03 06:31:02.894807
TGX,43.56,43.55,43.57,50000000.0,50000000.0,0,0,12,2026-02-03 06:31:03.926485
PHR,46.64,46.63,46.65,50000000.0,50000000.0,0,0,12,2026-02-03 06:31:03.926485
BYL,43.38,43.37,43.39,50000000.0,50000000.0,0,0,12,2026-02-03 06:31:03.926485
CLD,78.57,78.56,78.58,50000000.0,50000000.0,0,0,12,2026-02-03 06:31:03.926485
GGD,31.32,31.31,31.33,50000000.0,50000000.0,0,0,12,2026-02-03 06:31:03.926485
PNR,59.14,59.13,59.15,50000000.0,50000000.0,0,0,12,2026-02-03 06:31:03.926485
FSR,30.4,30.39,30.41,50000000.0,50000000.0,0,0,12,2026-02-03 06:31:03.926485
ATB,63.13,63.12,63.14,50000000.0,50000000.0,0,0,12,2026-02-03 06:31:03.926485
SPK,54.15,54.14,54.16,50000000.0,50000000.0,0,0,12,2026-02-03 06:31:03.926485
EEC,50.56,50.55,50.57,50000000.0,50000000.0,0,0,12,2026-02-03 06:31:03.926485
TGX,43.56,43.55,43.57,50000000.0,50000000.0,0,0,13,2026-02-03 06:31:04.955891
PHR,46.61,46.6,46.62,50000000.0,50000000.0,0,0,13,2026-02-03 06:31:04.955891
BYL,43.41,43.4,43.42,50000000.0,50000000.0,0,0,13,2026-02-03 06:31:04.955891
CLD,78.57,78.56,78.58,50000000.0,50000000.0,0,0,13,2026-02-03 06:31:04.955891
GGD,31.29,31.28,31.3,50000000.0,50000000.0,0,0,13,2026-02-03 06:31:04.955891
PNR,59.1,59.09,59.11,50000000.0,50000000.0,0,0,13,2026-02-03 06:31:04.955891
FSR,30.37,30.36,30.38,50000000.0,50000000.0,0,0,13,2026-02-03 06:31:04.955891
ATB,62.7,62.69,62.71,50000000.0,50000000.0,0,0,13,2026-02-03 06:31:04.955891
SPK,54.0,53.99,54.01,50000000.0,50000000.0,0,0,13,2026-02-03 06:31:04.955891
EEC,50.24,50.23,50.25,50000000.0,50000000.0,0,0,13,2026-02-03 06:31:04.955891
TGX,43.55,43.54,43.56,50000000.0,50000000.0,0,0,14,2026-02-03 06:31:05.986541
PHR,46.53,46.52,46.54,50000000.0,50000000.0,0,0,14,2026-02-03 06:31:05.986541
BYL,43.36,43.35,43.37,50000000.0,50000000.0,0,0,14,2026-02-03 06:31:05.986541
CLD,78.4,78.39,78.41,50000000.0,50000000.0,0,0,14,2026-02-03 06:31:05.986541
GGD,31.24,31.23,31.25,50000000.0,50000000.0,0,0,14,2026-02-03 06:31:05.986541
PNR,59.12,59.11,59.13,50000000.0,50000000.0,0,0,14,2026-02-03 06:31:05.986541
FSR,30.39,30.38,30.4,50000000.0,50000000.0,0,0,14,2026-02-03 06:31:05.986541
ATB,62.5,62.49,62.51,50000000.0,50000000.0,0,0,14,2026-02-03 06:31:05.986541
SPK,53.99,53.98,54.0,50000000.0,50000000.0,0,0,14,2026-02-03 06:31:05.986541
EEC,50.26,50.25,50.27,50000000.0,50000000.0,0,0,14,2026-02-03 06:31:05.986541
TGX,43.49,43.48,43.5,50000000.0,50000000.0,0,0,15,2026-02-03 06:31:07.024067
PHR,46.68,46.67,46.69,50000000.0,50000000.0,0,0,15,2026-02-03 06:31:07.024067
BYL,43.33,43.32,43.34,50000000.0,50000000.0,0,0,15,2026-02-03 06:31:07.024067
CLD,78.21,78.2,78.22,50000000.0,50000000.0,0,0,15,2026-02-03 06:31:07.024067
GGD,31.23,31.22,31.24,50000000.0,50000000.0,0,0,15,2026-02-03 06:31:07.024067
PNR,59.03,59.02,59.04,50000000.0,50000000.0,0,0,15,2026-02-03 06:31:07.024067
FSR,30.33,30.32,30.34,50000000.0,50000000.0,0,0,15,2026-02-03 06:31:07.024067
ATB,62.1,62.09,62.11,50000000.0,50000000.0,0,0,15,2026-02-03 06:31:07.024067
SPK,54.03,54.02,54.04,50000000.0,50000000.0,0,0,15,2026-02-03 06:31:07.024067
EEC,50.34,50.33,50.35,50000000.0,50000000.0,0,0,15,2026-02-03 06:31:07.024067
TGX,43.47,43.46,43.48,50000000.0,50000000.0,0,0,16,2026-02-03 06:31:08.061657
PHR,46.72,46.71,46.73,50000000.0,50000000.0,0,0,16,2026-02-03 06:31:08.061657
BYL,43.53,43.52,43.54,50000000.0,50000000.0,0,0,16,2026-02-03 06:31:08.061657
CLD,78.88,78.87,78.89,50000000.0,50000000.0,0,0,16,2026-02-03 06:31:08.061657
GGD,31.25,31.24,31.26,50000000.0,50000000.0,0,0,16,2026-02-03 06:31:08.061657
PNR,59.03,59.02,59.04,50000000.0,50000000.0,0,0,16,2026-02-03 06:31:08.061657
FSR,30.37,30.36,30.38,50000000.0,50000000.0,0,0,16,2026-02-03 06:31:08.061657
ATB,62.09,62.08,62.1,50000000.0,50000000.0,0,0,16,2026-02-03 06:31:08.061657
SPK,53.98,53.97,53.99,50000000.0,50000000.0,0,0,16,2026-02-03 06:31:08.061657
EEC,50.25,50.24,50.26,50000000.0,50000000.0,0,0,16,2026-02-03 06:31:08.061657
TGX,43.35,43.34,43.36,50000000.0,50000000.0,0,0,17,2026-02-03 06:31:09.090641
PHR,47.11,47.1,47.12,50000000.0,50000000.0,0,0,17,2026-02-03 06:31:09.090641
BYL,43.66,43.65,43.67,50000000.0,50000000.0,0,0,17,2026-02-03 06:31:09.090641
CLD,79.18,79.17,79.19,50000000.0,50000000.0,0,0,17,2026-02-03 06:31:09.090641
GGD,31.2,31.19,31.21,50000000.0,50000000.0,0,0,17,2026-02-03 06:31:09.090641
PNR,59.15,59.14,59.16,50000000.0,50000000.0,0,0,17,2026-02-03 06:31:09.090641
FSR,30.39,30.38,30.4,50000000.0,50000000.0,0,0,17,2026-02-03 06:31:09.090641
ATB,61.98,61.97,61.99,50000000.0,50000000.0,0,0,17,2026-02-03 06:31:09.090641
SPK,54.08,54.07,54.09,50000000.0,50000000.0,0,0,17,2026-02-03 06:31:09.090641
EEC,50.3,50.29,50.31,50000000.0,50000000.0,0,0,17,2026-02-03 06:31:09.090641
TGX,43.42,43.41,43.43,50000000.0,50000000.0,0,0,18,2026-02-03 06:31:10.120917
PHR,47.53,47.52,47.54,50000000.0,50000000.0,0,0,18,2026-02-03 06:31:10.120917
BYL,43.46,43.45,43.47,50000000.0,50000000.0,0,0,18,2026-02-03 06:31:10.120917
CLD,78.87,78.86,78.88,50000000.0,50000000.0,0,0,18,2026-02-03 06:31:10.120917
GGD,31.17,31.16,31.18,50000000.0,50000000.0,0,0,18,2026-02-03 06:31:10.120917
PNR,59.19,59.18,59.2,50000000.0,50000000.0,0,0,18,2026-02-03 06:31:10.120917
FSR,30.45,30.44,30.46,50000000.0,50000000.0,0,0,18,2026-02-03 06:31:10.120917
ATB,62.08,62.07,62.09,50000000.0,50000000.0,0,0,18,2026-02-03 06:31:10.120917
SPK,54.36,54.35,54.37,50000000.0,50000000.0,0,0,18,2026-02-03 06:31:10.120917
EEC,50.73,50.72,50.74,50000000.0,50000000.0,0,0,18,2026-02-03 06:31:10.120917
TGX,43.51,43.5,43.52,50000000.0,50000000.0,0,0,19,2026-02-03 06:31:10.650989
PHR,47.56,47.55,47.57,50000000.0,50000000.0,0,0,19,2026-02-03 06:31:10.650989
BYL,43.44,43.43,43.45,50000000.0,50000000.0,0,0,19,2026-02-03 06:31:10.650989
CLD,78.86,78.85,78.87,50000000.0,50000000.0,0,0,19,2026-02-03 06:31:10.650989
GGD,31.12,31.11,31.13,50000000.0,50000000.0,0,0,19,2026-02-03 06:31:10.650989
PNR,59.02,59.01,59.03,50000000.0,50000000.0,0,0,19,2026-02-03 06:31:10.650989
FSR,30.4,30.39,30.41,50000000.0,50000000.0,0,0,19,2026-02-03 06:31:10.650989
ATB,62.19,62.18,62.2,50000000.0,50000000.0,0,0,19,2026-02-03 06:31:10.650989
SPK,53.96,53.95,53.97,50000000.0,50000000.0,0,0,19,2026-02-03 06:31:10.650989
EEC,50.0,49.99,50.01,50000000.0,50000000.0,0,0,19,2026-02-03 06:31:10.650989
TGX,43.43,43.42,43.44,50000000.0,50000000.0,0,0,20,2026-02-03 06:31:11.683442,2.0,1.0,19.0,D3-GGD/PNR,Outside Date Extended,Parties agree to extend outside date from December 31 to March 31 for final regulatory approvals.
PHR,48.47,48.46,48.48,50000000.0,50000000.0,0,0,20,2026-02-03 06:31:11.683442,,,,,,
BYL,43.46,43.45,43.47,50000000.0,50000000.0,0,0,20,2026-02-03 06:31:11.683442,,,,,,
CLD,78.9,78.89,78.91,50000000.0,50000000.0,0,0,20,2026-02-03 06:31:11.683442,,,,,,
GGD,31.13,31.12,31.14,50000000.0,50000000.0,0,0,20,2026-02-03 06:31:11.683442,,,,,,
PNR,58.95,58.94,58.96,50000000.0,50000000.0,0,0,20,2026-02-03 06:31:11.683442,,,,,,
FSR,30.48,30.47,30.49,50000000.0,50000000.0,0,0,20,2026-02-03 06:31:11.683442,,,,,,
ATB,62.25,62.24,62.26,50000000.0,50000000.0,0,0,20,2026-02-03 06:31:11.683442,,,,,,
SPK,53.98,53.97,53.99,50000000.0,50000000.0,0,0,20,2026-02-03 06:31:11.683442,,,,,,
EEC,49.9,49.89,49.91,50000000.0,50000000.0,0,0,20,2026-02-03 06:31:11.683442,,,,,,
TGX,43.42,43.41,43.43,50000000.0,50000000.0,0,0,21,2026-02-03 06:31:12.716875,3.0,1.0,20.0,D1-TGX/PHR,FTC Staff Holds Technical Working Session,"Staff from the FTC convened a technical working session with advisors to both Targenix and Pharmaco to discuss outstanding questions regarding the proposed transaction. The agenda and tone of the meeting have not been disclosed. Some regulatory specialists interpret the session as constructive engagement, while others note that such meetings can also precede formal requests for additional information or remedies."
PHR,48.77,48.76,48.78,50000000.0,50000000.0,0,0,21,2026-02-03 06:31:12.716875,,,,,,
BYL,43.19,43.18,43.2,50000000.0,50000000.0,0,0,21,2026-02-03 06:31:12.716875,,,,,,
CLD,78.28,78.27,78.29,50000000.0,50000000.0,0,0,21,2026-02-03 06:31:12.716875,,,,,,
GGD,31.17,31.16,31.18,50000000.0,50000000.0,0,0,21,2026-02-03 06:31:12.716875,,,,,,
PNR,58.98,58.97,58.99,50000000.0,50000000.0,0,0,21,2026-02-03 06:31:12.716875,,,,,,
FSR,30.51,30.5,30.52,50000000.0,50000000.0,0,0,21,2026-02-03 06:31:12.716875,,,,,,
ATB,62.57,62.56,62.58,50000000.0,50000000.0,0,0,21,2026-02-03 06:31:12.716875,,,,,,
SPK,53.89,53.88,53.9,50000000.0,50000000.0,0,0,21,2026-02-03 06:31:12.716875,,,,,,
EEC,49.72,49.71,49.73,50000000.0,50000000.0,0,0,21,2026-02-03 06:31:12.716875,,,,,,
TGX,43.41,43.4,43.42,50000000.0,50000000.0,0,0,22,2026-02-03 06:31:13.746543,4.0,1.0,21.0,D5-SPK/EEC,EastEnergy Management Provides Updated Market Outlook,"EastEnergy management has updated its forward guidance in a routine investor communication, revising certain operating assumptions while maintaining its overall strategic outlook. The revised projections reflect mixed conditions in the renewable energy sector, with some metrics trending above prior expectations and others showing softness. Market participants are debating whether the update strengthens or weakens the economic rationale for the proposed combination with SolarPeak."
PHR,48.88,48.87,48.89,50000000.0,50000000.0,0,0,22,2026-02-03 06:31:13.746543,,,,,,
BYL,43.45,43.44,43.46,50000000.0,50000000.0,0,0,22,2026-02-03 06:31:13.746543,,,,,,
CLD,78.87,78.86,78.88,50000000.0,50000000.0,0,0,22,2026-02-03 06:31:13.746543,,,,,,
GGD,31.18,31.17,31.19,50000000.0,50000000.0,0,0,22,2026-02-03 06:31:13.746543,,,,,,
PNR,59.0,58.99,59.01,50000000.0,50000000.0,0,0,22,2026-02-03 06:31:13.746543,,,,,,
FSR,30.5,30.49,30.51,50000000.0,50000000.0,0,0,22,2026-02-03 06:31:13.746543,,,,,,
ATB,62.51,62.5,62.52,50000000.0,50000000.0,0,0,22,2026-02-03 06:31:13.746543,,,,,,
SPK,53.98,53.97,53.99,50000000.0,50000000.0,0,0,22,2026-02-03 06:31:13.746543,,,,,,
EEC,49.99,49.98,50.0,50000000.0,50000000.0,0,0,22,2026-02-03 06:31:13.746543,,,,,,
TGX,43.37,43.36,43.38,50000000.0,50000000.0,0,0,23,2026-02-03 06:31:14.782223
PHR,49.11,49.1,49.12,50000000.0,50000000.0,0,0,23,2026-02-03 06:31:14.782223
BYL,43.53,43.52,43.54,50000000.0,50000000.0,0,0,23,2026-02-03 06:31:14.782223
CLD,79.0,78.99,79.01,50000000.0,50000000.0,0,0,23,2026-02-03 06:31:14.782223
GGD,31.07,31.06,31.08,50000000.0,50000000.0,0,0,23,2026-02-03 06:31:14.782223
PNR,58.84,58.83,58.85,50000000.0,50000000.0,0,0,23,2026-02-03 06:31:14.782223
FSR,30.51,30.5,30.52,50000000.0,50000000.0,0,0,23,2026-02-03 06:31:14.782223
ATB,62.43,62.42,62.44,50000000.0,50000000.0,0,0,23,2026-02-03 06:31:14.782223
SPK,54.15,54.14,54.16,50000000.0,50000000.0,0,0,23,2026-02-03 06:31:14.782223
EEC,50.29,50.28,50.3,50000000.0,50000000.0,0,0,23,2026-02-03 06:31:14.782223
TGX,43.37,43.36,43.38,50000000.0,50000000.0,0,0,24,2026-02-03 06:31:15.809999
PHR,49.73,49.72,49.74,50000000.0,50000000.0,0,0,24,2026-02-03 06:31:15.809999
BYL,43.55,43.54,43.56,50000000.0,50000000.0,0,0,24,2026-02-03 06:31:15.809999
CLD,78.89,78.88,78.9,50000000.0,50000000.0,0,0,24,2026-02-03 06:31:15.809999
GGD,31.07,31.06,31.08,50000000.0,50000000.0,0,0,24,2026-02-03 06:31:15.809999
PNR,58.6,58.59,58.61,50000000.0,50000000.0,0,0,24,2026-02-03 06:31:15.809999
FSR,30.58,30.57,30.59,50000000.0,50000000.0,0,0,24,2026-02-03 06:31:15.809999
ATB,62.01,62.0,62.02,50000000.0,50000000.0,0,0,24,2026-02-03 06:31:15.809999
SPK,54.22,54.21,54.23,50000000.0,50000000.0,0,0,24,2026-02-03 06:31:15.809999
EEC,50.41,50.4,50.42,50000000.0,50000000.0,0,0,24,2026-02-03 06:31:15.809999
TGX,43.41,43.4,43.42,50000000.0,50000000.0,0,0,25,2026-02-03 06:31:16.837184,5.0,1.0,24.0,D3-GGD/PNR,Regulatory Filings Submitted,"Companies submit required filings with FERC, FTC, and relevant state regulatory authorities."
PHR,49.89,49.88,49.9,50000000.0,50000000.0,0,0,25,2026-02-03 06:31:16.837184,,,,,,
BYL,43.29,43.28,43.3,50000000.0,50000000.0,0,0,25,2026-02-03 06:31:16.837184,,,,,,
CLD,78.31,78.3,78.32,50000000.0,50000000.0,0,0,25,2026-02-03 06:31:16.837184,,,,,,
GGD,31.18,31.17,31.19,50000000.0,50000000.0,0,0,25,2026-02-03 06:31:16.837184,,,,,,
PNR,58.72,58.71,58.73,50000000.0,50000000.0,0,0,25,2026-02-03 06:31:16.837184,,,,,,
FSR,30.61,30.6,30.62,50000000.0,50000000.0,0,0,25,2026-02-03 06:31:16.837184,,,,,,
ATB,62.18,62.17,62.19,50000000.0,50000000.0,0,0,25,2026-02-03 06:31:16.837184,,,,,,
SPK,54.23,54.22,54.24,50000000.0,50000000.0,0,0,25,2026-02-03 06:31:16.837184,,,,,,
EEC,50.45,50.44,50.46,50000000.0,50000000.0,0,0,25,2026-02-03 06:31:16.837184,,,,,,
TGX,43.41,43.4,43.42,50000000.0,50000000.0,0,0,26,2026-02-03 06:31:17.873648
PHR,49.74,49.73,49.75,50000000.0,50000000.0,0,0,26,2026-02-03 06:31:17.873648
BYL,43.61,43.6,43.62,50000000.0,50000000.0,0,0,26,2026-02-03 06:31:17.873648
