ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_CITY-3,BUY_GIOT-1,BUY_DUBL-6,BUY_COLA-6,BUY_OTWA-1,SELL_GIOT-1,BUY_CITY-3,SELL_OTWA-1,tick,timestamp
SPK,53.26,53.25,53.27,50000000.0,50000000.0,0,0,0,0,0,0,0,0,4,2026-02-05 02:22:52.385755
EEC,48.7,48.69,48.71,50000000.0,50000000.0,0,0,0,0,0,0,0,0,4,2026-02-05 02:22:52.385755
TGX,43.83,43.82,43.84,50000000.0,50000000.0,0,0,0,0,0,0,0,0,5,2026-02-05 02:22:53.479721
PHR,47.74,47.73,47.75,50000000.0,50000000.0,0,0,0,0,0,0,0,0,5,2026-02-05 02:22:53.479721
BYL,43.76,43.75,43.77,50000000.0,50000000.0,0,0,0,0,0,0,0,0,5,2026-02-05 02:22:53.479721
CLD,80.01,80.0,80.02,50000000.0,50000000.0,0,0,0,0,0,0,0,0,5,2026-02-05 02:22:53.479721
GGD,31.4,31.39,31.41,50000000.0,50000000.0,0,0,0,0,0,0,0,0,5,2026-02-05 02:22:53.479721
PNR,59.21,59.2,59.22,50000000.0,50000000.0,0,0,0,0,0,0,0,0,5,2026-02-05 02:22:53.479721
FSR,30.76,30.75,30.77,50000000.0,50000000.0,0,0,0,0,0,0,0,0,5,2026-02-05 02:22:53.479721
ATB,62.57,62.56,62.58,50000000.0,50000000.0,0,0,0,0,0,0,0,0,5,2026-02-05 02:22:53.479721
SPK,53.25,53.24,53.26,50000000.0,50000000.0,0,0,0,0,0,0,0,0,5,2026-02-05 02:22:53.479721
EEC,48.68,48.67,48.69,50000000.0,50000000.0,0,0,0,0,0,0,0,0,5,2026-02-05 02:22:53.479721
TGX,43.8,43.79,43.81,50000000.0,50000000.0,0,0,0,0,0,0,0,0,6,2026-02-05 02:22:54.548239
PHR,47.79,47.78,47.8,50000000.0,50000000.0,0,0,0,0,0,0,0,0,6,2026-02-05 02:22:54.548239
BYL,43.65,43.64,43.66,50000000.0,50000000.0,0,0,0,0,0,0,0,0,6,2026-02-05 02:22:54.548239
CLD,79.73,79.72,79.74,50000000.0,50000000.0,0,0,0,0,0,0,0,0,6,2026-02-05 02:22:54.548239
GGD,31.46,31.45,31.47,50000000.0,50000000.0,0,0,0,0,0,0,0,0,6,2026-02-05 02:22:54.548239
PNR,59.43,59.42,59.44,50000000.0,50000000.0,0,0,0,0,0,0,0,0,6,2026-02-05 02:22:54.548239
FSR,30.75,30.74,30.76,50000000.0,50000000.0,0,0,0,0,0,0,0,0,6,2026-02-05 02:22:54.548239
ATB,62.59,62.58,62.6,50000000.0,50000000.0,0,0,0,0,0,0,0,0,6,2026-02-05 02:22:54.548239
SPK,52.91,52.9,52.92,50000000.0,50000000.0,0,0,0,0,0,0,0,0,6,2026-02-05 02:22:54.548239
EEC,48.13,48.12,48.14,50000000.0,50000000.0,0,0,0,0,0,0,0,0,6,2026-02-05 02:22:54.548239
TGX,43.78,43.77,43.79,50000000.0,50000000.0,0,0,0,0,0,0,0,0,7,2026-02-05 02:22:55.097070
PHR,47.69,47.68,47.7,50000000.0,50000000.0,0,0,0,0,0,0,0,0,7,2026-02-05 02:22:55.097070
BYL,43.48,43.47,43.49,50000000.0,50000000.0,0,0,0,0,0,0,0,0,7,2026-02-05 02:22:55.097070
CLD,79.36,79.35,79.37,50000000.0,50000000.0,0,0,0,0,0,0,0,0,7,2026-02-05 02:22:55.097070
GGD,31.49,31.48,31.5,50000000.0,50000000.0,0,0,0,0,0,0,0,0,7,2026-02-05 02:22:55.097070
PNR,59.44,59.43,59.45,50000000.0,50000000.0,0,0,0,0,0,0,0,0,7,2026-02-05 02:22:55.097070
FSR,30.79,30.78,30.8,50000000.0,50000000.0,0,0,0,0,0,0,0,0,7,2026-02-05 02:22:55.097070
ATB,62.42,62.41,62.43,50000000.0,50000000.0,0,0,0,0,0,0,0,0,7,2026-02-05 02:22:55.097070
SPK,52.92,52.91,52.93,50000000.0,50000000.0,0,0,0,0,0,0,0,0,7,2026-02-05 02:22:55.097070
EEC,48.18,48.17,48.19,50000000.0,50000000.0,0,0,0,0,0,0,0,0,7,2026-02-05 02:22:55.097070
TGX,43.8,43.79,43.81,50000000.0,50000000.0,0,0,0,0,0,0,0,0,8,2026-02-05 02:22:56.140568
PHR,47.45,47.44,47.46,50000000.0,50000000.0,0,0,0,0,0,0,0,0,8,2026-02-05 02:22:56.140568
BYL,43.76,43.75,43.77,50000000.0,50000000.0,0,0,0,0,0,0,0,0,8,2026-02-05 02:22:56.140568
CLD,79.92,79.91,79.93,50000000.0,50000000.0,0,0,0,0,0,0,0,0,8,2026-02-05 02:22:56.140568
GGD,31.51,31.5,31.52,50000000.0,50000000.0,0,0,0,0,0,0,0,0,8,2026-02-05 02:22:56.140568
PNR,59.26,59.25,59.27,50000000.0,50000000.0,0,0,0,0,0,0,0,0,8,2026-02-05 02:22:56.140568
FSR,30.79,30.78,30.8,50000000.0,50000000.0,0,0,0,0,0,0,0,0,8,2026-02-05 02:22:56.140568
ATB,62.42,62.41,62.43,50000000.0,50000000.0,0,0,0,0,0,0,0,0,8,2026-02-05 02:22:56.140568
SPK,53.02,53.01,53.03,50000000.0,50000000.0,0,0,0,0,0,0,0,0,8,2026-02-05 02:22:56.140568
EEC,48.4,48.39,48.41,50000000.0,50000000.0,0,0,0,0,0,0,0,0,8,2026-02-05 02:22:56.140568
TGX,43.77,43.76,43.78,50000000.0,50000000.0,0,0,0,0,0,0,0,0,9,2026-02-05 02:22:57.188227
PHR,47.55,47.54,47.56,50000000.0,50000000.0,0,0,0,0,0,0,0,0,9,2026-02-05 02:22:57.188227
BYL,43.66,43.65,43.67,50000000.0,50000000.0,0,0,0,0,0,0,0,0,9,2026-02-05 02:22:57.188227
CLD,79.73,79.72,79.74,50000000.0,50000000.0,0,0,0,0,0,0,0,0,9,2026-02-05 02:22:57.188227
GGD,31.51,31.5,31.52,50000000.0,50000000.0,0,0,0,0,0,0,0,0,9,2026-02-05 02:22:57.188227
PNR,59.4,59.39,59.41,50000000.0,50000000.0,0,0,0,0,0,0,0,0,9,2026-02-05 02:22:57.188227
FSR,30.79,30.78,30.8,50000000.0,50000000.0,0,0,0,0,0,0,0,0,9,2026-02-05 02:22:57.188227
ATB,62.34,62.33,62.35,50000000.0,50000000.0,0,0,0,0,0,0,0,0,9,2026-02-05 02:22:57.188227
SPK,52.97,52.96,52.98,50000000.0,50000000.0,0,0,0,0,0,0,0,0,9,2026-02-05 02:22:57.188227
EEC,48.34,48.33,48.35,50000000.0,50000000.0,0,0,0,0,0,0,0,0,9,2026-02-05 02:22:57.188227
TGX,43.75,43.74,43.76,50000000.0,50000000.0,0,0,0,0,0,0,0,0,10,2026-02-05 02:22:58.246981
PHR,47.47,47.46,47.48,50000000.0,50000000.0,0,0,0,0,0,0,0,0,10,2026-02-05 02:22:58.246981
BYL,43.59,43.58,43.6,50000000.0,50000000.0,0,0,0,0,0,0,0,0,10,2026-02-05 02:22:58.246981
CLD,79.51,79.5,79.52,50000000.0,50000000.0,0,0,0,0,0,0,0,0,10,2026-02-05 02:22:58.246981
GGD,31.47,31.46,31.48,50000000.0,50000000.0,0,0,0,0,0,0,0,0,10,2026-02-05 02:22:58.246981
PNR,59.09,59.08,59.1,50000000.0,50000000.0,0,0,0,0,0,0,0,0,10,2026-02-05 02:22:58.246981
FSR,30.76,30.75,30.77,50000000.0,50000000.0,0,0,0,0,0,0,0,0,10,2026-02-05 02:22:58.246981
ATB,62.76,62.75,62.77,50000000.0,50000000.0,0,0,0,0,0,0,0,0,10,2026-02-05 02:22:58.246981
SPK,52.89,52.88,52.9,50000000.0,50000000.0,0,0,0,0,0,0,0,0,10,2026-02-05 02:22:58.246981
EEC,48.22,48.21,48.23,50000000.0,50000000.0,0,0,0,0,0,0,0,0,10,2026-02-05 02:22:58.246981
TGX,43.74,43.73,43.75,50000000.0,50000000.0,0,0,0,0,0,0,0,0,11,2026-02-05 02:22:59.315419
PHR,47.33,47.32,47.34,50000000.0,50000000.0,0,0,0,0,0,0,0,0,11,2026-02-05 02:22:59.315419
BYL,43.51,43.5,43.52,50000000.0,50000000.0,0,0,0,0,0,0,0,0,11,2026-02-05 02:22:59.315419
CLD,79.3,79.29,79.31,50000000.0,50000000.0,0,0,0,0,0,0,0,0,11,2026-02-05 02:22:59.315419
GGD,31.48,31.47,31.49,50000000.0,50000000.0,0,0,0,0,0,0,0,0,11,2026-02-05 02:22:59.315419
PNR,59.19,59.18,59.2,50000000.0,50000000.0,0,0,0,0,0,0,0,0,11,2026-02-05 02:22:59.315419
FSR,30.73,30.72,30.74,50000000.0,50000000.0,0,0,0,0,0,0,0,0,11,2026-02-05 02:22:59.315419
ATB,62.65,62.64,62.66,50000000.0,50000000.0,0,0,0,0,0,0,0,0,11,2026-02-05 02:22:59.315419
SPK,53.0,52.99,53.01,50000000.0,50000000.0,0,0,0,0,0,0,0,0,11,2026-02-05 02:22:59.315419
EEC,48.43,48.42,48.44,50000000.0,50000000.0,0,0,0,0,0,0,0,0,11,2026-02-05 02:22:59.315419
TGX,43.71,43.7,43.72,50000000.0,50000000.0,0,0,0,0,0,0,0,0,12,2026-02-05 02:23:00.426272
PHR,47.36,47.35,47.37,50000000.0,50000000.0,0,0,0,0,0,0,0,0,12,2026-02-05 02:23:00.426272
BYL,43.31,43.3,43.32,50000000.0,50000000.0,0,0,0,0,0,0,0,0,12,2026-02-05 02:23:00.426272
CLD,78.88,78.87,78.89,50000000.0,50000000.0,0,0,0,0,0,0,0,0,12,2026-02-05 02:23:00.426272
GGD,31.42,31.41,31.43,50000000.0,50000000.0,0,0,0,0,0,0,0,0,12,2026-02-05 02:23:00.426272
PNR,58.9,58.89,58.91,50000000.0,50000000.0,0,0,0,0,0,0,0,0,12,2026-02-05 02:23:00.426272
FSR,30.82,30.81,30.83,50000000.0,50000000.0,0,0,0,0,0,0,0,0,12,2026-02-05 02:23:00.426272
ATB,62.5,62.49,62.51,50000000.0,50000000.0,0,0,0,0,0,0,0,0,12,2026-02-05 02:23:00.426272
SPK,52.89,52.88,52.9,50000000.0,50000000.0,0,0,0,0,0,0,0,0,12,2026-02-05 02:23:00.426272
EEC,48.23,48.22,48.24,50000000.0,50000000.0,0,0,0,0,0,0,0,0,12,2026-02-05 02:23:00.426272
TGX,43.73,43.72,43.74,50000000.0,50000000.0,0,0,0,0,0,0,0,0,13,2026-02-05 02:23:01.505522
PHR,47.08,47.07,47.09,50000000.0,50000000.0,0,0,0,0,0,0,0,0,13,2026-02-05 02:23:01.505522
BYL,43.51,43.5,43.52,50000000.0,50000000.0,0,0,0,0,0,0,0,0,13,2026-02-05 02:23:01.505522
CLD,79.22,79.21,79.23,50000000.0,50000000.0,0,0,0,0,0,0,0,0,13,2026-02-05 02:23:01.505522
GGD,31.39,31.38,31.4,50000000.0,50000000.0,0,0,0,0,0,0,0,0,13,2026-02-05 02:23:01.505522
PNR,58.72,58.71,58.73,50000000.0,50000000.0,0,0,0,0,0,0,0,0,13,2026-02-05 02:23:01.505522
FSR,30.71,30.7,30.72,50000000.0,50000000.0,0,0,0,0,0,0,0,0,13,2026-02-05 02:23:01.505522
ATB,63.04,63.03,63.05,50000000.0,50000000.0,0,0,0,0,0,0,0,0,13,2026-02-05 02:23:01.505522
SPK,52.79,52.78,52.8,50000000.0,50000000.0,0,0,0,0,0,0,0,0,13,2026-02-05 02:23:01.505522
EEC,48.0,47.99,48.01,50000000.0,50000000.0,0,0,0,0,0,0,0,0,13,2026-02-05 02:23:01.505522
TGX,43.72,43.71,43.73,50000000.0,50000000.0,0,0,0,0,0,0,0,0,14,2026-02-05 02:23:02.562670
PHR,47.29,47.28,47.3,50000000.0,50000000.0,0,0,0,0,0,0,0,0,14,2026-02-05 02:23:02.562670
BYL,43.48,43.47,43.49,50000000.0,50000000.0,0,0,0,0,0,0,0,0,14,2026-02-05 02:23:02.562670
CLD,79.01,79.0,79.02,50000000.0,50000000.0,0,0,0,0,0,0,0,0,14,2026-02-05 02:23:02.562670
GGD,31.37,31.36,31.38,50000000.0,50000000.0,0,0,0,0,0,0,0,0,14,2026-02-05 02:23:02.562670
PNR,57.87,57.86,57.88,50000000.0,50000000.0,0,0,0,0,0,0,0,0,14,2026-02-05 02:23:02.562670
FSR,30.62,30.61,30.63,50000000.0,50000000.0,0,0,0,0,0,0,0,0,14,2026-02-05 02:23:02.562670
ATB,62.24,62.23,62.25,50000000.0,50000000.0,0,0,0,0,0,0,0,0,14,2026-02-05 02:23:02.562670
SPK,52.64,52.63,52.65,50000000.0,50000000.0,0,0,0,0,0,0,0,0,14,2026-02-05 02:23:02.562670
EEC,47.72,47.71,47.73,50000000.0,50000000.0,0,0,0,0,0,0,0,0,14,2026-02-05 02:23:02.562670
TGX,43.73,43.72,43.74,50000000.0,50000000.0,0,0,0,0,0,0,0,0,15,2026-02-05 02:23:03.609556
PHR,47.46,47.45,47.47,50000000.0,50000000.0,0,0,0,0,0,0,0,0,15,2026-02-05 02:23:03.609556
BYL,43.53,43.52,43.54,50000000.0,50000000.0,0,0,0,0,0,0,0,0,15,2026-02-05 02:23:03.609556
CLD,79.14,79.13,79.15,50000000.0,50000000.0,0,0,0,0,0,0,0,0,15,2026-02-05 02:23:03.609556
GGD,31.42,31.41,31.43,50000000.0,50000000.0,0,0,0,0,0,0,0,0,15,2026-02-05 02:23:03.609556
PNR,57.73,57.72,57.74,50000000.0,50000000.0,0,0,0,0,0,0,0,0,15,2026-02-05 02:23:03.609556
FSR,30.57,30.56,30.58,50000000.0,50000000.0,0,0,0,0,0,0,0,0,15,2026-02-05 02:23:03.609556
ATB,62.69,62.68,62.7,50000000.0,50000000.0,0,0,0,0,0,0,0,0,15,2026-02-05 02:23:03.609556
SPK,52.55,52.54,52.56,50000000.0,50000000.0,0,0,0,0,0,0,0,0,15,2026-02-05 02:23:03.609556
EEC,47.53,47.52,47.54,50000000.0,50000000.0,0,0,0,0,0,0,0,0,15,2026-02-05 02:23:03.609556
TGX,43.76,43.75,43.77,50000000.0,50000000.0,0,0,0,0,0,0,0,0,16,2026-02-05 02:23:04.147698
PHR,47.39,47.38,47.4,50000000.0,50000000.0,0,0,0,0,0,0,0,0,16,2026-02-05 02:23:04.147698
BYL,43.74,43.73,43.75,50000000.0,50000000.0,0,0,0,0,0,0,0,0,16,2026-02-05 02:23:04.147698
CLD,79.56,79.55,79.57,50000000.0,50000000.0,0,0,0,0,0,0,0,0,16,2026-02-05 02:23:04.147698
GGD,31.39,31.38,31.4,50000000.0,50000000.0,0,0,0,0,0,0,0,0,16,2026-02-05 02:23:04.147698
PNR,57.77,57.76,57.78,50000000.0,50000000.0,0,0,0,0,0,0,0,0,16,2026-02-05 02:23:04.147698
FSR,30.58,30.57,30.59,50000000.0,50000000.0,0,0,0,0,0,0,0,0,16,2026-02-05 02:23:04.147698
ATB,62.76,62.75,62.77,50000000.0,50000000.0,0,0,0,0,0,0,0,0,16,2026-02-05 02:23:04.147698
SPK,52.68,52.67,52.69,50000000.0,50000000.0,0,0,0,0,0,0,0,0,16,2026-02-05 02:23:04.147698
EEC,47.86,47.85,47.87,50000000.0,50000000.0,0,0,0,0,0,0,0,0,16,2026-02-05 02:23:04.147698
TGX,43.78,43.77,43.79,50000000.0,50000000.0,0,0,0,0,0,0,0,0,17,2026-02-05 02:23:05.199579
PHR,47.37,47.36,47.38,50000000.0,50000000.0,0,0,0,0,0,0,0,0,17,2026-02-05 02:23:05.199579
BYL,43.6,43.59,43.61,50000000.0,50000000.0,0,0,0,0,0,0,0,0,17,2026-02-05 02:23:05.199579
CLD,79.23,79.22,79.24,50000000.0,50000000.0,0,0,0,0,0,0,0,0,17,2026-02-05 02:23:05.199579
GGD,31.39,31.38,31.4,50000000.0,50000000.0,0,0,0,0,0,0,0,0,17,2026-02-05 02:23:05.199579
PNR,58.16,58.15,58.17,50000000.0,50000000.0,0,0,0,0,0,0,0,0,17,2026-02-05 02:23:05.199579
FSR,30.59,30.58,30.6,50000000.0,50000000.0,0,0,0,0,0,0,0,0,17,2026-02-05 02:23:05.199579
ATB,62.14,62.13,62.15,50000000.0,50000000.0,0,0,0,0,0,0,0,0,17,2026-02-05 02:23:05.199579
SPK,52.61,52.6,52.62,50000000.0,50000000.0,0,0,0,0,0,0,0,0,17,2026-02-05 02:23:05.199579
EEC,47.67,47.66,47.68,50000000.0,50000000.0,0,0,0,0,0,0,0,0,17,2026-02-05 02:23:05.199579
TGX,43.79,43.78,43.8,50000000.0,50000000.0,0,0,0,0,0,0,0,0,18,2026-02-05 02:23:06.246963
PHR,47.45,47.44,47.46,50000000.0,50000000.0,0,0,0,0,0,0,0,0,18,2026-02-05 02:23:06.246963
BYL,43.48,43.47,43.49,50000000.0,50000000.0,0,0,0,0,0,0,0,0,18,2026-02-05 02:23:06.246963
CLD,79.13,79.12,79.14,50000000.0,50000000.0,0,0,0,0,0,0,0,0,18,2026-02-05 02:23:06.246963
GGD,31.4,31.39,31.41,50000000.0,50000000.0,0,0,0,0,0,0,0,0,18,2026-02-05 02:23:06.246963
PNR,58.33,58.32,58.34,50000000.0,50000000.0,0,0,0,0,0,0,0,0,18,2026-02-05 02:23:06.246963
FSR,30.44,30.43,30.45,50000000.0,50000000.0,0,0,0,0,0,0,0,0,18,2026-02-05 02:23:06.246963
ATB,62.79,62.78,62.8,50000000.0,50000000.0,0,0,0,0,0,0,0,0,18,2026-02-05 02:23:06.246963
SPK,52.55,52.54,52.56,50000000.0,50000000.0,0,0,0,0,0,0,0,0,18,2026-02-05 02:23:06.246963
EEC,47.53,47.52,47.54,50000000.0,50000000.0,0,0,0,0,0,0,0,0,18,2026-02-05 02:23:06.246963
TGX,43.73,43.72,43.74,50000000.0,50000000.0,0,0,0,0,0,0,0,0,19,2026-02-05 02:23:07.293564
PHR,47.11,47.1,47.12,50000000.0,50000000.0,0,0,0,0,0,0,0,0,19,2026-02-05 02:23:07.293564
BYL,43.38,43.37,43.39,50000000.0,50000000.0,0,0,0,0,0,0,0,0,19,2026-02-05 02:23:07.293564
CLD,79.01,79.0,79.02,50000000.0,50000000.0,0,0,0,0,0,0,0,0,19,2026-02-05 02:23:07.293564
GGD,31.44,31.43,31.45,50000000.0,50000000.0,0,0,0,0,0,0,0,0,19,2026-02-05 02:23:07.293564
PNR,58.7,58.69,58.71,50000000.0,50000000.0,0,0,0,0,0,0,0,0,19,2026-02-05 02:23:07.293564
FSR,30.48,30.47,30.49,50000000.0,50000000.0,0,0,0,0,0,0,0,0,19,2026-02-05 02:23:07.293564
ATB,63.13,63.12,63.14,50000000.0,50000000.0,0,0,0,0,0,0,0,0,19,2026-02-05 02:23:07.293564
SPK,52.6,52.59,52.61,50000000.0,50000000.0,0,0,0,0,0,0,0,0,19,2026-02-05 02:23:07.293564
EEC,47.62,47.61,47.63,50000000.0,50000000.0,0,0,0,0,0,0,0,0,19,2026-02-05 02:23:07.293564
TGX,43.77,43.76,43.78,50000000.0,50000000.0,0,0,0,0,0,0,0,0,20,2026-02-05 02:23:08.342203,2.0,1.0,19.0,D5-SPK/EEC,FERC Filing for Renewable Merger,Federal Energy Regulatory Commission receives notification for all-stock renewable energy combination.
PHR,47.05,47.04,47.06,50000000.0,50000000.0,0,0,0,0,0,0,0,0,20,2026-02-05 02:23:08.342203,,,,,,
BYL,43.47,43.46,43.48,50000000.0,50000000.0,0,0,0,0,0,0,0,0,20,2026-02-05 02:23:08.342203,,,,,,
CLD,79.33,79.32,79.34,50000000.0,50000000.0,0,0,0,0,0,0,0,0,20,2026-02-05 02:23:08.342203,,,,,,
GGD,31.42,31.41,31.43,50000000.0,50000000.0,0,0,0,0,0,0,0,0,20,2026-02-05 02:23:08.342203,,,,,,
PNR,58.59,58.58,58.6,50000000.0,50000000.0,0,0,0,0,0,0,0,0,20,2026-02-05 02:23:08.342203,,,,,,
FSR,30.41,30.4,30.42,50000000.0,50000000.0,0,0,0,0,0,0,0,0,20,2026-02-05 02:23:08.342203,,,,,,
ATB,62.42,62.41,62.43,50000000.0,50000000.0,0,0,0,0,0,0,0,0,20,2026-02-05 02:23:08.342203,,,,,,
SPK,52.64,52.63,52.65,50000000.0,50000000.0,0,0,0,0,0,0,0,0,20,2026-02-05 02:23:08.342203,,,,,,
EEC,47.68,47.67,47.69,50000000.0,50000000.0,0,0,0,0,0,0,0,0,20,2026-02-05 02:23:08.342203,,,,,,
TGX,43.7,43.69,43.71,50000000.0,50000000.0,0,0,0,0,0,0,0,0,21,2026-02-05 02:23:09.427132
PHR,46.97,46.96,46.98,50000000.0,50000000.0,0,0,0,0,0,0,0,0,21,2026-02-05 02:23:09.427132
BYL,43.57,43.56,43.58,50000000.0,50000000.0,0,0,0,0,0,0,0,0,21,2026-02-05 02:23:09.427132
CLD,79.46,79.45,79.47,50000000.0,50000000.0,0,0,0,0,0,0,0,0,21,2026-02-05 02:23:09.427132
GGD,31.34,31.33,31.35,50000000.0,50000000.0,0,0,0,0,0,0,0,0,21,2026-02-05 02:23:09.427132
PNR,58.11,58.1,58.12,50000000.0,50000000.0,0,0,0,0,0,0,0,0,21,2026-02-05 02:23:09.427132
FSR,30.43,30.42,30.44,50000000.0,50000000.0,0,0,0,0,0,0,0,0,21,2026-02-05 02:23:09.427132
ATB,63.1,63.09,63.11,50000000.0,50000000.0,0,0,0,0,0,0,0,0,21,2026-02-05 02:23:09.427132
