ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_ZUAI-5,BUY_ZUAI-2,SELL_ZUAI-5,SELL_WRSW-6,BUY_OTWA-1,BUY_WRSW-6,tick,timestamp
ATB,62.2,0.0,0.0,50000000.0,50000000.0,0,0,0,0,0,0,1,2026-02-03 21:38:08.439736,,,,,,
SPK,52.92,0.0,0.0,50000000.0,50000000.0,0,0,0,0,0,0,1,2026-02-03 21:38:08.439736,,,,,,
EEC,48.0,0.0,0.0,50000000.0,50000000.0,0,0,0,0,0,0,1,2026-02-03 21:38:08.439736,,,,,,
TGX,43.65,43.64,43.66,50000000.0,50000000.0,0,0,0,0,0,0,2,2026-02-03 21:38:08.984407
PHR,47.59,47.58,47.6,50000000.0,50000000.0,0,0,0,0,0,0,2,2026-02-03 21:38:08.984407
BYL,43.36,43.35,43.37,50000000.0,50000000.0,0,0,0,0,0,0,2,2026-02-03 21:38:08.984407
CLD,79.07,79.06,79.08,50000000.0,50000000.0,0,0,0,0,0,0,2,2026-02-03 21:38:08.984407
GGD,31.54,31.53,31.55,50000000.0,50000000.0,0,0,0,0,0,0,2,2026-02-03 21:38:08.984407
PNR,59.92,59.91,59.93,50000000.0,50000000.0,0,0,0,0,0,0,2,2026-02-03 21:38:08.984407
FSR,30.5,30.49,30.51,50000000.0,50000000.0,0,0,0,0,0,0,2,2026-02-03 21:38:08.984407
ATB,62.28,62.27,62.29,50000000.0,50000000.0,0,0,0,0,0,0,2,2026-02-03 21:38:08.984407
SPK,52.9,52.89,52.91,50000000.0,50000000.0,0,0,0,0,0,0,2,2026-02-03 21:38:08.984407
EEC,48.04,48.03,48.05,50000000.0,50000000.0,0,0,0,0,0,0,2,2026-02-03 21:38:08.984407
TGX,43.61,43.6,43.62,50000000.0,50000000.0,0,0,0,0,0,0,3,2026-02-03 21:38:10.051906
PHR,47.74,47.73,47.75,50000000.0,50000000.0,0,0,0,0,0,0,3,2026-02-03 21:38:10.051906
BYL,43.24,43.23,43.25,50000000.0,50000000.0,0,0,0,0,0,0,3,2026-02-03 21:38:10.051906
CLD,78.74,78.73,78.75,50000000.0,50000000.0,0,0,0,0,0,0,3,2026-02-03 21:38:10.051906
GGD,31.47,31.46,31.48,50000000.0,50000000.0,0,0,0,0,0,0,3,2026-02-03 21:38:10.051906
PNR,59.72,59.71,59.73,50000000.0,50000000.0,0,0,0,0,0,0,3,2026-02-03 21:38:10.051906
FSR,30.5,30.49,30.51,50000000.0,50000000.0,0,0,0,0,0,0,3,2026-02-03 21:38:10.051906
ATB,62.41,62.4,62.42,50000000.0,50000000.0,0,0,0,0,0,0,3,2026-02-03 21:38:10.051906
SPK,52.85,52.84,52.86,50000000.0,50000000.0,0,0,0,0,0,0,3,2026-02-03 21:38:10.051906
EEC,47.95,47.94,47.96,50000000.0,50000000.0,0,0,0,0,0,0,3,2026-02-03 21:38:10.051906
TGX,43.67,43.66,43.68,50000000.0,50000000.0,0,0,0,0,0,0,4,2026-02-03 21:38:11.083640
PHR,47.69,47.68,47.7,50000000.0,50000000.0,0,0,0,0,0,0,4,2026-02-03 21:38:11.083640
BYL,43.18,43.17,43.19,50000000.0,50000000.0,0,0,0,0,0,0,4,2026-02-03 21:38:11.083640
CLD,78.58,78.57,78.59,50000000.0,50000000.0,0,0,0,0,0,0,4,2026-02-03 21:38:11.083640
GGD,31.41,31.4,31.42,50000000.0,50000000.0,0,0,0,0,0,0,4,2026-02-03 21:38:11.083640
PNR,59.63,59.62,59.64,50000000.0,50000000.0,0,0,0,0,0,0,4,2026-02-03 21:38:11.083640
FSR,30.46,30.45,30.47,50000000.0,50000000.0,0,0,0,0,0,0,4,2026-02-03 21:38:11.083640
ATB,62.82,62.81,62.83,50000000.0,50000000.0,0,0,0,0,0,0,4,2026-02-03 21:38:11.083640
SPK,52.78,52.77,52.79,50000000.0,50000000.0,0,0,0,0,0,0,4,2026-02-03 21:38:11.083640
EEC,47.88,47.87,47.89,50000000.0,50000000.0,0,0,0,0,0,0,4,2026-02-03 21:38:11.083640
TGX,43.71,43.7,43.72,50000000.0,50000000.0,0,0,0,0,0,0,5,2026-02-03 21:38:12.115242
PHR,48.12,48.11,48.13,50000000.0,50000000.0,0,0,0,0,0,0,5,2026-02-03 21:38:12.115242
BYL,43.31,43.3,43.32,50000000.0,50000000.0,0,0,0,0,0,0,5,2026-02-03 21:38:12.115242
CLD,78.9,78.89,78.91,50000000.0,50000000.0,0,0,0,0,0,0,5,2026-02-03 21:38:12.115242
GGD,31.41,31.4,31.42,50000000.0,50000000.0,0,0,0,0,0,0,5,2026-02-03 21:38:12.115242
PNR,59.79,59.78,59.8,50000000.0,50000000.0,0,0,0,0,0,0,5,2026-02-03 21:38:12.115242
FSR,30.51,30.5,30.52,50000000.0,50000000.0,0,0,0,0,0,0,5,2026-02-03 21:38:12.115242
ATB,62.88,62.87,62.89,50000000.0,50000000.0,0,0,0,0,0,0,5,2026-02-03 21:38:12.115242
SPK,52.73,52.72,52.74,50000000.0,50000000.0,0,0,0,0,0,0,5,2026-02-03 21:38:12.115242
EEC,47.89,47.88,47.9,50000000.0,50000000.0,0,0,0,0,0,0,5,2026-02-03 21:38:12.115242
TGX,43.74,43.73,43.75,50000000.0,50000000.0,0,0,0,0,0,0,6,2026-02-03 21:38:13.153621
PHR,48.04,48.03,48.05,50000000.0,50000000.0,0,0,0,0,0,0,6,2026-02-03 21:38:13.153621
BYL,43.31,43.3,43.32,50000000.0,50000000.0,0,0,0,0,0,0,6,2026-02-03 21:38:13.153621
CLD,78.89,78.88,78.9,50000000.0,50000000.0,0,0,0,0,0,0,6,2026-02-03 21:38:13.153621
GGD,31.41,31.4,31.42,50000000.0,50000000.0,0,0,0,0,0,0,6,2026-02-03 21:38:13.153621
PNR,59.71,59.7,59.72,50000000.0,50000000.0,0,0,0,0,0,0,6,2026-02-03 21:38:13.153621
FSR,30.5,30.49,30.51,50000000.0,50000000.0,0,0,0,0,0,0,6,2026-02-03 21:38:13.153621
ATB,62.6,62.59,62.61,50000000.0,50000000.0,0,0,0,0,0,0,6,2026-02-03 21:38:13.153621
SPK,52.72,52.71,52.73,50000000.0,50000000.0,0,0,0,0,0,0,6,2026-02-03 21:38:13.153621
EEC,47.88,47.87,47.89,50000000.0,50000000.0,0,0,0,0,0,0,6,2026-02-03 21:38:13.153621
TGX,43.71,43.7,43.72,50000000.0,50000000.0,0,0,0,0,0,0,7,2026-02-03 21:38:14.186664
PHR,48.06,48.05,48.07,50000000.0,50000000.0,0,0,0,0,0,0,7,2026-02-03 21:38:14.186664
BYL,43.38,43.37,43.39,50000000.0,50000000.0,0,0,0,0,0,0,7,2026-02-03 21:38:14.186664
CLD,79.08,79.07,79.09,50000000.0,50000000.0,0,0,0,0,0,0,7,2026-02-03 21:38:14.186664
GGD,31.39,31.38,31.4,50000000.0,50000000.0,0,0,0,0,0,0,7,2026-02-03 21:38:14.186664
PNR,59.84,59.83,59.85,50000000.0,50000000.0,0,0,0,0,0,0,7,2026-02-03 21:38:14.186664
FSR,30.46,30.45,30.47,50000000.0,50000000.0,0,0,0,0,0,0,7,2026-02-03 21:38:14.186664
ATB,62.75,62.74,62.76,50000000.0,50000000.0,0,0,0,0,0,0,7,2026-02-03 21:38:14.186664
SPK,52.65,52.64,52.66,50000000.0,50000000.0,0,0,0,0,0,0,7,2026-02-03 21:38:14.186664
EEC,47.59,47.58,47.6,50000000.0,50000000.0,0,0,0,0,0,0,7,2026-02-03 21:38:14.186664
TGX,43.68,43.67,43.69,50000000.0,50000000.0,0,0,0,0,0,0,8,2026-02-03 21:38:15.219900
PHR,48.25,48.24,48.26,50000000.0,50000000.0,0,0,0,0,0,0,8,2026-02-03 21:38:15.219900
BYL,43.47,43.46,43.48,50000000.0,50000000.0,0,0,0,0,0,0,8,2026-02-03 21:38:15.219900
CLD,79.32,79.31,79.33,50000000.0,50000000.0,0,0,0,0,0,0,8,2026-02-03 21:38:15.219900
GGD,31.45,31.44,31.46,50000000.0,50000000.0,0,0,0,0,0,0,8,2026-02-03 21:38:15.219900
PNR,59.75,59.74,59.76,50000000.0,50000000.0,0,0,0,0,0,0,8,2026-02-03 21:38:15.219900
FSR,30.5,30.49,30.51,50000000.0,50000000.0,0,0,0,0,0,0,8,2026-02-03 21:38:15.219900
ATB,63.05,63.04,63.06,50000000.0,50000000.0,0,0,0,0,0,0,8,2026-02-03 21:38:15.219900
SPK,52.86,52.85,52.87,50000000.0,50000000.0,0,0,0,0,0,0,8,2026-02-03 21:38:15.219900
EEC,47.7,47.69,47.71,50000000.0,50000000.0,0,0,0,0,0,0,8,2026-02-03 21:38:15.219900
TGX,43.77,43.76,43.78,50000000.0,50000000.0,0,0,0,0,0,0,9,2026-02-03 21:38:16.252022
PHR,48.33,48.32,48.34,50000000.0,50000000.0,0,0,0,0,0,0,9,2026-02-03 21:38:16.252022
BYL,43.71,43.7,43.72,50000000.0,50000000.0,0,0,0,0,0,0,9,2026-02-03 21:38:16.252022
CLD,79.92,79.91,79.93,50000000.0,50000000.0,0,0,0,0,0,0,9,2026-02-03 21:38:16.252022
GGD,31.46,31.45,31.47,50000000.0,50000000.0,0,0,0,0,0,0,9,2026-02-03 21:38:16.252022
PNR,59.57,59.56,59.58,50000000.0,50000000.0,0,0,0,0,0,0,9,2026-02-03 21:38:16.252022
FSR,30.53,30.52,30.54,50000000.0,50000000.0,0,0,0,0,0,0,9,2026-02-03 21:38:16.252022
ATB,63.38,63.37,63.39,50000000.0,50000000.0,0,0,0,0,0,0,9,2026-02-03 21:38:16.252022
SPK,52.88,52.87,52.89,50000000.0,50000000.0,0,0,0,0,0,0,9,2026-02-03 21:38:16.252022
EEC,47.67,47.66,47.68,50000000.0,50000000.0,0,0,0,0,0,0,9,2026-02-03 21:38:16.252022
TGX,43.71,43.7,43.72,50000000.0,50000000.0,0,0,0,0,0,0,10,2026-02-03 21:38:17.286231
PHR,48.1,48.09,48.11,50000000.0,50000000.0,0,0,0,0,0,0,10,2026-02-03 21:38:17.286231
BYL,43.73,43.72,43.74,50000000.0,50000000.0,0,0,0,0,0,0,10,2026-02-03 21:38:17.286231
CLD,80.01,80.0,80.02,50000000.0,50000000.0,0,0,0,0,0,0,10,2026-02-03 21:38:17.286231
GGD,31.47,31.46,31.48,50000000.0,50000000.0,0,0,0,0,0,0,10,2026-02-03 21:38:17.286231
PNR,59.54,59.53,59.55,50000000.0,50000000.0,0,0,0,0,0,0,10,2026-02-03 21:38:17.286231
FSR,30.54,30.53,30.55,50000000.0,50000000.0,0,0,0,0,0,0,10,2026-02-03 21:38:17.286231
ATB,63.42,63.41,63.43,50000000.0,50000000.0,0,0,0,0,0,0,10,2026-02-03 21:38:17.286231
SPK,52.86,52.85,52.87,50000000.0,50000000.0,0,0,0,0,0,0,10,2026-02-03 21:38:17.286231
EEC,47.66,47.65,47.67,50000000.0,50000000.0,0,0,0,0,0,0,10,2026-02-03 21:38:17.286231
TGX,43.69,43.68,43.7,50000000.0,50000000.0,0,0,0,0,0,0,11,2026-02-03 21:38:18.316839
PHR,48.0,47.99,48.01,50000000.0,50000000.0,0,0,0,0,0,0,11,2026-02-03 21:38:18.316839
BYL,43.76,43.75,43.77,50000000.0,50000000.0,0,0,0,0,0,0,11,2026-02-03 21:38:18.316839
CLD,80.07,80.06,80.08,50000000.0,50000000.0,0,0,0,0,0,0,11,2026-02-03 21:38:18.316839
GGD,31.39,31.38,31.4,50000000.0,50000000.0,0,0,0,0,0,0,11,2026-02-03 21:38:18.316839
PNR,59.37,59.36,59.38,50000000.0,50000000.0,0,0,0,0,0,0,11,2026-02-03 21:38:18.316839
FSR,30.52,30.51,30.53,50000000.0,50000000.0,0,0,0,0,0,0,11,2026-02-03 21:38:18.316839
ATB,63.59,63.58,63.6,50000000.0,50000000.0,0,0,0,0,0,0,11,2026-02-03 21:38:18.316839
SPK,52.68,52.67,52.69,50000000.0,50000000.0,0,0,0,0,0,0,11,2026-02-03 21:38:18.316839
EEC,47.43,47.42,47.44,50000000.0,50000000.0,0,0,0,0,0,0,11,2026-02-03 21:38:18.316839
TGX,43.71,43.7,43.72,50000000.0,50000000.0,0,0,0,0,0,0,12,2026-02-03 21:38:19.349593
PHR,48.12,48.11,48.13,50000000.0,50000000.0,0,0,0,0,0,0,12,2026-02-03 21:38:19.349593
BYL,43.84,43.83,43.85,50000000.0,50000000.0,0,0,0,0,0,0,12,2026-02-03 21:38:19.349593
CLD,80.26,80.25,80.27,50000000.0,50000000.0,0,0,0,0,0,0,12,2026-02-03 21:38:19.349593
GGD,31.41,31.4,31.42,50000000.0,50000000.0,0,0,0,0,0,0,12,2026-02-03 21:38:19.349593
PNR,59.37,59.36,59.38,50000000.0,50000000.0,0,0,0,0,0,0,12,2026-02-03 21:38:19.349593
FSR,30.55,30.54,30.56,50000000.0,50000000.0,0,0,0,0,0,0,12,2026-02-03 21:38:19.349593
ATB,63.3,63.29,63.31,50000000.0,50000000.0,0,0,0,0,0,0,12,2026-02-03 21:38:19.349593
SPK,52.71,52.7,52.72,50000000.0,50000000.0,0,0,0,0,0,0,12,2026-02-03 21:38:19.349593
EEC,47.51,47.5,47.52,50000000.0,50000000.0,0,0,0,0,0,0,12,2026-02-03 21:38:19.349593
TGX,43.79,43.78,43.8,50000000.0,50000000.0,0,0,0,0,0,0,13,2026-02-03 21:38:20.382219
PHR,47.99,47.98,48.0,50000000.0,50000000.0,0,0,0,0,0,0,13,2026-02-03 21:38:20.382219
BYL,43.95,43.94,43.96,50000000.0,50000000.0,0,0,0,0,0,0,13,2026-02-03 21:38:20.382219
CLD,80.49,80.48,80.5,50000000.0,50000000.0,0,0,0,0,0,0,13,2026-02-03 21:38:20.382219
GGD,31.37,31.36,31.38,50000000.0,50000000.0,0,0,0,0,0,0,13,2026-02-03 21:38:20.382219
PNR,59.56,59.55,59.57,50000000.0,50000000.0,0,0,0,0,0,0,13,2026-02-03 21:38:20.382219
FSR,30.55,30.54,30.56,50000000.0,50000000.0,0,0,0,0,0,0,13,2026-02-03 21:38:20.382219
ATB,63.42,63.41,63.43,50000000.0,50000000.0,0,0,0,0,0,0,13,2026-02-03 21:38:20.382219
SPK,52.93,52.92,52.94,50000000.0,50000000.0,0,0,0,0,0,0,13,2026-02-03 21:38:20.382219
EEC,47.83,47.82,47.84,50000000.0,50000000.0,0,0,0,0,0,0,13,2026-02-03 21:38:20.382219
TGX,43.85,43.84,43.86,50000000.0,50000000.0,0,0,0,0,0,0,14,2026-02-03 21:38:21.414365
PHR,47.96,47.95,47.97,50000000.0,50000000.0,0,0,0,0,0,0,14,2026-02-03 21:38:21.414365
BYL,43.86,43.85,43.87,50000000.0,50000000.0,0,0,0,0,0,0,14,2026-02-03 21:38:21.414365
CLD,80.35,80.34,80.36,50000000.0,50000000.0,0,0,0,0,0,0,14,2026-02-03 21:38:21.414365
GGD,31.35,31.34,31.36,50000000.0,50000000.0,0,0,0,0,0,0,14,2026-02-03 21:38:21.414365
PNR,59.51,59.5,59.52,50000000.0,50000000.0,0,0,0,0,0,0,14,2026-02-03 21:38:21.414365
FSR,30.6,30.59,30.61,50000000.0,50000000.0,0,0,0,0,0,0,14,2026-02-03 21:38:21.414365
ATB,63.01,63.0,63.02,50000000.0,50000000.0,0,0,0,0,0,0,14,2026-02-03 21:38:21.414365
SPK,52.83,52.82,52.84,50000000.0,50000000.0,0,0,0,0,0,0,14,2026-02-03 21:38:21.414365
EEC,47.64,47.63,47.65,50000000.0,50000000.0,0,0,0,0,0,0,14,2026-02-03 21:38:21.414365
TGX,43.79,43.78,43.8,50000000.0,50000000.0,0,0,0,0,0,0,15,2026-02-03 21:38:21.945039
PHR,48.27,48.26,48.28,50000000.0,50000000.0,0,0,0,0,0,0,15,2026-02-03 21:38:21.945039
BYL,43.8,43.79,43.81,50000000.0,50000000.0,0,0,0,0,0,0,15,2026-02-03 21:38:21.945039
CLD,80.25,80.24,80.26,50000000.0,50000000.0,0,0,0,0,0,0,15,2026-02-03 21:38:21.945039
GGD,31.37,31.36,31.38,50000000.0,50000000.0,0,0,0,0,0,0,15,2026-02-03 21:38:21.945039
PNR,59.43,59.42,59.44,50000000.0,50000000.0,0,0,0,0,0,0,15,2026-02-03 21:38:21.945039
FSR,30.56,30.55,30.57,50000000.0,50000000.0,0,0,0,0,0,0,15,2026-02-03 21:38:21.945039
ATB,62.88,62.87,62.89,50000000.0,50000000.0,0,0,0,0,0,0,15,2026-02-03 21:38:21.945039
SPK,52.82,52.81,52.83,50000000.0,50000000.0,0,0,0,0,0,0,15,2026-02-03 21:38:21.945039
EEC,47.64,47.63,47.65,50000000.0,50000000.0,0,0,0,0,0,0,15,2026-02-03 21:38:21.945039
TGX,43.77,43.76,43.78,50000000.0,50000000.0,0,0,0,0,0,0,16,2026-02-03 21:38:22.989877
PHR,48.4,48.39,48.41,50000000.0,50000000.0,0,0,0,0,0,0,16,2026-02-03 21:38:22.989877
BYL,43.78,43.77,43.79,50000000.0,50000000.0,0,0,0,0,0,0,16,2026-02-03 21:38:22.989877
CLD,80.22,80.21,80.23,50000000.0,50000000.0,0,0,0,0,0,0,16,2026-02-03 21:38:22.989877
GGD,31.38,31.37,31.39,50000000.0,50000000.0,0,0,0,0,0,0,16,2026-02-03 21:38:22.989877
PNR,59.36,59.35,59.37,50000000.0,50000000.0,0,0,0,0,0,0,16,2026-02-03 21:38:22.989877
FSR,30.59,30.58,30.6,50000000.0,50000000.0,0,0,0,0,0,0,16,2026-02-03 21:38:22.989877
ATB,62.89,62.88,62.9,50000000.0,50000000.0,0,0,0,0,0,0,16,2026-02-03 21:38:22.989877
SPK,52.82,52.81,52.83,50000000.0,50000000.0,0,0,0,0,0,0,16,2026-02-03 21:38:22.989877
EEC,47.56,47.55,47.57,50000000.0,50000000.0,0,0,0,0,0,0,16,2026-02-03 21:38:22.989877
TGX,43.71,43.7,43.72,50000000.0,50000000.0,0,0,0,0,0,0,17,2026-02-03 21:38:24.032989
PHR,48.56,48.55,48.57,50000000.0,50000000.0,0,0,0,0,0,0,17,2026-02-03 21:38:24.032989
BYL,43.98,43.97,43.99,50000000.0,50000000.0,0,0,0,0,0,0,17,2026-02-03 21:38:24.032989
CLD,80.69,80.68,80.7,50000000.0,50000000.0,0,0,0,0,0,0,17,2026-02-03 21:38:24.032989
GGD,31.35,31.34,31.36,50000000.0,50000000.0,0,0,0,0,0,0,17,2026-02-03 21:38:24.032989
PNR,59.32,59.31,59.33,50000000.0,50000000.0,0,0,0,0,0,0,17,2026-02-03 21:38:24.032989
FSR,30.59,30.58,30.6,50000000.0,50000000.0,0,0,0,0,0,0,17,2026-02-03 21:38:24.032989
ATB,63.13,63.12,63.14,50000000.0,50000000.0,0,0,0,0,0,0,17,2026-02-03 21:38:24.032989
SPK,52.77,52.76,52.78,50000000.0,50000000.0,0,0,0,0,0,0,17,2026-02-03 21:38:24.032989
EEC,47.56,47.55,47.57,50000000.0,50000000.0,0,0,0,0,0,0,17,2026-02-03 21:38:24.032989
TGX,43.67,43.66,43.68,50000000.0,50000000.0,0,0,0,0,0,0,18,2026-02-03 21:38:25.066569
PHR,48.61,48.6,48.62,50000000.0,50000000.0,0,0,0,0,0,0,18,2026-02-03 21:38:25.066569
BYL,43.88,43.87,43.89,50000000.0,50000000.0,0,0,0,0,0,0,18,2026-02-03 21:38:25.066569
CLD,80.4,80.39,80.41,50000000.0,50000000.0,0,0,0,0,0,0,18,2026-02-03 21:38:25.066569
GGD,31.36,31.35,31.37,50000000.0,50000000.0,0,0,0,0,0,0,18,2026-02-03 21:38:25.066569
PNR,59.24,59.23,59.25,50000000.0,50000000.0,0,0,0,0,0,0,18,2026-02-03 21:38:25.066569
FSR,30.62,30.61,30.63,50000000.0,50000000.0,0,0,0,0,0,0,18,2026-02-03 21:38:25.066569
ATB,62.98,62.97,62.99,50000000.0,50000000.0,0,0,0,0,0,0,18,2026-02-03 21:38:25.066569
SPK,52.89,52.88,52.9,50000000.0,50000000.0,0,0,0,0,0,0,18,2026-02-03 21:38:25.066569
EEC,47.65,47.64,47.66,50000000.0,50000000.0,0,0,0,0,0,0,18,2026-02-03 21:38:25.066569
TGX,43.67,43.66,43.68,50000000.0,50000000.0,0,0,0,0,0,0,19,2026-02-03 21:38:26.097630
PHR,48.53,48.52,48.54,50000000.0,50000000.0,0,0,0,0,0,0,19,2026-02-03 21:38:26.097630
BYL,44.16,44.15,44.17,50000000.0,50000000.0,0,0,0,0,0,0,19,2026-02-03 21:38:26.097630
CLD,81.03,81.02,81.04,50000000.0,50000000.0,0,0,0,0,0,0,19,2026-02-03 21:38:26.097630
GGD,31.36,31.35,31.37,50000000.0,50000000.0,0,0,0,0,0,0,19,2026-02-03 21:38:26.097630
PNR,59.19,59.18,59.2,50000000.0,50000000.0,0,0,0,0,0,0,19,2026-02-03 21:38:26.097630
FSR,30.67,30.66,30.68,50000000.0,50000000.0,0,0,0,0,0,0,19,2026-02-03 21:38:26.097630
ATB,62.4,62.39,62.41,50000000.0,50000000.0,0,0,0,0,0,0,19,2026-02-03 21:38:26.097630
SPK,52.94,52.93,52.95,50000000.0,50000000.0,0,0,0,0,0,0,19,2026-02-03 21:38:26.097630
EEC,47.82,47.81,47.83,50000000.0,50000000.0,0,0,0,0,0,0,19,2026-02-03 21:38:26.097630
TGX,43.64,43.63,43.65,50000000.0,50000000.0,0,0,0,0,0,0,20,2026-02-03 21:38:27.127850
PHR,48.69,48.68,48.7,50000000.0,50000000.0,0,0,0,0,0,0,20,2026-02-03 21:38:27.127850
BYL,43.9,43.89,43.91,50000000.0,50000000.0,0,0,0,0,0,0,20,2026-02-03 21:38:27.127850
CLD,80.44,80.43,80.45,50000000.0,50000000.0,0,0,0,0,0,0,20,2026-02-03 21:38:27.127850
GGD,31.35,31.34,31.36,50000000.0,50000000.0,0,0,0,0,0,0,20,2026-02-03 21:38:27.127850
PNR,59.36,59.35,59.37,50000000.0,50000000.0,0,0,0,0,0,0,20,2026-02-03 21:38:27.127850
FSR,30.7,30.69,30.71,50000000.0,50000000.0,0,0,0,0,0,0,20,2026-02-03 21:38:27.127850
ATB,62.35,62.34,62.36,50000000.0,50000000.0,0,0,0,0,0,0,20,2026-02-03 21:38:27.127850
SPK,52.88,52.87,52.89,50000000.0,50000000.0,0,0,0,0,0,0,20,2026-02-03 21:38:27.127850
EEC,47.65,47.64,47.66,50000000.0,50000000.0,0,0,0,0,0,0,20,2026-02-03 21:38:27.127850
TGX,43.71,43.7,43.72,50000000.0,50000000.0,0,0,0,0,0,0,21,2026-02-03 21:38:28.159729,2.0,1.0,20.0,D4-FSR/ATB,State Banking Regulators Provide Clearance,Key state banking departments approve transaction across all relevant jurisdictions.
PHR,48.65,48.64,48.66,50000000.0,50000000.0,0,0,0,0,0,0,21,2026-02-03 21:38:28.159729,,,,,,
BYL,43.92,43.91,43.93,50000000.0,50000000.0,0,0,0,0,0,0,21,2026-02-03 21:38:28.159729,,,,,,
CLD,80.45,80.44,80.46,50000000.0,50000000.0,0,0,0,0,0,0,21,2026-02-03 21:38:28.159729,,,,,,
GGD,31.37,31.36,31.38,50000000.0,50000000.0,0,0,0,0,0,0,21,2026-02-03 21:38:28.159729,,,,,,
PNR,59.41,59.4,59.42,50000000.0,50000000.0,0,0,0,0,0,0,21,2026-02-03 21:38:28.159729,,,,,,
FSR,30.67,30.66,30.68,50000000.0,50000000.0,0,0,0,0,0,0,21,2026-02-03 21:38:28.159729,,,,,,
ATB,62.32,62.31,62.33,50000000.0,50000000.0,0,0,0,0,0,0,21,2026-02-03 21:38:28.159729,,,,,,
SPK,52.66,52.65,52.67,50000000.0,50000000.0,0,0,0,0,0,0,21,2026-02-03 21:38:28.159729,,,,,,
EEC,47.47,47.46,47.48,50000000.0,50000000.0,0,0,0,0,0,0,21,2026-02-03 21:38:28.159729,,,,,,
TGX,43.65,43.64,43.66,50000000.0,50000000.0,0,0,0,0,0,0,22,2026-02-03 21:38:29.197519
PHR,48.56,48.55,48.57,50000000.0,50000000.0,0,0,0,0,0,0,22,2026-02-03 21:38:29.197519
BYL,43.91,43.9,43.92,50000000.0,50000000.0,0,0,0,0,0,0,22,2026-02-03 21:38:29.197519
CLD,80.37,80.36,80.38,50000000.0,50000000.0,0,0,0,0,0,0,22,2026-02-03 21:38:29.197519
GGD,31.34,31.33,31.35,50000000.0,50000000.0,0,0,0,0,0,0,22,2026-02-03 21:38:29.197519
PNR,59.44,59.43,59.45,50000000.0,50000000.0,0,0,0,0,0,0,22,2026-02-03 21:38:29.197519
FSR,30.76,30.75,30.77,50000000.0,50000000.0,0,0,0,0,0,0,22,2026-02-03 21:38:29.197519
ATB,62.46,62.45,62.47,50000000.0,50000000.0,0,0,0,0,0,0,22,2026-02-03 21:38:29.197519
SPK,52.77,52.76,52.78,50000000.0,50000000.0,0,0,0,0,0,0,22,2026-02-03 21:38:29.197519
EEC,47.66,47.65,47.67,50000000.0,50000000.0,0,0,0,0,0,0,22,2026-02-03 21:38:29.197519
TGX,43.68,43.67,43.69,50000000.0,50000000.0,0,0,0,0,0,0,23,2026-02-03 21:38:30.227769
PHR,48.38,48.37,48.39,50000000.0,50000000.0,0,0,0,0,0,0,23,2026-02-03 21:38:30.227769
BYL,43.95,43.94,43.96,50000000.0,50000000.0,0,0,0,0,0,0,23,2026-02-03 21:38:30.227769
