ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_CITY-3,BUY_LUIS-1,BUY_COLA-6,BUY_UOTA-1,SELL_GIOT-1,SELL_OTWA-1,SELL_UEBR-2,SELL_LUIS-1,BUY_GIOT-1,BUY_DUBL-6,SELL_UOTA-1,BUY_OTWA-1,BUY_UEBR-2,BUY_CITY-3,tick,timestamp
CLD,80.45,80.44,80.46,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 13:19:38.717144
GGD,31.58,31.57,31.59,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 13:19:38.717144
PNR,60.24,60.23,60.25,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 13:19:38.717144
FSR,30.52,30.51,30.53,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 13:19:38.717144
ATB,62.48,62.47,62.49,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 13:19:38.717144
SPK,52.6,52.59,52.61,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 13:19:38.717144
EEC,47.59,47.58,47.6,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 13:19:38.717144
TGX,43.69,43.68,43.7,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 13:19:39.768924
PHR,47.68,47.67,47.69,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 13:19:39.768924
BYL,44.56,44.55,44.57,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 13:19:39.768924
CLD,81.92,81.91,81.93,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 13:19:39.768924
GGD,31.66,31.65,31.67,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 13:19:39.768924
PNR,60.22,60.21,60.23,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 13:19:39.768924
FSR,30.55,30.54,30.56,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 13:19:39.768924
ATB,62.4,62.39,62.41,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 13:19:39.768924
SPK,52.44,52.43,52.45,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 13:19:39.768924
EEC,47.33,47.32,47.34,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 13:19:39.768924
TGX,43.75,43.74,43.76,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 13:19:40.825951
PHR,47.34,47.33,47.35,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 13:19:40.825951
BYL,44.84,44.83,44.85,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 13:19:40.825951
CLD,82.51,82.5,82.52,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 13:19:40.825951
GGD,31.59,31.58,31.6,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 13:19:40.825951
PNR,60.07,60.06,60.08,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 13:19:40.825951
FSR,30.5,30.49,30.51,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 13:19:40.825951
ATB,62.51,62.5,62.52,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 13:19:40.825951
SPK,52.52,52.51,52.53,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 13:19:40.825951
EEC,47.51,47.5,47.52,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 13:19:40.825951
TGX,43.8,43.79,43.81,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 13:19:41.428717
PHR,47.35,47.34,47.36,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 13:19:41.428717
BYL,44.92,44.91,44.93,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 13:19:41.428717
CLD,82.62,82.61,82.63,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 13:19:41.428717
GGD,31.5,31.49,31.51,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 13:19:41.428717
PNR,59.77,59.76,59.78,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 13:19:41.428717
FSR,30.54,30.53,30.55,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 13:19:41.428717
ATB,62.15,62.14,62.16,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 13:19:41.428717
SPK,52.68,52.67,52.69,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 13:19:41.428717
EEC,47.75,47.74,47.76,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 13:19:41.428717
TGX,43.76,43.75,43.77,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 13:19:42.502063
PHR,47.29,47.28,47.3,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 13:19:42.502063
BYL,45.22,45.21,45.23,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 13:19:42.502063
CLD,83.26,83.25,83.27,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 13:19:42.502063
GGD,31.5,31.49,31.51,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 13:19:42.502063
PNR,59.88,59.87,59.89,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 13:19:42.502063
FSR,30.55,30.54,30.56,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 13:19:42.502063
ATB,62.09,62.08,62.1,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 13:19:42.502063
SPK,52.94,52.93,52.95,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 13:19:42.502063
EEC,48.2,48.19,48.21,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 13:19:42.502063
TGX,43.76,43.75,43.77,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 13:19:43.544913
PHR,47.12,47.11,47.13,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 13:19:43.544913
BYL,45.06,45.05,45.07,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 13:19:43.544913
CLD,82.9,82.89,82.91,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 13:19:43.544913
GGD,31.49,31.48,31.5,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 13:19:43.544913
PNR,59.84,59.83,59.85,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 13:19:43.544913
FSR,30.5,30.49,30.51,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 13:19:43.544913
ATB,62.71,62.7,62.72,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 13:19:43.544913
SPK,53.08,53.07,53.09,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 13:19:43.544913
EEC,48.47,48.46,48.48,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 13:19:43.544913
TGX,43.78,43.77,43.79,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 13:19:44.578677
PHR,46.91,46.9,46.92,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 13:19:44.578677
BYL,44.7,44.69,44.71,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 13:19:44.578677
CLD,82.03,82.02,82.04,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 13:19:44.578677
GGD,31.53,31.52,31.54,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 13:19:44.578677
PNR,59.92,59.91,59.93,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 13:19:44.578677
FSR,30.5,30.49,30.51,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 13:19:44.578677
ATB,63.0,62.99,63.01,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 13:19:44.578677
SPK,53.16,53.15,53.17,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 13:19:44.578677
EEC,48.57,48.56,48.58,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 13:19:44.578677
TGX,43.78,43.77,43.79,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 13:19:45.613183
PHR,47.29,47.28,47.3,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 13:19:45.613183
BYL,44.87,44.86,44.88,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 13:19:45.613183
CLD,82.48,82.47,82.49,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 13:19:45.613183
GGD,31.55,31.54,31.56,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 13:19:45.613183
PNR,59.85,59.84,59.86,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 13:19:45.613183
FSR,30.5,30.49,30.51,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 13:19:45.613183
ATB,62.83,62.82,62.84,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 13:19:45.613183
SPK,53.24,53.23,53.25,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 13:19:45.613183
EEC,48.8,48.79,48.81,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 13:19:45.613183
TGX,43.79,43.78,43.8,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 13:19:46.662417
PHR,47.21,47.2,47.22,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 13:19:46.662417
BYL,44.58,44.57,44.59,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 13:19:46.662417
CLD,81.84,81.83,81.85,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 13:19:46.662417
GGD,31.54,31.53,31.55,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 13:19:46.662417
PNR,59.9,59.89,59.91,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 13:19:46.662417
FSR,30.47,30.46,30.48,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 13:19:46.662417
ATB,62.36,62.35,62.37,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 13:19:46.662417
SPK,52.85,52.84,52.86,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 13:19:46.662417
EEC,48.16,48.15,48.17,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 13:19:46.662417
TGX,43.76,43.75,43.77,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 13:19:47.706191
PHR,47.16,47.15,47.17,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 13:19:47.706191
BYL,44.25,44.24,44.26,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 13:19:47.706191
CLD,81.03,81.02,81.04,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 13:19:47.706191
GGD,31.61,31.6,31.62,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 13:19:47.706191
PNR,59.89,59.88,59.9,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 13:19:47.706191
FSR,30.47,30.46,30.48,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 13:19:47.706191
ATB,62.34,62.33,62.35,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 13:19:47.706191
SPK,53.15,53.14,53.16,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 13:19:47.706191
EEC,48.62,48.61,48.63,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 13:19:47.706191
TGX,43.76,43.75,43.77,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 13:19:48.760926
PHR,47.38,47.37,47.39,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 13:19:48.760926
BYL,44.07,44.06,44.08,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 13:19:48.760926
CLD,80.57,80.56,80.58,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 13:19:48.760926
GGD,31.71,31.7,31.72,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 13:19:48.760926
PNR,59.85,59.84,59.86,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 13:19:48.760926
FSR,30.48,30.47,30.49,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 13:19:48.760926
ATB,61.35,61.34,61.36,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 13:19:48.760926
SPK,52.82,52.81,52.83,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 13:19:48.760926
EEC,47.98,47.97,47.99,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 13:19:48.760926
TGX,43.73,43.72,43.74,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 13:19:49.802090
PHR,47.41,47.4,47.42,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 13:19:49.802090
BYL,44.23,44.22,44.24,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 13:19:49.802090
CLD,80.97,80.96,80.98,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 13:19:49.802090
GGD,31.67,31.66,31.68,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 13:19:49.802090
PNR,59.95,59.94,59.96,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 13:19:49.802090
FSR,30.46,30.45,30.47,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 13:19:49.802090
ATB,61.06,61.05,61.07,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 13:19:49.802090
SPK,53.13,53.12,53.14,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 13:19:49.802090
EEC,48.59,48.58,48.6,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 13:19:49.802090
TGX,43.76,43.75,43.77,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 13:19:50.845527
PHR,47.59,47.58,47.6,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 13:19:50.845527
BYL,44.4,44.39,44.41,50000000.0,50000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 13:19:50.845527
