ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_ZUAI-5,SELL_ZUAI-5,SELL_WRSW-6,BUY_WRSW-6,tick,timestamp
PHR,48.62,48.61,48.63,50000000.0,50000000.0,0,0,0,0,13,2026-02-03 08:01:11.791397
BYL,43.69,43.68,43.7,50000000.0,50000000.0,0,0,0,0,13,2026-02-03 08:01:11.791397
CLD,79.48,79.47,79.49,50000000.0,50000000.0,0,0,0,0,13,2026-02-03 08:01:11.791397
GGD,31.23,31.22,31.24,50000000.0,50000000.0,0,0,0,0,13,2026-02-03 08:01:11.791397
PNR,58.56,58.55,58.57,50000000.0,50000000.0,0,0,0,0,13,2026-02-03 08:01:11.791397
FSR,30.16,30.15,30.17,50000000.0,50000000.0,0,0,0,0,13,2026-02-03 08:01:11.791397
ATB,59.69,59.68,59.7,50000000.0,50000000.0,0,0,0,0,13,2026-02-03 08:01:11.791397
SPK,53.12,53.11,53.13,50000000.0,50000000.0,0,0,0,0,13,2026-02-03 08:01:11.791397
EEC,48.59,48.58,48.6,50000000.0,50000000.0,0,0,0,0,13,2026-02-03 08:01:11.791397
TGX,43.77,43.76,43.78,50000000.0,50000000.0,0,0,0,0,14,2026-02-03 08:01:12.833110
PHR,47.97,47.96,47.98,50000000.0,50000000.0,0,0,0,0,14,2026-02-03 08:01:12.833110
BYL,43.47,43.46,43.48,50000000.0,50000000.0,0,0,0,0,14,2026-02-03 08:01:12.833110
CLD,78.99,78.98,79.0,50000000.0,50000000.0,0,0,0,0,14,2026-02-03 08:01:12.833110
GGD,31.25,31.24,31.26,50000000.0,50000000.0,0,0,0,0,14,2026-02-03 08:01:12.833110
PNR,58.31,58.3,58.32,50000000.0,50000000.0,0,0,0,0,14,2026-02-03 08:01:12.833110
FSR,30.19,30.18,30.2,50000000.0,50000000.0,0,0,0,0,14,2026-02-03 08:01:12.833110
ATB,59.62,59.61,59.63,50000000.0,50000000.0,0,0,0,0,14,2026-02-03 08:01:12.833110
SPK,53.09,53.08,53.1,50000000.0,50000000.0,0,0,0,0,14,2026-02-03 08:01:12.833110
EEC,48.52,48.51,48.53,50000000.0,50000000.0,0,0,0,0,14,2026-02-03 08:01:12.833110
TGX,43.79,43.78,43.8,50000000.0,50000000.0,0,0,0,0,15,2026-02-03 08:01:13.884520
PHR,47.71,47.7,47.72,50000000.0,50000000.0,0,0,0,0,15,2026-02-03 08:01:13.884520
BYL,43.24,43.23,43.25,50000000.0,50000000.0,0,0,0,0,15,2026-02-03 08:01:13.884520
CLD,78.5,78.49,78.51,50000000.0,50000000.0,0,0,0,0,15,2026-02-03 08:01:13.884520
GGD,31.28,31.27,31.29,50000000.0,50000000.0,0,0,0,0,15,2026-02-03 08:01:13.884520
PNR,58.38,58.37,58.39,50000000.0,50000000.0,0,0,0,0,15,2026-02-03 08:01:13.884520
FSR,30.19,30.18,30.2,50000000.0,50000000.0,0,0,0,0,15,2026-02-03 08:01:13.884520
ATB,59.75,59.74,59.76,50000000.0,50000000.0,0,0,0,0,15,2026-02-03 08:01:13.884520
SPK,53.07,53.06,53.08,50000000.0,50000000.0,0,0,0,0,15,2026-02-03 08:01:13.884520
EEC,48.42,48.41,48.43,50000000.0,50000000.0,0,0,0,0,15,2026-02-03 08:01:13.884520
TGX,43.83,43.82,43.84,50000000.0,50000000.0,0,0,0,0,16,2026-02-03 08:01:14.917525
PHR,47.89,47.88,47.9,50000000.0,50000000.0,0,0,0,0,16,2026-02-03 08:01:14.917525
BYL,43.31,43.3,43.32,50000000.0,50000000.0,0,0,0,0,16,2026-02-03 08:01:14.917525
CLD,78.86,78.85,78.87,50000000.0,50000000.0,0,0,0,0,16,2026-02-03 08:01:14.917525
GGD,31.28,31.27,31.29,50000000.0,50000000.0,0,0,0,0,16,2026-02-03 08:01:14.917525
PNR,58.41,58.4,58.42,50000000.0,50000000.0,0,0,0,0,16,2026-02-03 08:01:14.917525
FSR,30.16,30.15,30.17,50000000.0,50000000.0,0,0,0,0,16,2026-02-03 08:01:14.917525
ATB,59.63,59.62,59.64,50000000.0,50000000.0,0,0,0,0,16,2026-02-03 08:01:14.917525
SPK,52.96,52.95,52.97,50000000.0,50000000.0,0,0,0,0,16,2026-02-03 08:01:14.917525
EEC,48.23,48.22,48.24,50000000.0,50000000.0,0,0,0,0,16,2026-02-03 08:01:14.917525
TGX,43.86,43.85,43.87,50000000.0,50000000.0,0,0,0,0,17,2026-02-03 08:01:15.951998
PHR,47.1,47.09,47.11,50000000.0,50000000.0,0,0,0,0,17,2026-02-03 08:01:15.951998
BYL,43.29,43.28,43.3,50000000.0,50000000.0,0,0,0,0,17,2026-02-03 08:01:15.951998
CLD,78.8,78.79,78.81,50000000.0,50000000.0,0,0,0,0,17,2026-02-03 08:01:15.951998
GGD,31.24,31.23,31.25,50000000.0,50000000.0,0,0,0,0,17,2026-02-03 08:01:15.951998
PNR,58.14,58.13,58.15,50000000.0,50000000.0,0,0,0,0,17,2026-02-03 08:01:15.951998
FSR,30.19,30.18,30.2,50000000.0,50000000.0,0,0,0,0,17,2026-02-03 08:01:15.951998
ATB,60.12,60.11,60.13,50000000.0,50000000.0,0,0,0,0,17,2026-02-03 08:01:15.951998
SPK,52.89,52.88,52.9,50000000.0,50000000.0,0,0,0,0,17,2026-02-03 08:01:15.951998
EEC,48.06,48.05,48.07,50000000.0,50000000.0,0,0,0,0,17,2026-02-03 08:01:15.951998
TGX,43.88,43.87,43.89,50000000.0,50000000.0,0,0,0,0,18,2026-02-03 08:01:16.983873
PHR,47.65,47.64,47.66,50000000.0,50000000.0,0,0,0,0,18,2026-02-03 08:01:16.983873
BYL,43.48,43.47,43.49,50000000.0,50000000.0,0,0,0,0,18,2026-02-03 08:01:16.983873
CLD,79.28,79.27,79.29,50000000.0,50000000.0,0,0,0,0,18,2026-02-03 08:01:16.983873
GGD,31.32,31.31,31.33,50000000.0,50000000.0,0,0,0,0,18,2026-02-03 08:01:16.983873
PNR,58.22,58.21,58.23,50000000.0,50000000.0,0,0,0,0,18,2026-02-03 08:01:16.983873
FSR,30.14,30.13,30.15,50000000.0,50000000.0,0,0,0,0,18,2026-02-03 08:01:16.983873
ATB,60.11,60.1,60.12,50000000.0,50000000.0,0,0,0,0,18,2026-02-03 08:01:16.983873
SPK,52.75,52.74,52.76,50000000.0,50000000.0,0,0,0,0,18,2026-02-03 08:01:16.983873
EEC,47.86,47.85,47.87,50000000.0,50000000.0,0,0,0,0,18,2026-02-03 08:01:16.983873
TGX,43.85,43.84,43.86,50000000.0,50000000.0,0,0,0,0,19,2026-02-03 08:01:18.015444
PHR,47.62,47.61,47.63,50000000.0,50000000.0,0,0,0,0,19,2026-02-03 08:01:18.015444
BYL,43.53,43.52,43.54,50000000.0,50000000.0,0,0,0,0,19,2026-02-03 08:01:18.015444
CLD,79.35,79.34,79.36,50000000.0,50000000.0,0,0,0,0,19,2026-02-03 08:01:18.015444
GGD,31.31,31.3,31.32,50000000.0,50000000.0,0,0,0,0,19,2026-02-03 08:01:18.015444
PNR,58.32,58.31,58.33,50000000.0,50000000.0,0,0,0,0,19,2026-02-03 08:01:18.015444
FSR,30.11,30.1,30.12,50000000.0,50000000.0,0,0,0,0,19,2026-02-03 08:01:18.015444
ATB,59.83,59.82,59.84,50000000.0,50000000.0,0,0,0,0,19,2026-02-03 08:01:18.015444
SPK,52.64,52.63,52.65,50000000.0,50000000.0,0,0,0,0,19,2026-02-03 08:01:18.015444
EEC,47.66,47.65,47.67,50000000.0,50000000.0,0,0,0,0,19,2026-02-03 08:01:18.015444
TGX,43.83,43.82,43.84,50000000.0,50000000.0,0,0,0,0,20,2026-02-03 08:01:19.045706
PHR,47.45,47.44,47.46,50000000.0,50000000.0,0,0,0,0,20,2026-02-03 08:01:19.045706
BYL,43.52,43.51,43.53,50000000.0,50000000.0,0,0,0,0,20,2026-02-03 08:01:19.045706
CLD,79.44,79.43,79.45,50000000.0,50000000.0,0,0,0,0,20,2026-02-03 08:01:19.045706
GGD,31.33,31.32,31.34,50000000.0,50000000.0,0,0,0,0,20,2026-02-03 08:01:19.045706
PNR,58.49,58.48,58.5,50000000.0,50000000.0,0,0,0,0,20,2026-02-03 08:01:19.045706
FSR,30.11,30.1,30.12,50000000.0,50000000.0,0,0,0,0,20,2026-02-03 08:01:19.045706
ATB,59.86,59.85,59.87,50000000.0,50000000.0,0,0,0,0,20,2026-02-03 08:01:19.045706
SPK,52.33,52.32,52.34,50000000.0,50000000.0,0,0,0,0,20,2026-02-03 08:01:19.045706
EEC,47.06,47.05,47.07,50000000.0,50000000.0,0,0,0,0,20,2026-02-03 08:01:19.045706
TGX,43.82,43.81,43.83,50000000.0,50000000.0,0,0,0,0,21,2026-02-03 08:01:20.082033
PHR,47.35,47.34,47.36,50000000.0,50000000.0,0,0,0,0,21,2026-02-03 08:01:20.082033
BYL,43.41,43.4,43.42,50000000.0,50000000.0,0,0,0,0,21,2026-02-03 08:01:20.082033
CLD,79.24,79.23,79.25,50000000.0,50000000.0,0,0,0,0,21,2026-02-03 08:01:20.082033
GGD,31.38,31.37,31.39,50000000.0,50000000.0,0,0,0,0,21,2026-02-03 08:01:20.082033
PNR,58.72,58.71,58.73,50000000.0,50000000.0,0,0,0,0,21,2026-02-03 08:01:20.082033
FSR,30.17,30.16,30.18,50000000.0,50000000.0,0,0,0,0,21,2026-02-03 08:01:20.082033
ATB,59.86,59.85,59.87,50000000.0,50000000.0,0,0,0,0,21,2026-02-03 08:01:20.082033
SPK,52.41,52.4,52.42,50000000.0,50000000.0,0,0,0,0,21,2026-02-03 08:01:20.082033
EEC,47.09,47.08,47.1,50000000.0,50000000.0,0,0,0,0,21,2026-02-03 08:01:20.082033
TGX,43.78,43.77,43.79,50000000.0,50000000.0,0,0,0,0,22,2026-02-03 08:01:21.116790,2.0,1.0,21.0,D4-FSR/ATB,Merger Agreement Executed,Definitive agreement signed with expected closing in 12-18 months pending regulatory approvals.
PHR,47.12,47.11,47.13,50000000.0,50000000.0,0,0,0,0,22,2026-02-03 08:01:21.116790,,,,,,
BYL,43.27,43.26,43.28,50000000.0,50000000.0,0,0,0,0,22,2026-02-03 08:01:21.116790,,,,,,
CLD,78.92,78.91,78.93,50000000.0,50000000.0,0,0,0,0,22,2026-02-03 08:01:21.116790,,,,,,
GGD,31.4,31.39,31.41,50000000.0,50000000.0,0,0,0,0,22,2026-02-03 08:01:21.116790,,,,,,
PNR,58.99,58.98,59.0,50000000.0,50000000.0,0,0,0,0,22,2026-02-03 08:01:21.116790,,,,,,
FSR,30.16,30.15,30.17,50000000.0,50000000.0,0,0,0,0,22,2026-02-03 08:01:21.116790,,,,,,
ATB,60.35,60.34,60.36,50000000.0,50000000.0,0,0,0,0,22,2026-02-03 08:01:21.116790,,,,,,
SPK,52.37,52.36,52.38,50000000.0,50000000.0,0,0,0,0,22,2026-02-03 08:01:21.116790,,,,,,
EEC,47.09,47.08,47.1,50000000.0,50000000.0,0,0,0,0,22,2026-02-03 08:01:21.116790,,,,,,
TGX,43.75,43.74,43.76,50000000.0,50000000.0,0,0,0,0,23,2026-02-03 08:01:22.155485
PHR,46.9,46.89,46.91,50000000.0,50000000.0,0,0,0,0,23,2026-02-03 08:01:22.155485
BYL,43.07,43.06,43.08,50000000.0,50000000.0,0,0,0,0,23,2026-02-03 08:01:22.155485
CLD,78.41,78.4,78.42,50000000.0,50000000.0,0,0,0,0,23,2026-02-03 08:01:22.155485
GGD,31.37,31.36,31.38,50000000.0,50000000.0,0,0,0,0,23,2026-02-03 08:01:22.155485
PNR,59.18,59.17,59.19,50000000.0,50000000.0,0,0,0,0,23,2026-02-03 08:01:22.155485
FSR,30.2,30.19,30.21,50000000.0,50000000.0,0,0,0,0,23,2026-02-03 08:01:22.155485
ATB,60.64,60.63,60.65,50000000.0,50000000.0,0,0,0,0,23,2026-02-03 08:01:22.155485
SPK,52.28,52.27,52.29,50000000.0,50000000.0,0,0,0,0,23,2026-02-03 08:01:22.155485
EEC,46.95,46.94,46.96,50000000.0,50000000.0,0,0,0,0,23,2026-02-03 08:01:22.155485
TGX,43.77,43.76,43.78,50000000.0,50000000.0,0,0,0,0,24,2026-02-03 08:01:23.186909
PHR,46.7,46.69,46.71,50000000.0,50000000.0,0,0,0,0,24,2026-02-03 08:01:23.186909
BYL,43.18,43.17,43.19,50000000.0,50000000.0,0,0,0,0,24,2026-02-03 08:01:23.186909
CLD,78.63,78.62,78.64,50000000.0,50000000.0,0,0,0,0,24,2026-02-03 08:01:23.186909
GGD,31.35,31.34,31.36,50000000.0,50000000.0,0,0,0,0,24,2026-02-03 08:01:23.186909
PNR,59.12,59.11,59.13,50000000.0,50000000.0,0,0,0,0,24,2026-02-03 08:01:23.186909
FSR,30.18,30.17,30.19,50000000.0,50000000.0,0,0,0,0,24,2026-02-03 08:01:23.186909
ATB,60.7,60.69,60.71,50000000.0,50000000.0,0,0,0,0,24,2026-02-03 08:01:23.186909
SPK,52.42,52.41,52.43,50000000.0,50000000.0,0,0,0,0,24,2026-02-03 08:01:23.186909
EEC,47.26,47.25,47.27,50000000.0,50000000.0,0,0,0,0,24,2026-02-03 08:01:23.186909
TGX,43.78,43.77,43.79,50000000.0,50000000.0,0,0,0,0,25,2026-02-03 08:01:24.215297
PHR,46.99,46.98,47.0,50000000.0,50000000.0,0,0,0,0,25,2026-02-03 08:01:24.215297
