news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_LUIS-3,BUY_LUIS-3,SELL_CALG-1,BUY_CALG-1
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,10,2026-02-01 05:18:20.592419,SMMR,25.15,25.03,25.15,5000.0,1925600.0,,2174800.0,0,0
,,,,,,10,2026-02-01 05:18:20.592419,ATMN,25.04,24.94,25.04,7500.0,2099500.0,,2353100.0,0,0
,,,,,,10,2026-02-01 05:18:20.592419,WNTR,24.97,24.92,24.97,2500.0,2052200.0,2500.0,2267100.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,11,2026-02-01 05:18:21.660809,SPNG,24.76,24.76,25.33,1868700.0,5000.0,2148600.0,,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,11,2026-02-01 05:18:21.660809,SMMR,24.96,24.96,25.14,2089700.0,2500.0,2065300.0,2500.0,0,0
,,,,,,11,2026-02-01 05:18:21.660809,ATMN,25.04,24.95,25.03,1908000.0,10000.0,2211100.0,2500.0,0,0
,,,,,,11,2026-02-01 05:18:21.660809,WNTR,24.97,25.05,25.07,2063100.0,2500.0,2235200.0,2500.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,12,2026-02-01 05:18:22.695446,SPNG,24.63,24.63,25.32,1755900.0,5000.0,5000.0,2048700.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,12,2026-02-01 05:18:22.695446,SMMR,24.99,24.96,24.99,2089700.0,2500.0,2500.0,2111200.0,0,0
,,,,,,12,2026-02-01 05:18:22.695446,ATMN,24.84,24.85,24.86,1916100.0,10000.0,5000.0,2129700.0,0,0
,,,,,,12,2026-02-01 05:18:22.695446,WNTR,25.08,25.05,25.07,2088800.0,2500.0,2500.0,2243100.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,13,2026-02-01 05:18:23.743031,SPNG,24.75,25.16,25.31,1872300.0,10000.0,10000.0,1956400.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,13,2026-02-01 05:18:23.743031,SMMR,25.03,24.87,25.03,2114700.0,2500.0,2500.0,2086900.0,0,0
,,,,,,13,2026-02-01 05:18:23.743031,ATMN,24.85,24.84,24.85,2028400.0,7500.0,5000.0,2129400.0,0,0
,,,,,,13,2026-02-01 05:18:23.743031,WNTR,25.08,25.05,25.07,2128700.0,2500.0,2500.0,2248600.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,14,2026-02-01 05:18:24.768049,SPNG,24.75,25.16,25.3,1872300.0,10000.0,1994500.0,10000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,14,2026-02-01 05:18:24.768049,SMMR,24.85,24.89,24.97,2270300.0,,2070900.0,2500.0,0,0
,,,,,,14,2026-02-01 05:18:24.768049,ATMN,25.07,24.83,25.07,2070500.0,7500.0,2326300.0,,0,0
,,,,,,14,2026-02-01 05:18:24.768049,WNTR,25.08,25.05,25.07,2128700.0,2500.0,2262900.0,2500.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,15,2026-02-01 05:18:25.821898,SPNG,25.16,24.64,25.09,10000.0,1870500.0,1984400.0,10000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,15,2026-02-01 05:18:25.821898,SMMR,25.03,25.06,25.14,,2235400.0,2075600.0,2500.0,0,0
,,,,,,15,2026-02-01 05:18:25.821898,ATMN,25.05,24.84,25.05,10000.0,1930600.0,2352700.0,,0,0
,,,,,,15,2026-02-01 05:18:25.821898,WNTR,24.94,24.94,25.07,2500.0,2118600.0,2262900.0,2500.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,16,2026-02-01 05:18:26.864019,SPNG,25.16,24.65,25.08,15000.0,1998600.0,15000.0,1876400.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,16,2026-02-01 05:18:26.864019,SMMR,25.03,25.06,25.12,,2235400.0,2500.0,2077400.0,0,0
,,,,,,16,2026-02-01 05:18:26.864019,ATMN,25.07,25.1,25.14,12500.0,1788600.0,2500.0,2208500.0,0,0
,,,,,,16,2026-02-01 05:18:26.864019,WNTR,24.94,24.94,25.08,2500.0,2118600.0,2500.0,2274600.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,17,2026-02-01 05:18:27.912971,SPNG,25.07,25.28,25.3,1850700.0,17500.0,1974600.0,10000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,17,2026-02-01 05:18:27.912971,SMMR,24.85,24.84,24.85,2260100.0,,1933300.0,5000.0,0,0
,,,,,,17,2026-02-01 05:18:27.912971,ATMN,24.71,24.71,25.14,2388600.0,,2224700.0,2500.0,0,0
,,,,,,17,2026-02-01 05:18:27.912971,WNTR,24.94,24.94,25.08,2166300.0,2500.0,2274600.0,2500.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,18,2026-02-01 05:18:28.960766,SPNG,24.69,24.69,25.3,1984200.0,15000.0,1974600.0,10000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,18,2026-02-01 05:18:28.960766,SMMR,24.85,24.89,24.95,2277300.0,,1916000.0,5000.0,0,0
,,,,,,18,2026-02-01 05:18:28.960766,ATMN,25.09,24.72,25.01,2281200.0,2500.0,2207000.0,2500.0,0,0
,,,,,,18,2026-02-01 05:18:28.960766,WNTR,24.9,24.9,25.07,2229200.0,,2142000.0,7500.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,19,2026-02-01 05:18:30.033424,SPNG,24.69,25.17,25.3,1981200.0,15000.0,2028500.0,10000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,19,2026-02-01 05:18:30.033424,SMMR,24.84,24.84,24.91,2264500.0,,1807600.0,7500.0,0,0
,,,,,,19,2026-02-01 05:18:30.033424,ATMN,25.09,24.73,25.0,2174700.0,5000.0,2091200.0,5000.0,0,0
,,,,,,19,2026-02-01 05:18:30.033424,WNTR,24.9,24.9,24.97,2229600.0,,2143000.0,7500.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,20,2026-02-01 05:18:31.064944,SPNG,25.17,24.8,24.97,1889200.0,20000.0,1921600.0,15000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,20,2026-02-01 05:18:31.064944,SMMR,24.93,24.84,24.88,2261700.0,,1796300.0,7500.0,0,0
,,,,,,20,2026-02-01 05:18:31.064944,ATMN,24.71,24.72,24.77,2300700.0,2500.0,1939800.0,7500.0,0,0
,,,,,,20,2026-02-01 05:18:31.064944,WNTR,24.9,24.91,24.97,2136400.0,2500.0,2143000.0,7500.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,21,2026-02-01 05:18:32.080817,SPNG,24.97,25.21,25.29,1905900.0,20000.0,15000.0,1897300.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,21,2026-02-01 05:18:32.080817,SMMR,24.95,24.87,24.95,2238700.0,,5000.0,1897500.0,0,0
,,,,,,21,2026-02-01 05:18:32.080817,ATMN,24.71,24.72,24.77,2262500.0,2500.0,7500.0,1939800.0,0,0
,,,,,,21,2026-02-01 05:18:32.080817,WNTR,24.9,24.92,24.96,1995500.0,5000.0,10000.0,2007200.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,22,2026-02-01 05:18:33.113572,SPNG,24.8,24.8,25.29,1896800.0,20000.0,15000.0,1897300.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,22,2026-02-01 05:18:33.113572,SMMR,25.12,24.87,25.12,2238700.0,,2500.0,2040000.0,0,0
,,,,,,22,2026-02-01 05:18:33.113572,ATMN,24.67,24.73,24.98,2269700.0,2500.0,10000.0,1839700.0,0,0
,,,,,,22,2026-02-01 05:18:33.113572,WNTR,24.87,24.87,25.0,2192900.0,,7500.0,2113900.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,23,2026-02-01 05:18:34.145128,SPNG,25.3,24.77,25.23,1927800.0,20000.0,2012700.0,10000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,23,2026-02-01 05:18:34.145128,SMMR,24.84,24.85,25.11,2139100.0,2500.0,1906500.0,5000.0,0,0
,,,,,,23,2026-02-01 05:18:34.145128,ATMN,24.64,24.64,24.98,2408600.0,,1878000.0,10000.0,0,0
,,,,,,23,2026-02-01 05:18:34.145128,WNTR,25.0,24.87,25.0,2087400.0,2500.0,2110800.0,7500.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,24,2026-02-01 05:18:35.175986,SPNG,25.23,24.77,25.23,1946600.0,20000.0,2012700.0,10000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,24,2026-02-01 05:18:35.175986,SMMR,24.84,24.85,24.87,2120900.0,2500.0,1900200.0,5000.0,0,0
,,,,,,24,2026-02-01 05:18:35.175986,ATMN,24.64,24.68,24.79,2247500.0,5000.0,1761500.0,15000.0,0,0
,,,,,,24,2026-02-01 05:18:35.175986,WNTR,25.04,24.88,24.95,1971600.0,5000.0,2017500.0,10000.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,26,2026-02-01 05:18:36.213159,SPNG,25.23,24.79,25.23,25000.0,1806700.0,1904300.0,15000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,26,2026-02-01 05:18:36.213159,SMMR,24.99,24.85,24.99,2500.0,2100200.0,1894200.0,5000.0,0,0
,,,,,,26,2026-02-01 05:18:36.213159,ATMN,24.79,24.68,24.79,5000.0,2220800.0,1761500.0,15000.0,0,0
,,,,,,26,2026-02-01 05:18:36.213159,WNTR,25.04,24.9,24.94,7500.0,1909300.0,1888200.0,12500.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,27,2026-02-01 05:18:37.282707,SPNG,25.23,25.16,25.23,1792600.0,22500.0,1781500.0,17500.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,27,2026-02-01 05:18:37.282707,SMMR,25.03,25.03,25.05,2094900.0,2500.0,1899600.0,5000.0,0,0
,,,,,,27,2026-02-01 05:18:37.282707,ATMN,24.79,24.93,24.97,2223100.0,5000.0,1757800.0,15000.0,0,0
,,,,,,27,2026-02-01 05:18:37.282707,WNTR,24.9,24.91,25.08,1789300.0,10000.0,2274600.0,2500.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,28,2026-02-01 05:18:38.315919,SPNG,25.16,24.81,25.15,22500.0,1793100.0,1776900.0,17500.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,28,2026-02-01 05:18:38.315919,SMMR,24.84,24.85,24.94,2500.0,2096600.0,1810200.0,7500.0,0,0
,,,,,,28,2026-02-01 05:18:38.315919,ATMN,24.77,24.88,24.97,5000.0,2205400.0,1757800.0,15000.0,0,0
,,,,,,28,2026-02-01 05:18:38.315919,WNTR,25.04,24.91,24.95,10000.0,1789300.0,2154300.0,5000.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,29,2026-02-01 05:18:39.350296,SPNG,24.77,24.97,25.23,1898900.0,17500.0,1666100.0,20000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,29,2026-02-01 05:18:39.350296,SMMR,24.94,24.92,24.94,2075000.0,2500.0,1819300.0,7500.0,0,0
,,,,,,29,2026-02-01 05:18:39.350296,ATMN,24.88,24.68,24.73,2219800.0,5000.0,1667600.0,17500.0,0,0
,,,,,,29,2026-02-01 05:18:39.350296,WNTR,24.88,24.87,24.88,2120800.0,2500.0,2249500.0,2500.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,30,2026-02-01 05:18:40.382029,SPNG,24.83,24.83,25.23,17500.0,1904300.0,1646200.0,20000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,30,2026-02-01 05:18:40.382029,SMMR,24.92,24.85,24.88,2500.0,2096600.0,1807200.0,7500.0,0,0
,,,,,,30,2026-02-01 05:18:40.382029,ATMN,24.73,24.74,24.89,5000.0,2192000.0,1651200.0,17500.0,0,0
,,,,,,30,2026-02-01 05:18:40.382029,WNTR,24.83,24.83,24.95,,2202400.0,2274500.0,2500.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,31,2026-02-01 05:18:41.402928,SPNG,25.3,24.87,25.3,1898600.0,17500.0,2053700.0,10000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,31,2026-02-01 05:18:41.402928,SMMR,24.94,24.82,24.94,2236800.0,,1792200.0,7500.0,0,0
,,,,,,31,2026-02-01 05:18:41.402928,ATMN,24.89,24.75,24.87,2067800.0,7500.0,1545100.0,20000.0,0,0
,,,,,,31,2026-02-01 05:18:41.402928,WNTR,25.11,24.91,25.11,2133100.0,2500.0,2386400.0,,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,32,2026-02-01 05:18:42.444707,SPNG,25.13,24.87,25.03,1898600.0,17500.0,2045000.0,10000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,32,2026-02-01 05:18:42.444707,SMMR,24.82,24.82,24.93,2247400.0,,1792200.0,7500.0,0,0
,,,,,,32,2026-02-01 05:18:42.444707,ATMN,24.91,24.75,24.77,1981700.0,10000.0,1627700.0,17500.0,0,0
,,,,,,32,2026-02-01 05:18:42.444707,WNTR,24.91,24.92,25.11,2040900.0,7500.0,2395000.0,,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,33,2026-02-01 05:18:43.506323,SPNG,25.15,24.94,25.04,1860300.0,15000.0,2500.0,2164700.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,33,2026-02-01 05:18:43.506323,SMMR,24.82,24.95,25.0,2124100.0,2500.0,5000.0,1937600.0,0,0
,,,,,,33,2026-02-01 05:18:43.506323,ATMN,24.74,24.74,24.96,1981200.0,10000.0,17500.0,1640600.0,0,0
,,,,,,33,2026-02-01 05:18:43.506323,WNTR,24.91,24.89,24.9,2118200.0,2500.0,5000.0,2291600.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,34,2026-02-01 05:18:44.535740,SPNG,24.91,24.91,25.04,1872100.0,15000.0,2500.0,2164700.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,34,2026-02-01 05:18:44.535740,SMMR,25.0,24.82,25.0,2236600.0,,5000.0,1910500.0,0,0
,,,,,,34,2026-02-01 05:18:44.535740,ATMN,24.74,24.74,24.95,2007500.0,10000.0,20000.0,1515900.0,0,0
,,,,,,34,2026-02-01 05:18:44.535740,WNTR,24.9,24.98,25.01,2138600.0,2500.0,5000.0,2262600.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,35,2026-02-01 05:18:45.566790,SPNG,24.91,24.91,25.04,1863200.0,15000.0,5000.0,2035700.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,35,2026-02-01 05:18:45.566790,SMMR,24.88,24.82,24.88,2126900.0,2500.0,7500.0,1822000.0,0,0
,,,,,,35,2026-02-01 05:18:45.566790,ATMN,25.01,24.74,25.01,2012900.0,10000.0,2500.0,2201500.0,0,0
,,,,,,35,2026-02-01 05:18:45.566790,WNTR,24.89,24.9,25.01,2047300.0,5000.0,7500.0,2122500.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,36,2026-02-01 05:18:46.668141,SPNG,25.01,24.93,25.01,12500.0,1849500.0,2137800.0,2500.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,36,2026-02-01 05:18:46.668141,SMMR,24.98,24.99,25.0,2500.0,2107700.0,1910500.0,5000.0,0,0
,,,,,,36,2026-02-01 05:18:46.668141,ATMN,25.03,25.03,25.04,15000.0,1861900.0,2195900.0,2500.0,0,0
,,,,,,36,2026-02-01 05:18:46.668141,WNTR,24.98,24.98,25.0,5000.0,2047300.0,2108300.0,7500.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,37,2026-02-01 05:18:47.707685,SPNG,25.3,25.2,25.3,1830500.0,12500.0,2142000.0,2500.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,37,2026-02-01 05:18:47.707685,SMMR,24.82,24.82,25.0,2089500.0,2500.0,1920700.0,5000.0,0,0
,,,,,,37,2026-02-01 05:18:47.707685,ATMN,25.04,24.83,25.04,1956700.0,10000.0,2310500.0,,0,0
,,,,,,37,2026-02-01 05:18:47.707685,WNTR,24.98,24.98,25.0,2047300.0,5000.0,2078800.0,7500.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,38,2026-02-01 05:18:48.739780,SPNG,25.2,24.93,25.19,12500.0,1849500.0,2108400.0,2500.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,38,2026-02-01 05:18:48.739780,SMMR,24.82,24.92,24.99,7500.0,1966500.0,1829500.0,10000.0,0,0
,,,,,,38,2026-02-01 05:18:48.739780,ATMN,25.07,24.78,25.06,15000.0,1875400.0,2204800.0,5000.0,0,0
,,,,,,38,2026-02-01 05:18:48.739780,WNTR,24.96,24.96,25.01,5000.0,2042700.0,2202300.0,5000.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,39,2026-02-01 05:18:49.786479,SPNG,25.3,24.93,25.3,7500.0,1978300.0,2100200.0,2500.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,39,2026-02-01 05:18:49.786479,SMMR,24.82,24.92,24.95,7500.0,1966500.0,1872600.0,10000.0,0,0
,,,,,,39,2026-02-01 05:18:49.786479,ATMN,24.94,24.78,24.89,15000.0,1875400.0,2206500.0,5000.0,0,0
,,,,,,39,2026-02-01 05:18:49.786479,WNTR,25.02,24.97,25.02,10000.0,1944800.0,2203400.0,5000.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,40,2026-02-01 05:18:50.833675,SPNG,24.93,24.95,25.3,7500.0,1978300.0,1986700.0,5000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,40,2026-02-01 05:18:50.833675,SMMR,24.95,24.92,24.95,7500.0,1966500.0,1848300.0,10000.0,0,0
,,,,,,40,2026-02-01 05:18:50.833675,ATMN,25.14,24.78,25.14,15000.0,1875400.0,2315600.0,,0,0
,,,,,,40,2026-02-01 05:18:50.833675,WNTR,25.02,24.98,25.01,15000.0,1836500.0,2066200.0,10000.0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 12000 shares for this week.,41,2026-02-01 05:18:51.893782,SPNG,25.31,24.97,25.31,10000.0,1867300.0,1994400.0,5000.0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,41,2026-02-01 05:18:51.893782,SMMR,24.98,24.92,24.98,7500.0,1968600.0,1817700.0,10000.0,0,0
,,,,,,41,2026-02-01 05:18:51.893782,ATMN,25.15,24.92,25.15,17500.0,1741100.0,2212600.0,2500.0,0,0
,,,,,,41,2026-02-01 05:18:51.893782,WNTR,25.01,25.01,25.02,15000.0,1775100.0,2185100.0,5000.0,0,0
