news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_GIOT-P,SELL_GIOT-P
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",10,2026-02-01 03:15:26.058486,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,10,2026-02-01 03:15:26.058486,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,10,2026-02-01 03:15:26.058486,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,10,2026-02-01 03:15:26.058486,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,10,2026-02-01 03:15:26.058486,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,10,2026-02-01 03:15:26.058486,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,11,2026-02-01 03:15:27.092355,NG,2.17,2.15,2.19,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",11,2026-02-01 03:15:27.092355,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,11,2026-02-01 03:15:27.092355,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,11,2026-02-01 03:15:27.092355,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,11,2026-02-01 03:15:27.092355,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,11,2026-02-01 03:15:27.092355,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,11,2026-02-01 03:15:27.092355,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,12,2026-02-01 03:15:28.127546,NG,2.17,2.15,2.19,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",12,2026-02-01 03:15:28.127546,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,12,2026-02-01 03:15:28.127546,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,12,2026-02-01 03:15:28.127546,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,12,2026-02-01 03:15:28.127546,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,12,2026-02-01 03:15:28.127546,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,12,2026-02-01 03:15:28.127546,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,13,2026-02-01 03:15:29.151803,NG,2.16,2.14,2.18,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",13,2026-02-01 03:15:29.151803,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,13,2026-02-01 03:15:29.151803,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,13,2026-02-01 03:15:29.151803,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,13,2026-02-01 03:15:29.151803,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,13,2026-02-01 03:15:29.151803,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,13,2026-02-01 03:15:29.151803,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,14,2026-02-01 03:15:30.186036,NG,2.16,2.14,2.18,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",14,2026-02-01 03:15:30.186036,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,14,2026-02-01 03:15:30.186036,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,14,2026-02-01 03:15:30.186036,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,14,2026-02-01 03:15:30.186036,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,14,2026-02-01 03:15:30.186036,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,14,2026-02-01 03:15:30.186036,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,15,2026-02-01 03:15:31.213306,NG,2.16,2.14,2.18,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",15,2026-02-01 03:15:31.213306,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,15,2026-02-01 03:15:31.213306,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,15,2026-02-01 03:15:31.213306,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,15,2026-02-01 03:15:31.213306,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,15,2026-02-01 03:15:31.213306,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,15,2026-02-01 03:15:31.213306,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,16,2026-02-01 03:15:32.252380,NG,2.16,2.14,2.18,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",16,2026-02-01 03:15:32.252380,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,16,2026-02-01 03:15:32.252380,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,16,2026-02-01 03:15:32.252380,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,16,2026-02-01 03:15:32.252380,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,16,2026-02-01 03:15:32.252380,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,16,2026-02-01 03:15:32.252380,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,17,2026-02-01 03:15:33.290402,NG,2.17,2.15,2.19,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",17,2026-02-01 03:15:33.290402,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,17,2026-02-01 03:15:33.290402,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,17,2026-02-01 03:15:33.290402,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,17,2026-02-01 03:15:33.290402,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,17,2026-02-01 03:15:33.290402,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,17,2026-02-01 03:15:33.290402,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,18,2026-02-01 03:15:34.327470,NG,2.16,2.14,2.18,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",18,2026-02-01 03:15:34.327470,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,18,2026-02-01 03:15:34.327470,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,18,2026-02-01 03:15:34.327470,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,18,2026-02-01 03:15:34.327470,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,18,2026-02-01 03:15:34.327470,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,18,2026-02-01 03:15:34.327470,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,19,2026-02-01 03:15:35.355995,NG,2.16,2.14,2.18,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",19,2026-02-01 03:15:35.355995,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,19,2026-02-01 03:15:35.355995,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,19,2026-02-01 03:15:35.355995,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,19,2026-02-01 03:15:35.355995,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,19,2026-02-01 03:15:35.355995,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,19,2026-02-01 03:15:35.355995,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,20,2026-02-01 03:15:36.382502,NG,2.15,2.13,2.17,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",20,2026-02-01 03:15:36.382502,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,20,2026-02-01 03:15:36.382502,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,20,2026-02-01 03:15:36.382502,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,20,2026-02-01 03:15:36.382502,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,20,2026-02-01 03:15:36.382502,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,20,2026-02-01 03:15:36.382502,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,21,2026-02-01 03:15:37.420313,NG,2.15,2.13,2.17,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",21,2026-02-01 03:15:37.420313,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,21,2026-02-01 03:15:37.420313,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,21,2026-02-01 03:15:37.420313,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,21,2026-02-01 03:15:37.420313,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,21,2026-02-01 03:15:37.420313,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,21,2026-02-01 03:15:37.420313,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,22,2026-02-01 03:15:38.446412,NG,2.15,2.13,2.17,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",22,2026-02-01 03:15:38.446412,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,22,2026-02-01 03:15:38.446412,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,22,2026-02-01 03:15:38.446412,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,22,2026-02-01 03:15:38.446412,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,22,2026-02-01 03:15:38.446412,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,22,2026-02-01 03:15:38.446412,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,23,2026-02-01 03:15:39.473310,NG,2.15,2.13,2.17,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",23,2026-02-01 03:15:39.473310,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,23,2026-02-01 03:15:39.473310,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,23,2026-02-01 03:15:39.473310,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,23,2026-02-01 03:15:39.473310,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,23,2026-02-01 03:15:39.473310,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,23,2026-02-01 03:15:39.473310,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,24,2026-02-01 03:15:40.510884,NG,2.14,2.12,2.16,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",24,2026-02-01 03:15:40.510884,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,24,2026-02-01 03:15:40.510884,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,24,2026-02-01 03:15:40.510884,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,24,2026-02-01 03:15:40.510884,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,24,2026-02-01 03:15:40.510884,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,24,2026-02-01 03:15:40.510884,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,25,2026-02-01 03:15:41.534337,NG,2.14,2.12,2.16,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",25,2026-02-01 03:15:41.534337,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,25,2026-02-01 03:15:41.534337,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,25,2026-02-01 03:15:41.534337,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,25,2026-02-01 03:15:41.534337,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,25,2026-02-01 03:15:41.534337,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,25,2026-02-01 03:15:41.534337,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,26,2026-02-01 03:15:42.562573,NG,2.14,2.12,2.16,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",26,2026-02-01 03:15:42.562573,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,26,2026-02-01 03:15:42.562573,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,26,2026-02-01 03:15:42.562573,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,26,2026-02-01 03:15:42.562573,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,26,2026-02-01 03:15:42.562573,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,26,2026-02-01 03:15:42.562573,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,27,2026-02-01 03:15:43.591162,NG,2.14,2.12,2.16,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",27,2026-02-01 03:15:43.591162,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,27,2026-02-01 03:15:43.591162,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,27,2026-02-01 03:15:43.591162,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,27,2026-02-01 03:15:43.591162,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,27,2026-02-01 03:15:43.591162,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,27,2026-02-01 03:15:43.591162,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,28,2026-02-01 03:15:44.624974,NG,2.13,2.11,2.15,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",28,2026-02-01 03:15:44.624974,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,28,2026-02-01 03:15:44.624974,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,28,2026-02-01 03:15:44.624974,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,28,2026-02-01 03:15:44.624974,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,28,2026-02-01 03:15:44.624974,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,28,2026-02-01 03:15:44.624974,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,30,2026-02-01 03:15:45.719072,NG,2.13,2.11,2.15,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",30,2026-02-01 03:15:45.719072,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,30,2026-02-01 03:15:45.719072,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,30,2026-02-01 03:15:45.719072,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,30,2026-02-01 03:15:45.719072,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,30,2026-02-01 03:15:45.719072,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,30,2026-02-01 03:15:45.719072,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,31,2026-02-01 03:15:46.886703,NG,2.14,2.12,2.16,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",31,2026-02-01 03:15:46.886703,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,31,2026-02-01 03:15:46.886703,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,31,2026-02-01 03:15:46.886703,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,31,2026-02-01 03:15:46.886703,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,31,2026-02-01 03:15:46.886703,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,31,2026-02-01 03:15:46.886703,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,32,2026-02-01 03:15:47.916516,NG,2.13,2.11,2.15,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",32,2026-02-01 03:15:47.916516,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,32,2026-02-01 03:15:47.916516,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,32,2026-02-01 03:15:47.916516,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,32,2026-02-01 03:15:47.916516,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,32,2026-02-01 03:15:47.916516,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,32,2026-02-01 03:15:47.916516,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,33,2026-02-01 03:15:48.947358,NG,2.14,2.12,2.16,800000.0,800000.0,0,0
