news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_UEBR-4,BUY_LETH-3,SELL_UEBR-3,BUY_UEBR-2,BUY_LETH-4
,,,,,,3,2026-02-12 12:49:12.052571,RTM1C52,0.74,0.74,0.76,1000000.0,1000000.0,0,0,0,0,0
,,,,,,3,2026-02-12 12:49:12.052571,RTM1P52,3.18,3.17,3.19,1000000.0,1000000.0,0,0,0,0,0
,,,,,,3,2026-02-12 12:49:12.052571,RTM1C53,0.5,0.5,0.52,1000000.0,1000000.0,0,0,0,0,0
,,,,,,3,2026-02-12 12:49:12.052571,RTM1P53,3.94,3.93,3.95,1000000.0,1000000.0,0,0,0,0,0
,,,,,,3,2026-02-12 12:49:12.052571,RTM1C54,0.37,0.37,0.39,1000000.0,1000000.0,0,0,0,0,0
,,,,,,3,2026-02-12 12:49:12.052571,RTM1P54,4.81,4.81,4.83,1000000.0,1000000.0,0,0,0,0,0
2.0,1.0,2.0,Week 1,Delta limit and penalty,The delta limit for this sub-heat is 12000 and the penalty percentage is 2%,4,2026-02-12 12:49:13.095390,RTM,49.45,49.43,49.45,100000000.0,100000000.0,,0,0,0,0
1.0,1.0,2.0,Week 1,Risk free rate and current annualized volatility of RTM,The current risk free rate is 0%. RTM is an ETF that mimics one of the major indices in the simulated world and its current annualized realized volatility is 22%. This simulation consists of 20 trading days that are each 15 ticks in length.,4,2026-02-12 12:49:13.095390,RTM1C45,4.63,4.62,4.64,1000000.0,1000000.0,,0,0,0,0
,,,,,,4,2026-02-12 12:49:13.095390,RTM1P45,0.19,0.18,0.2,1000000.0,1000000.0,,0,0,0,0
,,,,,,4,2026-02-12 12:49:13.095390,RTM1C46,3.87,3.87,3.89,1000000.0,1000000.0,120.0,0,0,0,0
,,,,,,4,2026-02-12 12:49:13.095390,RTM1P46,0.44,0.43,0.45,1000000.0,1000000.0,,0,0,0,0
,,,,,,4,2026-02-12 12:49:13.095390,RTM1C47,3.03,3.02,3.04,1000000.0,1000000.0,,0,0,0,0
,,,,,,4,2026-02-12 12:49:13.095390,RTM1P47,0.59,0.58,0.6,1000000.0,1000000.0,,0,0,0,0
,,,,,,4,2026-02-12 12:49:13.095390,RTM1C48,2.45,2.45,2.47,1000000.0,1000000.0,,0,0,0,0
,,,,,,4,2026-02-12 12:49:13.095390,RTM1P48,1.01,1.01,1.03,1000000.0,1000000.0,,0,0,0,0
,,,,,,4,2026-02-12 12:49:13.095390,RTM1C49,1.84,1.82,1.84,1000000.0,1000000.0,,0,0,0,0
,,,,,,4,2026-02-12 12:49:13.095390,RTM1P49,1.38,1.38,1.4,1000000.0,1000000.0,,0,0,0,0
,,,,,,4,2026-02-12 12:49:13.095390,RTM1C50,1.38,1.37,1.39,1000000.0,1000000.0,,0,0,0,0
,,,,,,4,2026-02-12 12:49:13.095390,RTM1P50,1.94,1.94,1.96,1000000.0,1000000.0,,0,0,0,0
,,,,,,4,2026-02-12 12:49:13.095390,RTM1C51,0.96,0.96,0.98,1000000.0,1000000.0,,0,0,0,0
,,,,,,4,2026-02-12 12:49:13.095390,RTM1P51,2.52,2.52,2.54,1000000.0,1000000.0,,0,0,0,0
,,,,,,4,2026-02-12 12:49:13.095390,RTM1C52,0.62,0.62,0.64,1000000.0,1000000.0,,0,0,0,0
,,,,,,4,2026-02-12 12:49:13.095390,RTM1P52,3.19,3.19,3.21,1000000.0,1000000.0,,0,0,0,0
,,,,,,4,2026-02-12 12:49:13.095390,RTM1C53,0.36,0.36,0.38,1000000.0,1000000.0,,0,0,0,0
,,,,,,4,2026-02-12 12:49:13.095390,RTM1P53,3.95,3.93,3.95,1000000.0,1000000.0,,0,0,0,0
,,,,,,4,2026-02-12 12:49:13.095390,RTM1C54,0.27,0.27,0.29,1000000.0,1000000.0,,0,0,0,0
,,,,,,4,2026-02-12 12:49:13.095390,RTM1P54,4.83,4.83,4.85,1000000.0,1000000.0,,0,0,0,0
2.0,1.0,2.0,Week 1,Delta limit and penalty,The delta limit for this sub-heat is 12000 and the penalty percentage is 2%,6,2026-02-12 12:49:14.124244,RTM,49.41,49.4,49.42,100000000.0,100000000.0,,0,0,0,0
1.0,1.0,2.0,Week 1,Risk free rate and current annualized volatility of RTM,The current risk free rate is 0%. RTM is an ETF that mimics one of the major indices in the simulated world and its current annualized realized volatility is 22%. This simulation consists of 20 trading days that are each 15 ticks in length.,6,2026-02-12 12:49:14.124244,RTM1C45,4.6,4.59,4.61,1000000.0,1000000.0,,0,0,0,0
,,,,,,6,2026-02-12 12:49:14.124244,RTM1P45,0.19,0.18,0.2,1000000.0,1000000.0,,0,0,0,0
,,,,,,6,2026-02-12 12:49:14.124244,RTM1C46,3.81,3.8,3.82,1000000.0,1000000.0,150.0,0,0,0,0
,,,,,,6,2026-02-12 12:49:14.124244,RTM1P46,0.4,0.39,0.41,1000000.0,1000000.0,,0,0,0,0
,,,,,,6,2026-02-12 12:49:14.124244,RTM1C47,2.97,2.96,2.98,1000000.0,1000000.0,,0,0,0,0
,,,,,,6,2026-02-12 12:49:14.124244,RTM1P47,0.56,0.55,0.57,1000000.0,1000000.0,,0,0,0,0
,,,,,,6,2026-02-12 12:49:14.124244,RTM1C48,2.37,2.36,2.38,1000000.0,1000000.0,,0,0,0,0
,,,,,,6,2026-02-12 12:49:14.124244,RTM1P48,0.96,0.95,0.97,1000000.0,1000000.0,,0,0,0,0
,,,,,,6,2026-02-12 12:49:14.124244,RTM1C49,1.85,1.84,1.86,1000000.0,1000000.0,,0,0,0,0
,,,,,,6,2026-02-12 12:49:14.124244,RTM1P49,1.44,1.43,1.45,1000000.0,1000000.0,,0,0,0,0
,,,,,,6,2026-02-12 12:49:14.124244,RTM1C50,1.39,1.38,1.4,1000000.0,1000000.0,,0,0,0,0
,,,,,,6,2026-02-12 12:49:14.124244,RTM1P50,1.98,1.97,1.99,1000000.0,1000000.0,,0,0,0,0
,,,,,,6,2026-02-12 12:49:14.124244,RTM1C51,0.96,0.95,0.97,1000000.0,1000000.0,,0,0,0,0
,,,,,,6,2026-02-12 12:49:14.124244,RTM1P51,2.56,2.55,2.57,1000000.0,1000000.0,,0,0,0,0
,,,,,,6,2026-02-12 12:49:14.124244,RTM1C52,0.65,0.64,0.66,1000000.0,1000000.0,,0,0,0,0
,,,,,,6,2026-02-12 12:49:14.124244,RTM1P52,3.24,3.23,3.25,1000000.0,1000000.0,,0,0,0,0
,,,,,,6,2026-02-12 12:49:14.124244,RTM1C53,0.43,0.42,0.44,1000000.0,1000000.0,,0,0,0,0
,,,,,,6,2026-02-12 12:49:14.124244,RTM1P53,4.02,4.01,4.03,1000000.0,1000000.0,,0,0,0,0
,,,,,,6,2026-02-12 12:49:14.124244,RTM1C54,0.31,0.3,0.32,1000000.0,1000000.0,,0,0,0,0
,,,,,,6,2026-02-12 12:49:14.124244,RTM1P54,4.9,4.89,4.91,1000000.0,1000000.0,,0,0,0,0
2.0,1.0,2.0,Week 1,Delta limit and penalty,The delta limit for this sub-heat is 12000 and the penalty percentage is 2%,7,2026-02-12 12:49:15.160132,RTM,49.37,49.36,49.38,100000000.0,100000000.0,,0,0,0,0
1.0,1.0,2.0,Week 1,Risk free rate and current annualized volatility of RTM,The current risk free rate is 0%. RTM is an ETF that mimics one of the major indices in the simulated world and its current annualized realized volatility is 22%. This simulation consists of 20 trading days that are each 15 ticks in length.,7,2026-02-12 12:49:15.160132,RTM1C45,4.58,4.57,4.59,1000000.0,1000000.0,,0,0,0,0
,,,,,,7,2026-02-12 12:49:15.160132,RTM1P45,0.21,0.2,0.22,1000000.0,1000000.0,,0,0,0,0
,,,,,,7,2026-02-12 12:49:15.160132,RTM1C46,3.82,3.81,3.83,1000000.0,1000000.0,150.0,0,0,0,0
,,,,,,7,2026-02-12 12:49:15.160132,RTM1P46,0.45,0.44,0.46,1000000.0,1000000.0,,0,0,0,0
,,,,,,7,2026-02-12 12:49:15.160132,RTM1C47,3.02,3.01,3.03,1000000.0,1000000.0,,0,0,0,0
,,,,,,7,2026-02-12 12:49:15.160132,RTM1P47,0.64,0.63,0.65,1000000.0,1000000.0,,0,0,0,0
,,,,,,7,2026-02-12 12:49:15.160132,RTM1C48,2.42,2.41,2.43,1000000.0,1000000.0,,0,0,0,0
,,,,,,7,2026-02-12 12:49:15.160132,RTM1P48,1.05,1.04,1.06,1000000.0,1000000.0,,0,0,0,0
,,,,,,7,2026-02-12 12:49:15.160132,RTM1C49,1.8,1.79,1.81,1000000.0,1000000.0,,0,0,0,0
,,,,,,7,2026-02-12 12:49:15.160132,RTM1P49,1.43,1.42,1.44,1000000.0,1000000.0,,0,0,0,0
,,,,,,7,2026-02-12 12:49:15.160132,RTM1C50,1.35,1.34,1.36,1000000.0,1000000.0,,0,0,0,0
,,,,,,7,2026-02-12 12:49:15.160132,RTM1P50,1.98,1.97,1.99,1000000.0,1000000.0,,0,0,0,0
,,,,,,7,2026-02-12 12:49:15.160132,RTM1C51,0.87,0.86,0.88,1000000.0,1000000.0,,0,0,0,0
,,,,,,7,2026-02-12 12:49:15.160132,RTM1P51,2.5,2.49,2.51,1000000.0,1000000.0,,0,0,0,0
,,,,,,7,2026-02-12 12:49:15.160132,RTM1C52,0.62,0.61,0.63,1000000.0,1000000.0,,0,0,0,0
,,,,,,7,2026-02-12 12:49:15.160132,RTM1P52,3.24,3.23,3.25,1000000.0,1000000.0,,0,0,0,0
,,,,,,7,2026-02-12 12:49:15.160132,RTM1C53,0.42,0.41,0.43,1000000.0,1000000.0,,0,0,0,0
,,,,,,7,2026-02-12 12:49:15.160132,RTM1P53,4.05,4.04,4.06,1000000.0,1000000.0,,0,0,0,0
,,,,,,7,2026-02-12 12:49:15.160132,RTM1C54,0.28,0.27,0.29,1000000.0,1000000.0,,0,0,0,0
,,,,,,7,2026-02-12 12:49:15.160132,RTM1P54,4.91,4.9,4.92,1000000.0,1000000.0,,0,0,0,0
2.0,1.0,2.0,Week 1,Delta limit and penalty,The delta limit for this sub-heat is 12000 and the penalty percentage is 2%,8,2026-02-12 12:49:16.192583,RTM,49.36,49.35,49.37,100000000.0,100000000.0,,0,0,0,0
1.0,1.0,2.0,Week 1,Risk free rate and current annualized volatility of RTM,The current risk free rate is 0%. RTM is an ETF that mimics one of the major indices in the simulated world and its current annualized realized volatility is 22%. This simulation consists of 20 trading days that are each 15 ticks in length.,8,2026-02-12 12:49:16.192583,RTM1C45,4.62,4.61,4.63,1000000.0,1000000.0,,0,0,0,0
,,,,,,8,2026-02-12 12:49:16.192583,RTM1P45,0.26,0.25,0.27,1000000.0,1000000.0,,0,0,0,0
,,,,,,8,2026-02-12 12:49:16.192583,RTM1C46,3.79,3.78,3.8,1000000.0,1000000.0,150.0,0,0,0,0
,,,,,,8,2026-02-12 12:49:16.192583,RTM1P46,0.43,0.42,0.44,1000000.0,1000000.0,,0,0,0,0
,,,,,,8,2026-02-12 12:49:16.192583,RTM1C47,3.06,3.05,3.07,1000000.0,1000000.0,,0,0,0,0
,,,,,,8,2026-02-12 12:49:16.192583,RTM1P47,0.69,0.68,0.7,1000000.0,1000000.0,,0,0,0,0
,,,,,,8,2026-02-12 12:49:16.192583,RTM1C48,2.33,2.32,2.34,1000000.0,1000000.0,,0,0,0,0
,,,,,,8,2026-02-12 12:49:16.192583,RTM1P48,0.97,0.96,0.98,1000000.0,1000000.0,,0,0,0,0
,,,,,,8,2026-02-12 12:49:16.192583,RTM1C49,1.79,1.78,1.8,1000000.0,1000000.0,,0,0,0,0
,,,,,,8,2026-02-12 12:49:16.192583,RTM1P49,1.43,1.42,1.44,1000000.0,1000000.0,,0,0,0,0
,,,,,,8,2026-02-12 12:49:16.192583,RTM1C50,1.23,1.22,1.24,1000000.0,1000000.0,,0,0,0,0
,,,,,,8,2026-02-12 12:49:16.192583,RTM1P50,1.87,1.86,1.88,1000000.0,1000000.0,,0,0,0,0
,,,,,,8,2026-02-12 12:49:16.192583,RTM1C51,0.92,0.91,0.93,1000000.0,1000000.0,,0,0,0,0
,,,,,,8,2026-02-12 12:49:16.192583,RTM1P51,2.56,2.55,2.57,1000000.0,1000000.0,,0,0,0,0
,,,,,,8,2026-02-12 12:49:16.192583,RTM1C52,0.62,0.61,0.63,1000000.0,1000000.0,,0,0,0,0
,,,,,,8,2026-02-12 12:49:16.192583,RTM1P52,3.26,3.25,3.27,1000000.0,1000000.0,,0,0,0,0
,,,,,,8,2026-02-12 12:49:16.192583,RTM1C53,0.44,0.43,0.45,1000000.0,1000000.0,,0,0,0,0
,,,,,,8,2026-02-12 12:49:16.192583,RTM1P53,4.08,4.07,4.09,1000000.0,1000000.0,,0,0,0,0
,,,,,,8,2026-02-12 12:49:16.192583,RTM1C54,0.25,0.24,0.26,1000000.0,1000000.0,30.0,0,0,0,0
,,,,,,8,2026-02-12 12:49:16.192583,RTM1P54,4.89,4.88,4.9,1000000.0,1000000.0,,0,0,0,0
2.0,1.0,2.0,Week 1,Delta limit and penalty,The delta limit for this sub-heat is 12000 and the penalty percentage is 2%,8,2026-02-12 12:49:17.220582,RTM,49.37,49.35,49.37,100000000.0,100000000.0,,0,0,0,0
1.0,1.0,2.0,Week 1,Risk free rate and current annualized volatility of RTM,The current risk free rate is 0%. RTM is an ETF that mimics one of the major indices in the simulated world and its current annualized realized volatility is 22%. This simulation consists of 20 trading days that are each 15 ticks in length.,8,2026-02-12 12:49:17.220582,RTM1C45,4.63,4.61,4.63,1000000.0,1000000.0,,0,0,0,0
,,,,,,8,2026-02-12 12:49:17.220582,RTM1P45,0.25,0.25,0.27,1000000.0,1000000.0,,0,0,0,0
,,,,,,8,2026-02-12 12:49:17.220582,RTM1C46,3.78,3.78,3.8,1000000.0,1000000.0,180.0,0,0,0,0
,,,,,,8,2026-02-12 12:49:17.220582,RTM1P46,0.42,0.42,0.44,1000000.0,1000000.0,,0,0,0,0
,,,,,,8,2026-02-12 12:49:17.220582,RTM1C47,3.05,3.05,3.07,1000000.0,1000000.0,,0,0,0,0
,,,,,,8,2026-02-12 12:49:17.220582,RTM1P47,0.69,0.68,0.7,1000000.0,1000000.0,,0,0,0,0
,,,,,,8,2026-02-12 12:49:17.220582,RTM1C48,2.34,2.32,2.34,1000000.0,1000000.0,,0,0,0,0
,,,,,,8,2026-02-12 12:49:17.220582,RTM1P48,0.98,0.96,0.98,1000000.0,1000000.0,,0,0,0,0
,,,,,,8,2026-02-12 12:49:17.220582,RTM1C49,1.78,1.78,1.8,1000000.0,1000000.0,,0,0,0,0
,,,,,,8,2026-02-12 12:49:17.220582,RTM1P49,1.42,1.42,1.44,1000000.0,1000000.0,,0,0,0,0
,,,,,,8,2026-02-12 12:49:17.220582,RTM1C50,1.24,1.22,1.24,1000000.0,1000000.0,,0,0,0,0
,,,,,,8,2026-02-12 12:49:17.220582,RTM1P50,1.88,1.86,1.88,1000000.0,1000000.0,,0,0,0,0
,,,,,,8,2026-02-12 12:49:17.220582,RTM1C51,0.93,0.91,0.93,1000000.0,1000000.0,,0,0,0,0
,,,,,,8,2026-02-12 12:49:17.220582,RTM1P51,2.55,2.55,2.57,1000000.0,1000000.0,,0,0,0,0
,,,,,,8,2026-02-12 12:49:17.220582,RTM1C52,0.61,0.61,0.63,1000000.0,1000000.0,,0,0,0,0
,,,,,,8,2026-02-12 12:49:17.220582,RTM1P52,3.25,3.25,3.27,1000000.0,1000000.0,,0,0,0,0
,,,,,,8,2026-02-12 12:49:17.220582,RTM1C53,0.45,0.43,0.45,1000000.0,1000000.0,,0,0,0,0
,,,,,,8,2026-02-12 12:49:17.220582,RTM1P53,4.07,4.07,4.09,1000000.0,1000000.0,,0,0,0,0
,,,,,,8,2026-02-12 12:49:17.220582,RTM1C54,0.26,0.24,0.26,1000000.0,1000000.0,30.0,0,0,0,0
,,,,,,8,2026-02-12 12:49:17.220582,RTM1P54,4.88,4.88,4.9,1000000.0,1000000.0,,0,0,0,0
2.0,1.0,2.0,Week 1,Delta limit and penalty,The delta limit for this sub-heat is 12000 and the penalty percentage is 2%,9,2026-02-12 12:49:18.249153,RTM,49.54,49.54,49.56,100000000.0,100000000.0,,0,0,0,0
1.0,1.0,2.0,Week 1,Risk free rate and current annualized volatility of RTM,The current risk free rate is 0%. RTM is an ETF that mimics one of the major indices in the simulated world and its current annualized realized volatility is 22%. This simulation consists of 20 trading days that are each 15 ticks in length.,9,2026-02-12 12:49:18.249153,RTM1C45,4.72,4.72,4.74,1000000.0,1000000.0,,0,0,0,0
,,,,,,9,2026-02-12 12:49:18.249153,RTM1P45,0.19,0.17,0.19,1000000.0,1000000.0,,0,0,0,0
,,,,,,9,2026-02-12 12:49:18.249153,RTM1C46,3.89,3.87,3.89,1000000.0,1000000.0,150.0,0,0,0,0
,,,,,,9,2026-02-12 12:49:18.249153,RTM1P46,0.35,0.33,0.35,1000000.0,1000000.0,,0,0,0,0
,,,,,,9,2026-02-12 12:49:18.249153,RTM1C47,3.07,3.07,3.09,1000000.0,1000000.0,,0,0,0,0
,,,,,,9,2026-02-12 12:49:18.249153,RTM1P47,0.53,0.53,0.55,1000000.0,1000000.0,,0,0,0,0
,,,,,,9,2026-02-12 12:49:18.249153,RTM1C48,2.46,2.46,2.48,1000000.0,1000000.0,,0,0,0,0
,,,,,,9,2026-02-12 12:49:18.249153,RTM1P48,0.93,0.91,0.93,1000000.0,1000000.0,,0,0,0,0
,,,,,,9,2026-02-12 12:49:18.249153,RTM1C49,1.75,1.73,1.75,1000000.0,1000000.0,,0,0,0,0
,,,,,,9,2026-02-12 12:49:18.249153,RTM1P49,1.19,1.19,1.21,1000000.0,1000000.0,,0,0,0,0
,,,,,,9,2026-02-12 12:49:18.249153,RTM1C50,1.34,1.34,1.36,1000000.0,1000000.0,,0,0,0,0
,,,,,,9,2026-02-12 12:49:18.249153,RTM1P50,1.79,1.79,1.81,1000000.0,1000000.0,,0,0,0,0
,,,,,,9,2026-02-12 12:49:18.249153,RTM1C51,0.86,0.86,0.88,1000000.0,1000000.0,,0,0,0,0
,,,,,,9,2026-02-12 12:49:18.249153,RTM1P51,2.31,2.31,2.33,1000000.0,1000000.0,,0,0,0,0
,,,,,,9,2026-02-12 12:49:18.249153,RTM1C52,0.67,0.66,0.68,1000000.0,1000000.0,,0,0,0,0
,,,,,,9,2026-02-12 12:49:18.249153,RTM1P52,3.11,3.11,3.13,1000000.0,1000000.0,,0,0,0,0
,,,,,,9,2026-02-12 12:49:18.249153,RTM1C53,0.37,0.37,0.39,1000000.0,1000000.0,,0,0,0,0
,,,,,,9,2026-02-12 12:49:18.249153,RTM1P53,3.82,3.82,3.84,1000000.0,1000000.0,,0,0,0,0
,,,,,,9,2026-02-12 12:49:18.249153,RTM1C54,0.28,0.26,0.28,1000000.0,1000000.0,30.0,0,0,0,0
,,,,,,9,2026-02-12 12:49:18.249153,RTM1P54,4.73,4.71,4.73,1000000.0,1000000.0,,0,0,0,0
2.0,1.0,2.0,Week 1,Delta limit and penalty,The delta limit for this sub-heat is 12000 and the penalty percentage is 2%,11,2026-02-12 12:49:19.275906,RTM,49.64,49.63,49.65,100000000.0,100000000.0,,,,0,0,0,0
1.0,1.0,2.0,Week 1,Risk free rate and current annualized volatility of RTM,The current risk free rate is 0%. RTM is an ETF that mimics one of the major indices in the simulated world and its current annualized realized volatility is 22%. This simulation consists of 20 trading days that are each 15 ticks in length.,11,2026-02-12 12:49:19.275906,RTM1C45,4.8,4.79,4.81,1000000.0,1000000.0,,,,0,0,0,0
,,,,,,11,2026-02-12 12:49:19.275906,RTM1P45,0.17,0.15,0.17,1000000.0,1000000.0,10.0,,,0,0,0,0
,,,,,,11,2026-02-12 12:49:19.275906,RTM1C46,3.98,3.97,3.98,1000000.0,1000000.0,,150.0,,0,0,0,0
,,,,,,11,2026-02-12 12:49:19.275906,RTM1P46,0.34,0.33,0.35,1000000.0,1000000.0,,,,0,0,0,0
,,,,,,11,2026-02-12 12:49:19.275906,RTM1C47,3.14,3.13,3.15,1000000.0,1000000.0,,,,0,0,0,0
,,,,,,11,2026-02-12 12:49:19.275906,RTM1P47,0.5,0.49,0.51,1000000.0,1000000.0,,,,0,0,0,0
,,,,,,11,2026-02-12 12:49:19.275906,RTM1C48,2.55,2.54,2.56,1000000.0,1000000.0,,,,0,0,0,0
,,,,,,11,2026-02-12 12:49:19.275906,RTM1P48,0.91,0.9,0.92,1000000.0,1000000.0,,,,0,0,0,0
,,,,,,11,2026-02-12 12:49:19.275906,RTM1C49,1.96,1.95,1.97,1000000.0,1000000.0,,,30.0,0,0,0,0
,,,,,,11,2026-02-12 12:49:19.275906,RTM1P49,1.33,1.32,1.34,1000000.0,1000000.0,,,,0,0,0,0
,,,,,,11,2026-02-12 12:49:19.275906,RTM1C50,1.26,1.26,1.28,1000000.0,1000000.0,,,,0,0,0,0
,,,,,,11,2026-02-12 12:49:19.275906,RTM1P50,1.62,1.62,1.64,1000000.0,1000000.0,,,,0,0,0,0
,,,,,,11,2026-02-12 12:49:19.275906,RTM1C51,0.93,0.92,0.94,1000000.0,1000000.0,,,,0,0,0,0
,,,,,,11,2026-02-12 12:49:19.275906,RTM1P51,2.29,2.28,2.3,1000000.0,1000000.0,,,,0,0,0,0
,,,,,,11,2026-02-12 12:49:19.275906,RTM1C52,0.67,0.66,0.68,1000000.0,1000000.0,,,,0,0,0,0
,,,,,,11,2026-02-12 12:49:19.275906,RTM1P52,3.03,3.02,3.04,1000000.0,1000000.0,,,,0,0,0,0
,,,,,,11,2026-02-12 12:49:19.275906,RTM1C53,0.37,0.36,0.38,1000000.0,1000000.0,,,,0,0,0,0
,,,,,,11,2026-02-12 12:49:19.275906,RTM1P53,3.74,3.73,3.75,1000000.0,1000000.0,,,,0,0,0,0
,,,,,,11,2026-02-12 12:49:19.275906,RTM1C54,0.26,0.25,0.27,1000000.0,1000000.0,,,,0,0,0,0
,,,,,,11,2026-02-12 12:49:19.275906,RTM1P54,4.62,4.61,4.63,1000000.0,1000000.0,,,,0,0,0,0
2.0,1.0,2.0,Week 1,Delta limit and penalty,The delta limit for this sub-heat is 12000 and the penalty percentage is 2%,12,2026-02-12 12:49:20.301686,RTM,49.51,49.5,49.52,100000000.0,100000000.0,,,,0,0,0,0
1.0,1.0,2.0,Week 1,Risk free rate and current annualized volatility of RTM,The current risk free rate is 0%. RTM is an ETF that mimics one of the major indices in the simulated world and its current annualized realized volatility is 22%. This simulation consists of 20 trading days that are each 15 ticks in length.,12,2026-02-12 12:49:20.301686,RTM1C45,4.66,4.65,4.67,1000000.0,1000000.0,,,,0,0,0,0
,,,,,,12,2026-02-12 12:49:20.301686,RTM1P45,0.15,0.14,0.16,1000000.0,1000000.0,10.0,,,0,0,0,0
,,,,,,12,2026-02-12 12:49:20.301686,RTM1C46,3.81,3.8,3.82,1000000.0,1000000.0,,150.0,,0,0,0,0
,,,,,,12,2026-02-12 12:49:20.301686,RTM1P46,0.31,0.3,0.32,1000000.0,1000000.0,,,,0,0,0,0
,,,,,,12,2026-02-12 12:49:20.301686,RTM1C47,3.04,3.03,3.05,1000000.0,1000000.0,,,,0,0,0,0
,,,,,,12,2026-02-12 12:49:20.301686,RTM1P47,0.54,0.53,0.55,1000000.0,1000000.0,,,,0,0,0,0
,,,,,,12,2026-02-12 12:49:20.301686,RTM1C48,2.42,2.41,2.43,1000000.0,1000000.0,,,,0,0,0,0
,,,,,,12,2026-02-12 12:49:20.301686,RTM1P48,0.92,0.91,0.93,1000000.0,1000000.0,,,,0,0,0,0
,,,,,,12,2026-02-12 12:49:20.301686,RTM1C49,1.86,1.85,1.87,1000000.0,1000000.0,,,30.0,0,0,0,0
,,,,,,12,2026-02-12 12:49:20.301686,RTM1P49,1.35,1.34,1.36,1000000.0,1000000.0,,,,0,0,0,0
,,,,,,12,2026-02-12 12:49:20.301686,RTM1C50,1.23,1.21,1.23,1000000.0,1000000.0,,,,0,0,0,0
,,,,,,12,2026-02-12 12:49:20.301686,RTM1P50,1.71,1.71,1.73,1000000.0,1000000.0,,,,0,0,0,0
,,,,,,12,2026-02-12 12:49:20.301686,RTM1C51,0.83,0.82,0.84,1000000.0,1000000.0,,,,0,0,0,0
,,,,,,12,2026-02-12 12:49:20.301686,RTM1P51,2.33,2.32,2.34,1000000.0,1000000.0,,,,0,0,0,0
,,,,,,12,2026-02-12 12:49:20.301686,RTM1C52,0.56,0.55,0.57,1000000.0,1000000.0,,,,0,0,0,0
,,,,,,12,2026-02-12 12:49:20.301686,RTM1P52,3.05,3.04,3.06,1000000.0,1000000.0,,,,0,0,0,0
,,,,,,12,2026-02-12 12:49:20.301686,RTM1C53,0.36,0.35,0.37,1000000.0,1000000.0,,,,0,0,0,0
,,,,,,12,2026-02-12 12:49:20.301686,RTM1P53,3.85,3.84,3.86,1000000.0,1000000.0,,,,0,0,0,0
,,,,,,12,2026-02-12 12:49:20.301686,RTM1C54,0.24,0.23,0.25,1000000.0,1000000.0,,,,0,0,0,0
,,,,,,12,2026-02-12 12:49:20.301686,RTM1P54,4.74,4.73,4.75,1000000.0,1000000.0,,,,0,0,0,0
2.0,1.0,2.0,Week 1,Delta limit and penalty,The delta limit for this sub-heat is 12000 and the penalty percentage is 2%,13,2026-02-12 12:49:21.326588,RTM,49.66,49.65,49.67,100000000.0,100000000.0,,,0,0,0,0,0
