ticker,last_price,bid_price,ask_price,SELL_UOTB-T1,SELL_ANON,BUY_ANON,SELL_UOTB-P,BUY_UOTB-D,SELL_BABS-P,SELL_UOTB-D,BUY_UOTB-P,tick,timestamp
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,83,2026-02-04 17:08:32.619765
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,83,2026-02-04 17:08:32.619765
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,83,2026-02-04 17:08:32.619765
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,83,2026-02-04 17:08:32.619765
ELEC-F,20.0,0.0,0.0,,,0,0,0,0,0,0,0,0,83,2026-02-04 17:08:32.619765
NG,2.15,2.13,2.17,800000.0,800000.0,0,0,0,0,0,0,0,0,84,2026-02-04 17:08:33.664799
ELEC-day2,20.01,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,84,2026-02-04 17:08:33.664799
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,84,2026-02-04 17:08:33.664799
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,84,2026-02-04 17:08:33.664799
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,84,2026-02-04 17:08:33.664799
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,84,2026-02-04 17:08:33.664799
ELEC-F,20.0,0.0,0.0,,,0,0,0,0,0,0,0,0,84,2026-02-04 17:08:33.664799
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,0,85,2026-02-04 17:08:34.708170
ELEC-day2,20.01,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,85,2026-02-04 17:08:34.708170
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,85,2026-02-04 17:08:34.708170
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,85,2026-02-04 17:08:34.708170
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,85,2026-02-04 17:08:34.708170
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,85,2026-02-04 17:08:34.708170
ELEC-F,20.0,0.0,0.0,,,0,0,0,0,0,0,0,0,85,2026-02-04 17:08:34.708170
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,0,86,2026-02-04 17:08:35.740668
ELEC-day2,20.01,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,86,2026-02-04 17:08:35.740668
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,86,2026-02-04 17:08:35.740668
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,86,2026-02-04 17:08:35.740668
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,86,2026-02-04 17:08:35.740668
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,86,2026-02-04 17:08:35.740668
ELEC-F,20.0,0.0,0.0,,,0,0,0,0,0,0,0,0,86,2026-02-04 17:08:35.740668
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,0,87,2026-02-04 17:08:36.370036
ELEC-day2,20.01,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,87,2026-02-04 17:08:36.370036
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,87,2026-02-04 17:08:36.370036
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,87,2026-02-04 17:08:36.370036
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,87,2026-02-04 17:08:36.370036
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,87,2026-02-04 17:08:36.370036
ELEC-F,20.0,0.0,0.0,,,0,0,0,0,0,0,0,0,87,2026-02-04 17:08:36.370036
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,0,88,2026-02-04 17:08:37.528117
ELEC-day2,20.01,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,88,2026-02-04 17:08:37.528117
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,88,2026-02-04 17:08:37.528117
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,88,2026-02-04 17:08:37.528117
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,88,2026-02-04 17:08:37.528117
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,88,2026-02-04 17:08:37.528117
ELEC-F,20.0,0.0,0.0,,,0,0,0,0,0,0,0,0,88,2026-02-04 17:08:37.528117
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,0,89,2026-02-04 17:08:38.585551
ELEC-day2,20.01,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,89,2026-02-04 17:08:38.585551
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,89,2026-02-04 17:08:38.585551
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,89,2026-02-04 17:08:38.585551
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,89,2026-02-04 17:08:38.585551
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,89,2026-02-04 17:08:38.585551
ELEC-F,20.0,0.0,0.0,,,0,0,0,0,0,0,0,0,89,2026-02-04 17:08:38.585551
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,0,90,2026-02-04 17:08:39.628013,10.0,2.0,89.0,,SUNLIGHT Forecast for DAY 3,The weather forecasts call for between 1 and 5 hours of sunlight tomorrow.
ELEC-day2,20.01,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,90,2026-02-04 17:08:39.628013,,,,,,
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,90,2026-02-04 17:08:39.628013,,,,,,
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,90,2026-02-04 17:08:39.628013,,,,,,
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,90,2026-02-04 17:08:39.628013,,,,,,
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,90,2026-02-04 17:08:39.628013,,,,,,
ELEC-F,20.0,0.0,0.0,,,0,0,0,0,0,0,0,0,90,2026-02-04 17:08:39.628013,,,,,,
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,0,91,2026-02-04 17:08:40.671119
ELEC-day2,20.01,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,91,2026-02-04 17:08:40.671119
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,91,2026-02-04 17:08:40.671119
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,91,2026-02-04 17:08:40.671119
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,91,2026-02-04 17:08:40.671119
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,91,2026-02-04 17:08:40.671119
ELEC-F,20.0,0.0,0.0,,,0,0,0,0,0,0,0,0,91,2026-02-04 17:08:40.671119
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,92,2026-02-04 17:08:41.714253
ELEC-day2,20.01,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,92,2026-02-04 17:08:41.714253
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,92,2026-02-04 17:08:41.714253
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,92,2026-02-04 17:08:41.714253
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,92,2026-02-04 17:08:41.714253
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,92,2026-02-04 17:08:41.714253
ELEC-F,20.0,0.0,0.0,,,0,0,0,0,0,0,0,0,92,2026-02-04 17:08:41.714253
NG,2.14,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,93,2026-02-04 17:08:42.756649
ELEC-day2,20.01,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,93,2026-02-04 17:08:42.756649
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,93,2026-02-04 17:08:42.756649
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,93,2026-02-04 17:08:42.756649
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,93,2026-02-04 17:08:42.756649
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,93,2026-02-04 17:08:42.756649
ELEC-F,20.0,0.0,0.0,,,0,0,0,0,0,0,0,0,93,2026-02-04 17:08:42.756649
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,94,2026-02-04 17:08:43.791144
ELEC-day2,20.01,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,94,2026-02-04 17:08:43.791144
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,94,2026-02-04 17:08:43.791144
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,94,2026-02-04 17:08:43.791144
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,94,2026-02-04 17:08:43.791144
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,94,2026-02-04 17:08:43.791144
ELEC-F,20.0,0.0,0.0,,,0,0,0,0,0,0,0,0,94,2026-02-04 17:08:43.791144
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,0,95,2026-02-04 17:08:44.832218
ELEC-day2,20.01,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,95,2026-02-04 17:08:44.832218
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,95,2026-02-04 17:08:44.832218
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,95,2026-02-04 17:08:44.832218
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,95,2026-02-04 17:08:44.832218
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,95,2026-02-04 17:08:44.832218
ELEC-F,20.0,0.0,0.0,,,0,0,0,0,0,0,0,0,95,2026-02-04 17:08:44.832218
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,96,2026-02-04 17:08:45.427268
ELEC-day2,20.01,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,96,2026-02-04 17:08:45.427268
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,96,2026-02-04 17:08:45.427268
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,96,2026-02-04 17:08:45.427268
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,96,2026-02-04 17:08:45.427268
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,96,2026-02-04 17:08:45.427268
ELEC-F,20.0,0.0,0.0,,,0,0,0,0,0,0,0,0,96,2026-02-04 17:08:45.427268
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,97,2026-02-04 17:08:46.573155
ELEC-day2,20.01,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,97,2026-02-04 17:08:46.573155
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,97,2026-02-04 17:08:46.573155
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,97,2026-02-04 17:08:46.573155
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,97,2026-02-04 17:08:46.573155
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,97,2026-02-04 17:08:46.573155
ELEC-F,20.0,0.0,0.0,,,0,0,0,0,0,0,0,0,97,2026-02-04 17:08:46.573155
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,98,2026-02-04 17:08:47.643980
ELEC-day2,20.01,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,98,2026-02-04 17:08:47.643980
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,98,2026-02-04 17:08:47.643980
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,98,2026-02-04 17:08:47.643980
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,98,2026-02-04 17:08:47.643980
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,98,2026-02-04 17:08:47.643980
ELEC-F,20.0,0.0,0.0,,,0,0,0,0,0,0,0,0,98,2026-02-04 17:08:47.643980
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,99,2026-02-04 17:08:48.707848
ELEC-day2,20.01,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,99,2026-02-04 17:08:48.707848
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,99,2026-02-04 17:08:48.707848
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,99,2026-02-04 17:08:48.707848
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,99,2026-02-04 17:08:48.707848
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,99,2026-02-04 17:08:48.707848
ELEC-F,20.0,0.0,0.0,,,0,0,0,0,0,0,0,0,99,2026-02-04 17:08:48.707848
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,100,2026-02-04 17:08:49.756158
ELEC-day2,20.01,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,100,2026-02-04 17:08:49.756158
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,100,2026-02-04 17:08:49.756158
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,100,2026-02-04 17:08:49.756158
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,100,2026-02-04 17:08:49.756158
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,100,2026-02-04 17:08:49.756158
ELEC-F,20.0,0.0,0.0,,,0,0,0,0,0,0,0,0,100,2026-02-04 17:08:49.756158
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,101,2026-02-04 17:08:50.805436
ELEC-day2,20.01,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,101,2026-02-04 17:08:50.805436
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,101,2026-02-04 17:08:50.805436
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,101,2026-02-04 17:08:50.805436
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,101,2026-02-04 17:08:50.805436
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,101,2026-02-04 17:08:50.805436
ELEC-F,20.0,0.0,0.0,,,0,0,0,0,0,0,0,0,101,2026-02-04 17:08:50.805436
NG,2.1,2.08,2.12,800000.0,800000.0,0,0,0,0,0,0,0,0,102,2026-02-04 17:08:51.476298
ELEC-day2,20.01,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,102,2026-02-04 17:08:51.476298
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,102,2026-02-04 17:08:51.476298
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,102,2026-02-04 17:08:51.476298
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,102,2026-02-04 17:08:51.476298
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,102,2026-02-04 17:08:51.476298
ELEC-F,20.0,0.0,0.0,,,0,0,0,0,0,0,0,0,102,2026-02-04 17:08:51.476298
NG,2.1,2.08,2.12,800000.0,800000.0,0,0,0,0,0,0,0,0,103,2026-02-04 17:08:52.632683
ELEC-day2,20.01,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,103,2026-02-04 17:08:52.632683
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,103,2026-02-04 17:08:52.632683
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,103,2026-02-04 17:08:52.632683
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,103,2026-02-04 17:08:52.632683
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,103,2026-02-04 17:08:52.632683
ELEC-F,20.0,0.0,0.0,,,0,0,0,0,0,0,0,0,103,2026-02-04 17:08:52.632683
NG,2.1,2.08,2.12,800000.0,800000.0,0,0,0,0,0,0,0,0,104,2026-02-04 17:08:53.751161
ELEC-day2,20.01,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,104,2026-02-04 17:08:53.751161
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,104,2026-02-04 17:08:53.751161
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,104,2026-02-04 17:08:53.751161
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,104,2026-02-04 17:08:53.751161
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,104,2026-02-04 17:08:53.751161
ELEC-F,12.0,0.0,0.0,,,0,0,0,0,0,0,0,0,104,2026-02-04 17:08:53.751161
NG,2.1,2.08,2.12,800000.0,800000.0,0,0,0,0,0,0,0,0,105,2026-02-04 17:08:54.838468
ELEC-day2,20.01,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,105,2026-02-04 17:08:54.838468
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,105,2026-02-04 17:08:54.838468
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,105,2026-02-04 17:08:54.838468
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,105,2026-02-04 17:08:54.838468
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,105,2026-02-04 17:08:54.838468
ELEC-F,12.0,0.0,0.0,,,0,0,0,0,0,0,0,0,105,2026-02-04 17:08:54.838468
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,106,2026-02-04 17:08:55.978056
ELEC-day2,20.01,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,106,2026-02-04 17:08:55.978056
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,106,2026-02-04 17:08:55.978056
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,106,2026-02-04 17:08:55.978056
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,106,2026-02-04 17:08:55.978056
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,106,2026-02-04 17:08:55.978056
ELEC-F,12.0,0.0,0.0,,,0,0,0,0,0,0,0,0,106,2026-02-04 17:08:55.978056
NG,2.1,2.08,2.12,800000.0,800000.0,0,0,0,0,0,0,0,0,107,2026-02-04 17:08:56.536801
ELEC-day2,20.01,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,107,2026-02-04 17:08:56.536801
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,107,2026-02-04 17:08:56.536801
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,107,2026-02-04 17:08:56.536801
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,107,2026-02-04 17:08:56.536801
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,107,2026-02-04 17:08:56.536801
ELEC-F,12.0,0.0,0.0,,,0,0,0,0,0,0,0,0,107,2026-02-04 17:08:56.536801
NG,2.08,2.06,2.1,800000.0,800000.0,0,0,0,0,0,0,0,0,108,2026-02-04 17:08:57.610400
ELEC-day2,20.01,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,108,2026-02-04 17:08:57.610400
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,108,2026-02-04 17:08:57.610400
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,108,2026-02-04 17:08:57.610400
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,108,2026-02-04 17:08:57.610400
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,108,2026-02-04 17:08:57.610400
ELEC-F,12.0,0.0,0.0,,,0,0,0,0,0,0,0,0,108,2026-02-04 17:08:57.610400
NG,2.08,2.06,2.1,800000.0,800000.0,0,0,0,0,0,0,0,0,109,2026-02-04 17:08:58.676832
ELEC-day2,20.01,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,109,2026-02-04 17:08:58.676832
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,109,2026-02-04 17:08:58.676832
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,109,2026-02-04 17:08:58.676832
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,109,2026-02-04 17:08:58.676832
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,109,2026-02-04 17:08:58.676832
ELEC-F,12.0,0.0,0.0,,,0,0,0,0,0,0,0,0,109,2026-02-04 17:08:58.676832
NG,2.08,2.06,2.1,800000.0,800000.0,0,0,0,0,0,0,0,0,110,2026-02-04 17:08:59.723978
ELEC-day2,20.0,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,110,2026-02-04 17:08:59.723978
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,110,2026-02-04 17:08:59.723978
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,110,2026-02-04 17:08:59.723978
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,110,2026-02-04 17:08:59.723978
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,110,2026-02-04 17:08:59.723978
ELEC-F,12.0,0.0,0.0,,,0,0,0,0,0,0,0,0,110,2026-02-04 17:08:59.723978
NG,2.09,2.07,2.11,800000.0,800000.0,0,0,0,0,0,0,0,0,111,2026-02-04 17:09:00.783160
ELEC-day2,20.0,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,111,2026-02-04 17:09:00.783160
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,111,2026-02-04 17:09:00.783160
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,111,2026-02-04 17:09:00.783160
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,111,2026-02-04 17:09:00.783160
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,111,2026-02-04 17:09:00.783160
ELEC-F,12.0,0.0,0.0,,,0,0,0,0,0,0,0,0,111,2026-02-04 17:09:00.783160
NG,2.09,2.07,2.11,800000.0,800000.0,0,0,0,0,0,0,0,0,112,2026-02-04 17:09:01.838997
ELEC-day2,20.0,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,112,2026-02-04 17:09:01.838997
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,112,2026-02-04 17:09:01.838997
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,112,2026-02-04 17:09:01.838997
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,112,2026-02-04 17:09:01.838997
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,112,2026-02-04 17:09:01.838997
ELEC-F,12.0,0.0,0.0,,,0,0,0,0,0,0,0,0,112,2026-02-04 17:09:01.838997
NG,2.1,2.08,2.12,800000.0,800000.0,0,0,0,0,0,0,0,0,113,2026-02-04 17:09:02.891392
ELEC-day2,20.0,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,113,2026-02-04 17:09:02.891392
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,113,2026-02-04 17:09:02.891392
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,113,2026-02-04 17:09:02.891392
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,113,2026-02-04 17:09:02.891392
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,113,2026-02-04 17:09:02.891392
ELEC-F,12.0,0.0,0.0,,,0,0,0,0,0,0,0,0,113,2026-02-04 17:09:02.891392
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,114,2026-02-04 17:09:03.520025
ELEC-day2,20.0,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,114,2026-02-04 17:09:03.520025
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,114,2026-02-04 17:09:03.520025
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,114,2026-02-04 17:09:03.520025
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,114,2026-02-04 17:09:03.520025
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,114,2026-02-04 17:09:03.520025
ELEC-F,12.0,0.0,0.0,,,0,0,0,0,0,0,0,0,114,2026-02-04 17:09:03.520025
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,115,2026-02-04 17:09:04.704617
ELEC-day2,20.0,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,115,2026-02-04 17:09:04.704617
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,115,2026-02-04 17:09:04.704617
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,115,2026-02-04 17:09:04.704617
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,115,2026-02-04 17:09:04.704617
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,115,2026-02-04 17:09:04.704617
ELEC-F,12.0,0.0,0.0,,,0,0,0,0,0,0,0,0,115,2026-02-04 17:09:04.704617
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,116,2026-02-04 17:09:05.749825
ELEC-day2,20.0,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,116,2026-02-04 17:09:05.749825
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,116,2026-02-04 17:09:05.749825
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,116,2026-02-04 17:09:05.749825
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,116,2026-02-04 17:09:05.749825
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,116,2026-02-04 17:09:05.749825
ELEC-F,12.0,0.0,0.0,,,0,0,0,0,0,0,0,0,116,2026-02-04 17:09:05.749825
NG,2.1,2.08,2.12,800000.0,800000.0,0,0,0,0,0,0,0,0,117,2026-02-04 17:09:06.809300
ELEC-day2,20.0,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,117,2026-02-04 17:09:06.809300
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,117,2026-02-04 17:09:06.809300
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,117,2026-02-04 17:09:06.809300
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,117,2026-02-04 17:09:06.809300
