news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_GIOT-P,SELL_GIOT-P
,,,,,,6,2026-02-01 02:26:32.624273,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,6,2026-02-01 02:26:32.624273,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,6,2026-02-01 02:26:32.624273,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,7,2026-02-01 02:26:33.647290,NG,2.19,2.17,2.21,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",7,2026-02-01 02:26:33.647290,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,7,2026-02-01 02:26:33.647290,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,7,2026-02-01 02:26:33.647290,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,7,2026-02-01 02:26:33.647290,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,7,2026-02-01 02:26:33.647290,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,7,2026-02-01 02:26:33.647290,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,8,2026-02-01 02:26:34.680456,NG,2.19,2.17,2.21,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",8,2026-02-01 02:26:34.680456,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,8,2026-02-01 02:26:34.680456,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,8,2026-02-01 02:26:34.680456,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,8,2026-02-01 02:26:34.680456,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,8,2026-02-01 02:26:34.680456,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,8,2026-02-01 02:26:34.680456,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,9,2026-02-01 02:26:35.712252,NG,2.19,2.17,2.21,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",9,2026-02-01 02:26:35.712252,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,9,2026-02-01 02:26:35.712252,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,9,2026-02-01 02:26:35.712252,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,9,2026-02-01 02:26:35.712252,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,9,2026-02-01 02:26:35.712252,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,9,2026-02-01 02:26:35.712252,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,10,2026-02-01 02:26:36.750742,NG,2.19,2.17,2.21,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",10,2026-02-01 02:26:36.750742,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,10,2026-02-01 02:26:36.750742,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,10,2026-02-01 02:26:36.750742,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,10,2026-02-01 02:26:36.750742,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,10,2026-02-01 02:26:36.750742,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,10,2026-02-01 02:26:36.750742,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,11,2026-02-01 02:26:37.786247,NG,2.17,2.15,2.19,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",11,2026-02-01 02:26:37.786247,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,11,2026-02-01 02:26:37.786247,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,11,2026-02-01 02:26:37.786247,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,11,2026-02-01 02:26:37.786247,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,11,2026-02-01 02:26:37.786247,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,11,2026-02-01 02:26:37.786247,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,12,2026-02-01 02:26:38.817754,NG,2.17,2.15,2.19,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",12,2026-02-01 02:26:38.817754,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,12,2026-02-01 02:26:38.817754,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,12,2026-02-01 02:26:38.817754,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,12,2026-02-01 02:26:38.817754,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,12,2026-02-01 02:26:38.817754,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,12,2026-02-01 02:26:38.817754,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,13,2026-02-01 02:26:39.854411,NG,2.16,2.14,2.18,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",13,2026-02-01 02:26:39.854411,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,13,2026-02-01 02:26:39.854411,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,13,2026-02-01 02:26:39.854411,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,13,2026-02-01 02:26:39.854411,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,13,2026-02-01 02:26:39.854411,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,13,2026-02-01 02:26:39.854411,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,14,2026-02-01 02:26:40.887752,NG,2.16,2.14,2.18,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",14,2026-02-01 02:26:40.887752,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,14,2026-02-01 02:26:40.887752,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,14,2026-02-01 02:26:40.887752,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,14,2026-02-01 02:26:40.887752,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,14,2026-02-01 02:26:40.887752,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,14,2026-02-01 02:26:40.887752,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,15,2026-02-01 02:26:41.923907,NG,2.16,2.14,2.18,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",15,2026-02-01 02:26:41.923907,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,15,2026-02-01 02:26:41.923907,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,15,2026-02-01 02:26:41.923907,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,15,2026-02-01 02:26:41.923907,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,15,2026-02-01 02:26:41.923907,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,15,2026-02-01 02:26:41.923907,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,16,2026-02-01 02:26:42.950657,NG,2.16,2.14,2.18,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",16,2026-02-01 02:26:42.950657,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,16,2026-02-01 02:26:42.950657,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,16,2026-02-01 02:26:42.950657,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,16,2026-02-01 02:26:42.950657,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,16,2026-02-01 02:26:42.950657,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,16,2026-02-01 02:26:42.950657,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,17,2026-02-01 02:26:43.974529,NG,2.17,2.15,2.19,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",17,2026-02-01 02:26:43.974529,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,17,2026-02-01 02:26:43.974529,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,17,2026-02-01 02:26:43.974529,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,17,2026-02-01 02:26:43.974529,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,17,2026-02-01 02:26:43.974529,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,17,2026-02-01 02:26:43.974529,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,18,2026-02-01 02:26:45.005387,NG,2.16,2.14,2.18,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",18,2026-02-01 02:26:45.005387,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,18,2026-02-01 02:26:45.005387,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,18,2026-02-01 02:26:45.005387,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,18,2026-02-01 02:26:45.005387,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,18,2026-02-01 02:26:45.005387,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,18,2026-02-01 02:26:45.005387,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,19,2026-02-01 02:26:46.045151,NG,2.16,2.14,2.18,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",19,2026-02-01 02:26:46.045151,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,19,2026-02-01 02:26:46.045151,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,19,2026-02-01 02:26:46.045151,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,19,2026-02-01 02:26:46.045151,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,19,2026-02-01 02:26:46.045151,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,19,2026-02-01 02:26:46.045151,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,20,2026-02-01 02:26:47.080614,NG,2.15,2.13,2.17,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",20,2026-02-01 02:26:47.080614,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,20,2026-02-01 02:26:47.080614,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,20,2026-02-01 02:26:47.080614,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,20,2026-02-01 02:26:47.080614,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,20,2026-02-01 02:26:47.080614,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,20,2026-02-01 02:26:47.080614,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,21,2026-02-01 02:26:48.114711,NG,2.15,2.13,2.17,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",21,2026-02-01 02:26:48.114711,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,21,2026-02-01 02:26:48.114711,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,21,2026-02-01 02:26:48.114711,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,21,2026-02-01 02:26:48.114711,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,21,2026-02-01 02:26:48.114711,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,21,2026-02-01 02:26:48.114711,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,22,2026-02-01 02:26:49.137567,NG,2.15,2.13,2.17,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",22,2026-02-01 02:26:49.137567,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,22,2026-02-01 02:26:49.137567,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,22,2026-02-01 02:26:49.137567,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,22,2026-02-01 02:26:49.137567,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,22,2026-02-01 02:26:49.137567,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,22,2026-02-01 02:26:49.137567,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,23,2026-02-01 02:26:50.163009,NG,2.15,2.13,2.17,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",23,2026-02-01 02:26:50.163009,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,23,2026-02-01 02:26:50.163009,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,23,2026-02-01 02:26:50.163009,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,23,2026-02-01 02:26:50.163009,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,23,2026-02-01 02:26:50.163009,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,23,2026-02-01 02:26:50.163009,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,24,2026-02-01 02:26:51.190901,NG,2.14,2.12,2.16,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",24,2026-02-01 02:26:51.190901,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,24,2026-02-01 02:26:51.190901,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,24,2026-02-01 02:26:51.190901,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,24,2026-02-01 02:26:51.190901,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,24,2026-02-01 02:26:51.190901,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,24,2026-02-01 02:26:51.190901,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,25,2026-02-01 02:26:52.229035,NG,2.14,2.12,2.16,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",25,2026-02-01 02:26:52.229035,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,25,2026-02-01 02:26:52.229035,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,25,2026-02-01 02:26:52.229035,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,25,2026-02-01 02:26:52.229035,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,25,2026-02-01 02:26:52.229035,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,25,2026-02-01 02:26:52.229035,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,26,2026-02-01 02:26:53.271409,NG,2.14,2.12,2.16,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",26,2026-02-01 02:26:53.271409,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,26,2026-02-01 02:26:53.271409,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,26,2026-02-01 02:26:53.271409,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,26,2026-02-01 02:26:53.271409,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,26,2026-02-01 02:26:53.271409,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,26,2026-02-01 02:26:53.271409,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,27,2026-02-01 02:26:54.305202,NG,2.14,2.12,2.16,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",27,2026-02-01 02:26:54.305202,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,27,2026-02-01 02:26:54.305202,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,27,2026-02-01 02:26:54.305202,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,27,2026-02-01 02:26:54.305202,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,27,2026-02-01 02:26:54.305202,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,27,2026-02-01 02:26:54.305202,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,28,2026-02-01 02:26:55.336623,NG,2.13,2.11,2.15,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",28,2026-02-01 02:26:55.336623,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,28,2026-02-01 02:26:55.336623,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,28,2026-02-01 02:26:55.336623,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,28,2026-02-01 02:26:55.336623,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,28,2026-02-01 02:26:55.336623,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,28,2026-02-01 02:26:55.336623,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,29,2026-02-01 02:26:56.367697,NG,2.13,2.11,2.15,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",29,2026-02-01 02:26:56.367697,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,29,2026-02-01 02:26:56.367697,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,29,2026-02-01 02:26:56.367697,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,29,2026-02-01 02:26:56.367697,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,29,2026-02-01 02:26:56.367697,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,29,2026-02-01 02:26:56.367697,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,31,2026-02-01 02:26:57.450622,NG,2.14,2.12,2.16,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",31,2026-02-01 02:26:57.450622,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,31,2026-02-01 02:26:57.450622,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,31,2026-02-01 02:26:57.450622,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,31,2026-02-01 02:26:57.450622,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,31,2026-02-01 02:26:57.450622,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,31,2026-02-01 02:26:57.450622,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,32,2026-02-01 02:26:58.637566,NG,2.13,2.11,2.15,800000.0,800000.0,0,0
2.0,1.0,1.0,,FINES,"The fine for open positions of ELEC-dayX at the end of the day is $20,000/contract.",32,2026-02-01 02:26:58.637566,ELEC-day2,0.0,0.0,0.0,,,0,0
1.0,1.0,1.0,,Welcome to the RITC2026 GBE Energy Electricity Trading Case - practice server,,32,2026-02-01 02:26:58.637566,ELEC-day3,0.0,0.0,0.0,,,0,0
,,,,,,32,2026-02-01 02:26:58.637566,ELEC-day4,0.0,0.0,0.0,,,0,0
,,,,,,32,2026-02-01 02:26:58.637566,ELEC-day5,0.0,0.0,0.0,,,0,0
,,,,,,32,2026-02-01 02:26:58.637566,ELEC-day6,0.0,0.0,0.0,,,0,0
,,,,,,32,2026-02-01 02:26:58.637566,ELEC-F,0.0,0.0,0.0,,,0,0
3.0,1.0,1.0,,You are logged in as a TRADER,,33,2026-02-01 02:26:59.677691,NG,2.14,2.12,2.16,800000.0,800000.0,0,0
