ticker,last_price,bid_price,ask_price,SELL_CITY-T2,SELL_ANON,BUY_CITY-D,BUY_CITY-T1,SELL_CITY-D,BUY_CITY-P,SELL_CITY-T1,BUY_ANON,SELL_CITY-P,tick,timestamp
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,94,2026-02-03 00:00:27.342511
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,94,2026-02-03 00:00:27.342511
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,94,2026-02-03 00:00:27.342511
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,94,2026-02-03 00:00:27.342511
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,94,2026-02-03 00:00:27.342511
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,94,2026-02-03 00:00:27.342511
NG,2.15,2.13,2.17,800000.0,800000.0,0,0,0,0,0,0,0,95,2026-02-03 00:00:28.374725
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,95,2026-02-03 00:00:28.374725
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,95,2026-02-03 00:00:28.374725
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,95,2026-02-03 00:00:28.374725
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,95,2026-02-03 00:00:28.374725
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,95,2026-02-03 00:00:28.374725
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,95,2026-02-03 00:00:28.374725
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,0,96,2026-02-03 00:00:29.416363
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,96,2026-02-03 00:00:29.416363
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,96,2026-02-03 00:00:29.416363
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,96,2026-02-03 00:00:29.416363
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,96,2026-02-03 00:00:29.416363
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,96,2026-02-03 00:00:29.416363
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,96,2026-02-03 00:00:29.416363
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,0,97,2026-02-03 00:00:30.463089
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,97,2026-02-03 00:00:30.463089
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,97,2026-02-03 00:00:30.463089
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,97,2026-02-03 00:00:30.463089
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,97,2026-02-03 00:00:30.463089
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,97,2026-02-03 00:00:30.463089
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,97,2026-02-03 00:00:30.463089
NG,2.15,2.13,2.17,800000.0,800000.0,0,0,0,0,0,0,0,98,2026-02-03 00:00:31.026011
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,98,2026-02-03 00:00:31.026011
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,98,2026-02-03 00:00:31.026011
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,98,2026-02-03 00:00:31.026011
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,98,2026-02-03 00:00:31.026011
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,98,2026-02-03 00:00:31.026011
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,98,2026-02-03 00:00:31.026011
NG,2.15,2.13,2.17,800000.0,800000.0,0,0,0,0,0,0,0,99,2026-02-03 00:00:32.169564
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,99,2026-02-03 00:00:32.169564
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,99,2026-02-03 00:00:32.169564
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,99,2026-02-03 00:00:32.169564
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,99,2026-02-03 00:00:32.169564
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,99,2026-02-03 00:00:32.169564
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,99,2026-02-03 00:00:32.169564
NG,2.15,2.13,2.17,800000.0,800000.0,0,0,0,0,0,0,0,100,2026-02-03 00:00:33.202392
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,100,2026-02-03 00:00:33.202392
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,100,2026-02-03 00:00:33.202392
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,100,2026-02-03 00:00:33.202392
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,100,2026-02-03 00:00:33.202392
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,100,2026-02-03 00:00:33.202392
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,100,2026-02-03 00:00:33.202392
NG,2.15,2.13,2.17,800000.0,800000.0,0,0,0,0,0,0,0,101,2026-02-03 00:00:34.237367
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,101,2026-02-03 00:00:34.237367
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,101,2026-02-03 00:00:34.237367
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,101,2026-02-03 00:00:34.237367
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,101,2026-02-03 00:00:34.237367
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,101,2026-02-03 00:00:34.237367
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,101,2026-02-03 00:00:34.237367
NG,2.15,2.13,2.17,800000.0,800000.0,0,0,0,0,0,0,0,102,2026-02-03 00:00:35.271158
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,102,2026-02-03 00:00:35.271158
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,102,2026-02-03 00:00:35.271158
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,102,2026-02-03 00:00:35.271158
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,102,2026-02-03 00:00:35.271158
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,102,2026-02-03 00:00:35.271158
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,102,2026-02-03 00:00:35.271158
NG,2.15,2.13,2.17,800000.0,800000.0,0,0,0,0,0,0,0,103,2026-02-03 00:00:36.311210
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,103,2026-02-03 00:00:36.311210
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,103,2026-02-03 00:00:36.311210
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,103,2026-02-03 00:00:36.311210
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,103,2026-02-03 00:00:36.311210
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,103,2026-02-03 00:00:36.311210
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,103,2026-02-03 00:00:36.311210
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,0,104,2026-02-03 00:00:37.344443
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,104,2026-02-03 00:00:37.344443
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,104,2026-02-03 00:00:37.344443
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,104,2026-02-03 00:00:37.344443
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,104,2026-02-03 00:00:37.344443
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,104,2026-02-03 00:00:37.344443
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,104,2026-02-03 00:00:37.344443
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,0,105,2026-02-03 00:00:38.375638
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,105,2026-02-03 00:00:38.375638
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,105,2026-02-03 00:00:38.375638
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,105,2026-02-03 00:00:38.375638
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,105,2026-02-03 00:00:38.375638
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,105,2026-02-03 00:00:38.375638
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,105,2026-02-03 00:00:38.375638
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,0,106,2026-02-03 00:00:39.412874
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,106,2026-02-03 00:00:39.412874
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,106,2026-02-03 00:00:39.412874
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,106,2026-02-03 00:00:39.412874
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,106,2026-02-03 00:00:39.412874
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,106,2026-02-03 00:00:39.412874
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,106,2026-02-03 00:00:39.412874
NG,2.15,2.13,2.17,800000.0,800000.0,0,0,0,0,0,0,0,107,2026-02-03 00:00:40.445837
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,107,2026-02-03 00:00:40.445837
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,107,2026-02-03 00:00:40.445837
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,107,2026-02-03 00:00:40.445837
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,107,2026-02-03 00:00:40.445837
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,107,2026-02-03 00:00:40.445837
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,107,2026-02-03 00:00:40.445837
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,0,108,2026-02-03 00:00:41.475699
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,108,2026-02-03 00:00:41.475699
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,108,2026-02-03 00:00:41.475699
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,108,2026-02-03 00:00:41.475699
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,108,2026-02-03 00:00:41.475699
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,108,2026-02-03 00:00:41.475699
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,108,2026-02-03 00:00:41.475699
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,0,109,2026-02-03 00:00:42.509259
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,109,2026-02-03 00:00:42.509259
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,109,2026-02-03 00:00:42.509259
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,109,2026-02-03 00:00:42.509259
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,109,2026-02-03 00:00:42.509259
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,109,2026-02-03 00:00:42.509259
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,109,2026-02-03 00:00:42.509259
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,0,110,2026-02-03 00:00:43.091924
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,110,2026-02-03 00:00:43.091924
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,110,2026-02-03 00:00:43.091924
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,110,2026-02-03 00:00:43.091924
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,110,2026-02-03 00:00:43.091924
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,110,2026-02-03 00:00:43.091924
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,110,2026-02-03 00:00:43.091924
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,0,111,2026-02-03 00:00:44.200293
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,111,2026-02-03 00:00:44.200293
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,111,2026-02-03 00:00:44.200293
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,111,2026-02-03 00:00:44.200293
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,111,2026-02-03 00:00:44.200293
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,111,2026-02-03 00:00:44.200293
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,111,2026-02-03 00:00:44.200293
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,0,112,2026-02-03 00:00:45.232528
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,112,2026-02-03 00:00:45.232528
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,112,2026-02-03 00:00:45.232528
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,112,2026-02-03 00:00:45.232528
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,112,2026-02-03 00:00:45.232528
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,112,2026-02-03 00:00:45.232528
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,112,2026-02-03 00:00:45.232528
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,0,113,2026-02-03 00:00:46.267615
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,113,2026-02-03 00:00:46.267615
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,113,2026-02-03 00:00:46.267615
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,113,2026-02-03 00:00:46.267615
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,113,2026-02-03 00:00:46.267615
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,113,2026-02-03 00:00:46.267615
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,113,2026-02-03 00:00:46.267615
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,0,114,2026-02-03 00:00:47.296208
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,114,2026-02-03 00:00:47.296208
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,114,2026-02-03 00:00:47.296208
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,114,2026-02-03 00:00:47.296208
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,114,2026-02-03 00:00:47.296208
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,114,2026-02-03 00:00:47.296208
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,114,2026-02-03 00:00:47.296208
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,0,115,2026-02-03 00:00:48.325385
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,115,2026-02-03 00:00:48.325385
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,115,2026-02-03 00:00:48.325385
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,115,2026-02-03 00:00:48.325385
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,115,2026-02-03 00:00:48.325385
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,115,2026-02-03 00:00:48.325385
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,115,2026-02-03 00:00:48.325385
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,0,116,2026-02-03 00:00:49.356686
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,116,2026-02-03 00:00:49.356686
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,116,2026-02-03 00:00:49.356686
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,116,2026-02-03 00:00:49.356686
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,116,2026-02-03 00:00:49.356686
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,116,2026-02-03 00:00:49.356686
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,116,2026-02-03 00:00:49.356686
NG,2.17,2.15,2.19,800000.0,800000.0,0,0,0,0,0,0,0,117,2026-02-03 00:00:50.385696
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,117,2026-02-03 00:00:50.385696
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,117,2026-02-03 00:00:50.385696
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,117,2026-02-03 00:00:50.385696
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,117,2026-02-03 00:00:50.385696
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,117,2026-02-03 00:00:50.385696
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,117,2026-02-03 00:00:50.385696
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,0,118,2026-02-03 00:00:51.413432
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,118,2026-02-03 00:00:51.413432
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,118,2026-02-03 00:00:51.413432
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,118,2026-02-03 00:00:51.413432
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,118,2026-02-03 00:00:51.413432
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,118,2026-02-03 00:00:51.413432
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,118,2026-02-03 00:00:51.413432
NG,2.15,2.13,2.17,800000.0,800000.0,0,0,0,0,0,0,0,119,2026-02-03 00:00:52.449235
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,119,2026-02-03 00:00:52.449235
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,119,2026-02-03 00:00:52.449235
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,119,2026-02-03 00:00:52.449235
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,119,2026-02-03 00:00:52.449235
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,119,2026-02-03 00:00:52.449235
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,119,2026-02-03 00:00:52.449235
NG,2.15,2.13,2.17,800000.0,800000.0,0,0,0,0,0,0,0,120,2026-02-03 00:00:53.488218
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,120,2026-02-03 00:00:53.488218
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,120,2026-02-03 00:00:53.488218
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,120,2026-02-03 00:00:53.488218
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,120,2026-02-03 00:00:53.488218
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,120,2026-02-03 00:00:53.488218
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,120,2026-02-03 00:00:53.488218
NG,2.15,2.13,2.17,800000.0,800000.0,0,0,0,0,0,0,0,121,2026-02-03 00:00:54.519979
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,121,2026-02-03 00:00:54.519979
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,121,2026-02-03 00:00:54.519979
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,121,2026-02-03 00:00:54.519979
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,121,2026-02-03 00:00:54.519979
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,121,2026-02-03 00:00:54.519979
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,121,2026-02-03 00:00:54.519979
NG,2.16,2.14,2.18,800000.0,800000.0,0,0,0,0,0,0,0,122,2026-02-03 00:00:55.554950
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,122,2026-02-03 00:00:55.554950
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,122,2026-02-03 00:00:55.554950
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,122,2026-02-03 00:00:55.554950
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,122,2026-02-03 00:00:55.554950
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,122,2026-02-03 00:00:55.554950
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,122,2026-02-03 00:00:55.554950
NG,2.15,2.13,2.17,800000.0,800000.0,0,0,0,0,0,0,0,123,2026-02-03 00:00:56.152788
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,123,2026-02-03 00:00:56.152788
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,123,2026-02-03 00:00:56.152788
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,123,2026-02-03 00:00:56.152788
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,123,2026-02-03 00:00:56.152788
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,123,2026-02-03 00:00:56.152788
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,123,2026-02-03 00:00:56.152788
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,124,2026-02-03 00:00:57.272141
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,124,2026-02-03 00:00:57.272141
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,124,2026-02-03 00:00:57.272141
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,124,2026-02-03 00:00:57.272141
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,124,2026-02-03 00:00:57.272141
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,124,2026-02-03 00:00:57.272141
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,124,2026-02-03 00:00:57.272141
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,125,2026-02-03 00:00:58.309659
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,125,2026-02-03 00:00:58.309659
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,125,2026-02-03 00:00:58.309659
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,125,2026-02-03 00:00:58.309659
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,125,2026-02-03 00:00:58.309659
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,125,2026-02-03 00:00:58.309659
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,125,2026-02-03 00:00:58.309659
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,126,2026-02-03 00:00:59.364509
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,126,2026-02-03 00:00:59.364509
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,126,2026-02-03 00:00:59.364509
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,126,2026-02-03 00:00:59.364509
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,126,2026-02-03 00:00:59.364509
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,126,2026-02-03 00:00:59.364509
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,126,2026-02-03 00:00:59.364509
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,127,2026-02-03 00:01:00.461325
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,127,2026-02-03 00:01:00.461325
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,127,2026-02-03 00:01:00.461325
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,127,2026-02-03 00:01:00.461325
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,127,2026-02-03 00:01:00.461325
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,127,2026-02-03 00:01:00.461325
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,127,2026-02-03 00:01:00.461325
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,128,2026-02-03 00:01:01.541316
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,128,2026-02-03 00:01:01.541316
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,128,2026-02-03 00:01:01.541316
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,128,2026-02-03 00:01:01.541316
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,128,2026-02-03 00:01:01.541316
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,128,2026-02-03 00:01:01.541316
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,128,2026-02-03 00:01:01.541316
NG,2.14,2.12,2.16,800000.0,800000.0,0,0,0,0,0,0,0,129,2026-02-03 00:01:02.568384
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,129,2026-02-03 00:01:02.568384
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,129,2026-02-03 00:01:02.568384
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,129,2026-02-03 00:01:02.568384
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,129,2026-02-03 00:01:02.568384
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,129,2026-02-03 00:01:02.568384
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,129,2026-02-03 00:01:02.568384
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,130,2026-02-03 00:01:03.599507
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,130,2026-02-03 00:01:03.599507
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,130,2026-02-03 00:01:03.599507
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,130,2026-02-03 00:01:03.599507
