ticker,last_price,bid_price,ask_price,SELL_CITY-T2,SELL_ANON,SELL_DUBL-T1,BUY_CITY-D,SELL_LAVL-D,BUY_CITY-T1,BUY_CHUL-P,SELL_CITY-D,BUY_DUBL-T1,BUY_CITY-P,SELL_CITY-T1,BUY_ANON,SELL_CITY-P,tick,timestamp
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,156,2026-02-03 09:18:18.700461
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,156,2026-02-03 09:18:18.700461
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,156,2026-02-03 09:18:18.700461
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,156,2026-02-03 09:18:18.700461
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,156,2026-02-03 09:18:18.700461
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,156,2026-02-03 09:18:18.700461
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,156,2026-02-03 09:18:18.700461
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-03 09:18:19.738127
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-03 09:18:19.738127
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-03 09:18:19.738127
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-03 09:18:19.738127
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-03 09:18:19.738127
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-03 09:18:19.738127
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,157,2026-02-03 09:18:19.738127
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-03 09:18:20.773572
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-03 09:18:20.773572
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-03 09:18:20.773572
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-03 09:18:20.773572
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-03 09:18:20.773572
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-03 09:18:20.773572
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,158,2026-02-03 09:18:20.773572
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-03 09:18:21.809389
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-03 09:18:21.809389
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-03 09:18:21.809389
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-03 09:18:21.809389
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-03 09:18:21.809389
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-03 09:18:21.809389
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,159,2026-02-03 09:18:21.809389
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-03 09:18:22.850345
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-03 09:18:22.850345
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-03 09:18:22.850345
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-03 09:18:22.850345
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-03 09:18:22.850345
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-03 09:18:22.850345
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,160,2026-02-03 09:18:22.850345
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-03 09:18:23.443504
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-03 09:18:23.443504
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-03 09:18:23.443504
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-03 09:18:23.443504
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-03 09:18:23.443504
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-03 09:18:23.443504
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,161,2026-02-03 09:18:23.443504
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-03 09:18:24.551534
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-03 09:18:24.551534
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-03 09:18:24.551534
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-03 09:18:24.551534
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-03 09:18:24.551534
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-03 09:18:24.551534
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,162,2026-02-03 09:18:24.551534
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,163,2026-02-03 09:18:25.598650
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,163,2026-02-03 09:18:25.598650
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,163,2026-02-03 09:18:25.598650
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,163,2026-02-03 09:18:25.598650
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,163,2026-02-03 09:18:25.598650
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,163,2026-02-03 09:18:25.598650
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,163,2026-02-03 09:18:25.598650
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,164,2026-02-03 09:18:26.654801
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,164,2026-02-03 09:18:26.654801
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,164,2026-02-03 09:18:26.654801
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,164,2026-02-03 09:18:26.654801
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,164,2026-02-03 09:18:26.654801
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,164,2026-02-03 09:18:26.654801
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,164,2026-02-03 09:18:26.654801
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,165,2026-02-03 09:18:27.704859
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,165,2026-02-03 09:18:27.704859
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,165,2026-02-03 09:18:27.704859
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,165,2026-02-03 09:18:27.704859
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,165,2026-02-03 09:18:27.704859
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,165,2026-02-03 09:18:27.704859
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,165,2026-02-03 09:18:27.704859
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,166,2026-02-03 09:18:28.749252
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,166,2026-02-03 09:18:28.749252
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,166,2026-02-03 09:18:28.749252
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,166,2026-02-03 09:18:28.749252
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,166,2026-02-03 09:18:28.749252
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,166,2026-02-03 09:18:28.749252
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,166,2026-02-03 09:18:28.749252
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,167,2026-02-03 09:18:29.797060
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,167,2026-02-03 09:18:29.797060
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,167,2026-02-03 09:18:29.797060
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,167,2026-02-03 09:18:29.797060
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,167,2026-02-03 09:18:29.797060
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,167,2026-02-03 09:18:29.797060
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,167,2026-02-03 09:18:29.797060
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,168,2026-02-03 09:18:30.844269
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,168,2026-02-03 09:18:30.844269
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,168,2026-02-03 09:18:30.844269
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,168,2026-02-03 09:18:30.844269
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,168,2026-02-03 09:18:30.844269
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,168,2026-02-03 09:18:30.844269
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,168,2026-02-03 09:18:30.844269
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,169,2026-02-03 09:18:31.889787
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,169,2026-02-03 09:18:31.889787
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,169,2026-02-03 09:18:31.889787
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,169,2026-02-03 09:18:31.889787
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,169,2026-02-03 09:18:31.889787
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,169,2026-02-03 09:18:31.889787
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,169,2026-02-03 09:18:31.889787
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,170,2026-02-03 09:18:33.007054
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,170,2026-02-03 09:18:33.007054
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,170,2026-02-03 09:18:33.007054
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,170,2026-02-03 09:18:33.007054
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,170,2026-02-03 09:18:33.007054
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,170,2026-02-03 09:18:33.007054
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,170,2026-02-03 09:18:33.007054
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,171,2026-02-03 09:18:33.543590
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,171,2026-02-03 09:18:33.543590
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,171,2026-02-03 09:18:33.543590
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,171,2026-02-03 09:18:33.543590
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,171,2026-02-03 09:18:33.543590
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,171,2026-02-03 09:18:33.543590
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,171,2026-02-03 09:18:33.543590
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,172,2026-02-03 09:18:34.624319
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,172,2026-02-03 09:18:34.624319
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,172,2026-02-03 09:18:34.624319
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,172,2026-02-03 09:18:34.624319
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,172,2026-02-03 09:18:34.624319
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,172,2026-02-03 09:18:34.624319
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,172,2026-02-03 09:18:34.624319
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,173,2026-02-03 09:18:35.673317
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,173,2026-02-03 09:18:35.673317
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,173,2026-02-03 09:18:35.673317
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,173,2026-02-03 09:18:35.673317
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,173,2026-02-03 09:18:35.673317
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,173,2026-02-03 09:18:35.673317
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,173,2026-02-03 09:18:35.673317
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,174,2026-02-03 09:18:36.714583
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,174,2026-02-03 09:18:36.714583
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,174,2026-02-03 09:18:36.714583
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,174,2026-02-03 09:18:36.714583
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,174,2026-02-03 09:18:36.714583
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,174,2026-02-03 09:18:36.714583
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,174,2026-02-03 09:18:36.714583
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,175,2026-02-03 09:18:37.761136
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,175,2026-02-03 09:18:37.761136
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,175,2026-02-03 09:18:37.761136
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,175,2026-02-03 09:18:37.761136
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,175,2026-02-03 09:18:37.761136
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,175,2026-02-03 09:18:37.761136
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,175,2026-02-03 09:18:37.761136
NG,2.1,2.08,2.12,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,176,2026-02-03 09:18:38.798224
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,176,2026-02-03 09:18:38.798224
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,176,2026-02-03 09:18:38.798224
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,176,2026-02-03 09:18:38.798224
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,176,2026-02-03 09:18:38.798224
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,176,2026-02-03 09:18:38.798224
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,176,2026-02-03 09:18:38.798224
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,177,2026-02-03 09:18:39.834309
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,177,2026-02-03 09:18:39.834309
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,177,2026-02-03 09:18:39.834309
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,177,2026-02-03 09:18:39.834309
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,177,2026-02-03 09:18:39.834309
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,177,2026-02-03 09:18:39.834309
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,177,2026-02-03 09:18:39.834309
NG,2.11,2.09,2.13,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,178,2026-02-03 09:18:40.870616
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,178,2026-02-03 09:18:40.870616
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,178,2026-02-03 09:18:40.870616
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,178,2026-02-03 09:18:40.870616
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,178,2026-02-03 09:18:40.870616
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,178,2026-02-03 09:18:40.870616
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,178,2026-02-03 09:18:40.870616
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,179,2026-02-03 09:18:41.910119
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,179,2026-02-03 09:18:41.910119
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,179,2026-02-03 09:18:41.910119
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,179,2026-02-03 09:18:41.910119
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,179,2026-02-03 09:18:41.910119
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,179,2026-02-03 09:18:41.910119
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,179,2026-02-03 09:18:41.910119
NG,2.12,2.1,2.14,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,180,2026-02-03 09:18:42.978659
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,180,2026-02-03 09:18:42.978659
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,180,2026-02-03 09:18:42.978659
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,180,2026-02-03 09:18:42.978659
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,180,2026-02-03 09:18:42.978659
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,180,2026-02-03 09:18:42.978659
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,180,2026-02-03 09:18:42.978659
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-03 09:18:44.024646,6.0,1.0,180.0,,SPOT PRICE AND VOLUMES FOR DAY 2,The Regulatory Authority for Electricity board decided that on day 2 the following prices and volumes will be enforced:<br><br>250 contracts are available for market participants to buy at a price of $20.01<br><br>250 contracts are available for market participants to sell at a price of $20.00
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-03 09:18:44.024646,,,,,,
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-03 09:18:44.024646,,,,,,
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-03 09:18:44.024646,,,,,,
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-03 09:18:44.024646,,,,,,
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-03 09:18:44.024646,,,,,,
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,0,2026-02-03 09:18:44.024646,,,,,,
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-03 09:18:45.062320
ELEC-day2,0.0,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-03 09:18:45.062320
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-03 09:18:45.062320
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-03 09:18:45.062320
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-03 09:18:45.062320
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-03 09:18:45.062320
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,1,2026-02-03 09:18:45.062320
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-03 09:18:45.648128
ELEC-day2,0.0,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-03 09:18:45.648128
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-03 09:18:45.648128
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-03 09:18:45.648128
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-03 09:18:45.648128
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-03 09:18:45.648128
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-03 09:18:45.648128
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-03 09:18:46.814023
ELEC-day2,0.0,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-03 09:18:46.814023
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-03 09:18:46.814023
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-03 09:18:46.814023
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-03 09:18:46.814023
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-03 09:18:46.814023
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-03 09:18:46.814023
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-03 09:18:47.890351
ELEC-day2,0.0,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-03 09:18:47.890351
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-03 09:18:47.890351
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-03 09:18:47.890351
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-03 09:18:47.890351
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-03 09:18:47.890351
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-03 09:18:47.890351
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-03 09:18:48.942913
ELEC-day2,0.0,20.0,20.01,250.0,250.0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-03 09:18:48.942913
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-03 09:18:48.942913
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-03 09:18:48.942913
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-03 09:18:48.942913
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-03 09:18:48.942913
ELEC-F,16.0,0.0,0.0,,,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-03 09:18:48.942913
NG,2.13,2.11,2.15,800000.0,800000.0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-03 09:18:50.007490
