ticker,last_price,bid_price,ask_price,SELL_UOTB-T1,SELL_ANON,BUY_ANON,SELL_UOTB-P,BUY_UOTB-D,SELL_BABS-P,SELL_UOTB-D,BUY_UOTB-P,tick,timestamp
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,154,2026-02-04 16:33:32.493300
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,154,2026-02-04 16:33:32.493300
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,154,2026-02-04 16:33:32.493300
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,154,2026-02-04 16:33:32.493300
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,154,2026-02-04 16:33:32.493300
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,154,2026-02-04 16:33:32.493300
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,154,2026-02-04 16:33:32.493300
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,155,2026-02-04 16:33:33.561924
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,155,2026-02-04 16:33:33.561924
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,155,2026-02-04 16:33:33.561924
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,155,2026-02-04 16:33:33.561924
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,155,2026-02-04 16:33:33.561924
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,155,2026-02-04 16:33:33.561924
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,155,2026-02-04 16:33:33.561924
NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0,156,2026-02-04 16:33:34.201859
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,156,2026-02-04 16:33:34.201859
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,156,2026-02-04 16:33:34.201859
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,156,2026-02-04 16:33:34.201859
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,156,2026-02-04 16:33:34.201859
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,156,2026-02-04 16:33:34.201859
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,156,2026-02-04 16:33:34.201859
NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0,157,2026-02-04 16:33:35.358050
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,157,2026-02-04 16:33:35.358050
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,157,2026-02-04 16:33:35.358050
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,157,2026-02-04 16:33:35.358050
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,157,2026-02-04 16:33:35.358050
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,157,2026-02-04 16:33:35.358050
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,157,2026-02-04 16:33:35.358050
NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0,158,2026-02-04 16:33:36.397358
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,158,2026-02-04 16:33:36.397358
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,158,2026-02-04 16:33:36.397358
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,158,2026-02-04 16:33:36.397358
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,158,2026-02-04 16:33:36.397358
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,158,2026-02-04 16:33:36.397358
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,158,2026-02-04 16:33:36.397358
NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0,159,2026-02-04 16:33:37.440148
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,159,2026-02-04 16:33:37.440148
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,159,2026-02-04 16:33:37.440148
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,159,2026-02-04 16:33:37.440148
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,159,2026-02-04 16:33:37.440148
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,159,2026-02-04 16:33:37.440148
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,159,2026-02-04 16:33:37.440148
NG,2.23,2.21,2.25,800000.0,800000.0,0,0,0,0,0,0,160,2026-02-04 16:33:38.487149
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,160,2026-02-04 16:33:38.487149
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,160,2026-02-04 16:33:38.487149
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,160,2026-02-04 16:33:38.487149
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,160,2026-02-04 16:33:38.487149
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,160,2026-02-04 16:33:38.487149
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,160,2026-02-04 16:33:38.487149
NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0,161,2026-02-04 16:33:39.533990
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,161,2026-02-04 16:33:39.533990
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,161,2026-02-04 16:33:39.533990
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,161,2026-02-04 16:33:39.533990
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,161,2026-02-04 16:33:39.533990
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,161,2026-02-04 16:33:39.533990
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,161,2026-02-04 16:33:39.533990
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,162,2026-02-04 16:33:40.594927
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,162,2026-02-04 16:33:40.594927
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,162,2026-02-04 16:33:40.594927
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,162,2026-02-04 16:33:40.594927
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,162,2026-02-04 16:33:40.594927
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,162,2026-02-04 16:33:40.594927
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,162,2026-02-04 16:33:40.594927
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,163,2026-02-04 16:33:41.636779
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,163,2026-02-04 16:33:41.636779
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,163,2026-02-04 16:33:41.636779
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,163,2026-02-04 16:33:41.636779
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,163,2026-02-04 16:33:41.636779
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,163,2026-02-04 16:33:41.636779
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,163,2026-02-04 16:33:41.636779
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,164,2026-02-04 16:33:42.768529
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,164,2026-02-04 16:33:42.768529
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,164,2026-02-04 16:33:42.768529
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,164,2026-02-04 16:33:42.768529
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,164,2026-02-04 16:33:42.768529
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,164,2026-02-04 16:33:42.768529
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,164,2026-02-04 16:33:42.768529
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,165,2026-02-04 16:33:43.332453
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,165,2026-02-04 16:33:43.332453
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,165,2026-02-04 16:33:43.332453
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,165,2026-02-04 16:33:43.332453
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,165,2026-02-04 16:33:43.332453
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,165,2026-02-04 16:33:43.332453
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,165,2026-02-04 16:33:43.332453
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,166,2026-02-04 16:33:44.395907
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,166,2026-02-04 16:33:44.395907
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,166,2026-02-04 16:33:44.395907
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,166,2026-02-04 16:33:44.395907
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,166,2026-02-04 16:33:44.395907
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,166,2026-02-04 16:33:44.395907
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,166,2026-02-04 16:33:44.395907
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,167,2026-02-04 16:33:45.458496
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,167,2026-02-04 16:33:45.458496
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,167,2026-02-04 16:33:45.458496
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,167,2026-02-04 16:33:45.458496
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,167,2026-02-04 16:33:45.458496
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,167,2026-02-04 16:33:45.458496
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,167,2026-02-04 16:33:45.458496
NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0,168,2026-02-04 16:33:46.493729
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,168,2026-02-04 16:33:46.493729
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,168,2026-02-04 16:33:46.493729
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,168,2026-02-04 16:33:46.493729
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,168,2026-02-04 16:33:46.493729
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,168,2026-02-04 16:33:46.493729
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,168,2026-02-04 16:33:46.493729
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,169,2026-02-04 16:33:47.528340
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,169,2026-02-04 16:33:47.528340
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,169,2026-02-04 16:33:47.528340
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,169,2026-02-04 16:33:47.528340
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,169,2026-02-04 16:33:47.528340
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,169,2026-02-04 16:33:47.528340
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,169,2026-02-04 16:33:47.528340
NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0,170,2026-02-04 16:33:48.566537
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,170,2026-02-04 16:33:48.566537
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,170,2026-02-04 16:33:48.566537
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,170,2026-02-04 16:33:48.566537
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,170,2026-02-04 16:33:48.566537
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,170,2026-02-04 16:33:48.566537
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,170,2026-02-04 16:33:48.566537
NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0,171,2026-02-04 16:33:49.605472
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,171,2026-02-04 16:33:49.605472
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,171,2026-02-04 16:33:49.605472
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,171,2026-02-04 16:33:49.605472
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,171,2026-02-04 16:33:49.605472
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,171,2026-02-04 16:33:49.605472
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,171,2026-02-04 16:33:49.605472
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,172,2026-02-04 16:33:50.648673
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,172,2026-02-04 16:33:50.648673
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,172,2026-02-04 16:33:50.648673
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,172,2026-02-04 16:33:50.648673
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,172,2026-02-04 16:33:50.648673
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,172,2026-02-04 16:33:50.648673
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,172,2026-02-04 16:33:50.648673
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,173,2026-02-04 16:33:51.699730
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,173,2026-02-04 16:33:51.699730
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,173,2026-02-04 16:33:51.699730
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,173,2026-02-04 16:33:51.699730
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,173,2026-02-04 16:33:51.699730
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,173,2026-02-04 16:33:51.699730
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,173,2026-02-04 16:33:51.699730
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,174,2026-02-04 16:33:52.315282
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,174,2026-02-04 16:33:52.315282
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,174,2026-02-04 16:33:52.315282
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,174,2026-02-04 16:33:52.315282
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,174,2026-02-04 16:33:52.315282
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,174,2026-02-04 16:33:52.315282
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,174,2026-02-04 16:33:52.315282
NG,2.2,2.18,2.22,800000.0,800000.0,0,0,0,0,0,0,175,2026-02-04 16:33:53.455910
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,175,2026-02-04 16:33:53.455910
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,175,2026-02-04 16:33:53.455910
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,175,2026-02-04 16:33:53.455910
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,175,2026-02-04 16:33:53.455910
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,175,2026-02-04 16:33:53.455910
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,175,2026-02-04 16:33:53.455910
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,176,2026-02-04 16:33:54.515798
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,176,2026-02-04 16:33:54.515798
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,176,2026-02-04 16:33:54.515798
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,176,2026-02-04 16:33:54.515798
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,176,2026-02-04 16:33:54.515798
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,176,2026-02-04 16:33:54.515798
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,176,2026-02-04 16:33:54.515798
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,177,2026-02-04 16:33:55.571931
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,177,2026-02-04 16:33:55.571931
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,177,2026-02-04 16:33:55.571931
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,177,2026-02-04 16:33:55.571931
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,177,2026-02-04 16:33:55.571931
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,177,2026-02-04 16:33:55.571931
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,177,2026-02-04 16:33:55.571931
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,178,2026-02-04 16:33:56.620414
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,178,2026-02-04 16:33:56.620414
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,178,2026-02-04 16:33:56.620414
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,178,2026-02-04 16:33:56.620414
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,178,2026-02-04 16:33:56.620414
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,178,2026-02-04 16:33:56.620414
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,178,2026-02-04 16:33:56.620414
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,179,2026-02-04 16:33:57.666846
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,179,2026-02-04 16:33:57.666846
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,179,2026-02-04 16:33:57.666846
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,179,2026-02-04 16:33:57.666846
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,179,2026-02-04 16:33:57.666846
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,179,2026-02-04 16:33:57.666846
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,179,2026-02-04 16:33:57.666846
NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0,180,2026-02-04 16:33:58.721499
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,180,2026-02-04 16:33:58.721499
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,180,2026-02-04 16:33:58.721499
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,180,2026-02-04 16:33:58.721499
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,180,2026-02-04 16:33:58.721499
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,180,2026-02-04 16:33:58.721499
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,180,2026-02-04 16:33:58.721499
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,0,2026-02-04 16:33:59.777781,8.0,1.0,180.0,,SPOT PRICE AND VOLUMES FOR DAY 2,The Regulatory Authority for Electricity board decided that on day 2 the following prices and volumes will be enforced:<br><br>364 contracts are available for market participants to buy at a price of $20.77<br><br>364 contracts are available for market participants to sell at a price of $20.76
ELEC-day2,0.0,0.0,0.0,,,0,0,0,0,0,0,0,2026-02-04 16:33:59.777781,,,,,,
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,0,2026-02-04 16:33:59.777781,,,,,,
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,0,2026-02-04 16:33:59.777781,,,,,,
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,0,2026-02-04 16:33:59.777781,,,,,,
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,0,2026-02-04 16:33:59.777781,,,,,,
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,0,2026-02-04 16:33:59.777781,,,,,,
NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0,1,2026-02-04 16:34:00.826287
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,1,2026-02-04 16:34:00.826287
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,1,2026-02-04 16:34:00.826287
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,1,2026-02-04 16:34:00.826287
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,1,2026-02-04 16:34:00.826287
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,1,2026-02-04 16:34:00.826287
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,1,2026-02-04 16:34:00.826287
NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0,2,2026-02-04 16:34:01.465761,9.0,2.0,1.0,,SUNLIGHT Forecast for DAY 3,The weather forecasts call for between 1 and 8 hours of sunlight tomorrow.
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,2,2026-02-04 16:34:01.465761,,,,,,
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,2,2026-02-04 16:34:01.465761,,,,,,
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,2,2026-02-04 16:34:01.465761,,,,,,
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,2,2026-02-04 16:34:01.465761,,,,,,
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,2,2026-02-04 16:34:01.465761,,,,,,
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,2,2026-02-04 16:34:01.465761,,,,,,
NG,2.21,2.19,2.23,800000.0,800000.0,0,0,0,0,0,0,3,2026-02-04 16:34:02.590112
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,3,2026-02-04 16:34:02.590112
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,3,2026-02-04 16:34:02.590112
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,3,2026-02-04 16:34:02.590112
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,3,2026-02-04 16:34:02.590112
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,3,2026-02-04 16:34:02.590112
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,3,2026-02-04 16:34:02.590112
NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0,4,2026-02-04 16:34:03.653966
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,4,2026-02-04 16:34:03.653966
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,4,2026-02-04 16:34:03.653966
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,4,2026-02-04 16:34:03.653966
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,4,2026-02-04 16:34:03.653966
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,4,2026-02-04 16:34:03.653966
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,4,2026-02-04 16:34:03.653966
NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0,5,2026-02-04 16:34:04.740753
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,5,2026-02-04 16:34:04.740753
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,5,2026-02-04 16:34:04.740753
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,5,2026-02-04 16:34:04.740753
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,5,2026-02-04 16:34:04.740753
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,5,2026-02-04 16:34:04.740753
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,5,2026-02-04 16:34:04.740753
NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0,6,2026-02-04 16:34:05.793988
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,6,2026-02-04 16:34:05.793988
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,6,2026-02-04 16:34:05.793988
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,6,2026-02-04 16:34:05.793988
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,6,2026-02-04 16:34:05.793988
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,6,2026-02-04 16:34:05.793988
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,6,2026-02-04 16:34:05.793988
NG,2.22,2.2,2.24,800000.0,800000.0,0,0,0,0,0,0,7,2026-02-04 16:34:06.846647
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,7,2026-02-04 16:34:06.846647
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,7,2026-02-04 16:34:06.846647
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,7,2026-02-04 16:34:06.846647
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,7,2026-02-04 16:34:06.846647
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,7,2026-02-04 16:34:06.846647
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,7,2026-02-04 16:34:06.846647
NG,2.23,2.21,2.25,800000.0,800000.0,0,0,0,0,0,0,8,2026-02-04 16:34:07.447202
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,8,2026-02-04 16:34:07.447202
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,8,2026-02-04 16:34:07.447202
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,8,2026-02-04 16:34:07.447202
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,8,2026-02-04 16:34:07.447202
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,8,2026-02-04 16:34:07.447202
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,8,2026-02-04 16:34:07.447202
NG,2.24,2.22,2.26,800000.0,800000.0,0,0,0,0,0,0,9,2026-02-04 16:34:08.649876
ELEC-day2,0.0,20.76,20.77,364.0,364.0,0,0,0,0,0,0,9,2026-02-04 16:34:08.649876
ELEC-day3,0.0,0.0,0.0,,,0,0,0,0,0,0,9,2026-02-04 16:34:08.649876
ELEC-day4,0.0,0.0,0.0,,,0,0,0,0,0,0,9,2026-02-04 16:34:08.649876
ELEC-day5,0.0,0.0,0.0,,,0,0,0,0,0,0,9,2026-02-04 16:34:08.649876
ELEC-day6,0.0,0.0,0.0,,,0,0,0,0,0,0,9,2026-02-04 16:34:08.649876
ELEC-F,0.0,0.0,0.0,,,0,0,0,0,0,0,9,2026-02-04 16:34:08.649876
