ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_GIOT-3,SELL_WRSW-3,BUY_LUIS-1,SELL_UOTB-2,SELL_BRCH-3,BUY_LAVL-1,BUY_BRCH-3,BUY_UEBR-1,BUY_UOTB-1,BUY_UOTB-2,SELL_LUIS-1,SELL_COLA-3,BUY_COLA-1,SELL_UOTB-3,SELL_NAIT-1,BUY_WRSW-2,SELL_WRSW-1,BUY_CNCD-5,SELL_COLB-2,SELL_COLA-1,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,BUY_BRCH-2,SELL_UOTB-1,BUY_COLA-3,SELL_LAVL-1,BUY_WRSW-3,BUY_BRCH-1,SELL_UEBR-1,SELL_GIOT-3,BUY_UOTB-3,SELL_CNCD-5,BUY_COLB-2,SELL_WRSW-2,SELL_BRCH-2,tick,timestamp
ATMN,24.85,25.28,25.29,2165600.0,918.0,,2109000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-05 17:11:51.501012
WNTR,25.08,25.09,25.12,2171500.0,580.0,,2369600.0,,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-05 17:11:51.501012
SPNG,24.72,24.57,24.72,3000.0,2169000.0,2101400.0,380.0,2500.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-05 17:11:52.550692
SMMR,24.89,24.91,24.95,,2112000.0,2091900.0,1492.0,2500.0,5000.0,423.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-05 17:11:52.550692
ATMN,24.87,24.9,25.29,,2155000.0,2209300.0,,,,432.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-05 17:11:52.550692
WNTR,25.01,25.0,25.01,,2286800.0,2194700.0,495.0,,,,,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-05 17:11:52.550692
SPNG,25.06,24.6,24.66,5000.0,361.0,6000.0,1695400.0,625.0,5000.0,2279300.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-05 17:11:53.598830
SMMR,24.98,24.92,24.98,5000.0,423.0,,1881900.0,1562.0,,2451900.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-05 17:11:53.598830
ATMN,24.98,24.98,25.26,,459.0,4500.0,1739200.0,1562.0,,2002000.0,625.0,2250.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-05 17:11:53.598830
WNTR,25.01,25.0,25.01,,495.0,,2297000.0,,,1963600.0,1562.0,,1160.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-05 17:11:53.598830
SPNG,25.37,25.38,25.45,5000.0,1460500.0,400.0,9000.0,1562.0,2251300.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 17:11:54.180452
SMMR,24.98,24.93,24.97,10500.0,1540900.0,1492.0,,1562.0,2237500.0,5000.0,423.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 17:11:54.180452
ATMN,24.98,24.99,25.19,5000.0,1629900.0,459.0,4500.0,1562.0,1864200.0,,432.0,625.0,2250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 17:11:54.180452
WNTR,25.01,25.0,25.01,,2312900.0,580.0,,,1963600.0,,580.0,1562.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 17:11:54.180452
SPNG,25.45,25.38,25.45,12000.0,1479300.0,6600.0,2240500.0,1797.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 17:11:55.296735
SMMR,25.05,24.99,25.03,,1996000.0,5000.0,2181400.0,,1915.0,3594.0,5000.0,395.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 17:11:55.296735
ATMN,24.86,24.85,24.86,,2262300.0,,1592100.0,1797.0,,,,432.0,6750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 17:11:55.296735
WNTR,25.12,25.0,25.02,,2172000.0,,2229700.0,,580.0,1797.0,,580.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 17:11:55.296735
SPNG,24.41,24.41,25.43,2244900.0,400.0,9000.0,9328.0,1506100.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 17:11:56.367475
SMMR,25.02,25.0,25.02,1898300.0,369.0,,,2323000.0,2310.0,8800.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 17:11:56.367475
ATMN,24.94,24.95,25.0,1964500.0,,6750.0,5000.0,1745100.0,432.0,5000.0,2250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 17:11:56.367475
WNTR,25.0,25.0,25.02,2314700.0,537.0,,,2230900.0,580.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 17:11:56.367475
SPNG,24.31,24.32,25.41,5000.0,2104400.0,780.0,6000.0,1983300.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 17:11:57.473337
SMMR,25.09,25.0,25.02,8800.0,1898300.0,369.0,,2246000.0,2310.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 17:11:57.473337
ATMN,24.94,24.97,24.99,400.0,1832400.0,432.0,11250.0,1528700.0,459.0,2250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 17:11:57.473337
WNTR,25.14,24.97,25.14,,2421500.0,,,2355400.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 17:11:57.473337
SPNG,24.48,24.63,25.39,1467000.0,7239.0,362.0,6000.0,741.0,9000.0,1865700.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 17:11:58.531620
SMMR,24.99,24.99,25.06,1898300.0,8800.0,2310.0,,369.0,,2261400.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 17:11:58.531620
ATMN,24.94,24.94,25.01,1946100.0,400.0,459.0,,459.0,15750.0,1324700.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 17:11:58.531620
WNTR,25.14,25.03,25.06,1637000.0,10500.0,537.0,,541.0,,2143900.0,9695.0,9695.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 17:11:58.531620
SPNG,24.57,24.73,25.18,1781800.0,12000.0,18000.0,5000.0,741.0,1290800.0,100.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 17:11:59.576730
SMMR,25.02,25.0,25.02,1536400.0,,,,369.0,2246600.0,,16701.0,12040.0,2310.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 17:11:59.576730
ATMN,25.02,24.98,25.01,2115300.0,,6750.0,5000.0,,1763100.0,,9333.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 17:11:59.576730
WNTR,25.06,24.95,25.06,2251600.0,,,6050.0,541.0,1812900.0,9695.0,3528.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 17:11:59.576730
SPNG,24.73,24.75,25.16,326.0,5000.0,1329200.0,15000.0,100.0,1465.0,10723.0,21000.0,832800.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 17:12:00.610939
SMMR,25.01,25.01,25.02,2310.0,12040.0,1408700.0,,25087.0,369.0,,,2263100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 17:12:00.610939
ATMN,25.05,25.11,25.14,459.0,5385.0,1334700.0,4500.0,9433.0,,,4500.0,1970400.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 17:12:00.610939
WNTR,25.08,25.01,25.04,541.0,5000.0,1882000.0,,9642.0,,5000.0,,2124600.0,289.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 17:12:00.610939
SPNG,25.31,24.82,25.26,100.0,11497.0,1465.0,1011200.0,21000.0,1313900.0,2283.0,326.0,21000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 17:12:01.673712
SMMR,25.02,25.0,25.02,,12040.0,2310.0,1812500.0,,2182300.0,258.0,369.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 17:12:01.673712
ATMN,25.14,25.0,25.14,,5385.0,,1674800.0,4500.0,1980100.0,916.0,381.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 17:12:01.673712
WNTR,25.14,25.01,25.05,5957.0,5000.0,,2140900.0,,2248000.0,3568.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 17:12:01.673712
SPNG,25.26,24.83,25.25,1465.0,11822.0,100.0,808800.0,24000.0,326.0,1166600.0,2283.0,24000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 17:12:02.213082
SMMR,25.02,25.01,25.02,2310.0,12040.0,,1740700.0,,369.0,2182300.0,258.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 17:12:02.213082
ATMN,25.14,25.01,25.13,406.0,10885.0,,1463400.0,6750.0,918.0,1963800.0,916.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 17:12:02.213082
WNTR,25.14,25.01,25.05,,5000.0,5957.0,2118000.0,,,2248000.0,3568.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 17:12:02.213082
SPNG,25.24,24.88,25.07,717500.0,1791.0,5000.0,5147.0,30000.0,5000.0,840300.0,310.0,30000.0,2283.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 17:12:03.262778
SMMR,25.02,25.01,25.02,1643600.0,2310.0,12040.0,9500.0,,,2058800.0,369.0,,660.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 17:12:03.262778
ATMN,25.14,25.03,25.14,2113900.0,383.0,,,2250.0,4428.0,1871100.0,,,916.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 17:12:03.262778
WNTR,25.14,25.03,25.14,1880400.0,580.0,5000.0,12542.0,,,2388600.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 17:12:03.262778
SPNG,24.46,24.4,24.46,33000.0,897300.0,310.0,829900.0,1791.0,5000.0,2383.0,27000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 17:12:04.324151
SMMR,25.02,25.01,25.02,,1570600.0,2310.0,1944200.0,369.0,,1054.0,,18805.0,12040.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 17:12:04.324151
ATMN,25.07,25.07,25.12,4500.0,1876100.0,,1458400.0,,9262.0,6732.0,2250.0,1454.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 17:12:04.324151
WNTR,25.0,25.0,25.09,,2388100.0,,2009100.0,499.0,5000.0,634.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 17:12:04.324151
SPNG,25.25,25.13,25.24,400.0,15917.0,368700.0,36000.0,400.0,27000.0,1181100.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 17:12:05.362655
SMMR,25.01,25.01,25.02,2310.0,12040.0,1745600.0,,,,2297900.0,100.0,314.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 17:12:05.362655
ATMN,25.15,25.15,25.16,412.0,5000.0,1747100.0,6750.0,,,2092700.0,,,1550.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 17:12:05.362655
WNTR,25.0,25.02,25.05,537.0,,2137300.0,,541.0,,1646300.0,596.0,7158.0,10519.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 17:12:05.362655
SPNG,25.15,25.14,25.15,5138.0,400.0,823900.0,33000.0,1648500.0,2569.0,380.0,12000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 17:12:06.444375
SMMR,25.03,25.0,25.03,,2310.0,1926100.0,,2279000.0,,369.0,,7040.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 17:12:06.444375
ATMN,24.92,24.92,25.16,,,2343100.0,,1864500.0,6045.0,459.0,,,1550.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 17:12:06.444375
WNTR,24.95,24.94,24.95,,,2393200.0,,1627800.0,16505.0,541.0,,,5519.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 17:12:06.444375
SPNG,25.09,24.61,24.84,1424500.0,21000.0,2019400.0,3876.0,3000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 17:12:07.497043
SMMR,25.0,24.99,25.0,1916900.0,,2293200.0,,,2310.0,7040.0,369.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 17:12:07.497043
ATMN,25.15,25.15,25.16,2141500.0,,1758000.0,1279.0,,407.0,5000.0,891.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 17:12:07.497043
WNTR,25.07,24.94,24.96,1775700.0,,2124700.0,5000.0,,541.0,5553.0,537.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 17:12:07.497043
SPNG,24.83,24.83,24.84,1019300.0,5000.0,27000.0,2842.0,1892600.0,8306.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 17:12:08.566030
SMMR,24.95,24.96,25.0,2280600.0,,,,2161700.0,,2310.0,5982.0,369.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 17:12:08.566030
ATMN,25.16,24.94,25.05,1963100.0,,4500.0,,1968500.0,,384.0,,1298.0,2250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 17:12:08.566030
WNTR,25.07,25.03,25.07,1518600.0,5553.0,,18219.0,2349500.0,,580.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 17:12:08.566030
SPNG,25.1,25.11,25.15,5000.0,936500.0,7148.0,21000.0,400.0,2343000.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 17:12:09.623822
SMMR,24.97,24.99,25.02,,2051700.0,10771.0,,520.0,1772400.0,3396.0,7612.0,520.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 17:12:09.623822
ATMN,25.04,25.09,25.15,9242.0,1190600.0,13852.0,9000.0,459.0,1892300.0,,,,6750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 17:12:09.623822
WNTR,25.0,24.99,25.0,553.0,1768600.0,16000.0,,,2151200.0,7790.0,,499.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 17:12:09.623822
SPNG,24.96,24.84,24.96,18000.0,1578700.0,1796700.0,7566.0,392.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 17:12:10.666787
SMMR,25.05,25.0,25.04,,2037700.0,2116900.0,5000.0,,4999.0,5000.0,520.0,6666.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 17:12:10.666787
ATMN,25.15,25.1,25.11,2250.0,1622700.0,1575800.0,,432.0,,14474.0,459.0,10000.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 17:12:10.666787
WNTR,25.04,25.05,25.1,,2117300.0,1948700.0,4947.0,,7790.0,,499.0,819.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 17:12:10.666787
SPNG,25.15,24.92,25.14,7609.0,5000.0,400.0,15000.0,1376900.0,5000.0,400.0,2035200.0,3777.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-05 17:12:11.712053
SMMR,25.05,25.0,25.01,12702.0,9738.0,,,1629300.0,5000.0,,1982100.0,8324.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-05 17:12:11.712053
ATMN,25.12,25.1,25.12,8079.0,14474.0,432.0,,1622700.0,,434.0,1399300.0,100.0,13500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-05 17:12:11.712053
WNTR,24.99,24.93,24.98,,,,,2419500.0,,456.0,2154500.0,755.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-05 17:12:11.712053
SPNG,24.83,24.93,25.2,400.0,5367.0,1782700.0,3000.0,380.0,2231800.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-05 17:12:12.269893
SMMR,24.93,24.99,25.01,520.0,,2261900.0,,520.0,1851300.0,8324.0,5000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-05 17:12:12.269893
ATMN,25.13,25.13,25.15,,14474.0,1749100.0,,,1488900.0,,,8079.0,15750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-05 17:12:12.269893
WNTR,25.0,25.09,25.12,,,2418800.0,,456.0,2128000.0,755.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-05 17:12:12.269893
SPNG,24.61,24.62,25.17,379.0,2139100.0,10758.0,419.0,6105.0,1547800.0,3000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-05 17:12:13.318360
SMMR,25.05,24.99,25.01,486.0,2271200.0,,520.0,,2228600.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-05 17:12:13.318360
ATMN,25.0,25.0,25.15,,2297800.0,10497.0,,7183.0,816000.0,20250.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-05 17:12:13.318360
WNTR,25.09,25.09,25.11,580.0,2165000.0,,580.0,9011.0,2009500.0,,4101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-05 17:12:13.318360
SPNG,25.26,24.67,25.14,5000.0,379.0,3384.0,1932800.0,1570.0,2220100.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-05 17:12:14.381804
SMMR,24.95,24.99,25.01,,520.0,,2297100.0,,2228600.0,4847.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-05 17:12:14.381804
ATMN,25.01,25.07,25.1,5000.0,,2383.0,2063200.0,11718.0,234200.0,100.0,27000.0,866.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-05 17:12:14.381804
