ticker,last_price,bid_price,ask_price,BUY_LUIS-1,BUY_ANON,SELL_ANON,BUY_WRSW-2,SELL_WRSW-1,SELL_COLB-2,SELL_COLA-1,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,BUY_GIOT-3,SELL_WRSW-3,SELL_UOTB-2,BUY_LAVL-1,SELL_UOTB-1,BUY_UEBR-1,BUY_COLA-3,SELL_LAVL-1,BUY_WRSW-3,BUY_BRCH-1,SELL_UEBR-1,BUY_UOTB-1,SELL_GIOT-3,BUY_UOTB-2,SELL_LUIS-1,BUY_UOTB-3,SELL_COLA-3,BUY_COLB-2,SELL_WRSW-2,BUY_COLA-1,SELL_UOTB-3,SELL_NAIT-1,tick,timestamp
WNTR,24.81,24.81,24.85,,2010800.0,,1862800.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-05 06:40:19.949913
SPNG,24.64,24.64,25.14,1915700.0,2250.0,1155900.0,2173.0,18000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-05 06:40:21.096784
SMMR,25.05,24.9,24.91,2279600.0,,1850500.0,4823.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-05 06:40:21.096784
ATMN,24.56,24.6,24.67,1792300.0,2250.0,1335800.0,8087.0,6750.0,3964.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-05 06:40:21.096784
WNTR,24.8,24.8,24.85,2016100.0,,1871600.0,5000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-05 06:40:21.096784
SPNG,24.64,24.79,24.8,3470.0,1617800.0,4500.0,929200.0,5643.0,18000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-05 06:40:22.148266
SMMR,24.9,25.02,25.04,1365.0,2174200.0,,1876700.0,4823.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-05 06:40:22.148266
ATMN,24.69,24.6,24.69,3964.0,1722900.0,4500.0,1759700.0,1779.0,4500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-05 06:40:22.148266
WNTR,24.78,24.78,24.85,,1999900.0,,1871600.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-05 06:40:22.148266
SPNG,24.8,24.79,24.8,3470.0,1616800.0,4500.0,929200.0,18000.0,5643.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-05 06:40:22.775662
SMMR,25.02,25.02,25.04,2730.0,2039300.0,,1995100.0,,3058.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-05 06:40:22.775662
ATMN,24.39,24.56,24.69,,2111000.0,,1661200.0,6750.0,1779.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-05 06:40:22.775662
WNTR,24.78,24.78,24.85,,2017400.0,,1873400.0,,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-05 06:40:22.775662
SPNG,25.1,24.79,25.1,5205.0,6750.0,1406100.0,1155900.0,2173.0,18000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-05 06:40:23.882402
SMMR,24.9,24.9,25.04,,,2279600.0,2020600.0,3058.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-05 06:40:23.882402
ATMN,24.56,24.56,24.76,,,2096500.0,1759400.0,1779.0,4500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-05 06:40:23.882402
WNTR,24.77,24.77,24.84,,,2042900.0,1869000.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-05 06:40:23.882402
SPNG,24.8,24.91,25.22,1274300.0,5205.0,9000.0,1274200.0,18000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-05 06:40:24.936096
SMMR,25.06,24.91,24.95,2070500.0,4040.0,,1886600.0,,5078.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-05 06:40:24.936096
ATMN,24.55,24.55,24.6,1995300.0,,2250.0,1757400.0,4500.0,1779.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-05 06:40:24.936096
WNTR,24.74,24.82,24.84,2078000.0,,,1952700.0,,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-05 06:40:24.936096
SPNG,24.73,24.93,25.22,3269.0,1612300.0,4500.0,1150900.0,20250.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-05 06:40:25.998672
SMMR,24.92,24.94,24.95,4040.0,2028200.0,,1789500.0,,7098.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-05 06:40:25.998672
ATMN,24.6,24.55,24.6,2840.0,1800700.0,2250.0,1746900.0,4500.0,1779.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-05 06:40:25.998672
WNTR,24.82,24.82,24.84,,2065400.0,,2071100.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-05 06:40:25.998672
SPNG,24.79,24.79,24.97,1608000.0,6750.0,1735.0,3068.0,931300.0,20250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-05 06:40:27.082876
SMMR,24.99,24.94,24.99,1919500.0,,4750.0,3058.0,2014100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-05 06:40:27.082876
ATMN,24.77,24.85,24.86,1779600.0,2250.0,2840.0,1779.0,1754700.0,4500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-05 06:40:27.082876
WNTR,24.73,24.73,24.8,2027900.0,,,,2083500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-05 06:40:27.082876
SPNG,25.22,24.87,25.22,1548600.0,9000.0,1735.0,1041500.0,22500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-05 06:40:28.176871
SMMR,24.99,24.94,24.99,1902700.0,,4750.0,2055300.0,,3058.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-05 06:40:28.176871
ATMN,24.44,24.4,24.43,1906800.0,4500.0,,1664800.0,2250.0,5829.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-05 06:40:28.176871
WNTR,24.7,24.7,24.8,2000800.0,,,2124400.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-05 06:40:28.176871
SPNG,24.87,24.87,25.01,1548600.0,9000.0,1735.0,927900.0,3068.0,20250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-05 06:40:29.237763
SMMR,24.93,24.93,25.07,2038500.0,,3385.0,2045000.0,3058.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-05 06:40:29.237763
ATMN,24.47,24.64,24.87,1823900.0,6750.0,,1833000.0,1779.0,2250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-05 06:40:29.237763
WNTR,24.82,24.7,24.82,2000000.0,,,2105000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-05 06:40:29.237763
SPNG,24.88,24.88,25.0,1450500.0,11250.0,1735.0,22500.0,841800.0,3068.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-05 06:40:29.779404
SMMR,25.07,24.92,25.07,2056600.0,,3385.0,,2045000.0,3058.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-05 06:40:29.779404
ATMN,24.39,24.39,24.68,2111900.0,,,,1833000.0,3039.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-05 06:40:29.779404
WNTR,24.7,24.64,24.7,1966500.0,,,,2085400.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-05 06:40:29.779404
SPNG,24.73,24.73,24.99,1631000.0,1735.0,6750.0,6074.0,22500.0,742400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-05 06:40:30.852646
SMMR,24.91,24.94,24.96,2071200.0,3414.0,,3058.0,,2105300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-05 06:40:30.852646
ATMN,24.64,24.4,24.63,1893000.0,,4500.0,4299.0,,1731100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-05 06:40:30.852646
WNTR,24.64,24.64,24.84,1991600.0,,,,,2115200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-05 06:40:30.852646
SPNG,25.01,24.78,25.01,1939800.0,1735.0,1046100.0,1534.0,20250.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2026-02-05 06:40:31.914181
SMMR,24.91,24.94,24.96,1971700.0,5463.0,1856800.0,7156.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2026-02-05 06:40:31.914181
ATMN,24.68,24.78,24.87,1670000.0,4050.0,1833000.0,1779.0,2250.0,4500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2026-02-05 06:40:31.914181
WNTR,24.85,24.73,24.85,1983200.0,,2087200.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2026-02-05 06:40:31.914181
SPNG,24.71,24.87,24.91,4706.0,1881100.0,6240.0,927900.0,18000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2026-02-05 06:40:32.976600
SMMR,24.91,24.94,24.96,5463.0,1926600.0,7156.0,1856800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2026-02-05 06:40:32.976600
ATMN,24.78,24.52,24.58,4050.0,1586200.0,1779.0,1763300.0,4500.0,6750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2026-02-05 06:40:32.976600
WNTR,24.85,24.73,24.76,,1959400.0,,2085000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2026-02-05 06:40:32.976600
SPNG,25.26,25.26,25.27,2066400.0,1688600.0,9000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-05 06:40:34.009841
SMMR,24.93,24.93,24.96,2193200.0,1758600.0,,1365.0,10107.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-05 06:40:34.009841
ATMN,24.8,24.53,24.63,1586200.0,1766500.0,4500.0,2025.0,1779.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-05 06:40:34.009841
WNTR,24.62,24.62,24.68,2002800.0,2097600.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-05 06:40:34.009841
SPNG,25.26,25.26,25.27,1868900.0,4636.0,1709900.0,9000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-05 06:40:35.043876
SMMR,24.96,24.94,24.96,2158600.0,1365.0,1758600.0,,10107.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-05 06:40:35.043876
ATMN,24.64,24.53,24.63,1457400.0,2025.0,1578400.0,4500.0,5259.0,11250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-05 06:40:35.043876
WNTR,24.85,24.62,24.85,2003100.0,,2087200.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-05 06:40:35.043876
SPNG,24.64,24.91,25.17,1935500.0,2250.0,11250.0,1385700.0,4636.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-05 06:40:36.080244
SMMR,24.98,24.98,24.99,2133500.0,,,2096800.0,3058.0,1365.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-05 06:40:36.080244
ATMN,24.87,24.67,24.79,1139300.0,13500.0,4500.0,1752200.0,1779.0,6953.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-05 06:40:36.080244
WNTR,24.86,24.73,24.74,1961700.0,,,2058300.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-05 06:40:36.080244
SPNG,25.02,24.67,25.02,3216.0,1642300.0,4500.0,1268800.0,13500.0,4636.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-05 06:40:37.113115
SMMR,24.94,24.94,24.99,1365.0,2141400.0,,2096800.0,,3058.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-05 06:40:37.113115
ATMN,24.87,24.67,24.71,6953.0,1154400.0,13500.0,1647400.0,2250.0,6707.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-05 06:40:37.113115
WNTR,24.86,24.73,24.86,,1970900.0,,2066900.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-05 06:40:37.113115
SPNG,25.04,24.67,24.78,3216.0,1524400.0,6750.0,1271500.0,15750.0,2318.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-05 06:40:38.163905
SMMR,24.99,24.99,25.02,5223.0,1902300.0,,1874700.0,,6916.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-05 06:40:38.163905
ATMN,24.71,24.67,24.71,6953.0,1154400.0,13500.0,1766100.0,,6707.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-05 06:40:38.163905
WNTR,24.63,24.63,24.7,,1969000.0,,2094000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-05 06:40:38.163905
SPNG,24.64,24.64,25.17,4500.0,1848400.0,18000.0,1153100.0,2318.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-05 06:40:39.250410
SMMR,24.93,24.93,25.02,,2138500.0,,1901000.0,6916.0,1365.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-05 06:40:39.250410
ATMN,24.79,24.7,24.72,13500.0,1064300.0,,1769300.0,5259.0,7969.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-05 06:40:39.250410
WNTR,24.64,24.63,24.64,,1972600.0,,2124100.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-05 06:40:39.250410
SPNG,24.64,24.64,24.92,4500.0,1848400.0,1142400.0,18000.0,2318.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-05 06:40:39.809287
SMMR,24.93,24.97,25.02,,2149400.0,2035000.0,,4987.0,1365.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-05 06:40:39.809287
ATMN,24.67,24.54,24.67,13500.0,1352900.0,1881100.0,,3519.0,2025.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-05 06:40:39.809287
WNTR,24.87,24.63,24.87,,1956900.0,2074600.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-05 06:40:39.809287
SPNG,24.92,24.95,25.17,1741600.0,6750.0,20250.0,1057300.0,2318.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-05 06:40:40.848167
SMMR,24.97,25.01,25.02,2146400.0,,,2035000.0,4987.0,1365.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-05 06:40:40.848167
ATMN,24.72,24.54,24.66,1387100.0,13500.0,,1860500.0,3519.0,2025.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-05 06:40:40.848167
WNTR,24.84,24.77,24.84,1975700.0,,,2087500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-05 06:40:40.848167
SPNG,24.62,24.63,25.17,2250.0,1940100.0,22500.0,939100.0,2318.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-05 06:40:41.891993
SMMR,25.02,25.01,25.02,,2146400.0,,2133200.0,3058.0,1365.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-05 06:40:41.891993
ATMN,24.66,24.52,24.66,,2026300.0,,1860500.0,3519.0,2025.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-05 06:40:41.891993
WNTR,24.77,24.77,24.88,,1975700.0,,1959200.0,2500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-05 06:40:41.891993
SPNG,24.94,24.63,24.94,4500.0,1843200.0,1467600.0,11250.0,2318.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-05 06:40:42.922269
SMMR,25.01,24.97,25.0,,2184600.0,2153600.0,,3058.0,1365.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-05 06:40:42.922269
ATMN,24.71,24.52,24.65,,2026300.0,1888600.0,,3519.0,2025.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-05 06:40:42.922269
WNTR,24.62,24.62,24.86,,1973800.0,2077000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-05 06:40:42.922269
SPNG,24.94,25.1,25.18,1720600.0,6750.0,1498200.0,13500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-05 06:40:43.956300
SMMR,25.04,25.02,25.04,2314600.0,,2328800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-05 06:40:43.956300
ATMN,24.65,24.7,24.71,1934400.0,,1977200.0,2250.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-05 06:40:43.956300
WNTR,24.78,24.67,24.71,1992800.0,,2072300.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-05 06:40:43.956300
SPNG,25.1,24.82,24.83,1634500.0,9000.0,1379100.0,15750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-05 06:40:44.991229
SMMR,25.04,25.02,25.04,2314600.0,,2332600.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-05 06:40:44.991229
ATMN,24.72,24.7,24.72,2032600.0,2250.0,1977200.0,2250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-05 06:40:44.991229
WNTR,24.76,24.76,24.88,2002200.0,,2049100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-05 06:40:44.991229
SPNG,24.83,24.81,24.83,11250.0,1559000.0,1363200.0,15750.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-05 06:40:46.030077
SMMR,25.02,25.02,25.04,,2082600.0,2352000.0,,1062.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-05 06:40:46.030077
ATMN,24.82,24.7,24.76,4500.0,1698900.0,2007900.0,2250.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-05 06:40:46.030077
WNTR,24.67,24.66,24.67,,1966100.0,2045600.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-05 06:40:46.030077
SPNG,24.8,24.8,24.83,1648500.0,9000.0,1277100.0,18000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-05 06:40:47.078576
SMMR,25.09,25.02,25.09,2252100.0,,2315000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-05 06:40:47.078576
ATMN,24.55,24.54,24.55,1896500.0,4500.0,1904200.0,4500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-05 06:40:47.078576
WNTR,24.67,24.66,24.67,1983800.0,,2051500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-05 06:40:47.078576
SPNG,24.83,24.94,25.03,2189.0,1523900.0,9000.0,1183200.0,20250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-05 06:40:48.132271
SMMR,25.11,25.02,25.11,,2252100.0,,2312800.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-05 06:40:48.132271
ATMN,24.54,24.54,24.76,,1921900.0,4500.0,2007900.0,2250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-05 06:40:48.132271
WNTR,24.79,24.77,24.88,,1971800.0,,2068100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-05 06:40:48.132271
SPNG,24.66,24.66,25.03,2061000.0,2155800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-05 06:40:49.193445
SMMR,25.11,25.02,25.11,2252100.0,2275000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-05 06:40:49.193445
ATMN,24.52,24.54,24.76,2127000.0,2110000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-05 06:40:49.193445
WNTR,24.77,24.77,24.86,1971800.0,2064500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-05 06:40:49.193445
SPNG,24.83,24.83,25.03,2038400.0,2155800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-05 06:40:50.304197
SMMR,25.12,25.02,25.12,2247500.0,2279800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-05 06:40:50.304197
ATMN,24.49,24.49,24.76,2156100.0,2104500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-05 06:40:50.304197
WNTR,24.86,24.66,24.86,1983800.0,2061700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-05 06:40:50.304197
SPNG,24.73,26.16,0.0,200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-05 06:40:50.904089
SMMR,24.94,25.27,0.0,200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-05 06:40:50.904089
