ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_WRSW-1,BUY_UEBR-1,BUY_CHUL-1,BUY_BRCH-1,BUY_LAVL-1,SELL_CALG-1,SELL_GIOT-3,SELL_CHUL-4,SELL_LAVL-1,BUY_GIOT-3,BUY_CHUL-4,SELL_UEBR-1,SELL_WRSW-1,BUY_WRSW-3,SELL_WRSW-3,SELL_COLA-1,BUY_CALG-1,BUY_COLA-1,SELL_BRCH-1,BUY_WRSW-4,SELL_LUIS-1,SELL_WRSW-4,SELL_CHUL-1,BUY_LUIS-1,tick,timestamp
WNTR,25.17,25.17,25.28,2253400.0,2375500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-06 01:12:01.904477
SPNG,25.02,25.02,25.2,2264500.0,2139000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-06 01:12:02.942446
SMMR,24.77,24.77,25.01,2081200.0,2055500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-06 01:12:02.942446
ATMN,25.16,24.88,25.16,2304300.0,2275300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-06 01:12:02.942446
WNTR,25.17,25.22,25.28,2253300.0,2360000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-06 01:12:02.942446
SPNG,25.52,25.0,25.52,2249900.0,2181100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-06 01:12:03.486391
SMMR,25.03,24.78,25.03,2081000.0,2043300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-06 01:12:03.486391
ATMN,25.16,24.89,25.16,2311400.0,2277100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-06 01:12:03.486391
WNTR,25.22,25.22,25.28,2253300.0,2327100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-06 01:12:03.486391
SPNG,24.94,25.33,25.52,2253200.0,2181100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-06 01:12:04.537313
SMMR,24.92,24.78,24.92,2081000.0,2069400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-06 01:12:04.537313
ATMN,24.89,24.89,25.18,2311400.0,2277900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-06 01:12:04.537313
WNTR,25.28,25.22,25.28,2252300.0,2339300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-06 01:12:04.537313
SPNG,24.85,24.85,25.51,2307000.0,2192200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-06 01:12:05.631938
SMMR,24.78,24.78,24.79,2081000.0,2083600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-06 01:12:05.631938
ATMN,25.21,25.08,25.21,2284800.0,2256800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-06 01:12:05.631938
WNTR,25.08,25.1,25.21,2281700.0,2350500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-06 01:12:05.631938
SPNG,24.85,24.99,25.18,2270200.0,2148400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-06 01:12:06.778431
SMMR,24.78,24.78,24.79,2072200.0,2084100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-06 01:12:06.778431
ATMN,25.21,25.08,25.11,2284800.0,2244000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-06 01:12:06.778431
WNTR,25.29,25.22,25.29,2270500.0,2330500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-06 01:12:06.778431
SPNG,24.85,24.85,25.18,2289700.0,2148400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-06 01:12:07.814462
SMMR,24.77,24.77,24.79,2034500.0,2084100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-06 01:12:07.814462
ATMN,25.08,25.08,25.21,2284800.0,2238400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-06 01:12:07.814462
WNTR,25.1,25.1,25.22,2290200.0,2316600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-06 01:12:07.814462
SPNG,24.85,24.85,25.18,2297000.0,2148400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2026-02-06 01:12:08.866844
SMMR,24.78,24.78,24.92,2022100.0,2086400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2026-02-06 01:12:08.866844
ATMN,24.88,24.88,25.21,2308300.0,2249100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2026-02-06 01:12:08.866844
WNTR,25.29,25.23,25.29,2308100.0,2318700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2026-02-06 01:12:08.866844
SPNG,25.49,24.97,25.49,2283800.0,2167600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2026-02-06 01:12:09.913531
SMMR,24.77,24.77,24.92,2031500.0,2086400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2026-02-06 01:12:09.913531
ATMN,24.87,24.87,25.21,2286900.0,2261200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2026-02-06 01:12:09.913531
WNTR,25.23,25.23,25.3,2308100.0,2323000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2026-02-06 01:12:09.913531
SPNG,25.51,24.97,25.51,2283800.0,2182200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-06 01:12:10.953813
SMMR,24.97,24.76,24.97,2026400.0,2081700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-06 01:12:10.953813
ATMN,25.21,24.87,25.21,2297200.0,2298800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-06 01:12:10.953813
WNTR,25.31,25.1,25.31,2319900.0,2348200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-06 01:12:10.953813
SPNG,25.51,25.26,25.51,2290100.0,2198100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-06 01:12:11.553178
SMMR,25.05,24.76,24.85,2026400.0,2040200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-06 01:12:11.553178
ATMN,25.21,24.87,25.21,2286700.0,2298800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-06 01:12:11.553178
WNTR,25.08,25.08,25.31,2277500.0,2348200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-06 01:12:11.553178
SPNG,24.97,24.97,25.51,2283800.0,2206100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-06 01:12:12.620885
SMMR,25.05,25.05,25.06,2025100.0,2033000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-06 01:12:12.620885
ATMN,25.26,24.87,25.04,2286700.0,2275600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-06 01:12:12.620885
WNTR,25.33,25.08,25.33,2277000.0,2378600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-06 01:12:12.620885
SPNG,25.29,24.97,25.29,2293800.0,2212600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-06 01:12:13.726689
SMMR,25.05,24.76,24.92,2026400.0,2023200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-06 01:12:13.726689
ATMN,25.04,25.08,25.26,2284500.0,2280300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-06 01:12:13.726689
WNTR,25.15,25.08,25.15,2277000.0,2346600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-06 01:12:13.726689
SPNG,24.94,24.94,25.51,2317800.0,2206100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-06 01:12:14.832508
SMMR,25.05,24.8,24.9,2022400.0,1984700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-06 01:12:14.832508
ATMN,25.08,25.08,25.27,2284500.0,2251100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-06 01:12:14.832508
WNTR,25.33,25.15,25.19,2325400.0,2349500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-06 01:12:14.832508
SPNG,24.92,25.08,25.51,2306900.0,2206100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-06 01:12:15.891580
SMMR,24.74,24.78,24.84,2073400.0,1958200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-06 01:12:15.891580
ATMN,24.79,24.79,25.27,2322700.0,2262700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-06 01:12:15.891580
WNTR,25.33,25.33,25.34,2366500.0,2350700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-06 01:12:15.891580
SPNG,25.52,25.08,25.52,2308000.0,2199000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-06 01:12:16.951792
SMMR,24.74,24.78,24.84,2079900.0,1934400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-06 01:12:16.951792
ATMN,25.3,25.11,25.2,2340100.0,2267800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-06 01:12:16.951792
WNTR,25.34,25.15,25.34,2325400.0,2358400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-06 01:12:16.951792
SPNG,25.08,25.08,25.52,2308000.0,2199000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-06 01:12:17.996341
SMMR,24.75,24.75,24.84,2092600.0,1934400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-06 01:12:17.996341
ATMN,25.11,25.11,25.2,2340100.0,2275800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-06 01:12:17.996341
WNTR,25.3,25.3,25.34,2368400.0,2358400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-06 01:12:17.996341
SPNG,25.08,25.08,25.14,2308000.0,2188600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-06 01:12:19.043473
SMMR,24.74,24.74,24.84,2056200.0,1938700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-06 01:12:19.043473
ATMN,25.11,24.9,25.1,2312400.0,2293600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-06 01:12:19.043473
WNTR,25.3,25.15,25.16,2359400.0,2366500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-06 01:12:19.043473
SPNG,25.17,25.08,25.17,2280500.0,2200400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-06 01:12:19.608913
SMMR,24.74,24.82,24.84,2063300.0,1938700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-06 01:12:19.608913
ATMN,24.76,24.76,25.1,2303900.0,2293600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-06 01:12:19.608913
WNTR,25.16,25.18,25.34,2368700.0,2366500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-06 01:12:19.608913
SPNG,25.57,25.08,25.29,2280500.0,2151800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-06 01:12:20.817530
SMMR,24.9,24.82,24.9,2063300.0,1953200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-06 01:12:20.817530
ATMN,24.76,24.89,25.1,2281800.0,2293600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-06 01:12:20.817530
WNTR,25.23,25.18,25.23,2381200.0,2368200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-06 01:12:20.817530
SPNG,25.57,25.21,25.29,2261600.0,2151800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-06 01:12:21.998095
SMMR,24.9,24.82,24.9,2085000.0,1948000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-06 01:12:21.998095
ATMN,24.89,24.98,25.1,2310300.0,2293600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-06 01:12:21.998095
WNTR,25.23,25.18,25.21,2389100.0,2348600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-06 01:12:21.998095
SPNG,25.28,25.21,25.29,2253800.0,2151800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-06 01:12:23.067719
SMMR,24.74,24.74,24.9,2075000.0,1955500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-06 01:12:23.067719
ATMN,24.89,24.98,24.99,2303300.0,2316400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-06 01:12:23.067719
WNTR,25.21,25.18,25.21,2389100.0,2373200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-06 01:12:23.067719
SPNG,25.28,25.21,25.29,2237900.0,2151800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-06 01:12:23.625102
SMMR,24.74,24.74,24.9,2042400.0,1955500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-06 01:12:23.625102
ATMN,24.99,24.98,24.99,2303300.0,2316400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-06 01:12:23.625102
WNTR,25.21,25.18,25.21,2389100.0,2373200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-06 01:12:23.625102
SPNG,25.1,25.1,25.29,2233100.0,2171400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-06 01:12:24.675790
SMMR,24.92,24.8,24.92,2037800.0,1930100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-06 01:12:24.675790
ATMN,25.25,25.01,25.25,2284700.0,2266600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-06 01:12:24.675790
WNTR,25.21,25.18,25.21,2399600.0,2350700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-06 01:12:24.675790
SPNG,25.29,25.29,25.33,2242600.0,2190400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-06 01:12:25.749948
SMMR,24.93,24.74,24.93,2034200.0,1974800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-06 01:12:25.749948
ATMN,25.25,25.01,25.1,2284800.0,2250600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-06 01:12:25.749948
WNTR,25.18,25.18,25.21,2413800.0,2328600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-06 01:12:25.749948
SPNG,25.08,24.96,24.98,2241000.0,2175000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-06 01:12:26.867954
SMMR,24.73,24.73,24.87,2060300.0,1973200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-06 01:12:26.867954
ATMN,25.1,25.2,25.25,2286200.0,2261500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-06 01:12:26.867954
WNTR,25.16,25.16,25.27,2391200.0,2359400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-06 01:12:26.867954
SPNG,25.57,24.0,24.6,1143300.0,874400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-06 01:12:27.922272
SMMR,24.29,24.29,24.51,871500.0,833000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-06 01:12:27.922272
ATMN,24.87,24.87,25.1,968200.0,878200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-06 01:12:27.922272
WNTR,25.3,24.67,24.78,930100.0,903500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-06 01:12:27.922272
SPNG,25.57,24.0,24.17,1143300.0,1322000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-06 01:12:28.972881
SMMR,24.29,24.29,24.35,871500.0,1138100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-06 01:12:28.972881
ATMN,25.25,24.87,25.25,968200.0,1004000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-06 01:12:28.972881
WNTR,24.79,24.67,24.77,1032200.0,1009200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-06 01:12:28.972881
SPNG,22.73,22.73,24.17,1206400.0,1322000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-06 01:12:30.031757
SMMR,24.51,24.22,24.35,910900.0,1128800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-06 01:12:30.031757
ATMN,24.41,24.61,25.25,1346800.0,1004000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-06 01:12:30.031757
WNTR,24.67,24.67,24.77,932200.0,1276100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-06 01:12:30.031757
SPNG,24.17,23.7,24.17,1443500.0,1322000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-06 01:12:31.086367
SMMR,24.45,24.22,24.29,910900.0,1268400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-06 01:12:31.086367
ATMN,24.61,24.61,25.25,1346800.0,1105400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-06 01:12:31.086367
WNTR,24.65,24.65,24.77,970100.0,1506900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-06 01:12:31.086367
SPNG,24.17,23.7,24.17,1703800.0,1424300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2026-02-06 01:12:31.632698
SMMR,24.15,24.15,24.29,900600.0,1357400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2026-02-06 01:12:31.632698
ATMN,24.5,24.66,25.15,1337300.0,1217700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2026-02-06 01:12:31.632698
WNTR,24.77,24.65,24.77,970100.0,1506900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2026-02-06 01:12:31.632698
SPNG,23.7,23.7,24.17,1848200.0,1522600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-02-06 01:12:32.701
SMMR,24.34,24.15,24.27,900600.0,1232000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-02-06 01:12:32.701
ATMN,24.66,24.47,24.65,1366000.0,1404400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-02-06 01:12:32.701
WNTR,24.77,24.69,24.77,1075800.0,1712400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-02-06 01:12:32.701
SPNG,23.7,23.84,24.17,2287700.0,1522600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-06 01:12:33.742740
SMMR,24.34,24.23,24.27,1227200.0,1345600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-06 01:12:33.742740
ATMN,24.65,24.71,25.0,1578500.0,1433900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-06 01:12:33.742740
WNTR,24.65,24.65,24.77,1100100.0,1945700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-06 01:12:33.742740
SPNG,24.18,23.84,24.18,2287700.0,1399400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-06 01:12:34.872634
SMMR,24.34,24.23,24.27,1423100.0,1452100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-06 01:12:34.872634
ATMN,25.0,25.06,25.15,1589500.0,1306600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-06 01:12:34.872634
WNTR,24.65,24.73,24.77,1229700.0,2180800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-06 01:12:34.872634
SPNG,24.18,23.84,24.01,2287700.0,1725100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-06 01:12:35.931448
SMMR,24.31,24.24,24.31,1657100.0,1365100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-06 01:12:35.931448
ATMN,24.83,24.83,25.15,1713600.0,1432300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-06 01:12:35.931448
WNTR,24.77,24.73,24.77,1229700.0,2279400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-06 01:12:35.931448
SPNG,24.18,23.9,24.01,2787600.0,1725100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-06 01:12:36.984974
SMMR,24.45,24.24,24.3,1747200.0,1452000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-06 01:12:36.984974
ATMN,24.83,24.83,25.15,1853800.0,1775000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-06 01:12:36.984974
WNTR,24.67,24.65,24.67,1099100.0,2280600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-06 01:12:36.984974
SPNG,23.88,23.88,24.01,2754900.0,1823500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-06 01:12:38.104753
SMMR,24.3,24.29,24.3,1936800.0,1555600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-06 01:12:38.104753
ATMN,24.83,24.83,24.87,1979600.0,2007800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-06 01:12:38.104753
