ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_WRSW-2,SELL_WRSW-1,SELL_COLB-2,SELL_COLA-1,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,SELL_WRSW-3,BUY_LUIS-1,SELL_UOTB-2,BUY_LAVL-1,SELL_UOTB-1,BUY_UEBR-1,BUY_COLA-3,SELL_LAVL-1,BUY_WRSW-3,BUY_BRCH-1,SELL_UEBR-1,BUY_UOTB-1,BUY_UOTB-2,SELL_LUIS-1,BUY_UOTB-3,SELL_COLA-3,BUY_COLB-2,SELL_WRSW-2,BUY_COLA-1,SELL_UOTB-3,SELL_NAIT-1,tick,timestamp
WNTR,24.95,24.95,25.02,1863100.0,10000.0,10000.0,2028400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-04 20:35:35.528593
SPNG,24.97,24.97,25.04,1734600.0,4000.0,4000.0,2134000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-04 20:35:36.575743
SMMR,24.88,25.03,25.1,1663100.0,,,2281300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-04 20:35:36.575743
ATMN,24.86,24.86,24.99,1959400.0,5000.0,5000.0,2020800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-04 20:35:36.575743
WNTR,24.81,24.81,25.03,1863700.0,5000.0,10000.0,2057900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-04 20:35:36.575743
SPNG,25.14,25.14,25.18,1870100.0,4000.0,2264500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-04 20:35:37.633479
SMMR,24.83,24.83,25.1,1310000.0,5000.0,2266900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-04 20:35:37.633479
ATMN,25.08,24.86,25.08,1959400.0,5000.0,2045300.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-04 20:35:37.633479
WNTR,24.81,24.81,25.03,1964800.0,5000.0,2057900.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-04 20:35:37.633479
SPNG,25.14,24.97,25.04,1734600.0,4000.0,4000.0,2166800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-04 20:35:38.683714
SMMR,25.1,25.05,25.1,1429000.0,5000.0,5000.0,2141200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-04 20:35:38.683714
ATMN,25.14,24.86,25.14,1959400.0,5000.0,5000.0,2011900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-04 20:35:38.683714
WNTR,24.94,25.0,25.03,2090900.0,5000.0,10000.0,2057900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-04 20:35:38.683714
SPNG,24.78,24.78,25.04,1711300.0,4000.0,4000.0,2151000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-04 20:35:39.725931
SMMR,25.1,25.07,25.1,1555900.0,5000.0,5000.0,2144800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-04 20:35:39.725931
ATMN,25.24,24.86,25.03,1937100.0,5000.0,5000.0,1994400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-04 20:35:39.725931
WNTR,24.81,24.81,25.13,1964800.0,5000.0,10000.0,2026900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-04 20:35:39.725931
SPNG,25.18,24.78,24.84,1944200.0,4000.0,2164300.0,4000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 20:35:40.766981
SMMR,25.05,25.05,25.1,1429000.0,5000.0,2119600.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 20:35:40.766981
ATMN,25.24,24.86,25.24,2055300.0,,2015300.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 20:35:40.766981
WNTR,24.81,25.01,25.04,2074800.0,5000.0,2078600.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-04 20:35:40.766981
SPNG,25.18,24.78,24.84,2165800.0,4000.0,2164300.0,4000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 20:35:41.818278
SMMR,25.12,24.83,25.12,1310000.0,5000.0,2128700.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 20:35:41.818278
ATMN,24.83,24.83,24.95,1963300.0,5000.0,2052900.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 20:35:41.818278
WNTR,24.99,24.99,25.04,2081000.0,5000.0,2077900.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-04 20:35:41.818278
SPNG,25.18,24.78,24.84,2140800.0,4000.0,2164300.0,4000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 20:35:42.357672
SMMR,24.66,24.66,25.08,1171300.0,,2099700.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 20:35:42.357672
ATMN,24.95,24.83,24.95,1975600.0,5000.0,2059600.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 20:35:42.357672
WNTR,25.04,24.99,25.04,2107100.0,5000.0,2077900.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-04 20:35:42.357672
SPNG,25.18,24.83,25.18,2153300.0,4000.0,2267000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 20:35:43.628457
SMMR,24.66,24.8,25.08,1499100.0,,2230400.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 20:35:43.628457
ATMN,25.28,24.83,25.28,1987600.0,5000.0,2104000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 20:35:43.628457
WNTR,25.18,24.99,25.15,2107100.0,5000.0,2035300.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-04 20:35:43.628457
SPNG,25.23,24.83,25.23,2162900.0,4000.0,2260300.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 20:35:44.680511
SMMR,25.08,24.81,24.85,1730900.0,5000.0,2103100.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 20:35:44.680511
ATMN,24.8,24.75,24.78,2042700.0,5000.0,2018900.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 20:35:44.680511
WNTR,25.15,24.99,25.15,2107100.0,5000.0,2042800.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-04 20:35:44.680511
SPNG,25.04,25.12,25.23,2161400.0,4000.0,2293700.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 20:35:45.726987
SMMR,24.85,25.05,25.08,1834500.0,5000.0,2102700.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 20:35:45.726987
ATMN,25.02,24.75,25.01,2005900.0,5000.0,2046100.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 20:35:45.726987
WNTR,24.96,24.96,25.15,2200400.0,,2017700.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-04 20:35:45.726987
SPNG,25.24,24.98,25.24,2160800.0,4000.0,2276100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 20:35:46.765359
SMMR,25.05,25.05,25.08,1834500.0,5000.0,2105900.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 20:35:46.765359
ATMN,25.01,25.04,25.2,2125100.0,,2114500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 20:35:46.765359
WNTR,25.17,25.12,25.17,2069400.0,5000.0,2053300.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-04 20:35:46.765359
SPNG,25.28,24.98,25.28,2160800.0,4000.0,2297700.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 20:35:47.814568
SMMR,25.05,24.88,25.03,1864200.0,5000.0,2112000.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 20:35:47.814568
ATMN,24.75,24.9,25.2,2008100.0,5000.0,2007500.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 20:35:47.814568
WNTR,25.18,25.18,25.2,2084800.0,5000.0,2083100.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-04 20:35:47.814568
SPNG,24.74,24.74,25.04,2116800.0,4000.0,4000.0,2206000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 20:35:48.369812
SMMR,25.05,24.88,24.98,1988700.0,,,2206900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 20:35:48.369812
ATMN,24.75,24.9,25.2,2008100.0,5000.0,5000.0,1980300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 20:35:48.369812
WNTR,25.18,25.18,25.2,2084800.0,5000.0,10000.0,2060000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-04 20:35:48.369812
SPNG,24.65,24.65,25.32,2077700.0,4000.0,2328900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 20:35:49.483295
SMMR,24.96,24.96,24.98,2253200.0,5000.0,2206900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 20:35:49.483295
ATMN,24.75,24.9,25.02,2025600.0,5000.0,1936600.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 20:35:49.483295
WNTR,25.18,24.99,25.05,2096500.0,5000.0,2007200.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-04 20:35:49.483295
SPNG,25.15,24.65,24.8,2077700.0,4000.0,2349700.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 20:35:50.556638
SMMR,24.89,24.93,24.94,2250400.0,5000.0,2207700.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 20:35:50.556638
ATMN,25.2,24.9,25.05,2021300.0,5000.0,2065400.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 20:35:50.556638
WNTR,25.18,24.99,25.05,2090800.0,5000.0,2022500.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-04 20:35:50.556638
SPNG,25.04,25.03,25.04,2074400.0,4000.0,4000.0,2190700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 20:35:51.620910
SMMR,25.03,25.06,25.08,2240000.0,5000.0,5000.0,2080000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 20:35:51.620910
ATMN,25.05,24.9,25.05,2140900.0,,5000.0,1951100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 20:35:51.620910
WNTR,25.06,24.99,25.06,2099000.0,5000.0,10000.0,2038700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-04 20:35:51.620910
SPNG,25.39,24.8,25.39,2076900.0,4000.0,2292800.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 20:35:52.691270
SMMR,25.02,24.93,25.02,2250400.0,5000.0,2205700.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 20:35:52.691270
ATMN,24.93,24.93,25.05,2119800.0,,1951100.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 20:35:52.691270
WNTR,25.06,25.11,25.15,2100800.0,5000.0,2042300.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-04 20:35:52.691270
SPNG,25.45,24.8,25.04,2112600.0,4000.0,4000.0,2178100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 20:35:53.736015
SMMR,24.89,24.89,25.02,2127300.0,5000.0,,2242300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 20:35:53.736015
ATMN,24.9,24.82,24.84,2155500.0,,,2065200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 20:35:53.736015
WNTR,25.15,24.99,25.15,2103200.0,5000.0,10000.0,2031300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-04 20:35:53.736015
SPNG,25.5,24.8,25.5,2112600.0,4000.0,2285200.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 20:35:54.778337
SMMR,24.88,24.81,24.84,1855400.0,5000.0,2263500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 20:35:54.778337
ATMN,24.84,24.96,25.05,1995600.0,5000.0,2051900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 20:35:54.778337
WNTR,25.15,25.0,25.15,2132800.0,5000.0,2031300.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-04 20:35:54.778337
SPNG,25.04,25.35,25.5,2136600.0,4000.0,2285200.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 20:35:55.822099
SMMR,25.11,24.81,24.96,1855400.0,5000.0,2242800.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 20:35:55.822099
ATMN,24.96,24.83,24.93,2002800.0,5000.0,1957200.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 20:35:55.822099
WNTR,25.2,25.17,25.2,2226700.0,,2017000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-04 20:35:55.822099
SPNG,25.35,24.65,25.32,2118100.0,4000.0,2291700.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 20:35:56.876632
SMMR,24.96,24.81,24.96,2195200.0,5000.0,2242800.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 20:35:56.876632
ATMN,24.96,24.83,24.93,2103200.0,,2059800.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 20:35:56.876632
WNTR,25.2,25.17,25.18,2122600.0,5000.0,2019300.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-04 20:35:56.876632
SPNG,25.4,24.65,25.03,2118100.0,4000.0,2217200.0,4000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 20:35:57.417348
SMMR,24.96,24.81,24.96,2195700.0,5000.0,2242800.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 20:35:57.417348
ATMN,24.82,24.82,24.93,2017900.0,5000.0,1953100.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 20:35:57.417348
WNTR,25.17,25.11,25.13,2120300.0,5000.0,2021200.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-04 20:35:57.417348
SPNG,25.4,24.65,25.03,2119300.0,4000.0,2217200.0,4000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 20:35:58.479818
SMMR,24.96,24.88,24.93,2251700.0,5000.0,2241600.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 20:35:58.479818
ATMN,25.2,24.82,25.2,2138500.0,,1940300.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 20:35:58.479818
WNTR,25.2,25.11,25.2,2120300.0,5000.0,1999200.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2026-02-04 20:35:58.479818
SPNG,25.2,25.2,25.5,2132700.0,4000.0,2285200.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 20:35:59.547787
SMMR,24.96,24.88,24.96,2244800.0,5000.0,2242800.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 20:35:59.547787
ATMN,25.27,24.93,25.27,2107800.0,,2059400.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 20:35:59.547787
WNTR,24.99,24.99,25.03,2117100.0,5000.0,1987200.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2026-02-04 20:35:59.547787
SPNG,25.2,24.69,25.04,2167300.0,4000.0,4000.0,2215000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 20:36:00.609685
SMMR,24.96,25.02,25.11,2254600.0,5000.0,5000.0,2113500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 20:36:00.609685
ATMN,25.27,24.93,25.25,1989300.0,5000.0,5000.0,1959100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 20:36:00.609685
WNTR,24.99,24.99,25.03,2146500.0,5000.0,10000.0,1987200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-04 20:36:00.609685
SPNG,25.04,25.19,25.2,2185800.0,4000.0,2317100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 20:36:01.656599
SMMR,25.02,25.02,25.1,2254600.0,5000.0,2219500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 20:36:01.656599
ATMN,25.3,24.93,25.25,1989300.0,5000.0,1954600.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 20:36:01.656599
WNTR,25.2,25.17,25.2,2257000.0,,1991800.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 20:36:01.656599
SPNG,25.2,24.75,25.2,2174100.0,4000.0,2317100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-04 20:36:02.707974
SMMR,24.88,24.88,25.1,2228700.0,5000.0,2219500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-04 20:36:02.707974
ATMN,25.28,25.28,25.3,1996500.0,5000.0,2044800.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-04 20:36:02.707974
