ticker,last_price,bid_price,ask_price,BUY_COLA-1,BUY_ANON,SELL_ANON,SELL_COLA-1,BUY_GIOT-3,SELL_WRSW-3,BUY_LUIS-1,SELL_UOTB-2,SELL_BRCH-3,BUY_LAVL-1,BUY_BRCH-3,BUY_UEBR-1,SELL_BABS-4,SELL_LETH-1,BUY_UOTB-1,BUY_UOTB-2,SELL_LUIS-1,SELL_COLA-3,SELL_CNCD-1,BUY_CNCD-1,SELL_UOTB-3,SELL_NAIT-1,BUY_LETH-1,BUY_WRSW-2,SELL_WRSW-1,BUY_CNCD-5,SELL_COLB-2,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,BUY_BRCH-2,SELL_UOTB-1,BUY_COLA-3,SELL_LAVL-1,BUY_WRSW-3,BUY_BRCH-1,SELL_UEBR-1,SELL_GIOT-3,BUY_UOTB-3,BUY_BABS-4,BUY_CAMN-1,SELL_CNCD-5,BUY_COLB-2,SELL_WRSW-2,SELL_CAMN-1,SELL_BRCH-2,tick,timestamp
SPNG,23.58,23.85,24.04,1348000.0,600.0,1750.0,1200.0,5250.0,1552400.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-05 21:38:42.989480
SMMR,26.15,26.05,26.15,1718900.0,800.0,1750.0,,1750.0,1012800.0,5000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-05 21:38:42.989480
ATMN,24.53,24.96,25.08,1783800.0,,7000.0,,3500.0,1054900.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-05 21:38:42.989480
WNTR,24.16,24.19,24.21,1141300.0,,1750.0,,1750.0,888500.0,,3000.0,16500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-05 21:38:42.989480
SPNG,23.85,23.85,24.27,1452800.0,1200.0,1750.0,1456300.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-05 21:38:44.064413
SMMR,25.97,26.05,26.15,1613900.0,,,1141200.0,5000.0,1750.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-05 21:38:44.064413
ATMN,25.44,24.45,25.44,1453600.0,,12250.0,1052700.0,,3500.0,1000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-05 21:38:44.064413
WNTR,24.49,24.19,24.49,1162900.0,1200.0,7000.0,775500.0,,5250.0,1200.0,7500.0,13000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-05 21:38:44.064413
SPNG,24.2,24.2,24.38,1684400.0,1750.0,1456300.0,8750.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-05 21:38:45.159210
SMMR,25.93,26.03,26.15,1312700.0,12250.0,1012800.0,1750.0,800.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-05 21:38:45.159210
ATMN,24.99,24.45,24.99,1402500.0,12250.0,1052700.0,3500.0,,1000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-05 21:38:45.159210
WNTR,24.22,24.19,24.22,1254900.0,7000.0,875200.0,5250.0,1200.0,1200.0,6000.0,11000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-05 21:38:45.159210
SPNG,24.2,23.85,24.05,1653800.0,600.0,1750.0,1521000.0,600.0,8750.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-05 21:38:46.252431
SMMR,26.03,25.89,25.91,1440700.0,,12250.0,1340200.0,,1750.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-05 21:38:46.252431
ATMN,24.85,24.85,24.99,1365200.0,,12250.0,1052700.0,,3500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-05 21:38:46.252431
WNTR,24.4,24.4,24.49,899400.0,,7000.0,985200.0,,5250.0,12000.0,11000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-05 21:38:46.252431
SPNG,24.21,24.21,24.38,2021500.0,1750.0,1577700.0,8750.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-05 21:38:47.346123
SMMR,25.91,25.92,26.15,1419900.0,12250.0,1242800.0,1750.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-05 21:38:47.346123
ATMN,24.99,25.03,25.4,1370300.0,12250.0,1026700.0,3500.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-05 21:38:47.346123
WNTR,24.49,24.11,24.32,925100.0,7000.0,864800.0,5250.0,1200.0,9500.0,1200.0,11000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-05 21:38:47.346123
SPNG,23.98,23.98,24.33,1893000.0,600.0,1750.0,1636300.0,8750.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2026-02-05 21:38:47.946251
SMMR,25.91,26.09,26.13,1291400.0,800.0,12250.0,1363900.0,1750.0,800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2026-02-05 21:38:47.946251
ATMN,25.03,24.45,24.6,1356500.0,,12250.0,1343800.0,3500.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2026-02-05 21:38:47.946251
WNTR,24.1,24.06,24.08,940100.0,,8750.0,1106700.0,5250.0,,8000.0,9500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2026-02-05 21:38:47.946251
SPNG,23.98,23.98,24.3,2014400.0,1750.0,1658100.0,8750.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-05 21:38:49.115573
SMMR,26.02,26.02,26.09,1399300.0,12250.0,1463800.0,1750.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-05 21:38:49.115573
ATMN,25.1,25.1,25.17,1383300.0,12250.0,1226600.0,3500.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-05 21:38:49.115573
WNTR,24.3,24.3,24.32,922200.0,8750.0,1102400.0,5250.0,1200.0,8000.0,1200.0,8500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-05 21:38:49.115573
SPNG,24.3,23.98,24.3,2140400.0,600.0,1750.0,1658100.0,8750.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-05 21:38:50.203802
SMMR,26.02,25.98,26.02,1157300.0,1600.0,12250.0,1575600.0,1750.0,800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-05 21:38:50.203802
ATMN,25.1,24.68,25.0,1250500.0,1000.0,12250.0,1345900.0,3500.0,1000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-05 21:38:50.203802
WNTR,24.0,23.98,23.99,1157300.0,1200.0,5250.0,978500.0,5250.0,1200.0,5000.0,10500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-05 21:38:50.203802
SPNG,23.79,24.03,24.3,2106700.0,600.0,1750.0,1568400.0,600.0,8750.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-05 21:38:51.276609
SMMR,25.89,25.91,26.02,1282800.0,800.0,12250.0,1575600.0,800.0,1750.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-05 21:38:51.276609
ATMN,25.1,24.79,24.84,1240400.0,1000.0,12250.0,1646200.0,1000.0,3500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-05 21:38:51.276609
WNTR,24.28,24.05,24.06,1278700.0,1200.0,5250.0,848300.0,,5250.0,6500.0,13500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-05 21:38:51.276609
SPNG,24.25,24.25,24.3,2238700.0,1750.0,1680200.0,8750.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-05 21:38:52.344300
SMMR,25.89,25.89,26.09,1422900.0,12250.0,1463800.0,1750.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-05 21:38:52.344300
ATMN,24.85,24.79,24.85,1336700.0,12250.0,1779600.0,3500.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-05 21:38:52.344300
WNTR,24.06,24.09,24.11,1277400.0,5250.0,873300.0,5250.0,1200.0,7500.0,1200.0,11000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-05 21:38:52.344300
SPNG,24.03,24.03,24.3,2205900.0,1750.0,1657200.0,8750.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-05 21:38:53.409468
SMMR,25.85,25.85,26.13,1433800.0,12250.0,1363900.0,1750.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-05 21:38:53.409468
ATMN,25.0,24.67,25.0,1379500.0,12250.0,1763900.0,3500.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-05 21:38:53.409468
WNTR,24.11,24.1,24.11,1257700.0,5250.0,873300.0,5250.0,1200.0,7500.0,1200.0,11000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-05 21:38:53.409468
SPNG,23.79,24.06,24.3,2183700.0,1750.0,1657200.0,8750.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-05 21:38:54.016640
SMMR,25.85,25.99,26.13,1451100.0,12250.0,1363900.0,1750.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-05 21:38:54.016640
ATMN,25.0,24.67,24.8,1283000.0,12250.0,1788500.0,3500.0,1000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-05 21:38:54.016640
WNTR,24.11,24.1,24.11,1020200.0,5250.0,873300.0,5250.0,1200.0,9500.0,1200.0,11000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-05 21:38:54.016640
SPNG,23.79,23.96,24.28,2101300.0,600.0,1750.0,1524100.0,600.0,8750.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-05 21:38:55.190515
SMMR,25.85,25.99,26.0,1328200.0,800.0,12250.0,1723700.0,800.0,1750.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-05 21:38:55.190515
ATMN,24.8,24.67,24.8,1282200.0,1000.0,12250.0,1746200.0,1000.0,3500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-05 21:38:55.190515
WNTR,24.11,24.29,24.31,1153100.0,1200.0,5250.0,974900.0,1200.0,5250.0,8000.0,9500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-05 21:38:55.190515
SPNG,24.33,23.96,24.33,2101300.0,600.0,1750.0,1644900.0,8750.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-05 21:38:56.256512
SMMR,25.96,25.99,26.0,1308300.0,800.0,12250.0,1723700.0,1750.0,800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-05 21:38:56.256512
ATMN,24.67,24.67,24.92,1381500.0,,12250.0,1755400.0,3500.0,1000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-05 21:38:56.256512
WNTR,24.11,24.29,24.3,1276100.0,1200.0,5250.0,1096700.0,5250.0,1200.0,6500.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-05 21:38:56.256512
SPNG,24.33,23.96,24.33,2028100.0,600.0,1750.0,1644900.0,8750.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-05 21:38:57.320859
SMMR,26.02,25.96,26.02,1414300.0,,12250.0,1811300.0,1750.0,800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-05 21:38:57.320859
ATMN,24.67,24.73,24.76,1293500.0,1000.0,12250.0,1781100.0,3500.0,1000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-05 21:38:57.320859
WNTR,24.22,24.22,24.27,1165400.0,1200.0,5250.0,980100.0,5250.0,1200.0,8000.0,10500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-05 21:38:57.320859
SPNG,23.93,24.25,24.38,2004400.0,600.0,1750.0,1648500.0,8750.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-05 21:38:58.378157
SMMR,26.02,26.02,26.05,1335800.0,800.0,12250.0,1940600.0,1750.0,800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-05 21:38:58.378157
ATMN,24.76,24.67,24.76,1282200.0,1000.0,12250.0,1781100.0,3500.0,1000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-05 21:38:58.378157
WNTR,24.3,24.22,24.3,1145900.0,1200.0,5250.0,967100.0,5250.0,1200.0,9000.0,10500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-05 21:38:58.378157
SPNG,24.25,24.25,24.38,2000900.0,600.0,1750.0,1648500.0,8750.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-05 21:38:59.436523
SMMR,25.79,25.79,26.05,1430100.0,,12250.0,1940600.0,1750.0,800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-05 21:38:59.436523
ATMN,24.57,24.57,24.8,1435900.0,,12250.0,1849700.0,3500.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-05 21:38:59.436523
WNTR,24.32,24.22,24.32,1262200.0,,5250.0,955100.0,5250.0,,8000.0,12000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-05 21:38:59.436523
SPNG,24.44,24.25,24.3,2130600.0,1750.0,1658100.0,8750.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-05 21:39:00.488115
SMMR,25.76,25.76,26.05,1949300.0,5250.0,2035600.0,1750.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-05 21:39:00.488115
ATMN,24.57,24.71,24.8,1405900.0,12250.0,1849700.0,3500.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-05 21:39:00.488115
WNTR,24.32,24.22,24.32,1012000.0,5250.0,963000.0,3500.0,1200.0,9500.0,1200.0,11000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-05 21:39:00.488115
SPNG,24.37,24.25,24.37,1997900.0,600.0,1750.0,1655700.0,8750.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-05 21:39:01.046536
SMMR,26.09,25.76,26.07,1949300.0,,5250.0,1939400.0,1750.0,800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-05 21:39:01.046536
ATMN,24.59,24.61,24.8,1432600.0,,12250.0,1849700.0,3500.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-05 21:39:01.046536
WNTR,24.1,24.1,24.32,1359000.0,,5250.0,1075200.0,5250.0,,6500.0,9500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-05 21:39:01.046536
SPNG,24.44,24.12,24.14,2023000.0,600.0,1750.0,600.0,1530300.0,8750.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-05 21:39:02.131064
SMMR,25.88,25.76,25.88,1972000.0,,5250.0,,2061700.0,1750.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-05 21:39:02.131064
ATMN,24.61,24.61,24.8,1453800.0,,12250.0,,1878100.0,3500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-05 21:39:02.131064
WNTR,24.09,24.09,24.32,1254400.0,,5250.0,,1075200.0,5250.0,8000.0,9500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-05 21:39:02.131064
SPNG,24.12,24.12,24.32,2023000.0,600.0,1750.0,1559400.0,600.0,8750.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-05 21:39:03.205596
SMMR,26.12,26.06,26.12,1922400.0,,5250.0,1928800.0,,1750.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-05 21:39:03.205596
ATMN,24.61,24.61,24.8,1453800.0,,12250.0,1903400.0,,3500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-05 21:39:03.205596
WNTR,24.09,24.07,24.09,1231200.0,,5250.0,1196300.0,,1750.0,9000.0,11000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-05 21:39:03.205596
SPNG,24.12,24.12,24.32,2118500.0,1750.0,1694300.0,8750.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2026-02-05 21:39:04.270763
SMMR,25.76,25.76,26.12,2075700.0,3500.0,1928800.0,1750.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2026-02-05 21:39:04.270763
ATMN,24.82,24.59,24.82,1452300.0,12250.0,1910400.0,3500.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2026-02-05 21:39:04.270763
WNTR,24.19,24.19,24.27,1062300.0,5250.0,1210500.0,,1200.0,8500.0,1200.0,11000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2026-02-05 21:39:04.270763
SPNG,24.32,24.12,24.32,2118000.0,1750.0,1694300.0,8750.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2026-02-05 21:39:05.362284
SMMR,26.09,25.93,26.09,2100100.0,3500.0,2053600.0,1750.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2026-02-05 21:39:05.362284
ATMN,24.81,24.81,24.82,1395700.0,12250.0,1819100.0,3500.0,1000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2026-02-05 21:39:05.362284
WNTR,24.18,24.18,24.27,1135600.0,5250.0,1293000.0,5250.0,,1200.0,7000.0,7500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2026-02-05 21:39:05.362284
SPNG,24.32,24.2,24.32,2168400.0,600.0,1588100.0,600.0,8750.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2026-02-05 21:39:06.410369
SMMR,25.76,25.76,25.92,1943300.0,800.0,1976600.0,800.0,1750.0,3500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2026-02-05 21:39:06.410369
ATMN,24.81,24.81,24.85,1395700.0,,1882100.0,,3500.0,12250.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2026-02-05 21:39:06.410369
