ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_GIOT-3,SELL_WRSW-3,BUY_LUIS-1,SELL_UOTB-2,SELL_BRCH-3,BUY_LAVL-1,BUY_BRCH-3,BUY_UEBR-1,BUY_UOTB-1,BUY_UOTB-2,SELL_LUIS-1,SELL_COLA-3,BUY_COLA-1,SELL_UOTB-3,SELL_NAIT-1,BUY_WRSW-2,SELL_WRSW-1,BUY_CNCD-5,SELL_COLB-2,SELL_COLA-1,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,BUY_BRCH-2,SELL_UOTB-1,BUY_COLA-3,SELL_LAVL-1,BUY_WRSW-3,BUY_BRCH-1,SELL_UEBR-1,SELL_GIOT-3,BUY_UOTB-3,SELL_CNCD-5,BUY_COLB-2,SELL_WRSW-2,SELL_BRCH-2,tick,timestamp
ATMN,24.88,25.0,25.06,1905500.0,,3250.0,2048800.0,3250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-05 17:54:59.529371
WNTR,25.0,25.01,25.07,1874400.0,,3250.0,2122800.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2026-02-05 17:54:59.529371
SPNG,24.81,24.81,25.18,2177200.0,2149500.0,1625.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-05 17:55:00.596152
SMMR,24.89,24.89,24.93,1986800.0,1643100.0,1625.0,6000.0,12600.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-05 17:55:00.596152
ATMN,24.88,25.01,25.05,1805900.0,1826900.0,4875.0,6000.0,6000.0,1625.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-05 17:55:00.596152
WNTR,25.08,25.06,25.08,1891200.0,2130800.0,,,,6500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2026-02-05 17:55:00.596152
SPNG,25.01,24.98,25.0,6000.0,36000.0,3000.0,1251200.0,6000.0,30000.0,3000.0,1381200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-05 17:55:01.646476
SMMR,24.88,24.89,24.92,6000.0,,,2000600.0,14640.0,,,1731600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-05 17:55:01.646476
ATMN,24.97,24.97,25.05,,,,1995300.0,6000.0,,,2024300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-05 17:55:01.646476
WNTR,25.06,24.99,25.02,,,,1866700.0,,,,2113800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2026-02-05 17:55:01.646476
SPNG,24.82,24.93,24.95,20000.0,6000.0,1726000.0,6000.0,15000.0,3000.0,1724400.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 17:55:02.700112
SMMR,24.93,25.02,25.1,,,1763100.0,,,,1623500.0,2904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 17:55:02.700112
ATMN,24.95,24.96,25.02,,2250.0,1879500.0,6600.0,,4500.0,1598600.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 17:55:02.700112
WNTR,25.08,25.08,25.13,,,2093000.0,,,,2152100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2026-02-05 17:55:02.700112
SPNG,24.92,24.92,25.18,10000.0,9000.0,1857200.0,2285800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 17:55:03.740546
SMMR,24.91,25.01,25.1,,,2091600.0,1623500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 17:55:03.740546
ATMN,25.03,24.91,25.01,,4500.0,1836600.0,1506700.0,6750.0,5280.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 17:55:03.740546
WNTR,25.07,25.07,25.12,,,2086500.0,2048400.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2026-02-05 17:55:03.740546
SPNG,25.16,24.92,25.06,7600.0,6600.0,1725300.0,3000.0,855100.0,50000.0,6000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 17:55:04.812311
SMMR,24.91,25.02,25.08,,6000.0,1993100.0,,1766300.0,,,6291.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 17:55:04.812311
ATMN,25.09,24.91,25.09,,528.0,1329200.0,9000.0,2121900.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 17:55:04.812311
WNTR,24.97,24.97,25.1,,,1740900.0,,1667100.0,,,17880.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2026-02-05 17:55:04.812311
SPNG,25.13,24.92,25.13,7600.0,5280.0,9000.0,1473700.0,40000.0,1171400.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 17:55:05.914495
SMMR,24.88,24.88,24.95,,,,2083200.0,,1788800.0,,12891.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 17:55:05.914495
ATMN,25.11,25.03,25.11,,528.0,11250.0,1243400.0,,2123700.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 17:55:05.914495
WNTR,24.97,24.97,25.09,,,,1850100.0,,2019300.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2026-02-05 17:55:05.914495
SPNG,25.16,24.79,25.16,12000.0,1577400.0,11880.0,30000.0,6000.0,1399500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 17:55:06.968928
SMMR,25.0,25.0,25.08,,1964600.0,,,,2211000.0,9200.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 17:55:06.968928
ATMN,25.11,25.06,25.11,15750.0,964200.0,528.0,,,2108100.0,6900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 17:55:06.968928
WNTR,24.99,24.99,25.08,,2055800.0,,,,2019300.0,,8125.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2026-02-05 17:55:06.968928
SPNG,24.91,24.8,24.87,100.0,18000.0,1577400.0,977900.0,43800.0,9000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 17:55:07.555468
SMMR,25.0,25.01,25.04,9200.0,,1871700.0,2106100.0,,,6000.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 17:55:07.555468
ATMN,25.09,25.1,25.11,6900.0,18000.0,843400.0,2102700.0,,,528.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 17:55:07.555468
WNTR,25.02,25.02,25.08,7675.0,,1838300.0,1793600.0,,,6000.0,6000.0,15800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2026-02-05 17:55:07.555468
SPNG,24.99,24.81,24.99,200.0,6000.0,27000.0,724000.0,2520.0,38800.0,12000.0,959800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 17:55:08.793684
SMMR,25.04,25.01,25.03,9200.0,17965.0,,1539500.0,,,,1888700.0,10175.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 17:55:08.793684
ATMN,25.03,25.03,25.11,,384.0,11250.0,1405200.0,,,,1982300.0,100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 17:55:08.793684
WNTR,24.99,25.0,25.02,750.0,6000.0,,1863100.0,,,,1460500.0,25000.0,12559.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2026-02-05 17:55:08.793684
SPNG,25.16,25.15,25.16,16260.0,360300.0,10219.0,30000.0,25000.0,6000.0,1512000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 17:55:09.877281
SMMR,25.1,25.01,25.1,,1646400.0,17965.0,,,,2221400.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 17:55:09.877281
ATMN,25.05,25.05,25.12,,1618500.0,,11250.0,,,2040600.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 17:55:09.877281
WNTR,24.97,24.98,25.01,,1940000.0,,,,,1668300.0,7953.0,750.0,14845.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2026-02-05 17:55:09.877281
SPNG,25.1,25.1,25.14,20000.0,256400.0,100.0,11905.0,30000.0,20000.0,1818700.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 17:55:10.976843
SMMR,25.0,25.0,25.04,,1842200.0,,11762.0,,,2021300.0,6878.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 17:55:10.976843
ATMN,25.03,25.04,25.08,,1405200.0,2826.0,,13500.0,,1629100.0,16093.0,4500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 17:55:10.976843
WNTR,24.97,24.99,25.0,,1855200.0,9450.0,,,,1563700.0,7777.0,,14845.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2026-02-05 17:55:10.976843
SPNG,25.1,25.11,25.14,35000.0,256400.0,100.0,11905.0,21000.0,20000.0,1866700.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 17:55:11.549196
SMMR,25.04,25.05,25.1,,1845800.0,,11762.0,,,2253600.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 17:55:11.549196
ATMN,24.88,24.88,25.07,,2054200.0,,,,,1233000.0,11074.0,16093.0,4500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 17:55:11.549196
WNTR,24.97,24.99,25.0,,1855200.0,9450.0,,,,1538000.0,14845.0,7777.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2026-02-05 17:55:11.549196
SPNG,24.82,24.81,24.83,18000.0,1452800.0,2520.0,1227500.0,45000.0,100.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 17:55:12.598662
SMMR,25.09,24.99,25.09,,2083400.0,,1763200.0,,7024.0,2425.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 17:55:12.598662
ATMN,24.88,24.9,24.91,2250.0,1863300.0,,1034900.0,,21377.0,11074.0,100.0,6750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 17:55:12.598662
WNTR,24.96,24.96,24.99,,2033200.0,,1487900.0,,14801.0,14845.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2026-02-05 17:55:12.598662
SPNG,25.19,25.03,25.19,27135.0,1588300.0,2328300.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 17:55:13.660778
SMMR,25.09,25.05,25.06,,2017500.0,1686600.0,1505.0,4680.0,8425.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 17:55:13.660778
ATMN,25.18,24.9,25.1,,1863300.0,1835600.0,,,6000.0,324.0,2250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 17:55:13.660778
WNTR,24.96,24.96,24.98,,2068400.0,1664400.0,,5601.0,14845.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2026-02-05 17:55:13.660778
SPNG,25.18,25.07,25.18,47135.0,3224.0,12108.0,593600.0,6000.0,1860600.0,2000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 17:55:14.720621
SMMR,25.05,25.05,25.06,,2810.0,,1899200.0,,1635400.0,,4680.0,8425.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 17:55:14.720621
ATMN,25.18,24.91,25.04,,,6000.0,1958500.0,,1942900.0,,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 17:55:14.720621
WNTR,24.96,24.96,24.97,,,,2068400.0,,1506400.0,,10457.0,14845.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2026-02-05 17:55:14.720621
SPNG,24.91,24.77,24.9,1844800.0,17520.0,37000.0,386200.0,3633.0,12000.0,1013.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 17:55:15.769038
SMMR,25.04,25.04,25.06,1899100.0,,,1517300.0,8425.0,,9567.0,2810.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 17:55:15.769038
ATMN,25.19,24.89,24.94,1459200.0,,,1701100.0,6000.0,2250.0,5055.0,4294.0,151.0,4500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 17:55:15.769038
WNTR,24.96,24.96,24.97,2076600.0,,,1422200.0,14845.0,,17733.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2026-02-05 17:55:15.769038
SPNG,24.92,24.92,24.95,1905.0,42520.0,966400.0,3000.0,1674.0,22000.0,15000.0,979400.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 17:55:16.842060
SMMR,25.13,24.87,25.05,7068.0,,1929700.0,,7068.0,,,1757500.0,2425.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 17:55:16.842060
ATMN,24.92,25.03,25.04,,,1473000.0,6750.0,7068.0,,9000.0,1442800.0,6000.0,6751.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 17:55:16.842060
WNTR,24.96,24.96,24.97,,,2103800.0,,16695.0,,,1542000.0,14845.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2026-02-05 17:55:16.842060
SPNG,24.91,24.92,25.15,6363.0,966400.0,27520.0,3000.0,42000.0,6000.0,18000.0,410800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 17:55:17.915297
SMMR,25.13,25.07,25.08,8541.0,1576600.0,,,,,,2101600.0,12978.0,4432.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 17:55:17.915297
ATMN,25.19,25.03,25.19,6751.0,1394100.0,,6750.0,,,9000.0,1610200.0,2341.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 17:55:17.915297
WNTR,24.97,24.95,24.97,,2103800.0,,,,14845.0,,1747100.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2026-02-05 17:55:17.915297
SPNG,25.15,25.13,25.15,592500.0,5000.0,21104.0,6363.0,37000.0,6000.0,18000.0,2500.0,410800.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 17:55:18.991674
SMMR,25.13,25.07,25.08,1669100.0,,,8541.0,,,,,2065800.0,3522.0,5068.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 17:55:18.991674
ATMN,24.87,24.87,24.88,1667600.0,,,,,7139.0,11250.0,,1129300.0,6999.0,4666.0,6750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 17:55:18.991674
WNTR,24.93,24.96,24.98,1982600.0,,,,,17877.0,,,1513600.0,9957.0,9305.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2026-02-05 17:55:18.991674
SPNG,25.19,24.92,25.19,6363.0,1072200.0,27520.0,2102000.0,2000.0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-05 17:55:20.032538
SMMR,25.07,25.07,25.08,8541.0,1380700.0,,1738200.0,,12962.0,5000.0,9500.0,5000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-05 17:55:20.032538
ATMN,25.14,25.14,25.19,,1334700.0,,1214300.0,,9032.0,5000.0,,,9000.0,10400.0,11250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-05 17:55:20.032538
WNTR,24.89,24.94,24.96,6000.0,1891900.0,,1721400.0,,,,19010.0,,,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2026-02-05 17:55:20.032538
SPNG,25.18,24.94,25.19,47520.0,100.0,6963.0,3000.0,457100.0,2102000.0,2000.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-05 17:55:20.566260
SMMR,25.02,25.02,25.08,,,8541.0,,1768500.0,1719600.0,,9500.0,5000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-05 17:55:20.566260
ATMN,25.14,25.14,25.17,,9032.0,,9000.0,1334700.0,804700.0,,100.0,5000.0,5000.0,10400.0,13500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-05 17:55:20.566260
WNTR,24.96,24.94,24.96,,,,,1891900.0,1427800.0,,19010.0,,2500.0,15501.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2026-02-05 17:55:20.566260
SPNG,24.86,24.94,24.97,32520.0,1421500.0,5000.0,6000.0,100.0,1829700.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-05 17:55:21.601277
SMMR,24.99,24.92,24.96,,2031700.0,5000.0,,17975.0,1634000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-05 17:55:21.601277
ATMN,25.13,25.13,25.17,,1716600.0,5000.0,10400.0,4887.0,473500.0,6750.0,6999.0,18000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-05 17:55:21.601277
WNTR,24.81,24.81,24.9,,1665300.0,5000.0,14201.0,26000.0,1240900.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2026-02-05 17:55:21.601277
SPNG,24.86,25.14,25.27,32520.0,1062300.0,2145.0,299.0,6000.0,1941100.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-05 17:55:22.634359
SMMR,25.08,25.02,25.08,,1733300.0,,,,2054700.0,3148.0,1278.0,2500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-05 17:55:22.634359
ATMN,25.13,25.13,25.16,,1629600.0,,,20250.0,583000.0,4548.0,,5000.0,6750.0,10400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-05 17:55:22.634359
WNTR,24.81,24.81,24.85,,1913400.0,,,,1440800.0,,,5000.0,,17360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2026-02-05 17:55:22.634359
SPNG,24.74,24.87,25.03,18480.0,1786200.0,3000.0,49402.0,6215.0,9000.0,120800.0,8089.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2026-02-05 17:55:23.669556
