news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_LUIS-1,BUY_LUIS-1,SELL_COLA-6,BUY_COLA-6
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,8,2026-02-01 08:13:32.465059,SPNG,24.71,24.71,25.17,2313400.0,2084300.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,8,2026-02-01 08:13:32.465059,SMMR,24.99,24.99,25.07,2258000.0,1902200.0,0,0,0,0
,,,,,,8,2026-02-01 08:13:32.465059,ATMN,24.96,24.96,24.99,2058500.0,2019500.0,0,0,0,0
,,,,,,8,2026-02-01 08:13:32.465059,WNTR,25.05,25.03,25.05,2345100.0,2380800.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,9,2026-02-01 08:13:33.496363,SPNG,25.17,24.75,25.17,2323000.0,2084300.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,9,2026-02-01 08:13:33.496363,SMMR,25.09,24.99,25.09,2272700.0,1811500.0,0,0,0,0
,,,,,,9,2026-02-01 08:13:33.496363,ATMN,24.82,24.83,24.99,2072200.0,2035400.0,0,0,0,0
,,,,,,9,2026-02-01 08:13:33.496363,WNTR,25.05,25.03,25.05,2321400.0,2369100.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,10,2026-02-01 08:13:34.534331,SPNG,25.17,25.05,25.17,2329900.0,2256900.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,10,2026-02-01 08:13:34.534331,SMMR,25.15,24.99,25.12,2282600.0,1838700.0,0,0,0,0
,,,,,,10,2026-02-01 08:13:34.534331,ATMN,24.82,24.83,24.99,2066300.0,2035400.0,0,0,0,0
,,,,,,10,2026-02-01 08:13:34.534331,WNTR,24.98,25.03,25.05,2370000.0,2389900.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,11,2026-02-01 08:13:35.559400,SPNG,24.75,24.75,25.2,2332800.0,2201500.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,11,2026-02-01 08:13:35.559400,SMMR,25.19,24.99,25.15,2282600.0,1990200.0,0,0,0,0
,,,,,,11,2026-02-01 08:13:35.559400,ATMN,24.79,24.75,24.76,2053100.0,2031700.0,0,0,0,0
,,,,,,11,2026-02-01 08:13:35.559400,WNTR,25.05,25.05,25.06,2330500.0,2262900.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,12,2026-02-01 08:13:36.584525,SPNG,25.2,25.21,25.62,2362400.0,2075300.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,12,2026-02-01 08:13:36.584525,SMMR,25.1,24.99,25.1,2258700.0,2114200.0,0,0,0,0
,,,,,,12,2026-02-01 08:13:36.584525,ATMN,24.79,24.75,24.76,2082500.0,2031700.0,0,0,0,0
,,,,,,12,2026-02-01 08:13:36.584525,WNTR,25.09,25.05,25.09,2363900.0,2131500.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,13,2026-02-01 08:13:37.624386,SPNG,25.21,24.75,24.91,2358000.0,2209500.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,13,2026-02-01 08:13:37.624386,SMMR,25.1,25.09,25.1,2259400.0,2220800.0,0,0,0,0
,,,,,,13,2026-02-01 08:13:37.624386,ATMN,24.76,24.86,24.99,2096900.0,2035400.0,0,0,0,0
,,,,,,13,2026-02-01 08:13:37.624386,WNTR,25.04,25.04,25.09,2369100.0,2246500.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,14,2026-02-01 08:13:38.648955,SPNG,25.21,24.75,24.91,2408100.0,2209500.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,14,2026-02-01 08:13:38.648955,SMMR,25.2,24.99,25.1,2258700.0,2190400.0,0,0,0,0
,,,,,,14,2026-02-01 08:13:38.648955,ATMN,25.01,24.86,24.9,2105200.0,2043700.0,0,0,0,0
,,,,,,14,2026-02-01 08:13:38.648955,WNTR,25.09,25.1,25.11,2408200.0,2131700.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,15,2026-02-01 08:13:39.676103,SPNG,24.91,25.48,25.62,2382300.0,2215800.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,15,2026-02-01 08:13:39.676103,SMMR,25.1,25.11,25.15,2265200.0,2223700.0,0,0,0,0
,,,,,,15,2026-02-01 08:13:39.676103,ATMN,25.01,24.86,24.9,2139400.0,2043700.0,0,0,0,0
,,,,,,15,2026-02-01 08:13:39.676103,WNTR,25.08,25.08,25.11,2401800.0,2131700.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,16,2026-02-01 08:13:40.709442,SPNG,24.91,25.48,25.62,2382300.0,2202500.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,16,2026-02-01 08:13:40.709442,SMMR,25.15,25.15,25.2,2258600.0,2232800.0,0,0,0,0
,,,,,,16,2026-02-01 08:13:40.709442,ATMN,24.81,24.81,25.01,2130000.0,2041000.0,0,0,0,0
,,,,,,16,2026-02-01 08:13:40.709442,WNTR,25.18,25.08,25.18,2401800.0,1884300.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,17,2026-02-01 08:13:41.724583,SPNG,24.91,25.48,25.62,2382300.0,2207300.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,17,2026-02-01 08:13:41.724583,SMMR,25.15,25.15,25.2,2258600.0,2227000.0,0,0,0,0
,,,,,,17,2026-02-01 08:13:41.724583,ATMN,24.81,25.0,25.01,2141700.0,2026100.0,0,0,0,0
,,,,,,17,2026-02-01 08:13:41.724583,WNTR,25.08,25.08,25.18,2374900.0,1884300.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,18,2026-02-01 08:13:42.758402,SPNG,25.67,24.75,25.67,2398600.0,2232000.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,18,2026-02-01 08:13:42.758402,SMMR,25.15,25.15,25.18,2258600.0,2225300.0,0,0,0,0
,,,,,,18,2026-02-01 08:13:42.758402,ATMN,24.81,24.81,25.03,2118000.0,1977000.0,0,0,0,0
,,,,,,18,2026-02-01 08:13:42.758402,WNTR,25.19,25.08,25.19,2374900.0,2002600.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,19,2026-02-01 08:13:43.784349,SPNG,25.67,24.95,25.2,2427500.0,2235300.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,19,2026-02-01 08:13:43.784349,SMMR,24.98,25.09,25.18,2277200.0,2225300.0,0,0,0,0
,,,,,,19,2026-02-01 08:13:43.784349,ATMN,24.74,24.74,25.03,2131300.0,1977000.0,0,0,0,0
,,,,,,19,2026-02-01 08:13:43.784349,WNTR,25.19,25.08,25.13,2393500.0,2225000.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,20,2026-02-01 08:13:44.804636,SPNG,25.2,25.06,25.19,2433800.0,2219900.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,20,2026-02-01 08:13:44.804636,SMMR,24.95,24.95,25.17,2267100.0,2189400.0,0,0,0,0
,,,,,,20,2026-02-01 08:13:44.804636,ATMN,24.68,24.68,25.03,2094500.0,1977000.0,0,0,0,0
,,,,,,20,2026-02-01 08:13:44.804636,WNTR,25.06,25.06,25.13,2371800.0,2225000.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,21,2026-02-01 08:13:45.839914,SPNG,25.06,25.06,25.19,2442700.0,2234200.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,21,2026-02-01 08:13:45.839914,SMMR,24.9,24.92,25.17,2259100.0,2189400.0,0,0,0,0
,,,,,,21,2026-02-01 08:13:45.839914,ATMN,24.91,24.91,25.03,2107600.0,1977000.0,0,0,0,0
,,,,,,21,2026-02-01 08:13:45.839914,WNTR,25.15,25.06,25.1,2379300.0,2238300.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,22,2026-02-01 08:13:46.859531,SPNG,25.2,25.48,25.63,2466200.0,2208100.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,22,2026-02-01 08:13:46.859531,SMMR,24.92,24.92,25.17,2259100.0,2189400.0,0,0,0,0
,,,,,,22,2026-02-01 08:13:46.859531,ATMN,24.72,24.89,25.03,2092000.0,1977000.0,0,0,0,0
,,,,,,22,2026-02-01 08:13:46.859531,WNTR,25.1,25.1,25.19,2325300.0,2249800.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,24,2026-02-01 08:13:47.887811,SPNG,25.48,25.48,25.63,2466200.0,2241300.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,24,2026-02-01 08:13:47.887811,SMMR,25.12,25.12,25.17,2291800.0,2189400.0,0,0,0,0
,,,,,,24,2026-02-01 08:13:47.887811,ATMN,24.66,24.66,25.05,2117000.0,2013100.0,0,0,0,0
,,,,,,24,2026-02-01 08:13:47.887811,WNTR,25.1,25.12,25.17,2315900.0,2356300.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,25,2026-02-01 08:13:48.904447,SPNG,25.06,24.95,25.03,2465300.0,2282600.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,25,2026-02-01 08:13:48.904447,SMMR,24.87,24.88,25.0,2274400.0,2203000.0,0,0,0,0
,,,,,,25,2026-02-01 08:13:48.904447,ATMN,24.66,25.04,25.05,2096200.0,2000800.0,0,0,0,0
,,,,,,25,2026-02-01 08:13:48.904447,WNTR,25.1,25.1,25.17,2306000.0,2356300.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,26,2026-02-01 08:13:49.938062,SPNG,25.18,24.95,25.15,2457300.0,2250200.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,26,2026-02-01 08:13:49.938062,SMMR,24.87,24.98,25.0,2265300.0,2203000.0,0,0,0,0
,,,,,,26,2026-02-01 08:13:49.938062,ATMN,25.11,24.91,25.11,2127800.0,2026600.0,0,0,0,0
,,,,,,26,2026-02-01 08:13:49.938062,WNTR,25.17,25.1,25.17,2306000.0,2331500.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,27,2026-02-01 08:13:50.965010,SPNG,24.95,24.92,25.48,2466100.0,2261800.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,27,2026-02-01 08:13:50.965010,SMMR,24.88,24.88,25.0,2288900.0,2181900.0,0,0,0,0
,,,,,,27,2026-02-01 08:13:50.965010,ATMN,24.8,24.8,25.11,2108400.0,2013100.0,0,0,0,0
,,,,,,27,2026-02-01 08:13:50.965010,WNTR,25.03,25.03,25.2,2359200.0,2337500.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,28,2026-02-01 08:13:51.994411,SPNG,24.86,24.86,25.13,2480700.0,2247600.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,28,2026-02-01 08:13:51.994411,SMMR,24.99,24.88,24.99,2280500.0,2185100.0,0,0,0,0
,,,,,,28,2026-02-01 08:13:51.994411,ATMN,25.11,25.13,25.16,2117300.0,2038000.0,0,0,0,0
,,,,,,28,2026-02-01 08:13:51.994411,WNTR,25.02,25.02,25.2,2331700.0,2333100.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,29,2026-02-01 08:13:53.004374,SPNG,25.24,24.86,25.03,2480700.0,2277900.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,29,2026-02-01 08:13:53.004374,SMMR,25.0,24.91,25.0,2282800.0,2181900.0,0,0,0,0
,,,,,,29,2026-02-01 08:13:53.004374,ATMN,25.13,24.8,25.05,2108400.0,2063600.0,0,0,0,0
,,,,,,29,2026-02-01 08:13:53.004374,WNTR,25.02,25.02,25.09,2331700.0,2315700.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,30,2026-02-01 08:13:54.040708,SPNG,25.24,24.97,25.03,2453600.0,2277900.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,30,2026-02-01 08:13:54.040708,SMMR,25.0,25.09,25.1,2292200.0,2139500.0,0,0,0,0
,,,,,,30,2026-02-01 08:13:54.040708,ATMN,25.17,24.89,25.17,2100700.0,2050100.0,0,0,0,0
,,,,,,30,2026-02-01 08:13:54.040708,WNTR,25.04,25.04,25.09,2347000.0,2301000.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,31,2026-02-01 08:13:55.060192,SPNG,25.48,24.97,25.48,2390900.0,2252200.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,31,2026-02-01 08:13:55.060192,SMMR,25.09,25.09,25.1,2307900.0,2139500.0,0,0,0,0
,,,,,,31,2026-02-01 08:13:55.060192,ATMN,25.17,24.89,25.17,2129300.0,2050100.0,0,0,0,0
,,,,,,31,2026-02-01 08:13:55.060192,WNTR,25.04,25.04,25.09,2381400.0,2301000.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,32,2026-02-01 08:13:56.091993,SPNG,25.48,25.2,25.37,2426700.0,2234300.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,32,2026-02-01 08:13:56.091993,SMMR,25.11,25.09,25.11,2303700.0,2151000.0,0,0,0,0
,,,,,,32,2026-02-01 08:13:56.091993,ATMN,25.05,25.05,25.17,2128900.0,2034600.0,0,0,0,0
,,,,,,32,2026-02-01 08:13:56.091993,WNTR,25.02,25.02,25.09,2362200.0,2316100.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,33,2026-02-01 08:13:57.114771,SPNG,25.2,25.2,25.34,2426700.0,2231400.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,33,2026-02-01 08:13:57.114771,SMMR,24.98,24.98,25.07,2302000.0,2178800.0,0,0,0,0
,,,,,,33,2026-02-01 08:13:57.114771,ATMN,25.05,25.06,25.17,2153400.0,1977000.0,0,0,0,0
,,,,,,33,2026-02-01 08:13:57.114771,WNTR,25.13,25.02,25.13,2399500.0,2329100.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,34,2026-02-01 08:13:58.145719,SPNG,25.12,25.18,25.34,2399600.0,2231400.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,34,2026-02-01 08:13:58.145719,SMMR,25.07,24.98,25.07,2289600.0,2178800.0,0,0,0,0
,,,,,,34,2026-02-01 08:13:58.145719,ATMN,25.18,25.06,25.18,2153400.0,2006100.0,0,0,0,0
,,,,,,34,2026-02-01 08:13:58.145719,WNTR,25.13,25.02,25.13,2399500.0,2366100.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,35,2026-02-01 08:13:59.174275,SPNG,24.97,24.92,24.95,2378700.0,2253900.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,35,2026-02-01 08:13:59.174275,SMMR,25.07,25.02,25.07,2310400.0,2178800.0,0,0,0,0
,,,,,,35,2026-02-01 08:13:59.174275,ATMN,24.89,24.89,24.94,2129300.0,2011400.0,0,0,0,0
,,,,,,35,2026-02-01 08:13:59.174275,WNTR,25.02,25.02,25.13,2404900.0,2366100.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,36,2026-02-01 08:14:00.184529,SPNG,25.17,25.19,25.34,2422300.0,2231400.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,36,2026-02-01 08:14:00.184529,SMMR,25.02,25.06,25.07,2285000.0,2188500.0,0,0,0,0
,,,,,,36,2026-02-01 08:14:00.184529,ATMN,24.89,24.89,24.94,2097900.0,2009700.0,0,0,0,0
,,,,,,36,2026-02-01 08:14:00.184529,WNTR,25.13,25.18,25.2,2418900.0,2350500.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,37,2026-02-01 08:14:01.214439,SPNG,25.37,24.92,25.37,2406900.0,2237800.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,37,2026-02-01 08:14:01.214439,SMMR,25.1,25.06,25.1,2285000.0,2115300.0,0,0,0,0
,,,,,,37,2026-02-01 08:14:01.214439,ATMN,24.96,24.82,24.96,2113100.0,2040200.0,0,0,0,0
,,,,,,37,2026-02-01 08:14:01.214439,WNTR,25.1,25.11,25.19,2417500.0,2364700.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,38,2026-02-01 08:14:02.234652,SPNG,25.05,24.92,25.05,2406900.0,2256800.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,38,2026-02-01 08:14:02.234652,SMMR,25.1,25.02,25.1,2310400.0,2115300.0,0,0,0,0
,,,,,,38,2026-02-01 08:14:02.234652,ATMN,25.2,24.82,25.2,2113100.0,2032500.0,0,0,0,0
,,,,,,38,2026-02-01 08:14:02.234652,WNTR,24.98,24.98,25.16,2390200.0,2375100.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,39,2026-02-01 08:14:03.279422,SPNG,25.04,25.04,25.05,2432400.0,2256800.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,39,2026-02-01 08:14:03.279422,SMMR,25.1,25.02,25.07,2289400.0,2103500.0,0,0,0,0
,,,,,,39,2026-02-01 08:14:03.279422,ATMN,24.77,24.77,25.11,2123400.0,2093400.0,0,0,0,0
,,,,,,39,2026-02-01 08:14:03.279422,WNTR,25.16,25.13,25.16,2387300.0,2375100.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,40,2026-02-01 08:14:04.305707,SPNG,25.04,25.04,25.05,2397400.0,2260800.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,40,2026-02-01 08:14:04.305707,SMMR,24.98,24.91,24.96,2291900.0,2100100.0,0,0,0,0
,,,,,,40,2026-02-01 08:14:04.305707,ATMN,24.77,24.79,24.91,2102600.0,2066400.0,0,0,0,0
,,,,,,40,2026-02-01 08:14:04.305707,WNTR,25.13,24.98,25.04,2408500.0,2332100.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,41,2026-02-01 08:14:05.342267,SPNG,25.05,25.1,25.19,2401900.0,2205900.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,41,2026-02-01 08:14:05.342267,SMMR,25.04,24.91,25.03,2291900.0,2119100.0,0,0,0,0
,,,,,,41,2026-02-01 08:14:05.342267,ATMN,24.91,24.93,25.11,2124200.0,2088900.0,0,0,0,0
,,,,,,41,2026-02-01 08:14:05.342267,WNTR,25.04,25.1,25.11,2390300.0,2332300.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,42,2026-02-01 08:14:06.362967,SPNG,24.91,24.91,25.19,2381900.0,2205900.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,42,2026-02-01 08:14:06.362967,SMMR,25.09,25.01,25.09,2275100.0,2117500.0,0,0,0,0
,,,,,,42,2026-02-01 08:14:06.362967,ATMN,24.91,24.77,24.85,2108300.0,2088900.0,0,0,0,0
,,,,,,42,2026-02-01 08:14:06.362967,WNTR,25.02,25.08,25.11,2407300.0,2332300.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 14000 shares for this week.,43,2026-02-01 08:14:07.384430,SPNG,25.19,25.21,25.25,2392500.0,2211400.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,43,2026-02-01 08:14:07.384430,SMMR,25.13,25.01,25.13,2254000.0,2124700.0,0,0,0,0
,,,,,,43,2026-02-01 08:14:07.384430,ATMN,24.85,24.89,24.94,2077900.0,2074900.0,0,0,0,0
,,,,,,43,2026-02-01 08:14:07.384430,WNTR,25.08,25.08,25.13,2399800.0,2336100.0,0,0,0,0
