ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_GIOT-3,SELL_WRSW-3,BUY_LUIS-1,SELL_UOTB-2,SELL_BRCH-3,BUY_LAVL-1,BUY_BRCH-3,BUY_UEBR-1,SELL_BABS-4,BUY_UOTB-1,BUY_UOTB-2,SELL_LUIS-1,SELL_COLA-3,BUY_COLA-1,SELL_UOTB-3,SELL_NAIT-1,BUY_WRSW-2,SELL_WRSW-1,BUY_CNCD-5,SELL_COLB-2,SELL_COLA-1,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,BUY_BRCH-2,SELL_UOTB-1,BUY_COLA-3,SELL_LAVL-1,BUY_WRSW-3,BUY_BRCH-1,SELL_UEBR-1,SELL_GIOT-3,BUY_UOTB-3,BUY_BABS-4,BUY_CAMN-1,SELL_CNCD-5,BUY_COLB-2,SELL_WRSW-2,SELL_CAMN-1,SELL_BRCH-2,tick,timestamp
WNTR,24.05,24.13,24.16,8167.0,,2176400.0,,132.0,524.0,2003600.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-05 20:12:04.062967
SPNG,24.34,24.11,24.22,3000.0,1255100.0,17500.0,1240900.0,12500.0,9401.0,140.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-05 20:12:05.240559
SMMR,24.43,24.43,24.46,,1124800.0,,1921500.0,,16857.0,140.0,140.0,529.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-05 20:12:05.240559
ATMN,23.46,23.5,23.54,,1970900.0,,1323700.0,,8167.0,145.0,145.0,1387.0,13500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-05 20:12:05.240559
WNTR,24.16,24.13,24.16,,2176400.0,,1862800.0,,3077.0,136.0,136.0,8167.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-05 20:12:05.240559
SPNG,24.56,24.13,24.56,100.0,15000.0,3000.0,140.0,1132800.0,1732600.0,5000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-05 20:12:06.331556
SMMR,24.43,24.35,24.43,,,,,1112300.0,2145500.0,,140.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-05 20:12:06.331556
ATMN,23.5,23.5,23.53,,,,145.0,2116400.0,1333800.0,,145.0,100.0,13500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-05 20:12:06.331556
WNTR,24.14,24.13,24.14,,,,136.0,2250900.0,2082700.0,,136.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-05 20:12:06.331556
SPNG,24.56,24.2,24.33,3345.0,9000.0,412200.0,140.0,19500.0,1569600.0,6291.0,2500.0,140.0,3000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-05 20:12:07.415818
SMMR,24.29,24.29,24.3,,,999000.0,132.0,,1915300.0,19333.0,,132.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-05 20:12:07.415818
ATMN,23.48,23.5,23.53,1024.0,,2218800.0,141.0,,1116200.0,8320.0,,141.0,13500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-05 20:12:07.415818
WNTR,24.16,24.17,24.18,100.0,,2131500.0,140.0,,2045100.0,6144.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-05 20:12:07.415818
SPNG,24.13,24.21,24.31,2683.0,22000.0,6000.0,700800.0,670.0,9000.0,140.0,1412000.0,2500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-05 20:12:08.513559
SMMR,24.29,24.29,24.32,,,,999000.0,,,132.0,2115200.0,,132.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-05 20:12:08.513559
ATMN,23.19,23.19,23.45,575.0,,,2248000.0,3784.0,13500.0,132.0,1325200.0,,132.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-05 20:12:08.513559
WNTR,24.24,24.27,24.28,3824.0,,,2154600.0,,,,2177200.0,,145.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-05 20:12:08.513559
SPNG,24.03,24.4,24.56,4497.0,1918100.0,2500.0,1426600.0,5000.0,140.0,9000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-05 20:12:09.584563
SMMR,24.23,24.27,24.36,1858.0,973800.0,,2148500.0,,,,128.0,5556.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-05 20:12:09.584563
ATMN,23.57,23.19,23.38,1540.0,2075600.0,,1410700.0,,132.0,11250.0,132.0,6342.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-05 20:12:09.584563
WNTR,24.24,24.26,24.28,5318.0,2154600.0,,2056000.0,,149.0,,149.0,2267.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-05 20:12:09.584563
SPNG,24.03,24.4,24.55,4497.0,136.0,1802500.0,2500.0,4497.0,20000.0,482000.0,136.0,15000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-05 20:12:10.133665
SMMR,24.36,24.4,24.43,1858.0,128.0,979100.0,,,,2243500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-05 20:12:10.133665
ATMN,23.57,23.64,23.66,1540.0,132.0,2068400.0,,,,1634900.0,,11250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-05 20:12:10.133665
WNTR,24.13,24.13,24.27,,,2349100.0,,2267.0,,2027800.0,149.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-05 20:12:10.133665
SPNG,24.36,23.93,24.36,1947900.0,2500.0,132.0,303300.0,132.0,24520.0,18000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-05 20:12:11.343334
SMMR,24.1,24.1,24.37,869900.0,,132.0,2155300.0,132.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-05 20:12:11.343334
ATMN,23.57,23.65,23.66,2068400.0,,136.0,1308000.0,136.0,,15750.0,4500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-05 20:12:11.343334
WNTR,24.25,24.22,24.25,2120000.0,,145.0,2154300.0,145.0,,,,7769.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-05 20:12:11.343334
SPNG,24.36,24.01,24.32,1808900.0,100.0,132.0,2500.0,100.0,132.0,303300.0,15000.0,24520.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-05 20:12:12.400301
SMMR,24.36,23.91,24.36,916300.0,,128.0,,,128.0,2171000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-05 20:12:12.400301
ATMN,23.67,23.2,23.25,2188600.0,,132.0,,,,2040900.0,2250.0,,2250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-05 20:12:12.400301
WNTR,24.2,24.21,24.23,2106300.0,10000.0,145.0,,10000.0,145.0,2034700.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-05 20:12:12.400301
SPNG,24.01,24.47,24.54,136.0,1808900.0,100.0,2500.0,15000.0,24520.0,380400.0,136.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-05 20:12:13.449753
SMMR,24.36,24.2,24.36,128.0,1137700.0,602.0,,,,2072800.0,128.0,9666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-05 20:12:13.449753
ATMN,23.67,23.21,23.66,136.0,2177200.0,6999.0,,2250.0,,1936100.0,136.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-05 20:12:13.449753
WNTR,24.28,24.17,24.21,,2198100.0,3080.0,,,,2142400.0,,3842.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-05 20:12:13.449753
SPNG,24.01,24.46,24.54,136.0,1924800.0,2500.0,15000.0,136.0,24520.0,368700.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-05 20:12:14.502239
SMMR,24.37,24.2,24.33,128.0,1250900.0,,,128.0,,2161800.0,3586.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-05 20:12:14.502239
ATMN,23.52,23.52,23.66,136.0,2050300.0,,,,,2160300.0,,4500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-05 20:12:14.502239
WNTR,24.31,24.26,24.3,149.0,2100700.0,,,,,2118200.0,5251.0,,4510.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-05 20:12:14.502239
SPNG,24.28,24.01,24.28,2004300.0,2500.0,274800.0,100.0,15000.0,136.0,24520.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-05 20:12:15.560338
SMMR,24.37,24.23,24.25,1610400.0,,1947400.0,8639.0,,132.0,,132.0,6094.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-05 20:12:15.560338
ATMN,23.42,23.2,23.42,2074300.0,,1963500.0,175.0,,140.0,,,,6750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-05 20:12:15.560338
WNTR,24.31,24.28,24.31,1964600.0,,2085900.0,1623.0,,,,149.0,12316.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-05 20:12:15.560338
SPNG,24.28,24.01,24.27,1780000.0,128.0,3009.0,2500.0,15000.0,274800.0,128.0,100.0,24520.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-05 20:12:16.133333
SMMR,24.37,24.23,24.25,1722600.0,132.0,6094.0,,,1946000.0,132.0,8639.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-05 20:12:16.133333
ATMN,23.51,23.51,23.54,1693600.0,136.0,5359.0,,,2051200.0,,175.0,,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-05 20:12:16.133333
WNTR,24.23,24.24,24.27,2363400.0,,,,,1990100.0,149.0,1623.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-05 20:12:16.133333
SPNG,23.94,24.01,24.54,12500.0,131.0,3000.0,1300900.0,9000.0,1114000.0,12500.0,131.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2026-02-05 20:12:17.233773
SMMR,24.37,24.37,24.43,,136.0,,1854200.0,,2153200.0,,136.0,6094.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2026-02-05 20:12:17.233773
ATMN,23.21,23.22,23.54,,136.0,,2292800.0,,1956800.0,,,,635.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2026-02-05 20:12:17.233773
WNTR,24.27,24.24,24.26,,144.0,,2228200.0,,2081600.0,,,,1623.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2026-02-05 20:12:17.233773
SPNG,23.94,24.16,24.43,1011400.0,12500.0,100.0,128.0,9000.0,6718.0,15000.0,804300.0,128.0,12500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2026-02-05 20:12:18.293518
SMMR,24.31,24.29,24.31,1952900.0,,,132.0,,2098.0,,2034300.0,132.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2026-02-05 20:12:18.293518
ATMN,23.21,23.32,23.43,2015900.0,,7663.0,140.0,2250.0,7663.0,2250.0,1834500.0,140.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2026-02-05 20:12:18.293518
WNTR,24.15,24.16,24.2,2209400.0,,,140.0,,,,2079600.0,140.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2026-02-05 20:12:18.293518
SPNG,24.16,24.17,24.36,12000.0,817300.0,128.0,200.0,12500.0,6818.0,128.0,18000.0,589600.0,12500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2026-02-05 20:12:19.338922
SMMR,24.34,24.34,24.43,,2082800.0,136.0,2416.0,,2098.0,136.0,,2051400.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2026-02-05 20:12:19.338922
ATMN,23.54,23.34,23.43,4500.0,1765200.0,140.0,8743.0,,,140.0,,2075500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2026-02-05 20:12:19.338922
WNTR,24.29,24.29,24.31,,2233000.0,136.0,,,,,,2185200.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2026-02-05 20:12:19.338922
SPNG,24.16,24.12,24.14,2991.0,12000.0,809000.0,12500.0,389900.0,8438.0,128.0,21000.0,12500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2026-02-05 20:12:20.381843
SMMR,24.29,24.23,24.29,,,1843800.0,,1904500.0,2898.0,136.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2026-02-05 20:12:20.381843
ATMN,23.48,23.35,23.42,16138.0,9000.0,1405500.0,,1856500.0,1848.0,144.0,2250.0,,144.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2026-02-05 20:12:20.381843
WNTR,24.13,24.13,24.16,,,2341900.0,,2077800.0,,140.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2026-02-05 20:12:20.381843
SPNG,24.14,24.17,24.54,800600.0,124.0,100.0,15000.0,12500.0,21000.0,804300.0,12500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2026-02-05 20:12:21.420408
SMMR,24.23,24.23,24.4,1843800.0,,,,,,2146500.0,,136.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2026-02-05 20:12:21.420408
ATMN,23.32,23.57,23.59,2130600.0,,,4500.0,,2250.0,2051100.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2026-02-05 20:12:21.420408
WNTR,24.13,24.14,24.15,2183900.0,,7048.0,,,,2002100.0,,140.0,9398.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2026-02-05 20:12:21.420408
SPNG,24.55,24.17,24.55,510200.0,5766.0,124.0,21000.0,12500.0,691200.0,24000.0,12500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2026-02-05 20:12:22.485078
SMMR,24.23,24.29,24.36,2069200.0,9152.0,,,,2037100.0,,,5331.0,136.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2026-02-05 20:12:22.485078
ATMN,23.57,23.35,23.36,2010900.0,8208.0,,4500.0,,1985100.0,4500.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2026-02-05 20:12:22.485078
WNTR,24.31,24.14,24.15,2085500.0,12000.0,,,,2208800.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2026-02-05 20:12:22.485078
SPNG,24.55,24.17,24.55,798400.0,124.0,18000.0,12500.0,100.0,1982900.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2026-02-05 20:12:23.541202
SMMR,24.28,24.23,24.28,1977800.0,,,,4920.0,2025700.0,136.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2026-02-05 20:12:23.541202
ATMN,23.59,23.34,23.39,2017200.0,,6750.0,,4116.0,1982300.0,,2250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2026-02-05 20:12:23.541202
WNTR,24.15,24.13,24.15,2363600.0,,,,5996.0,2164500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2026-02-05 20:12:23.541202
SPNG,24.46,24.46,24.54,326600.0,5864.0,25000.0,124.0,15000.0,1966500.0,5950.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,2026-02-05 20:12:24.612884
SMMR,24.36,24.35,24.36,2087800.0,5932.0,,,,2026500.0,5932.0,136.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,2026-02-05 20:12:24.612884
ATMN,23.47,23.43,23.44,1882700.0,,,,9000.0,1982900.0,3000.0,,2250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,2026-02-05 20:12:24.612884
WNTR,24.2,24.14,24.19,2235100.0,8455.0,,,,2255200.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,2026-02-05 20:12:24.612884
SPNG,24.02,24.02,24.54,1513400.0,12500.0,1856900.0,2500.0,5950.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2026-02-05 20:12:25.168652
SMMR,24.35,24.23,24.29,2073600.0,,2008900.0,,5932.0,136.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2026-02-05 20:12:25.168652
ATMN,23.44,23.51,23.59,1773600.0,,1776300.0,,3000.0,,11250.0,6750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2026-02-05 20:12:25.168652
WNTR,24.1,24.08,24.1,2371300.0,,2282900.0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2026-02-05 20:12:25.168652
SPNG,23.91,24.22,24.43,2004300.0,3000.0,8450.0,12500.0,3000.0,1215700.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,2026-02-05 20:12:26.222752
SMMR,24.23,24.23,24.29,2210600.0,,5932.0,,,2008900.0,136.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,2026-02-05 20:12:26.222752
ATMN,23.42,23.43,23.58,1882700.0,9000.0,10824.0,,9000.0,1576200.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,2026-02-05 20:12:26.222752
WNTR,24.08,24.08,24.1,2278200.0,,,,,2255500.0,,7824.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,2026-02-05 20:12:26.222752
SPNG,24.54,24.22,24.37,1314200.0,5000.0,444.0,6000.0,5000.0,1856900.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2026-02-05 20:12:27.273624
SMMR,24.4,24.24,24.4,2210600.0,,4871.0,,,2135300.0,136.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2026-02-05 20:12:27.273624
ATMN,23.33,23.33,23.52,2252700.0,,,2250.0,,2102100.0,,4871.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2026-02-05 20:12:27.273624
WNTR,24.19,24.09,24.19,2393000.0,,,,,2265800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2026-02-05 20:12:27.273624
SPNG,24.65,24.22,24.29,496200.0,17500.0,544.0,12000.0,2014000.0,2500.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2026-02-05 20:12:28.339536
SMMR,24.16,24.22,24.37,1995200.0,,,,2026500.0,,6952.0,136.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2026-02-05 20:12:28.339536
ATMN,23.6,23.48,23.51,1881900.0,,3186.0,6750.0,2090500.0,,,,2250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2026-02-05 20:12:28.339536
WNTR,24.09,24.09,24.17,2393000.0,,,,2165900.0,,6593.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2026-02-05 20:12:28.339536
SPNG,24.02,24.02,24.28,1862100.0,6000.0,100.0,1983800.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,2026-02-05 20:12:29.375254
SMMR,24.32,24.37,24.41,2085400.0,,,2127800.0,1972.0,136.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,2026-02-05 20:12:29.375254
ATMN,23.66,23.51,23.59,1519000.0,11250.0,,2068200.0,11488.0,,2250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,2026-02-05 20:12:29.375254
WNTR,24.09,24.11,24.15,2262900.0,,13592.0,2056000.0,7722.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,2026-02-05 20:12:29.375254
SPNG,24.41,24.04,24.26,1799.0,1301100.0,1000.0,12000.0,5000.0,3000.0,1745700.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2026-02-05 20:12:30.421285
