ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_WRSW-2,SELL_WRSW-1,SELL_COLB-2,SELL_COLA-1,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,BUY_GIOT-3,SELL_WRSW-3,BUY_LUIS-1,SELL_UOTB-2,BUY_BRCH-2,BUY_LAVL-1,SELL_UOTB-1,BUY_UEBR-1,BUY_COLA-3,SELL_LAVL-1,BUY_WRSW-3,BUY_BRCH-1,SELL_UEBR-1,BUY_UOTB-1,SELL_GIOT-3,BUY_UOTB-2,SELL_LUIS-1,BUY_UOTB-3,SELL_COLA-3,BUY_COLB-2,SELL_WRSW-2,SELL_BRCH-2,BUY_COLA-1,SELL_UOTB-3,SELL_NAIT-1,tick,timestamp
SMMR,24.92,24.92,24.98,2282700.0,4000.0,2014100.0,2500.0,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-05 08:30:37.413807
ATMN,25.41,25.32,25.41,2226300.0,,2211100.0,,,2500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-05 08:30:37.413807
WNTR,25.28,25.06,25.12,1920200.0,2000.0,1751200.0,2500.0,6000.0,,5500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2026-02-05 08:30:37.413807
SPNG,24.99,24.65,24.74,2410500.0,2027000.0,6000.0,625.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-05 08:30:38.476262
SMMR,24.92,24.93,24.97,2150900.0,1912800.0,6000.0,5000.0,10000.0,2500.0,2500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-05 08:30:38.476262
ATMN,25.22,25.35,25.44,2226200.0,2247700.0,,,,,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-05 08:30:38.476262
WNTR,25.08,25.13,25.29,1818900.0,1572300.0,,,2000.0,2500.0,2500.0,5500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-05 08:30:38.476262
SPNG,25.2,24.66,25.2,750.0,2320200.0,2287800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-05 08:30:39.531946
SMMR,24.99,24.93,24.99,4000.0,2259800.0,2217500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-05 08:30:39.531946
ATMN,25.35,25.35,25.43,,2226200.0,2124700.0,6000.0,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-05 08:30:39.531946
WNTR,25.2,25.2,25.29,,2047400.0,1805000.0,6000.0,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-05 08:30:39.531946
SPNG,24.94,24.94,25.0,2328500.0,2500.0,6000.0,2179500.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-05 08:30:40.634099
SMMR,24.99,25.01,25.03,2157100.0,,,2112800.0,5000.0,6000.0,500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-05 08:30:40.634099
ATMN,25.48,25.24,25.25,2092500.0,2500.0,6000.0,2147000.0,,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-05 08:30:40.634099
WNTR,24.98,25.01,25.09,2031700.0,,,1926400.0,2000.0,,,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-05 08:30:40.634099
SPNG,24.65,24.66,24.98,2500.0,2328100.0,2500.0,6000.0,2051500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-05 08:30:41.750575
SMMR,25.01,25.02,25.03,2500.0,2039600.0,,,2243500.0,5000.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-05 08:30:41.750575
ATMN,25.48,25.25,25.34,2500.0,1948000.0,,6000.0,2147000.0,2375.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-05 08:30:41.750575
WNTR,24.99,24.98,24.99,,2041700.0,,6000.0,1921000.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-05 08:30:41.750575
SPNG,24.64,24.64,24.99,2404800.0,2500.0,6000.0,2051500.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-05 08:30:42.356506
SMMR,25.0,24.93,24.96,2265600.0,,,2278000.0,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-05 08:30:42.356506
ATMN,25.32,25.28,25.3,1974900.0,2500.0,6000.0,2032100.0,6000.0,2375.0,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-05 08:30:42.356506
WNTR,24.99,24.98,24.99,2056500.0,,6000.0,1921000.0,,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-05 08:30:42.356506
SPNG,25.21,24.76,24.95,6000.0,750.0,2500.0,2007100.0,100.0,2500.0,500.0,1931800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-05 08:30:43.407021
SMMR,25.03,25.03,25.1,,4000.0,,2253200.0,,,,2240000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-05 08:30:43.407021
ATMN,25.3,25.15,25.29,,,2500.0,2186600.0,5500.0,2500.0,6000.0,1931200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-05 08:30:43.407021
WNTR,25.09,24.96,25.09,,,,2173100.0,,,,2032400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-05 08:30:43.407021
SPNG,25.28,24.77,25.28,2500.0,6000.0,2092300.0,2345000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-05 08:30:44.478778
SMMR,25.03,25.05,25.08,,6000.0,2274400.0,2179500.0,2500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-05 08:30:44.478778
ATMN,25.5,25.33,25.45,2500.0,6000.0,2087800.0,2303300.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-05 08:30:44.478778
WNTR,24.99,25.04,25.09,,,2153600.0,1926400.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-05 08:30:44.478778
SPNG,25.28,24.82,25.27,6000.0,2500.0,2089400.0,2500.0,2219900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-05 08:30:45.531014
SMMR,24.92,24.9,24.92,,,2339600.0,2500.0,2199700.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-05 08:30:45.531014
ATMN,25.45,25.35,25.44,6000.0,2500.0,2087800.0,2500.0,2064200.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-05 08:30:45.531014
WNTR,25.01,25.01,25.08,,,2146100.0,2500.0,1837600.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-05 08:30:45.531014
SPNG,24.63,24.63,25.1,2376900.0,2193300.0,2500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-05 08:30:46.586106
SMMR,24.92,24.88,24.92,2352400.0,2225400.0,,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-05 08:30:46.586106
ATMN,25.1,25.1,25.19,2313300.0,2058600.0,2500.0,100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-05 08:30:46.586106
WNTR,24.96,25.01,25.02,2013000.0,1872600.0,2500.0,6000.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-05 08:30:46.586106
SPNG,25.06,24.63,25.06,2376900.0,5500.0,2219900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-05 08:30:47.673243
SMMR,24.96,24.88,24.95,2352400.0,6000.0,2098500.0,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-05 08:30:47.673243
ATMN,25.45,25.1,25.45,2313300.0,6000.0,2172000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-05 08:30:47.673243
WNTR,25.09,24.95,25.08,2135800.0,6000.0,1843200.0,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-05 08:30:47.673243
SPNG,25.25,24.77,24.79,2500.0,6000.0,2103100.0,2121600.0,2500.0,100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-05 08:30:48.858761
SMMR,24.97,24.88,24.97,,,2328700.0,2213600.0,,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-05 08:30:48.858761
ATMN,25.1,25.11,25.25,2500.0,,2201000.0,1895300.0,2500.0,1375.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-05 08:30:48.858761
WNTR,24.91,24.91,25.09,,,2102500.0,1814400.0,2500.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-05 08:30:48.858761
SPNG,24.79,24.77,24.79,2500.0,2237400.0,2227000.0,100.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-05 08:30:49.423716
SMMR,25.07,25.07,25.1,2500.0,2113700.0,2299600.0,,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-05 08:30:49.423716
ATMN,25.46,25.11,25.46,2500.0,2201000.0,2289900.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-05 08:30:49.423716
WNTR,24.91,24.91,24.96,,2102500.0,1816800.0,,,2500.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-05 08:30:49.423716
SPNG,25.34,24.88,25.34,6000.0,2500.0,1945900.0,1500.0,2335200.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2026-02-05 08:30:50.480163
SMMR,24.88,25.02,25.09,,2500.0,2208100.0,,2083300.0,2500.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2026-02-05 08:30:50.480163
ATMN,24.98,25.39,25.42,400.0,,2185400.0,,1893900.0,2500.0,5500.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2026-02-05 08:30:50.480163
WNTR,24.96,25.04,25.09,,2500.0,2038000.0,,1814400.0,2500.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2026-02-05 08:30:50.480163
SPNG,24.73,24.91,25.16,2228500.0,5250.0,1970500.0,6000.0,100.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2026-02-05 08:30:51.524121
SMMR,25.02,24.93,25.01,2208100.0,6000.0,1961500.0,6000.0,8000.0,2500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2026-02-05 08:30:51.524121
ATMN,25.38,25.38,25.42,2078100.0,400.0,1888400.0,6000.0,100.0,2500.0,2500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2026-02-05 08:30:51.524121
WNTR,25.18,25.18,25.21,1798500.0,6000.0,1907200.0,,,2500.0,2500.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2026-02-05 08:30:51.524121
SPNG,24.91,24.91,25.14,2086700.0,5250.0,2500.0,2500.0,2500.0,1833700.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-05 08:30:52.572638
SMMR,24.85,24.95,24.98,1990000.0,6000.0,1400.0,2500.0,2500.0,2013700.0,6000.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-05 08:30:52.572638
ATMN,24.96,25.14,25.38,2222100.0,,2500.0,5500.0,2500.0,1888400.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-05 08:30:52.572638
WNTR,25.07,25.04,25.07,2038000.0,6000.0,,,2500.0,1960500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-05 08:30:52.572638
SPNG,25.16,25.05,25.12,2082600.0,2500.0,5250.0,1250.0,1970500.0,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-05 08:30:53.620789
SMMR,24.95,24.94,24.95,2371400.0,,,10000.0,2021500.0,6000.0,2500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-05 08:30:53.620789
ATMN,25.38,24.97,25.38,2195800.0,2500.0,,,2136400.0,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-05 08:30:53.620789
WNTR,25.07,25.04,25.07,1931400.0,,6000.0,,2047500.0,,,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-05 08:30:53.620789
SPNG,25.06,24.84,24.87,5250.0,2214600.0,2215500.0,2500.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-05 08:30:54.663008
SMMR,24.95,24.94,24.95,,2235900.0,2136000.0,,100.0,100.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-05 08:30:54.663008
ATMN,24.99,25.16,25.32,,2209300.0,1888400.0,2500.0,,5500.0,6000.0,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-05 08:30:54.663008
WNTR,25.06,25.06,25.07,6000.0,1963700.0,2079700.0,,2000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-05 08:30:54.663008
SPNG,24.87,25.0,25.16,1962400.0,2500.0,6000.0,1250.0,2500.0,2096500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-05 08:30:55.729274
SMMR,24.94,24.86,24.89,2232500.0,2500.0,,6000.0,2500.0,2145500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-05 08:30:55.729274
ATMN,25.16,25.16,25.21,2196300.0,,1450.0,,2500.0,2104600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-05 08:30:55.729274
WNTR,25.2,25.02,25.2,2071500.0,,6000.0,,,2026400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-05 08:30:55.729274
SPNG,25.0,24.9,25.0,6000.0,8225.0,2054200.0,2098800.0,1250.0,2500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-05 08:30:56.815660
SMMR,24.89,24.87,24.89,,,2359800.0,2253100.0,6000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-05 08:30:56.815660
ATMN,25.16,25.16,25.17,6000.0,,2048600.0,2077600.0,,,4626.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-05 08:30:56.815660
WNTR,25.22,25.03,25.14,6000.0,,1949500.0,1927200.0,,2500.0,,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-05 08:30:56.815660
SPNG,25.15,24.91,25.06,2500.0,8225.0,6000.0,1947300.0,1250.0,2219400.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-05 08:30:57.872666
SMMR,24.95,24.87,24.89,,,,2359800.0,6000.0,2215300.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-05 08:30:57.872666
ATMN,25.45,25.16,25.44,,,6000.0,2048600.0,,2121800.0,2500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-05 08:30:57.872666
WNTR,25.22,25.03,25.14,2500.0,,6000.0,1949500.0,,1842200.0,2500.0,6925.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-05 08:30:57.872666
SPNG,25.15,24.92,25.14,2500.0,8225.0,6000.0,1963200.0,2500.0,2211200.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-05 08:30:58.933283
SMMR,24.97,24.88,24.97,2500.0,,,2239200.0,,2241300.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-05 08:30:58.933283
ATMN,25.11,24.99,25.07,,,6000.0,2153500.0,,2245800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-05 08:30:58.933283
WNTR,25.02,25.11,25.13,,,6000.0,2071000.0,2500.0,1842200.0,,6925.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-05 08:30:58.933283
SPNG,24.75,24.8,25.14,2206700.0,2500.0,2500.0,2211200.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-05 08:30:59.474399
SMMR,24.97,24.95,24.97,2355200.0,,,2241300.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-05 08:30:59.474399
ATMN,25.07,25.3,25.45,2265100.0,,,2255500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-05 08:30:59.474399
WNTR,25.17,25.03,25.17,2074200.0,,,2029300.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-05 08:30:59.474399
SPNG,24.74,24.76,25.0,2500.0,2204400.0,2500.0,6000.0,5000.0,1949300.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-05 08:31:00.529467
SMMR,24.9,24.9,24.97,,2371200.0,,6000.0,10000.0,2099800.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-05 08:31:00.529467
ATMN,25.15,25.15,25.43,2500.0,1904300.0,,,5500.0,2131800.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-05 08:31:00.529467
WNTR,24.88,24.88,25.1,,2156400.0,2500.0,,,1921100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-05 08:31:00.529467
SPNG,25.15,25.19,25.28,2232400.0,2500.0,2325900.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-05 08:31:01.591049
SMMR,24.9,24.91,24.92,2227300.0,2500.0,2192600.0,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-05 08:31:01.591049
ATMN,25.45,25.16,25.31,2009700.0,2500.0,2103500.0,,6000.0,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-05 08:31:01.591049
WNTR,24.98,24.98,25.09,2174900.0,,1929800.0,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-05 08:31:01.591049
SPNG,25.0,24.87,24.96,2325700.0,2214800.0,2500.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-05 08:31:02.643620
SMMR,24.9,24.9,24.97,2329500.0,2202800.0,,6000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-05 08:31:02.643620
ATMN,24.95,25.11,25.3,2019200.0,2105700.0,2500.0,,2500.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-05 08:31:02.643620
WNTR,25.31,25.03,25.31,1943900.0,1992500.0,,,2500.0,500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-05 08:31:02.643620
SPNG,24.96,24.89,24.95,6000.0,2500.0,2128000.0,2500.0,2078000.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-05 08:31:03.693041
SMMR,24.89,24.87,24.89,,,2332700.0,2500.0,2092500.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-05 08:31:03.693041
ATMN,25.15,25.15,25.31,6000.0,2500.0,2022900.0,,2230600.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-05 08:31:03.693041
WNTR,25.31,25.11,25.14,6000.0,,1922900.0,2500.0,1796900.0,6000.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-05 08:31:03.693041
SPNG,25.35,25.0,25.31,6000.0,2500.0,2128000.0,2296700.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-05 08:31:04.844169
SMMR,24.84,24.84,24.88,,,2351800.0,2105900.0,2500.0,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-05 08:31:04.844169
ATMN,25.45,25.15,25.44,6000.0,2500.0,2022900.0,2090500.0,2500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-05 08:31:04.844169
WNTR,25.18,25.19,25.31,6000.0,,2034200.0,1992500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-05 08:31:04.844169
SPNG,25.31,24.88,25.31,2500.0,2227200.0,2154200.0,2500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-05 08:31:05.519729
SMMR,24.84,24.85,24.88,1400.0,2214400.0,2105900.0,2500.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-05 08:31:05.519729
ATMN,25.45,25.16,25.44,,2128300.0,2125200.0,2500.0,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-05 08:31:05.519729
WNTR,25.18,25.19,25.31,,2029700.0,1992500.0,,,6000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-05 08:31:05.519729
SPNG,25.22,24.87,25.22,2355400.0,2247400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-05 08:31:06.806542
SMMR,24.95,24.84,24.95,2328200.0,2329000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-05 08:31:06.806542
