ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_GIOT-3,SELL_WRSW-3,BUY_LUIS-1,SELL_UOTB-2,SELL_BRCH-3,BUY_LAVL-1,BUY_BRCH-3,BUY_UEBR-1,SELL_BABS-4,BUY_UOTB-1,BUY_UOTB-2,SELL_LUIS-1,SELL_COLA-3,BUY_COLA-1,SELL_UOTB-3,SELL_NAIT-1,BUY_WRSW-2,SELL_WRSW-1,BUY_CNCD-5,SELL_COLB-2,SELL_COLA-1,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,BUY_BRCH-2,SELL_UOTB-1,BUY_COLA-3,SELL_LAVL-1,BUY_WRSW-3,BUY_BRCH-1,SELL_UEBR-1,SELL_GIOT-3,BUY_UOTB-3,BUY_BABS-4,BUY_CAMN-1,SELL_CNCD-5,BUY_COLB-2,SELL_WRSW-2,SELL_BRCH-2,tick,timestamp
ATMN,25.41,25.32,25.37,1957000.0,1839.0,1319800.0,9000.0,7020.0,1839.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-05 19:59:40.396190
WNTR,26.11,26.15,26.16,1746900.0,420.0,1520900.0,,9299.0,2198.0,11473.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-05 19:59:40.396190
SPNG,23.9,23.63,23.9,1600.0,1672900.0,1565200.0,12000.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-05 19:59:41.463864
SMMR,23.95,23.99,24.17,2080.0,1525600.0,1648500.0,,2058.0,14544.0,2080.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-05 19:59:41.463864
ATMN,25.35,25.32,25.33,1839.0,1554600.0,1449900.0,13500.0,7120.0,,,4500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-05 19:59:41.463864
WNTR,26.12,26.12,26.16,420.0,2009600.0,1520900.0,,,16701.0,2198.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-05 19:59:41.463864
SPNG,23.92,23.64,23.92,1600.0,6000.0,1672900.0,1724500.0,3000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-05 19:59:42.557981
SMMR,24.28,23.97,24.28,1539.0,,1399600.0,1562800.0,,3361.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-05 19:59:42.557981
ATMN,25.37,25.3,25.37,1839.0,6750.0,1640300.0,1405300.0,13500.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-05 19:59:42.557981
WNTR,26.16,26.11,26.14,420.0,,1984400.0,1520900.0,,,4790.0,2198.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-05 19:59:42.557981
SPNG,23.92,23.65,23.75,2880.0,6000.0,1840000.0,4008.0,1024.0,6000.0,1561400.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-05 19:59:43.112838
SMMR,24.13,23.97,24.13,,,1399600.0,,,,1685600.0,3361.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-05 19:59:43.112838
ATMN,25.37,25.35,25.38,1839.0,6750.0,1586500.0,483.0,1416.0,6750.0,1405300.0,5098.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-05 19:59:43.112838
WNTR,26.17,26.17,26.19,420.0,,2015500.0,,2198.0,,1390600.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-05 19:59:43.112838
SPNG,23.62,23.63,23.71,3000.0,1835400.0,248.0,240.0,10071.0,240.0,9000.0,1388100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-05 19:59:44.175437
SMMR,23.98,23.97,23.98,,1490600.0,3361.0,230.0,5118.0,2080.0,,1802900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-05 19:59:44.175437
ATMN,25.59,25.39,25.59,11250.0,1248300.0,10921.0,4671.0,,,,1183900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-05 19:59:44.175437
WNTR,26.35,26.17,26.35,,1918100.0,3247.0,2618.0,,,,1286900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-05 19:59:44.175437
SPNG,23.92,23.93,24.24,1438500.0,9000.0,531.0,1600.0,1611600.0,3000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-05 19:59:45.230272
SMMR,24.07,23.96,23.99,1597600.0,,1488.0,1539.0,1770400.0,,2080.0,5118.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-05 19:59:45.230272
ATMN,25.65,25.44,25.65,1248300.0,11250.0,11021.0,,1005900.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-05 19:59:45.230272
WNTR,26.35,26.2,26.24,1816000.0,,8216.0,6376.0,1518100.0,,,4969.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-05 19:59:45.230272
SPNG,24.15,24.0,24.15,5621.0,15000.0,1495600.0,1817100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-05 19:59:46.263426
SMMR,24.01,24.01,24.07,5261.0,,1934900.0,1861900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-05 19:59:46.263426
ATMN,25.65,25.68,25.83,8417.0,13500.0,1368300.0,1109100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-05 19:59:46.263426
WNTR,26.11,26.13,26.23,5338.0,,1995300.0,1518100.0,5261.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-05 19:59:46.263426
SPNG,23.57,23.57,24.01,1886300.0,1866100.0,2765.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-05 19:59:47.346405
SMMR,23.96,23.96,24.06,1708800.0,1890600.0,5338.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-05 19:59:47.346405
ATMN,25.13,25.13,25.6,2196100.0,1223900.0,,2250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-05 19:59:47.346405
WNTR,26.11,26.11,26.21,2118000.0,1617800.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-05 19:59:47.346405
SPNG,23.5,23.5,24.0,1700900.0,1600.0,3000.0,1785500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-05 19:59:48.403058
SMMR,23.96,23.96,24.01,1998500.0,2080.0,,1890600.0,1539.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-05 19:59:48.403058
ATMN,25.32,25.32,25.6,2191900.0,1839.0,2250.0,1223900.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-05 19:59:48.403058
WNTR,26.23,26.23,26.28,2044900.0,,,1621600.0,2320.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-05 19:59:48.403058
SPNG,23.39,23.39,23.98,1506700.0,2800.0,9000.0,1578300.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-05 19:59:49.464631
SMMR,24.28,24.03,24.27,1865900.0,295.0,,1868500.0,5158.0,118.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-05 19:59:49.464631
ATMN,25.75,25.34,25.42,2059800.0,,9000.0,1212300.0,3799.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-05 19:59:49.464631
WNTR,26.11,26.19,26.28,1932300.0,928.0,,1621600.0,928.0,3738.0,6955.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-05 19:59:49.464631
SPNG,23.89,23.67,23.86,200.0,1600.0,1624800.0,6776.0,1498800.0,9000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-05 19:59:50.552670
SMMR,24.03,24.05,24.22,3784.0,1539.0,1761100.0,15188.0,1683400.0,,2080.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-05 19:59:50.552670
ATMN,25.8,25.8,25.82,1672.0,385.0,1976300.0,,1109100.0,15750.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-05 19:59:50.552670
WNTR,26.1,26.1,26.17,3738.0,,1982200.0,22262.0,1714000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-05 19:59:50.552670
SPNG,23.89,23.75,23.85,1711900.0,1600.0,200.0,3000.0,1280.0,6776.0,15000.0,1230000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-05 19:59:51.156710
SMMR,24.08,24.06,24.08,1761100.0,1539.0,3784.0,,2080.0,15188.0,,1707600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-05 19:59:51.156710
ATMN,25.6,25.77,25.82,1990300.0,3885.0,1672.0,,945.0,,18000.0,1109100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-05 19:59:51.156710
WNTR,26.19,26.2,26.23,1912300.0,1647.0,3738.0,,,16287.0,,1621600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-05 19:59:51.156710
SPNG,23.75,23.75,23.84,1711900.0,3000.0,100.0,1280.0,21000.0,1136400.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-05 19:59:52.216881
SMMR,24.02,23.96,23.98,2063200.0,,100.0,2080.0,,1827200.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-05 19:59:52.216881
ATMN,25.6,25.78,25.81,2091300.0,,100.0,,20250.0,1004500.0,2333.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-05 19:59:52.216881
WNTR,26.27,26.27,26.28,1956400.0,,,,,1870700.0,5975.0,1647.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-05 19:59:52.216881
SPNG,23.65,23.73,23.82,1748600.0,192.0,1600.0,6911.0,1229600.0,15000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-05 19:59:53.263123
SMMR,23.96,23.96,23.98,1963500.0,,,100.0,1927400.0,,3041.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-05 19:59:53.263123
ATMN,25.7,25.39,25.45,2186100.0,,945.0,8113.0,803600.0,20250.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-05 19:59:53.263123
WNTR,26.35,26.27,26.33,1827000.0,2320.0,1647.0,,1886900.0,,9713.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-05 19:59:53.263123
SPNG,23.73,23.73,23.81,1913100.0,7011.0,21000.0,1025500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2026-02-05 19:59:54.308683
SMMR,23.96,23.96,23.98,1894100.0,100.0,,1941600.0,12707.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2026-02-05 19:59:54.308683
ATMN,25.61,25.61,25.81,2080000.0,8113.0,20250.0,898100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2026-02-05 19:59:54.308683
WNTR,26.35,26.28,26.32,1827000.0,8274.0,,1994700.0,17726.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2026-02-05 19:59:54.308683
SPNG,23.89,23.75,23.82,1600.0,100.0,1913100.0,3000.0,1550000.0,12000.0,1280.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2026-02-05 19:59:55.367349
SMMR,24.1,24.12,24.13,2080.0,12212.0,1767300.0,,1985500.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2026-02-05 19:59:55.367349
ATMN,25.53,25.4,25.52,1416.0,,2080800.0,,1022900.0,18000.0,1839.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2026-02-05 19:59:55.367349
WNTR,26.29,26.31,26.32,2320.0,8888.0,1901100.0,,1898700.0,,2320.0,4307.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2026-02-05 19:59:55.367349
SPNG,23.34,23.61,23.8,1642600.0,1600.0,3000.0,1600.0,18000.0,100.0,1259500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2026-02-05 19:59:56.412767
SMMR,24.1,24.11,24.13,1767300.0,4160.0,,998.0,,7283.0,1799600.0,6058.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2026-02-05 19:59:56.412767
ATMN,25.39,25.65,25.73,2100300.0,1839.0,,,15750.0,100.0,1204500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2026-02-05 19:59:56.412767
WNTR,26.27,26.14,26.16,2007900.0,,,3967.0,,13107.0,1789800.0,8800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2026-02-05 19:59:56.412767
SPNG,23.34,23.63,23.75,1280.0,1654100.0,3000.0,1600.0,1291000.0,21000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2026-02-05 19:59:57.482768
SMMR,23.96,23.94,23.95,2080.0,1893400.0,,,2011800.0,,7128.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2026-02-05 19:59:57.482768
ATMN,25.39,25.63,25.68,1273.0,2100300.0,,1546.0,1262900.0,15750.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2026-02-05 19:59:57.482768
WNTR,26.2,26.26,26.27,1034.0,1947700.0,,,2100200.0,,8171.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2026-02-05 19:59:57.482768
SPNG,23.82,23.67,23.73,1690200.0,1600.0,548.0,9000.0,1600.0,15000.0,1467400.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2026-02-05 19:59:58.538341
SMMR,23.94,24.21,24.28,1778100.0,2080.0,15020.0,,,,1887000.0,7283.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2026-02-05 19:59:58.538341
ATMN,25.61,25.48,25.61,2199800.0,,,,1546.0,15750.0,1142300.0,1264.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2026-02-05 19:59:58.538341
WNTR,26.1,26.22,26.26,1872100.0,1980.0,7827.0,,1169.0,,1875100.0,7827.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2026-02-05 19:59:58.538341
SPNG,23.89,23.67,23.69,1530300.0,1600.0,680.0,9000.0,10000.0,1280.0,1872800.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2026-02-05 19:59:59.604234
SMMR,23.94,23.94,24.25,1996300.0,,7128.0,,11229.0,1539.0,1702100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2026-02-05 19:59:59.604234
ATMN,25.39,25.32,25.33,2184800.0,,,,9191.0,1273.0,933100.0,15750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2026-02-05 19:59:59.604234
WNTR,26.1,26.1,26.25,2116200.0,,,,12566.0,3149.0,1789400.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2026-02-05 19:59:59.604234
SPNG,23.92,23.85,23.92,1523400.0,2880.0,15000.0,1926000.0,409.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2026-02-05 20:00:00.690863
SMMR,23.9,24.04,24.05,1890800.0,615.0,,1798700.0,2080.0,2861.0,7317.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2026-02-05 20:00:00.690863
ATMN,25.41,25.42,25.6,2060000.0,735.0,,1243500.0,735.0,,,15750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2026-02-05 20:00:00.690863
WNTR,26.13,26.14,26.17,1903000.0,236.0,,2028000.0,,5607.0,7827.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2026-02-05 20:00:00.690863
SPNG,23.92,23.85,23.89,1175200.0,100.0,2880.0,21000.0,100.0,1830300.0,409.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,2026-02-05 20:00:01.246766
SMMR,23.9,24.04,24.05,1904600.0,2861.0,615.0,,7317.0,1824800.0,2080.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,2026-02-05 20:00:01.246766
ATMN,25.41,25.43,25.49,1960500.0,100.0,735.0,,100.0,1015200.0,735.0,18000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,2026-02-05 20:00:01.246766
WNTR,26.13,26.14,26.17,1970700.0,5607.0,236.0,,7827.0,1911200.0,5961.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,2026-02-05 20:00:01.246766
SPNG,23.65,23.66,23.88,12000.0,1775900.0,1600.0,7816.0,1620100.0,3000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2026-02-05 20:00:02.309268
SMMR,24.05,24.06,24.1,,1777300.0,2080.0,,1920600.0,,1539.0,3697.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2026-02-05 20:00:02.309268
ATMN,25.41,25.44,25.48,,1859400.0,1839.0,7816.0,1014000.0,15750.0,1839.0,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2026-02-05 20:00:02.309268
WNTR,26.11,26.18,26.28,,1944800.0,,,2112500.0,,591.0,8895.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2026-02-05 20:00:02.309268
SPNG,23.67,23.82,23.86,15000.0,450.0,1543500.0,2374.0,7816.0,1498400.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,2026-02-05 20:00:03.374366
SMMR,24.06,24.06,24.12,,615.0,1801400.0,2080.0,100.0,1824000.0,,3697.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,2026-02-05 20:00:03.374366
ATMN,25.35,25.32,25.35,,,2166800.0,,,1654500.0,9000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,2026-02-05 20:00:03.374366
WNTR,26.18,26.2,26.21,,2320.0,1965400.0,2320.0,100.0,1918100.0,,8895.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,2026-02-05 20:00:03.374366
SPNG,23.67,23.82,23.83,18000.0,1125.0,1536.0,1275800.0,7500.0,2374.0,1535100.0,9000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2026-02-05 20:00:04.437706
SMMR,24.05,24.04,24.05,,1219.0,,1994700.0,8872.0,3310.0,1858600.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2026-02-05 20:00:04.437706
ATMN,25.4,25.4,25.5,2250.0,566.0,100.0,1866000.0,,,1899000.0,4500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2026-02-05 20:00:04.437706
WNTR,26.28,26.29,26.3,,5961.0,13618.0,1866700.0,,,2120500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2026-02-05 20:00:04.437706
SPNG,23.93,23.76,23.93,1114.0,900.0,2054400.0,2101300.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2026-02-05 20:00:05.489747
SMMR,24.05,24.04,24.05,6435.0,,2001100.0,1824700.0,11562.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2026-02-05 20:00:05.489747
ATMN,25.32,25.32,25.51,,,2167400.0,1947400.0,,1708.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2026-02-05 20:00:05.489747
WNTR,26.23,26.21,26.23,13618.0,,1997400.0,2002700.0,,1578.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2026-02-05 20:00:05.489747
