news_id,period,tick,ticker,headline,body,tick,timestamp,ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,SELL_LUIS-1,BUY_LUIS-1,SELL_COLA-6,BUY_COLA-6
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,6,2026-02-01 08:01:23.094858,SPNG,25.38,24.91,25.06,2419100.0,2414700.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,6,2026-02-01 08:01:23.094858,SMMR,24.86,24.86,25.02,2080500.0,2095700.0,0,0,0,0
,,,,,,6,2026-02-01 08:01:23.094858,ATMN,24.68,24.68,24.86,2206200.0,2263800.0,0,0,0,0
,,,,,,6,2026-02-01 08:01:23.094858,WNTR,25.02,24.96,25.02,2270700.0,2243100.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,7,2026-02-01 08:01:24.112309,SPNG,24.73,24.73,24.76,2408600.0,2420700.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,7,2026-02-01 08:01:24.112309,SMMR,25.02,24.98,25.02,2048100.0,2095700.0,0,0,0,0
,,,,,,7,2026-02-01 08:01:24.112309,ATMN,24.68,24.68,25.04,2231600.0,2241900.0,0,0,0,0
,,,,,,7,2026-02-01 08:01:24.112309,WNTR,25.04,24.96,25.04,2286000.0,2224900.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,8,2026-02-01 08:01:25.132017,SPNG,24.76,24.98,25.11,2374900.0,2416000.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,8,2026-02-01 08:01:25.132017,SMMR,24.98,24.86,24.96,2086500.0,2097400.0,0,0,0,0
,,,,,,8,2026-02-01 08:01:25.132017,ATMN,25.04,24.66,24.88,2228600.0,2270100.0,0,0,0,0
,,,,,,8,2026-02-01 08:01:25.132017,WNTR,25.1,24.96,25.02,2286000.0,2269700.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,9,2026-02-01 08:01:26.163403,SPNG,24.73,24.82,25.11,2368300.0,2416000.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,9,2026-02-01 08:01:26.163403,SMMR,25.16,24.85,25.16,2077100.0,1798400.0,0,0,0,0
,,,,,,9,2026-02-01 08:01:26.163403,ATMN,25.1,24.66,24.83,2228600.0,2266700.0,0,0,0,0
,,,,,,9,2026-02-01 08:01:26.163403,WNTR,25.02,25.02,25.05,2295900.0,2289800.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,10,2026-02-01 08:01:27.194830,SPNG,24.73,24.82,25.05,2370700.0,2439300.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,10,2026-02-01 08:01:27.194830,SMMR,25.16,24.85,24.89,2077100.0,1984400.0,0,0,0,0
,,,,,,10,2026-02-01 08:01:27.194830,ATMN,24.83,24.66,24.71,2228600.0,2243300.0,0,0,0,0
,,,,,,10,2026-02-01 08:01:27.194830,WNTR,25.02,25.02,25.05,2295900.0,2280300.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,11,2026-02-01 08:01:28.244678,SPNG,25.11,24.82,25.11,2346400.0,2418400.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,11,2026-02-01 08:01:28.244678,SMMR,25.16,24.88,24.89,2050900.0,1984400.0,0,0,0,0
,,,,,,11,2026-02-01 08:01:28.244678,ATMN,24.66,24.66,25.09,2252900.0,2260700.0,0,0,0,0
,,,,,,11,2026-02-01 08:01:28.244678,WNTR,25.07,25.03,25.07,2229800.0,2290900.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,13,2026-02-01 08:01:29.284706,SPNG,25.04,25.04,25.11,2348400.0,2418400.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,13,2026-02-01 08:01:29.284706,SMMR,24.89,25.0,25.16,2054700.0,1886900.0,0,0,0,0
,,,,,,13,2026-02-01 08:01:29.284706,ATMN,24.66,24.66,24.89,2254200.0,2268500.0,0,0,0,0
,,,,,,13,2026-02-01 08:01:29.284706,WNTR,25.07,25.06,25.07,2271300.0,2266600.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,14,2026-02-01 08:01:30.343088,SPNG,24.82,24.82,25.11,2357500.0,2417500.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,14,2026-02-01 08:01:30.343088,SMMR,24.89,25.0,25.05,2052500.0,2121700.0,0,0,0,0
,,,,,,14,2026-02-01 08:01:30.343088,ATMN,24.89,24.66,24.89,2270300.0,2268500.0,0,0,0,0
,,,,,,14,2026-02-01 08:01:30.343088,WNTR,25.07,25.09,25.1,2269000.0,2272500.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,15,2026-02-01 08:01:31.385154,SPNG,25.18,24.81,25.18,2340200.0,2401400.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,15,2026-02-01 08:01:31.385154,SMMR,24.89,25.0,25.05,2056900.0,2148900.0,0,0,0,0
,,,,,,15,2026-02-01 08:01:31.385154,ATMN,24.64,24.64,24.77,2276800.0,2271800.0,0,0,0,0
,,,,,,15,2026-02-01 08:01:31.385154,WNTR,25.1,25.09,25.1,2332900.0,2293500.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,16,2026-02-01 08:01:32.424895,SPNG,25.18,24.81,25.08,2328500.0,2375000.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,16,2026-02-01 08:01:32.424895,SMMR,25.0,24.99,25.0,2055800.0,2194500.0,0,0,0,0
,,,,,,16,2026-02-01 08:01:32.424895,ATMN,24.77,24.64,24.77,2287800.0,2271800.0,0,0,0,0
,,,,,,16,2026-02-01 08:01:32.424895,WNTR,25.13,25.06,25.13,2320400.0,2292200.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,17,2026-02-01 08:01:33.458137,SPNG,25.32,24.81,25.17,2328500.0,2395700.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,17,2026-02-01 08:01:33.458137,SMMR,25.03,24.99,25.03,2051800.0,2160300.0,0,0,0,0
,,,,,,17,2026-02-01 08:01:33.458137,ATMN,24.61,24.61,25.1,2285300.0,2252400.0,0,0,0,0
,,,,,,17,2026-02-01 08:01:33.458137,WNTR,25.16,25.06,25.16,2316500.0,2269200.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,18,2026-02-01 08:01:34.486293,SPNG,24.76,24.86,25.17,2354400.0,2395700.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,18,2026-02-01 08:01:34.486293,SMMR,25.03,24.99,25.0,2051800.0,2143200.0,0,0,0,0
,,,,,,18,2026-02-01 08:01:34.486293,ATMN,24.61,24.61,24.98,2285300.0,2238600.0,0,0,0,0
,,,,,,18,2026-02-01 08:01:34.486293,WNTR,25.16,25.11,25.16,2329600.0,2275700.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,19,2026-02-01 08:01:35.522721,SPNG,25.17,24.86,25.17,2389500.0,2395700.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,19,2026-02-01 08:01:35.522721,SMMR,24.93,24.93,25.0,2047400.0,2143200.0,0,0,0,0
,,,,,,19,2026-02-01 08:01:35.522721,ATMN,24.62,24.61,24.98,2251400.0,2238600.0,0,0,0,0
,,,,,,19,2026-02-01 08:01:35.522721,WNTR,25.19,25.11,25.19,2319500.0,2279000.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,20,2026-02-01 08:01:36.550780,SPNG,24.73,24.73,25.17,2365500.0,2390800.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,20,2026-02-01 08:01:36.550780,SMMR,25.0,24.93,25.0,2047400.0,2085200.0,0,0,0,0
,,,,,,20,2026-02-01 08:01:36.550780,ATMN,24.62,24.64,24.93,2272600.0,2227900.0,0,0,0,0
,,,,,,20,2026-02-01 08:01:36.550780,WNTR,25.19,25.06,25.19,2324700.0,2257100.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,21,2026-02-01 08:01:37.587310,SPNG,25.19,24.73,24.75,2345400.0,2371400.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,21,2026-02-01 08:01:37.587310,SMMR,24.93,24.93,25.05,2047400.0,2117000.0,0,0,0,0
,,,,,,21,2026-02-01 08:01:37.587310,ATMN,24.93,24.74,24.93,2283900.0,2227900.0,0,0,0,0
,,,,,,21,2026-02-01 08:01:37.587310,WNTR,25.19,25.03,25.19,2324900.0,2220700.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,22,2026-02-01 08:01:38.613745,SPNG,24.75,25.02,25.19,2391600.0,2384000.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,22,2026-02-01 08:01:38.613745,SMMR,25.08,24.93,25.08,2047400.0,2094000.0,0,0,0,0
,,,,,,22,2026-02-01 08:01:38.613745,ATMN,25.15,24.74,25.06,2283900.0,2267900.0,0,0,0,0
,,,,,,22,2026-02-01 08:01:38.613745,WNTR,25.02,25.02,25.05,2303900.0,2228500.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,23,2026-02-01 08:01:39.643904,SPNG,24.7,24.7,25.19,2332500.0,2359000.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,23,2026-02-01 08:01:39.643904,SMMR,25.08,24.98,25.01,2072900.0,2080300.0,0,0,0,0
,,,,,,23,2026-02-01 08:01:39.643904,ATMN,25.05,25.05,25.06,2304700.0,2261500.0,0,0,0,0
,,,,,,23,2026-02-01 08:01:39.643904,WNTR,25.03,25.05,25.19,2303000.0,2220700.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,24,2026-02-01 08:01:40.667339,SPNG,25.32,24.7,25.32,2362600.0,2374800.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,24,2026-02-01 08:01:40.667339,SMMR,25.01,24.98,25.01,2068300.0,2072700.0,0,0,0,0
,,,,,,24,2026-02-01 08:01:40.667339,ATMN,25.05,24.74,24.98,2283900.0,2243100.0,0,0,0,0
,,,,,,24,2026-02-01 08:01:40.667339,WNTR,25.0,25.0,25.19,2298400.0,2252200.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,25,2026-02-01 08:01:41.686542,SPNG,25.32,24.91,25.32,2364300.0,2374800.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,25,2026-02-01 08:01:41.686542,SMMR,25.05,24.98,25.05,2056200.0,2066600.0,0,0,0,0
,,,,,,25,2026-02-01 08:01:41.686542,ATMN,24.74,24.64,24.65,2287500.0,2244700.0,0,0,0,0
,,,,,,25,2026-02-01 08:01:41.686542,WNTR,25.05,25.0,25.05,2302600.0,2253400.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,26,2026-02-01 08:01:42.716752,SPNG,24.7,24.7,24.87,2362600.0,2373300.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,26,2026-02-01 08:01:42.716752,SMMR,24.98,24.98,25.03,2056200.0,2116200.0,0,0,0,0
,,,,,,26,2026-02-01 08:01:42.716752,ATMN,25.06,24.64,25.06,2287500.0,2247900.0,0,0,0,0
,,,,,,26,2026-02-01 08:01:42.716752,WNTR,24.99,24.99,25.05,2326200.0,2283900.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,27,2026-02-01 08:01:43.747502,SPNG,25.38,24.7,25.38,2362600.0,2373100.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,27,2026-02-01 08:01:43.747502,SMMR,24.96,24.96,25.03,2040500.0,2100600.0,0,0,0,0
,,,,,,27,2026-02-01 08:01:43.747502,ATMN,25.15,24.64,25.15,2287500.0,2232800.0,0,0,0,0
,,,,,,27,2026-02-01 08:01:43.747502,WNTR,25.18,24.99,25.18,2326200.0,2277900.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,28,2026-02-01 08:01:44.785064,SPNG,24.87,24.7,24.87,2374500.0,2369100.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,28,2026-02-01 08:01:44.785064,SMMR,24.93,24.93,25.03,2031400.0,2129600.0,0,0,0,0
,,,,,,28,2026-02-01 08:01:44.785064,ATMN,25.15,24.64,24.77,2280700.0,2225800.0,0,0,0,0
,,,,,,28,2026-02-01 08:01:44.785064,WNTR,25.18,25.0,25.13,2345200.0,2261000.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,29,2026-02-01 08:01:45.837170,SPNG,25.01,24.7,24.89,2352300.0,2375900.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,29,2026-02-01 08:01:45.837170,SMMR,24.93,24.93,24.94,2041700.0,2135000.0,0,0,0,0
,,,,,,29,2026-02-01 08:01:45.837170,ATMN,24.64,24.64,24.77,2280700.0,2225800.0,0,0,0,0
,,,,,,29,2026-02-01 08:01:45.837170,WNTR,25.18,25.02,25.13,2342200.0,2269400.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,30,2026-02-01 08:01:46.886950,SPNG,25.07,24.78,25.07,2354100.0,2364500.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,30,2026-02-01 08:01:46.886950,SMMR,24.93,24.88,24.91,2046400.0,2125300.0,0,0,0,0
,,,,,,30,2026-02-01 08:01:46.886950,ATMN,24.77,25.02,25.15,2241000.0,2226900.0,0,0,0,0
,,,,,,30,2026-02-01 08:01:46.886950,WNTR,25.0,25.0,25.09,2345200.0,2254400.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,31,2026-02-01 08:01:47.908726,SPNG,25.07,24.78,24.81,2321500.0,2409100.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,31,2026-02-01 08:01:47.908726,SMMR,24.96,24.96,25.03,2053300.0,2129600.0,0,0,0,0
,,,,,,31,2026-02-01 08:01:47.908726,ATMN,24.61,24.61,25.11,2277500.0,2193400.0,0,0,0,0
,,,,,,31,2026-02-01 08:01:47.908726,WNTR,24.98,25.07,25.09,2289100.0,2254400.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,32,2026-02-01 08:01:48.980111,SPNG,24.97,24.78,24.97,2321500.0,2386300.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,32,2026-02-01 08:01:48.980111,SMMR,24.87,24.87,25.03,2053300.0,2105800.0,0,0,0,0
,,,,,,32,2026-02-01 08:01:48.980111,ATMN,25.15,24.61,24.74,2294400.0,2206100.0,0,0,0,0
,,,,,,32,2026-02-01 08:01:48.980111,WNTR,25.18,25.07,25.18,2289100.0,2264800.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,33,2026-02-01 08:01:50.018986,SPNG,25.29,24.78,25.01,2321500.0,2338300.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,33,2026-02-01 08:01:50.018986,SMMR,25.01,25.01,25.03,2042200.0,2105800.0,0,0,0,0
,,,,,,33,2026-02-01 08:01:50.018986,ATMN,24.61,24.61,25.14,2294400.0,2215900.0,0,0,0,0
,,,,,,33,2026-02-01 08:01:50.018986,WNTR,24.98,24.98,25.09,2293400.0,2286700.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,34,2026-02-01 08:01:51.040278,SPNG,25.01,25.13,25.3,2328100.0,2343200.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,34,2026-02-01 08:01:51.040278,SMMR,25.03,24.87,25.01,2053300.0,2107900.0,0,0,0,0
,,,,,,34,2026-02-01 08:01:51.040278,ATMN,25.11,24.61,24.81,2294400.0,2236200.0,0,0,0,0
,,,,,,34,2026-02-01 08:01:51.040278,WNTR,24.99,24.97,24.99,2319100.0,2286900.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,35,2026-02-01 08:01:52.085606,SPNG,24.78,24.78,25.3,2305700.0,2379100.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,35,2026-02-01 08:01:52.085606,SMMR,25.03,24.9,25.01,2056900.0,2107900.0,0,0,0,0
,,,,,,35,2026-02-01 08:01:52.085606,ATMN,24.59,24.59,25.14,2258100.0,2216500.0,0,0,0,0
,,,,,,35,2026-02-01 08:01:52.085606,WNTR,24.96,24.96,24.99,2295400.0,2285100.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,36,2026-02-01 08:01:53.119823,SPNG,24.78,24.78,24.93,2305700.0,2379600.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,36,2026-02-01 08:01:53.119823,SMMR,25.03,24.96,25.01,2065000.0,2110100.0,0,0,0,0
,,,,,,36,2026-02-01 08:01:53.119823,ATMN,25.14,24.59,25.14,2258100.0,2216500.0,0,0,0,0
,,,,,,36,2026-02-01 08:01:53.119823,WNTR,24.96,24.96,24.99,2300100.0,2217900.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,37,2026-02-01 08:01:54.158289,SPNG,25.15,24.81,25.11,2279500.0,2377700.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,37,2026-02-01 08:01:54.158289,SMMR,25.01,24.96,25.01,2090700.0,2110100.0,0,0,0,0
,,,,,,37,2026-02-01 08:01:54.158289,ATMN,25.14,24.62,25.14,2276500.0,2239900.0,0,0,0,0
,,,,,,37,2026-02-01 08:01:54.158289,WNTR,24.96,24.96,24.99,2300100.0,2209600.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,38,2026-02-01 08:01:55.179168,SPNG,25.11,25.16,25.3,2266300.0,2379100.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,38,2026-02-01 08:01:55.179168,SMMR,25.01,24.96,25.01,2114300.0,2103200.0,0,0,0,0
,,,,,,38,2026-02-01 08:01:55.179168,ATMN,25.14,24.77,25.03,2275600.0,2231000.0,0,0,0,0
,,,,,,38,2026-02-01 08:01:55.179168,WNTR,24.96,24.96,24.99,2309000.0,2206800.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,39,2026-02-01 08:01:56.202975,SPNG,24.81,25.1,25.3,2288300.0,2366100.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,39,2026-02-01 08:01:56.202975,SMMR,25.03,24.96,25.03,2115900.0,2105800.0,0,0,0,0
,,,,,,39,2026-02-01 08:01:56.202975,ATMN,25.14,24.88,25.14,2220400.0,2239900.0,0,0,0,0
,,,,,,39,2026-02-01 08:01:56.202975,WNTR,25.03,24.96,25.03,2309000.0,2198400.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,40,2026-02-01 08:01:57.238122,SPNG,24.77,24.77,25.23,2305700.0,2385900.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,40,2026-02-01 08:01:57.238122,SMMR,24.94,24.94,25.05,2106500.0,2098000.0,0,0,0,0
,,,,,,40,2026-02-01 08:01:57.238122,ATMN,25.12,24.88,25.11,2220400.0,2222300.0,0,0,0,0
,,,,,,40,2026-02-01 08:01:57.238122,WNTR,25.0,24.96,25.0,2309000.0,2199600.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,41,2026-02-01 08:01:58.257960,SPNG,24.76,24.76,25.23,2324400.0,2369700.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,41,2026-02-01 08:01:58.257960,SMMR,24.94,25.02,25.05,2150800.0,2098000.0,0,0,0,0
,,,,,,41,2026-02-01 08:01:58.257960,ATMN,25.15,24.77,24.98,2239400.0,2236500.0,0,0,0,0
,,,,,,41,2026-02-01 08:01:58.257960,WNTR,25.0,24.96,24.97,2309000.0,2248900.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,42,2026-02-01 08:01:59.284761,SPNG,25.23,24.76,24.99,2324400.0,2293800.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,42,2026-02-01 08:01:59.284761,SMMR,24.94,25.02,25.05,2145900.0,2101000.0,0,0,0,0
,,,,,,42,2026-02-01 08:01:59.284761,ATMN,24.98,25.04,25.13,2242300.0,2232700.0,0,0,0,0
,,,,,,42,2026-02-01 08:01:59.284761,WNTR,24.98,24.96,24.98,2298500.0,2242200.0,0,0,0,0
2.0,1.0,1.0,,Aggregate Position Limit,Your CRO has set the aggregate position limit to 13000 shares for this week.,43,2026-02-01 08:02:00.315085,SPNG,24.89,24.76,24.89,2310900.0,2335700.0,0,0,0,0
1.0,1.0,1.0,,Welcome to the RITC 2026 Alogithmic Market Making Case - practice server,,43,2026-02-01 08:02:00.315085,SMMR,25.02,25.02,25.07,2145900.0,2123800.0,0,0,0,0
,,,,,,43,2026-02-01 08:02:00.315085,ATMN,24.83,24.83,25.21,2237700.0,2258100.0,0,0,0,0
,,,,,,43,2026-02-01 08:02:00.315085,WNTR,24.94,24.94,24.97,2291900.0,2245400.0,0,0,0,0
