ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_COLA-1,SELL_ANON,BUY_COLA-1,BUY_WRSW-2,SELL_WRSW-1,SELL_COLB-2,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,SELL_WRSW-3,BUY_LUIS-1,SELL_UOTB-2,BUY_LAVL-1,SELL_UOTB-1,BUY_UEBR-1,BUY_COLA-3,SELL_LAVL-1,BUY_WRSW-3,BUY_BRCH-1,SELL_UEBR-1,BUY_UOTB-1,BUY_UOTB-2,SELL_LUIS-1,BUY_UOTB-3,SELL_COLA-3,BUY_COLB-2,SELL_WRSW-2,SELL_UOTB-3,SELL_NAIT-1,tick,timestamp
WNTR,25.22,24.98,25.22,2262.0,1804000.0,10000.0,,2262.0,1874500.0,10000.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2026-02-04 21:06:34.746571
SPNG,24.73,24.73,25.2,1865200.0,1872.0,5000.0,10000.0,1673200.0,1872.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-04 21:06:35.812679
SMMR,24.94,24.89,24.94,2109000.0,,5000.0,5000.0,2012900.0,2858.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-04 21:06:35.812679
ATMN,25.06,25.06,25.28,1690500.0,2212.0,10000.0,5000.0,1902700.0,2212.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-04 21:06:35.812679
WNTR,25.22,25.17,25.2,1565800.0,4496.0,15000.0,,1789700.0,4496.0,10000.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2026-02-04 21:06:35.812679
SPNG,24.7,24.72,25.2,2305.0,1882000.0,5000.0,10000.0,1560000.0,4610.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-04 21:06:36.880783
SMMR,24.99,24.99,25.05,5910.0,1754300.0,5000.0,5000.0,1846600.0,5910.0,10000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-04 21:06:36.880783
ATMN,25.06,25.11,25.25,4700.0,1585900.0,10000.0,10000.0,1763000.0,2350.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-04 21:06:36.880783
WNTR,25.2,25.17,25.2,2388.0,1580300.0,20000.0,,1897100.0,2388.0,10000.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2026-02-04 21:06:36.880783
SPNG,24.79,24.74,24.78,1867800.0,2120.0,5000.0,10000.0,1704100.0,2120.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-04 21:06:37.930178
SMMR,25.0,24.99,25.0,2054900.0,,5000.0,5000.0,1883600.0,2872.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-04 21:06:37.930178
ATMN,25.11,25.11,25.25,1701500.0,2284.0,10000.0,10000.0,1739900.0,2284.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-04 21:06:37.930178
WNTR,25.2,25.17,25.2,1583700.0,2321.0,20000.0,,1888000.0,2321.0,2000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2026-02-04 21:06:37.930178
SPNG,24.92,24.77,24.86,1730100.0,3758.0,5000.0,20000.0,1401400.0,3758.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-04 21:06:38.979816
SMMR,25.07,24.99,25.0,1738500.0,3500.0,5000.0,5000.0,1879200.0,1750.0,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-04 21:06:38.979816
ATMN,24.85,24.9,25.25,1582200.0,3616.0,5000.0,10000.0,1629800.0,3616.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-04 21:06:38.979816
WNTR,25.22,24.98,25.22,1669300.0,5208.0,10000.0,,2124500.0,,10000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2026-02-04 21:06:38.979816
SPNG,24.97,24.97,25.32,1795400.0,1831.0,5000.0,5000.0,1935700.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-04 21:06:39.523425
SMMR,25.0,25.0,25.03,1841700.0,1926.0,5000.0,5000.0,2009500.0,10000.0,1926.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-04 21:06:39.523425
ATMN,24.85,25.18,25.2,1698500.0,1762.0,5000.0,20000.0,1426400.0,2000.0,1762.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-04 21:06:39.523425
WNTR,25.22,25.07,25.22,1762400.0,2169.0,10000.0,,1996300.0,10000.0,2169.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2026-02-04 21:06:39.523425
SPNG,24.77,24.97,25.27,1888.0,1824200.0,5000.0,1812200.0,1888.0,5000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-04 21:06:40.579532
SMMR,24.94,25.0,25.03,2013.0,1799300.0,10000.0,1775500.0,2013.0,10000.0,10000.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-04 21:06:40.579532
ATMN,25.26,25.18,25.19,2043.0,1494500.0,15000.0,1825200.0,2043.0,5000.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-04 21:06:40.579532
WNTR,25.07,25.1,25.23,2268.0,1762400.0,10000.0,1757100.0,4420.0,,10000.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2026-02-04 21:06:40.579532
SPNG,25.09,24.77,25.09,1939200.0,5000.0,1786400.0,5000.0,2372.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-04 21:06:41.630220
SMMR,24.94,24.97,25.03,1988800.0,5000.0,1908500.0,10000.0,2334.0,2334.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-04 21:06:41.630220
ATMN,25.19,25.18,25.19,1608600.0,15000.0,1818900.0,5000.0,2368.0,2368.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-04 21:06:41.630220
WNTR,25.06,25.02,25.06,1886500.0,10000.0,1976500.0,,3288.0,3288.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-04 21:06:41.630220
SPNG,24.78,25.18,25.47,18000.0,1592900.0,1929300.0,2376.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-04 21:06:42.683229
SMMR,24.89,24.89,25.02,5000.0,2006500.0,1939500.0,2759.0,2759.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-04 21:06:42.683229
ATMN,25.19,25.18,25.19,15000.0,1608600.0,1819700.0,2468.0,2468.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-04 21:06:42.683229
WNTR,25.02,25.03,25.22,20000.0,1662400.0,1761700.0,3497.0,3497.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-04 21:06:42.683229
SPNG,24.78,25.18,25.46,23000.0,1904.0,1388900.0,5000.0,1792900.0,1904.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-04 21:06:43.746492
SMMR,25.11,24.89,25.04,5000.0,2475.0,2000800.0,5000.0,2052400.0,2475.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-04 21:06:43.746492
ATMN,24.85,24.85,25.18,5000.0,1489.0,1794100.0,10000.0,1708700.0,1489.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-04 21:06:43.746492
WNTR,25.25,25.03,25.25,20000.0,2419.0,1662400.0,,1994300.0,2419.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-04 21:06:43.746492
SPNG,24.74,25.17,25.46,1904.0,1849800.0,5000.0,5000.0,1713500.0,3808.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-04 21:06:44.841768
SMMR,25.04,25.09,25.11,2475.0,1651700.0,20000.0,5000.0,2166100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-04 21:06:44.841768
ATMN,25.24,24.95,25.23,1489.0,1796100.0,5000.0,5000.0,1922000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-04 21:06:44.841768
WNTR,25.09,25.16,25.22,2419.0,1652100.0,20000.0,,1994300.0,2419.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-04 21:06:44.841768
SPNG,25.25,25.25,25.46,1852300.0,1286.0,5000.0,5000.0,1897300.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-04 21:06:45.974626
SMMR,25.09,25.02,25.03,1692600.0,2013.0,15000.0,5000.0,1830900.0,10000.0,6000.0,2013.0,999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-04 21:06:45.974626
ATMN,25.23,24.95,25.13,1697200.0,1554.0,5000.0,5000.0,1818400.0,7800.0,,1554.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-04 21:06:45.974626
WNTR,25.01,24.99,25.01,1743200.0,2843.0,10000.0,,1750000.0,10000.0,10000.0,2843.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-04 21:06:45.974626
SPNG,25.26,24.95,25.15,10000.0,1629700.0,3452.0,10000.0,3452.0,1663000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2026-02-04 21:06:47.023929
SMMR,25.09,25.0,25.03,15000.0,1673500.0,4560.0,5000.0,4560.0,1811500.0,4200.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2026-02-04 21:06:47.023929
ATMN,25.23,25.04,25.23,5000.0,1697000.0,3930.0,5000.0,3930.0,1704100.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2026-02-04 21:06:47.023929
WNTR,24.99,24.99,25.01,10000.0,1709300.0,6442.0,10000.0,6442.0,1439700.0,10000.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2026-02-04 21:06:47.023929
SPNG,25.3,24.95,25.16,10000.0,1629700.0,3452.0,3452.0,1752500.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2026-02-04 21:06:47.574469
SMMR,24.99,24.98,24.99,15000.0,1673500.0,4560.0,4560.0,1800400.0,5000.0,4200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2026-02-04 21:06:47.574469
ATMN,24.95,24.95,25.05,5000.0,1697200.0,3930.0,3930.0,1713400.0,5000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2026-02-04 21:06:47.574469
WNTR,25.04,25.04,25.25,,2052600.0,3221.0,3221.0,1979600.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2026-02-04 21:06:47.574469
SPNG,24.74,24.95,25.15,5000.0,2164.0,1731400.0,5000.0,15000.0,1752500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-04 21:06:48.625209
SMMR,25.05,24.98,24.99,10000.0,2459.0,1502500.0,25000.0,15000.0,1797100.0,2459.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-04 21:06:48.625209
ATMN,24.95,24.95,25.23,10000.0,,1799000.0,5000.0,5000.0,1795700.0,2551.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-04 21:06:48.625209
WNTR,24.98,25.05,25.25,,3477.0,1975600.0,5000.0,,1834500.0,3477.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-04 21:06:48.625209
SPNG,24.83,24.74,24.83,1948400.0,5000.0,1229000.0,27000.0,4036.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-04 21:06:49.669134
SMMR,24.91,24.97,25.05,1814400.0,15000.0,1902300.0,5000.0,4718.0,2359.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-04 21:06:49.669134
ATMN,24.85,24.85,25.23,1693200.0,5000.0,1596800.0,5000.0,4476.0,4476.0,2200.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-04 21:06:49.669134
WNTR,25.25,25.05,25.25,1736200.0,10000.0,1926300.0,,,3336.0,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-04 21:06:49.669134
SPNG,25.17,24.74,25.17,1743400.0,15000.0,1672.0,1848300.0,1672.0,5000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-04 21:06:50.708598
SMMR,24.89,24.89,24.95,2073900.0,5000.0,2628.0,1991400.0,2628.0,5000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-04 21:06:50.708598
ATMN,25.09,24.85,25.09,1669100.0,5000.0,2185.0,1690900.0,4352.0,5000.0,7000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-04 21:06:50.708598
WNTR,25.04,25.01,25.04,1707900.0,10000.0,6174.0,1722900.0,6174.0,,,8800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-04 21:06:50.708598
SPNG,24.99,25.08,25.14,1784200.0,15000.0,2038.0,2038.0,1845900.0,5000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-04 21:06:51.982841
SMMR,24.86,24.86,24.89,1979800.0,5000.0,2842.0,2842.0,1794200.0,11000.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-04 21:06:51.982841
ATMN,25.27,25.09,25.19,1663100.0,5000.0,5468.0,5468.0,1733200.0,5000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-04 21:06:51.982841
WNTR,25.04,25.04,25.05,1615500.0,10000.0,6802.0,6802.0,1719900.0,,10000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-04 21:06:51.982841
SPNG,24.74,24.75,25.26,20000.0,1669300.0,1229.0,1901000.0,1229.0,5000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-04 21:06:53.032281
SMMR,24.86,24.86,24.89,5000.0,2018900.0,2135.0,1569300.0,2135.0,16000.0,2000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-04 21:06:53.032281
ATMN,25.27,25.09,25.27,5000.0,1767900.0,2054.0,1836700.0,2054.0,5000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-04 21:06:53.032281
WNTR,25.25,25.04,25.16,10000.0,1710000.0,1650.0,1817200.0,1650.0,,10000.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-04 21:06:53.032281
SPNG,25.03,25.03,25.26,1453000.0,1229.0,30000.0,1901000.0,1229.0,5000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-04 21:06:54.065956
SMMR,24.94,24.94,24.95,1875500.0,4270.0,5000.0,2012300.0,,8000.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-04 21:06:54.065956
ATMN,25.27,25.09,25.27,1663100.0,4108.0,5000.0,1745900.0,4108.0,5000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-04 21:06:54.065956
WNTR,25.1,25.04,25.1,1922800.0,,10000.0,1915700.0,,,,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-04 21:06:54.065956
SPNG,25.03,25.03,25.26,1539300.0,1478.0,25000.0,1893100.0,1478.0,5000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-04 21:06:55.100590
SMMR,24.94,24.93,24.94,2016700.0,2754.0,5000.0,1773900.0,2754.0,8000.0,2000.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-04 21:06:55.100590
ATMN,24.85,25.08,25.18,1784700.0,2471.0,5000.0,1859600.0,2471.0,5000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-04 21:06:55.100590
WNTR,25.24,25.16,25.24,1687100.0,2777.0,10000.0,1912600.0,2777.0,,10000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-04 21:06:55.100590
SPNG,24.74,24.74,25.01,1739900.0,15000.0,1055.0,1689000.0,1055.0,5200.0,8000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-04 21:06:55.636177
SMMR,24.94,24.93,24.94,2002700.0,5000.0,2498.0,1773900.0,2498.0,10000.0,8000.0,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-04 21:06:55.636177
ATMN,24.85,25.15,25.18,1674700.0,5000.0,2186.0,1763100.0,2186.0,2000.0,5000.0,4800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-04 21:06:55.636177
WNTR,25.24,25.16,25.24,1687100.0,10000.0,2519.0,1934200.0,2519.0,,,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-04 21:06:55.636177
SPNG,25.01,24.74,25.01,1747900.0,15000.0,777.0,1689000.0,11000.0,777.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-04 21:06:56.670016
SMMR,25.04,24.99,25.04,1993500.0,5000.0,1109.0,2033600.0,5000.0,1109.0,2000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-04 21:06:56.670016
ATMN,24.85,25.15,25.18,1674700.0,5000.0,1610.0,1845600.0,5000.0,1610.0,10000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-04 21:06:56.670016
WNTR,24.97,24.97,25.24,2094100.0,,1730.0,1736000.0,5000.0,1730.0,,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-04 21:06:56.670016
SPNG,25.26,24.74,25.05,1621800.0,15000.0,1754.0,1690000.0,1754.0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-04 21:06:57.711376
SMMR,25.04,25.04,25.05,2110300.0,5000.0,1218.0,2020400.0,1218.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-04 21:06:57.711376
ATMN,25.18,24.92,25.18,1784700.0,5000.0,1694.0,1937900.0,,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-04 21:06:57.711376
WNTR,24.97,24.97,25.0,2207400.0,,,1731000.0,1821.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-04 21:06:57.711376
SPNG,24.95,24.74,24.88,1714200.0,15000.0,871.0,1832900.0,871.0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-04 21:06:58.758551
SMMR,25.04,25.04,25.05,2110300.0,5000.0,1209.0,2007600.0,1209.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-04 21:06:58.758551
ATMN,24.84,24.84,25.18,1811200.0,5000.0,1664.0,1822600.0,1664.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-04 21:06:58.758551
WNTR,25.01,25.06,25.24,2068200.0,,1807.0,1934200.0,,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-04 21:06:58.758551
SPNG,25.05,24.74,24.91,1732600.0,15000.0,807.0,807.0,1800300.0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-04 21:06:59.800600
SMMR,25.11,25.04,25.11,2110300.0,5000.0,1121.0,1121.0,2004900.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-04 21:06:59.800600
ATMN,24.84,24.84,25.07,1811200.0,5000.0,1238.0,1238.0,1812000.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-04 21:06:59.800600
WNTR,25.01,25.18,25.24,2073800.0,,1874.0,1874.0,1839900.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-04 21:06:59.800600
SPNG,24.78,24.78,25.22,1823400.0,15000.0,1887000.0,8000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-04 21:07:00.849918
SMMR,25.11,24.93,25.11,2244900.0,5000.0,2130300.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-04 21:07:00.849918
ATMN,24.86,24.86,25.18,1894500.0,5000.0,1927700.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-04 21:07:00.849918
WNTR,25.04,25.04,25.05,2182900.0,,1955400.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-04 21:07:00.849918
SPNG,24.73,24.73,25.22,1956100.0,5000.0,1763000.0,18000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-04 21:07:01.912573
SMMR,24.96,24.91,24.96,2223600.0,5000.0,2169200.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-04 21:07:01.912573
ATMN,24.87,24.84,24.87,1922600.0,5000.0,1918400.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-04 21:07:01.912573
WNTR,25.26,25.04,25.26,2192300.0,,2039100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-04 21:07:01.912573
SPNG,24.73,24.73,25.22,1944000.0,5000.0,1787100.0,18000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-04 21:07:02.977550
SMMR,24.96,24.89,24.96,2210800.0,5000.0,2171500.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-04 21:07:02.977550
ATMN,25.01,24.83,25.01,1917600.0,5000.0,1932200.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-04 21:07:02.977550
WNTR,25.04,25.04,25.26,2182000.0,,2039100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-04 21:07:02.977550
SPNG,24.91,24.91,25.22,1960200.0,5000.0,18000.0,1769000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-04 21:07:04.031192
SMMR,24.86,24.86,24.96,2240800.0,5000.0,5000.0,2141400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-04 21:07:04.031192
ATMN,25.01,24.83,25.01,1904000.0,5000.0,5000.0,1932200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-04 21:07:04.031192
WNTR,25.11,25.23,25.26,2145400.0,,,2017300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-04 21:07:04.031192
SPNG,24.8,24.8,25.21,1929500.0,5000.0,1770800.0,18000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-04 21:07:05.073714
SMMR,25.08,24.86,25.01,2240800.0,5000.0,2164700.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-04 21:07:05.073714
ATMN,25.01,24.83,25.01,1881100.0,5000.0,1923800.0,5000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-04 21:07:05.073714
