ticker,last_price,bid_price,ask_price,BUY_COLA-1,BUY_ANON,SELL_ANON,SELL_COLA-1,BUY_GIOT-3,SELL_WRSW-3,BUY_LUIS-1,SELL_UOTB-2,SELL_BRCH-3,BUY_LAVL-1,BUY_BRCH-3,BUY_UEBR-1,BUY_UOTB-1,BUY_UOTB-2,SELL_LUIS-1,SELL_COLA-3,SELL_UOTB-3,SELL_NAIT-1,BUY_WRSW-2,SELL_WRSW-1,BUY_CNCD-5,SELL_COLB-2,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,BUY_BRCH-2,SELL_UOTB-1,BUY_COLA-3,SELL_LAVL-1,BUY_WRSW-3,BUY_BRCH-1,SELL_UEBR-1,SELL_GIOT-3,BUY_UOTB-3,BUY_CAMN-1,SELL_CNCD-5,BUY_COLB-2,SELL_WRSW-2,SELL_BRCH-2,tick,timestamp
SPNG,24.67,24.96,25.05,2500.0,370.0,3000.0,1619000.0,1734000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-05 19:41:07.473669
SMMR,25.87,25.79,25.86,,,,1874100.0,1739100.0,5000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-05 19:41:07.473669
ATMN,26.68,26.71,26.73,,,,1886000.0,1415400.0,,11250.0,185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-05 19:41:07.473669
WNTR,24.46,24.43,24.45,,,,1520400.0,2042600.0,,,185.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-05 19:41:07.473669
SPNG,25.43,25.43,25.44,1849800.0,2500.0,461.0,100.0,9000.0,1733700.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-05 19:41:08.655543
SMMR,25.6,25.76,25.83,1763900.0,,230.0,9726.0,,1739100.0,230.0,2500.0,764.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-05 19:41:08.655543
ATMN,26.52,26.52,26.71,1885100.0,2500.0,,,,1313200.0,,2500.0,,13500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-05 19:41:08.655543
WNTR,24.39,24.41,24.42,1507000.0,2500.0,,10000.0,,1811700.0,209.0,2500.0,10000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-05 19:41:08.655543
SPNG,25.44,25.43,25.44,1655600.0,437.0,3925.0,12000.0,1962800.0,437.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-05 19:41:09.464559
SMMR,25.6,25.8,25.84,1982800.0,218.0,9726.0,,1739100.0,218.0,9750.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-05 19:41:09.464559
ATMN,26.74,26.58,26.73,1843500.0,218.0,9522.0,2250.0,1624400.0,218.0,4324.0,2500.0,4500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-05 19:41:09.464559
WNTR,24.31,24.32,24.4,1490800.0,,,,1845300.0,218.0,10000.0,2500.0,,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-05 19:41:09.464559
SPNG,25.07,24.98,24.99,2500.0,100.0,447.0,18000.0,1342600.0,6000.0,1723000.0,447.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-05 19:41:10.549465
SMMR,25.86,25.82,25.86,,9826.0,,,1963200.0,,1841100.0,,764.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-05 19:41:10.549465
ATMN,26.59,26.57,26.6,,9522.0,218.0,4500.0,1843500.0,6750.0,1414600.0,218.0,4424.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-05 19:41:10.549465
WNTR,24.42,24.35,24.41,2500.0,210.0,218.0,,1597700.0,,1922000.0,218.0,10000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2026-02-05 19:41:10.549465
SPNG,25.46,25.0,25.46,1000.0,2500.0,1458000.0,827.0,15000.0,1835700.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-05 19:41:11.584602
SMMR,25.79,25.77,25.78,500.0,,2102200.0,,,1964000.0,2500.0,500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-05 19:41:11.584602
ATMN,26.5,26.49,26.5,500.0,,2005500.0,,2250.0,1312900.0,,500.0,100.0,11250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-05 19:41:11.584602
WNTR,24.48,24.31,24.48,500.0,,1496500.0,,,2091300.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,2026-02-05 19:41:11.584602
SPNG,25.59,25.04,25.44,2500.0,449.0,4227.0,9000.0,1791500.0,449.0,3000.0,1804200.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-05 19:41:12.629520
SMMR,25.86,25.89,25.9,,224.0,17603.0,,1896900.0,224.0,,1847200.0,2500.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-05 19:41:12.629520
ATMN,26.59,26.57,26.59,2500.0,224.0,9333.0,6750.0,1461900.0,224.0,11250.0,1334000.0,,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-05 19:41:12.629520
WNTR,24.39,24.39,24.46,2500.0,224.0,1972.0,,1849700.0,,,1999700.0,,7611.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2026-02-05 19:41:12.629520
SPNG,25.59,25.06,25.14,2500.0,465.0,15000.0,1599300.0,1921600.0,3000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-05 19:41:13.669661
SMMR,25.77,25.81,25.9,2500.0,,,2001000.0,1969900.0,,1799.0,2500.0,232.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-05 19:41:13.669661
ATMN,26.61,26.67,26.72,2500.0,232.0,11250.0,1332300.0,1499600.0,11250.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-05 19:41:13.669661
WNTR,24.45,24.45,24.48,,465.0,,1886100.0,2091300.0,,10000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2026-02-05 19:41:13.669661
SPNG,25.63,25.07,25.13,2500.0,481.0,21000.0,1284500.0,3000.0,1672200.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-05 19:41:14.715828
SMMR,25.83,25.81,25.83,,,,2094300.0,,1908500.0,1799.0,9135.0,240.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-05 19:41:14.715828
ATMN,26.52,26.53,26.7,,240.0,9000.0,1466800.0,13500.0,1302700.0,9205.0,,240.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-05 19:41:14.715828
WNTR,24.52,24.51,24.52,,481.0,,2006400.0,,1883300.0,18389.0,4368.0,481.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2026-02-05 19:41:14.715828
SPNG,25.64,25.09,25.12,2500.0,1912.0,1308900.0,21000.0,100.0,1542000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-05 19:41:15.806457
SMMR,25.9,25.81,25.87,,4869.0,1899300.0,,14554.0,2007300.0,240.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-05 19:41:15.806457
ATMN,26.52,26.56,26.68,2500.0,9305.0,1127900.0,11250.0,2301.0,1694800.0,240.0,240.0,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-05 19:41:15.806457
WNTR,24.61,24.51,24.53,,18389.0,2008200.0,,3243.0,1833800.0,480.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2026-02-05 19:41:15.806457
SPNG,25.64,25.1,25.12,2500.0,2012.0,21000.0,1184600.0,100.0,1542000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-05 19:41:16.376546
SMMR,25.93,25.82,25.93,2500.0,4869.0,,1834800.0,,2027100.0,248.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-05 19:41:16.376546
ATMN,26.75,26.64,26.75,2500.0,9305.0,13500.0,1041300.0,,2008800.0,248.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-05 19:41:16.376546
WNTR,24.62,24.52,24.61,,18389.0,,1962500.0,,1737100.0,496.0,496.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2026-02-05 19:41:16.376546
SPNG,25.55,25.56,25.63,21000.0,1437300.0,2131.0,184.0,1765000.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-05 19:41:17.432116
SMMR,25.78,25.78,25.93,,2212800.0,,184.0,2027100.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-05 19:41:17.432116
ATMN,26.75,26.69,26.73,15750.0,1059200.0,6456.0,184.0,1803100.0,2500.0,184.0,2250.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-05 19:41:17.432116
WNTR,24.41,24.42,24.59,,1878700.0,,,1737100.0,,368.0,,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2026-02-05 19:41:17.432116
SPNG,24.99,25.57,25.61,5673.0,420.0,12000.0,1650200.0,2500.0,100.0,420.0,1714300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-05 19:41:18.480551
SMMR,25.78,25.78,25.89,,210.0,,2119500.0,2500.0,8900.0,210.0,1857400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-05 19:41:18.480551
ATMN,26.75,26.71,26.75,16456.0,196.0,20250.0,848000.0,,,,2008800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-05 19:41:18.480551
WNTR,24.64,24.56,24.64,15000.0,393.0,,1975600.0,,,,1702900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2026-02-05 19:41:18.480551
SPNG,25.58,25.01,25.24,2500.0,18000.0,1528500.0,2500.0,1651200.0,6000.0,476.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-05 19:41:19.547298
SMMR,25.77,25.84,25.87,,,2111300.0,,2029200.0,,238.0,238.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-05 19:41:19.547298
ATMN,26.7,26.66,26.7,,22500.0,942300.0,,1891200.0,,238.0,238.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-05 19:41:19.547298
WNTR,24.66,24.6,24.64,,,2086000.0,,1805500.0,,476.0,476.0,453.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2026-02-05 19:41:19.547298
SPNG,25.64,25.03,25.63,369.0,2500.0,21000.0,1309700.0,369.0,1909600.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-05 19:41:20.599416
SMMR,25.94,25.79,25.93,184.0,2500.0,,1981700.0,184.0,1932500.0,2500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-05 19:41:20.599416
ATMN,26.77,26.68,26.77,,2500.0,22500.0,923800.0,,1979400.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-05 19:41:20.599416
WNTR,24.57,24.56,24.57,,,,2086000.0,1000.0,1743900.0,,1092.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2026-02-05 19:41:20.599416
SPNG,24.97,25.1,25.58,2500.0,406.0,6659.0,12000.0,1538500.0,2500.0,1664.0,406.0,3000.0,1680000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-05 19:41:21.651957
SMMR,25.9,25.92,25.93,,406.0,9120.0,,1975900.0,2500.0,,,,2035700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-05 19:41:21.651957
ATMN,26.84,26.72,26.84,2500.0,203.0,7835.0,20250.0,825900.0,,,,,1941800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-05 19:41:21.651957
WNTR,24.41,24.44,24.51,2500.0,203.0,9120.0,,1986000.0,2500.0,10212.0,203.0,,1563100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,2026-02-05 19:41:21.651957
SPNG,24.97,25.15,25.29,354.0,2500.0,18000.0,1419600.0,354.0,2500.0,1698100.0,6000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2026-02-05 19:41:22.698889
SMMR,25.9,25.76,25.77,,,,2178000.0,177.0,,2090900.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2026-02-05 19:41:22.698889
ATMN,26.85,26.77,26.85,177.0,2500.0,22500.0,815000.0,,,1936600.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2026-02-05 19:41:22.698889
WNTR,24.53,24.52,24.53,,2500.0,,2106700.0,,,2022000.0,,618.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,2026-02-05 19:41:22.698889
SPNG,24.97,25.04,25.29,389.0,1786000.0,2500.0,9000.0,2500.0,1698100.0,9000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2026-02-05 19:41:23.765801
SMMR,25.97,25.82,25.88,177.0,1998400.0,,,2500.0,1840000.0,,9241.0,6930.0,177.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2026-02-05 19:41:23.765801
ATMN,26.59,26.66,26.84,,1926400.0,2500.0,,2500.0,1756000.0,2250.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2026-02-05 19:41:23.765801
WNTR,24.53,24.52,24.53,354.0,2106700.0,,,,1752700.0,,9241.0,9859.0,354.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2026-02-05 19:41:23.765801
SPNG,25.64,25.24,25.25,2500.0,1914200.0,176.0,7650.0,3000.0,100.0,176.0,6000.0,1680000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2026-02-05 19:41:24.869803
SMMR,25.99,25.87,25.94,2500.0,1896700.0,175.0,8600.0,,6450.0,,,2040300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2026-02-05 19:41:24.869803
ATMN,26.87,26.85,26.87,,1843100.0,175.0,10000.0,,132.0,,,1833100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2026-02-05 19:41:24.869803
WNTR,24.51,24.51,24.53,,2094700.0,351.0,,,11768.0,351.0,,1679100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,2026-02-05 19:41:24.869803
SPNG,25.23,25.23,25.25,2010800.0,176.0,7650.0,3000.0,100.0,176.0,9000.0,1594400.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2026-02-05 19:41:25.484
SMMR,25.99,25.87,25.93,1896700.0,176.0,8600.0,,6450.0,176.0,,1963000.0,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2026-02-05 19:41:25.484
ATMN,26.88,26.85,26.87,1843100.0,176.0,10000.0,,132.0,,2250.0,1751300.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2026-02-05 19:41:25.484
WNTR,24.55,24.51,24.55,2094700.0,352.0,,,618.0,352.0,,1886800.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2026-02-05 19:41:25.484
SPNG,25.24,25.03,25.07,2406800.0,1910800.0,3000.0,199.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2026-02-05 19:41:26.537542
SMMR,25.79,25.76,25.78,2056800.0,1983300.0,,199.0,199.0,6352.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2026-02-05 19:41:26.537542
ATMN,26.87,26.76,26.87,1873800.0,1562000.0,6750.0,,199.0,137.0,2500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2026-02-05 19:41:26.537542
WNTR,24.65,24.52,24.54,2094700.0,1870200.0,,352.0,352.0,8470.0,,8470.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2026-02-05 19:41:26.537542
SPNG,25.08,25.11,25.65,1973500.0,6000.0,4971.0,6000.0,1863400.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2026-02-05 19:41:27.599343
SMMR,25.8,25.8,25.86,2085900.0,,,,2086900.0,212.0,6352.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2026-02-05 19:41:27.599343
ATMN,26.87,26.81,26.87,1789500.0,,9358.0,11250.0,1255800.0,212.0,237.0,2500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2026-02-05 19:41:27.599343
WNTR,24.56,24.52,24.56,1984300.0,,11150.0,,2025800.0,424.0,,,424.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,2026-02-05 19:41:27.599343
SPNG,25.03,25.24,25.5,183.0,10015.0,2019900.0,183.0,2500.0,1405800.0,12000.0,100.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2026-02-05 19:41:28.651291
SMMR,25.8,25.82,25.83,183.0,3992.0,1903700.0,183.0,2500.0,1783400.0,,6452.0,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2026-02-05 19:41:28.651291
ATMN,26.76,26.85,26.86,183.0,7859.0,1792100.0,183.0,2500.0,974100.0,11250.0,337.0,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2026-02-05 19:41:28.651291
WNTR,24.56,24.54,24.56,367.0,19009.0,1851400.0,367.0,,1912200.0,,121.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,2026-02-05 19:41:28.651291
SPNG,25.0,25.32,25.48,196.0,100.0,2107800.0,2500.0,196.0,21000.0,1099100.0,1411.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,2026-02-05 19:41:29.704022
SMMR,25.85,25.81,25.85,183.0,100.0,1994700.0,,,,2179500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,2026-02-05 19:41:29.704022
ATMN,26.68,26.69,26.94,,,1971900.0,2500.0,,,1875200.0,,2500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,2026-02-05 19:41:29.704022
WNTR,24.4,24.4,24.64,,,1997100.0,,,,2068900.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,2026-02-05 19:41:29.704022
SPNG,25.19,25.2,25.23,184.0,2249300.0,1223100.0,2500.0,18000.0,2142.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2026-02-05 19:41:30.806631
SMMR,25.86,25.84,25.85,184.0,1774800.0,1883200.0,,,8990.0,14852.0,184.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2026-02-05 19:41:30.806631
ATMN,26.95,26.6,26.64,184.0,1770200.0,1875200.0,2500.0,,,,,4500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2026-02-05 19:41:30.806631
WNTR,24.35,24.35,24.44,,1865400.0,1703300.0,2500.0,,8862.0,,368.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2026-02-05 19:41:30.806631
SPNG,25.19,25.19,25.21,2240300.0,178.0,2500.0,18000.0,1321400.0,178.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,2026-02-05 19:41:31.903268
SMMR,25.89,25.86,25.89,2004800.0,178.0,,,2073200.0,178.0,10000.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,2026-02-05 19:41:31.903268
ATMN,26.68,26.73,26.83,1352900.0,178.0,,,1958900.0,,8974.0,2500.0,9000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,2026-02-05 19:41:31.903268
WNTR,24.46,24.38,24.39,1992000.0,356.0,2500.0,,1910600.0,,6551.0,2500.0,,6551.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,2026-02-05 19:41:31.903268
SPNG,25.19,25.19,25.2,2113300.0,190.0,1839.0,100.0,18000.0,190.0,1321400.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2026-02-05 19:41:32.467367
SMMR,25.8,25.76,25.79,1994900.0,190.0,,,,190.0,1975300.0,2500.0,2500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2026-02-05 19:41:32.467367
ATMN,26.59,26.73,26.82,1335200.0,190.0,,1635.0,,190.0,1660700.0,2500.0,2500.0,11250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2026-02-05 19:41:32.467367
WNTR,24.44,24.39,24.44,2084700.0,380.0,6551.0,,,,2094200.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,2026-02-05 19:41:32.467367
SPNG,25.19,25.2,25.23,3000.0,2500.0,1747300.0,176.0,2943.0,2500.0,176.0,12000.0,1487400.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2026-02-05 19:41:33.574019
SMMR,25.75,25.74,25.75,,,2184500.0,,,,,,2189500.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,2026-02-05 19:41:33.574019
