ticker,last_price,bid_price,ask_price,BUY_ANON,SELL_ANON,BUY_WRSW-2,SELL_WRSW-1,SELL_COLA-1,BUY_NAIT-1,BUY_WRSW-1,SELL_BRCH-1,SELL_WRSW-3,SELL_UOTB-2,SELL_UOTB-1,BUY_UEBR-1,BUY_COLA-3,BUY_WRSW-3,BUY_BRCH-1,SELL_UEBR-1,BUY_UOTB-1,BUY_UOTB-2,BUY_UOTB-3,SELL_COLA-3,SELL_WRSW-2,BUY_COLA-1,SELL_UOTB-3,SELL_NAIT-1,tick,timestamp
ATMN,25.22,25.09,25.12,2273700.0,2140900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-04 14:59:18.897349
WNTR,25.05,25.22,25.27,2063400.0,2061300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2026-02-04 14:59:18.897349
SPNG,24.86,24.86,24.93,2214200.0,2146000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-04 14:59:19.929034
SMMR,24.89,24.89,24.9,1959700.0,1986100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-04 14:59:19.929034
ATMN,25.09,24.76,24.82,2289300.0,2145700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-04 14:59:19.929034
WNTR,24.97,24.96,24.97,2083500.0,2068200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2026-02-04 14:59:19.929034
SPNG,24.84,24.84,25.28,2238000.0,2089100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-04 14:59:20.971182
SMMR,24.98,24.89,24.91,1959700.0,1950400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-04 14:59:20.971182
ATMN,24.82,25.02,25.12,2291000.0,2137700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-04 14:59:20.971182
WNTR,24.97,25.03,25.2,2106700.0,2082900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2026-02-04 14:59:20.971182
SPNG,24.84,24.97,25.28,2255200.0,2089100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-04 14:59:22.015061
SMMR,24.91,24.86,24.91,1968000.0,1950400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-04 14:59:22.015061
ATMN,25.0,25.12,25.13,2289900.0,2117100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-04 14:59:22.015061
WNTR,25.03,25.03,25.2,2091000.0,2094800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2026-02-04 14:59:22.015061
SPNG,24.97,24.97,25.28,2255200.0,2101900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-04 14:59:23.058502
SMMR,25.14,24.95,25.14,1988800.0,1952200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-04 14:59:23.058502
ATMN,25.22,25.26,25.27,2291500.0,2098500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-04 14:59:23.058502
WNTR,25.03,25.09,25.27,2087800.0,2062500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2026-02-04 14:59:23.058502
SPNG,25.33,24.83,25.33,2266900.0,2092800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2026-02-04 14:59:24.096611
SMMR,25.14,25.07,25.09,2017800.0,1915400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2026-02-04 14:59:24.096611
ATMN,25.12,25.12,25.27,2289900.0,2130800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2026-02-04 14:59:24.096611
WNTR,25.09,25.03,25.08,2091000.0,2109800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2026-02-04 14:59:24.096611
SPNG,25.23,24.93,25.01,2256800.0,2096600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2026-02-04 14:59:25.137420
SMMR,25.07,24.95,25.06,1998900.0,1957900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2026-02-04 14:59:25.137420
ATMN,25.28,25.12,25.28,2289900.0,2156100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2026-02-04 14:59:25.137420
WNTR,25.1,25.2,25.27,2101100.0,2062500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,2026-02-04 14:59:25.137420
SPNG,25.35,24.93,25.35,2256800.0,2065300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-04 14:59:26.182407
SMMR,25.06,24.99,25.06,1984400.0,1957900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-04 14:59:26.182407
ATMN,24.75,24.79,25.13,2352500.0,2167700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-04 14:59:26.182407
WNTR,25.28,24.96,25.28,2063500.0,2027100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2026-02-04 14:59:26.182407
SPNG,24.93,24.93,25.31,2256800.0,2067000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-04 14:59:27.222047
SMMR,25.06,24.99,25.06,2025700.0,1971500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-04 14:59:27.222047
ATMN,25.06,24.95,24.97,2354100.0,2195700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-04 14:59:27.222047
WNTR,25.28,24.96,25.01,2062600.0,2052600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2026-02-04 14:59:27.222047
SPNG,24.82,24.82,25.31,2284400.0,2064700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-04 14:59:27.772721
SMMR,25.06,24.99,25.01,2025700.0,1936100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-04 14:59:27.772721
ATMN,25.13,24.95,25.1,2354100.0,2202800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-04 14:59:27.772721
WNTR,25.28,24.96,25.01,2080700.0,2052600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2026-02-04 14:59:27.772721
SPNG,24.82,24.82,25.2,2284400.0,2086300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-04 14:59:28.820615
SMMR,24.99,24.99,25.06,2025700.0,1949000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-04 14:59:28.820615
ATMN,25.1,24.95,25.1,2316300.0,2164500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-04 14:59:28.820615
WNTR,25.31,25.09,25.31,2109300.0,2030900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2026-02-04 14:59:28.820615
SPNG,24.82,24.98,25.14,2270100.0,2096500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-04 14:59:29.869707
SMMR,25.06,25.08,25.09,1998200.0,1921300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-04 14:59:29.869707
ATMN,25.1,25.1,25.13,2333700.0,2158600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-04 14:59:29.869707
WNTR,25.02,25.01,25.02,2093700.0,2050900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,2026-02-04 14:59:29.869707
SPNG,24.82,24.81,24.82,2278500.0,2106100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-04 14:59:30.909555
SMMR,25.06,25.08,25.09,2001200.0,1949200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-04 14:59:30.909555
ATMN,24.95,24.95,25.13,2345400.0,2165100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-04 14:59:30.909555
WNTR,25.01,25.01,25.06,2120600.0,2030900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2026-02-04 14:59:30.909555
SPNG,25.2,25.02,25.2,2277300.0,2085200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-04 14:59:31.953354
SMMR,25.06,25.08,25.09,2001200.0,1977400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-04 14:59:31.953354
ATMN,24.95,25.13,25.18,2345900.0,2172000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-04 14:59:31.953354
WNTR,25.06,25.19,25.2,2143000.0,2049000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2026-02-04 14:59:31.953354
SPNG,24.81,24.81,25.0,2278500.0,2082900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-04 14:59:32.999491
SMMR,25.04,25.09,25.13,1994200.0,1974600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-04 14:59:32.999491
ATMN,25.13,25.16,25.18,2317800.0,2134400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-04 14:59:32.999491
WNTR,25.2,25.19,25.2,2110800.0,2049000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2026-02-04 14:59:32.999491
SPNG,25.0,24.99,25.0,2267900.0,2082900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-04 14:59:34.034047
SMMR,25.04,25.04,25.13,2002400.0,1974600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-04 14:59:34.034047
ATMN,25.31,25.17,25.31,2305500.0,2159300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-04 14:59:34.034047
WNTR,25.2,25.25,25.31,2084700.0,2036600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2026-02-04 14:59:34.034047
SPNG,25.2,24.99,25.2,2267900.0,2072100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-04 14:59:35.078911
SMMR,25.13,25.04,25.13,2010200.0,1966000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-04 14:59:35.078911
ATMN,25.23,25.17,25.23,2242000.0,2192200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-04 14:59:35.078911
WNTR,25.01,25.06,25.29,2119800.0,2037700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2026-02-04 14:59:35.078911
SPNG,25.2,24.99,25.2,2246300.0,2072100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-04 14:59:36.121989
SMMR,25.14,25.04,25.14,2010200.0,1927300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-04 14:59:36.121989
ATMN,25.34,25.16,25.34,2251800.0,2127300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-04 14:59:36.121989
WNTR,25.05,25.08,25.29,2122200.0,2037700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,2026-02-04 14:59:36.121989
SPNG,24.81,24.99,25.2,2273200.0,2072100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-04 14:59:37.191858
SMMR,25.14,24.94,25.14,2007500.0,1919400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-04 14:59:37.191858
ATMN,25.13,25.13,25.34,2329900.0,2144500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-04 14:59:37.191858
WNTR,25.08,25.08,25.21,2122200.0,2062800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2026-02-04 14:59:37.191858
SPNG,24.99,24.99,25.11,2284200.0,2075200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-04 14:59:38.309474
SMMR,25.16,24.97,25.07,2007500.0,1902100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-04 14:59:38.309474
ATMN,25.36,24.95,25.36,2341900.0,2152000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-04 14:59:38.309474
WNTR,25.21,25.05,25.08,2136300.0,2038200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2026-02-04 14:59:38.309474
SPNG,25.2,24.8,25.2,2285300.0,2072100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-04 14:59:38.951052
SMMR,25.07,24.94,25.07,2007500.0,1902100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-04 14:59:38.951052
ATMN,25.13,24.95,25.13,2312600.0,2152000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-04 14:59:38.951052
WNTR,25.29,25.05,25.19,2126400.0,2033200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2026-02-04 14:59:38.951052
SPNG,25.13,24.8,25.13,2279700.0,2074000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-04 14:59:39.991929
SMMR,25.07,24.94,25.07,2017200.0,1902100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-04 14:59:39.991929
ATMN,25.29,24.95,25.0,2294700.0,2144100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-04 14:59:39.991929
WNTR,25.29,25.05,25.07,2126400.0,2046400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2026-02-04 14:59:39.991929
SPNG,25.13,24.89,25.13,2267600.0,2066900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-04 14:59:41.026400
SMMR,25.07,24.94,25.02,2039200.0,1921000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-04 14:59:41.026400
ATMN,25.37,24.95,25.37,2300300.0,2167500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-04 14:59:41.026400
WNTR,25.07,25.05,25.07,2126400.0,2060300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2026-02-04 14:59:41.026400
SPNG,24.8,24.8,25.2,2280600.0,2068800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-04 14:59:42.076373
SMMR,25.02,25.0,25.02,2028600.0,1919700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-04 14:59:42.076373
ATMN,25.37,24.95,25.37,2300300.0,2123700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-04 14:59:42.076373
WNTR,25.29,25.13,25.29,2157300.0,2038200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,2026-02-04 14:59:42.076373
SPNG,25.08,23.77,0.0,200000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-04 14:59:43.144533
SMMR,25.03,24.59,0.0,200000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-04 14:59:43.144533
ATMN,25.37,24.89,24.92,927300.0,833500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-04 14:59:43.144533
WNTR,25.0,24.88,0.0,200000.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2026-02-04 14:59:43.144533
SPNG,23.77,22.94,23.19,1422600.0,1066700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-04 14:59:44.214349
SMMR,24.7,24.59,24.7,869200.0,996500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-04 14:59:44.214349
ATMN,25.0,24.89,25.0,1027800.0,806300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-04 14:59:44.214349
WNTR,24.78,24.8,24.97,997500.0,799700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2026-02-04 14:59:44.214349
SPNG,23.77,23.07,23.19,1771200.0,1066700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-04 14:59:45.284029
SMMR,24.7,24.59,24.7,1002100.0,986100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-04 14:59:45.284029
ATMN,25.27,25.27,25.52,1288100.0,938100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-04 14:59:45.284029
WNTR,24.75,24.81,24.97,1213800.0,799700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2026-02-04 14:59:45.284029
SPNG,23.19,23.27,23.68,2027500.0,1063900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-04 14:59:46.337891
SMMR,24.81,24.59,24.81,1118600.0,902200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-04 14:59:46.337891
ATMN,24.89,24.89,25.11,1060300.0,1250700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-04 14:59:46.337891
WNTR,24.95,24.95,24.97,1317500.0,981600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,2026-02-04 14:59:46.337891
SPNG,23.68,23.27,23.68,2152400.0,1063900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2026-02-04 14:59:46.890057
SMMR,24.81,24.59,24.81,1118600.0,1102400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2026-02-04 14:59:46.890057
ATMN,24.89,24.64,24.79,960300.0,1481900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2026-02-04 14:59:46.890057
WNTR,24.95,24.81,24.89,1213800.0,1091400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,2026-02-04 14:59:46.890057
SPNG,24.05,23.27,24.05,2281600.0,1057700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-02-04 14:59:47.957593
SMMR,24.56,24.64,24.81,1029200.0,1289000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-02-04 14:59:47.957593
ATMN,24.79,24.83,25.11,1192100.0,1492600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-02-04 14:59:47.957593
WNTR,24.97,24.81,24.97,1422900.0,1060700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,2026-02-04 14:59:47.957593
SPNG,24.05,23.39,24.05,2516200.0,1168700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-04 14:59:49.014799
SMMR,24.39,24.39,24.63,1065400.0,1516100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-04 14:59:49.014799
ATMN,25.18,24.72,25.18,1173500.0,1490200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-04 14:59:49.014799
WNTR,24.94,24.94,24.97,1621300.0,1060700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2026-02-04 14:59:49.014799
SPNG,24.05,23.79,24.05,2633900.0,1168700.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-04 14:59:50.057665
SMMR,24.39,24.41,24.49,1254500.0,1610200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-04 14:59:50.057665
ATMN,25.18,24.81,24.84,1408500.0,1595900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-04 14:59:50.057665
WNTR,24.94,24.94,24.97,1794200.0,1167400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2026-02-04 14:59:50.057665
SPNG,24.05,23.79,23.86,2633900.0,1502400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-04 14:59:51.088652
SMMR,24.42,24.41,24.42,1471700.0,1725800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-04 14:59:51.088652
ATMN,24.84,24.86,25.16,1528100.0,1705800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-04 14:59:51.088652
WNTR,24.97,24.94,24.97,1889200.0,1067200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,2026-02-04 14:59:51.088652
SPNG,23.92,23.79,23.92,2507700.0,1380000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-04 14:59:52.122479
SMMR,24.63,24.66,24.79,1878700.0,1402100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-04 14:59:52.122479
ATMN,24.86,24.86,24.9,1528100.0,1914500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-04 14:59:52.122479
WNTR,24.76,24.76,24.85,1738500.0,1162600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2026-02-04 14:59:52.122479
SPNG,23.76,23.39,23.56,2543800.0,1507500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-04 14:59:53.163859
SMMR,24.4,24.4,24.79,1565900.0,1481300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-04 14:59:53.163859
ATMN,24.86,24.81,24.83,1623600.0,2118100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-04 14:59:53.163859
WNTR,24.93,24.85,24.88,1968100.0,1153300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,2026-02-04 14:59:53.163859
SPNG,23.76,23.49,23.56,2455100.0,1507500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2026-02-04 14:59:54.200290
SMMR,24.4,24.58,24.64,1669800.0,1678800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2026-02-04 14:59:54.200290
ATMN,24.77,24.77,25.06,1518600.0,1904400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2026-02-04 14:59:54.200290
WNTR,24.76,24.81,24.97,1963100.0,1067200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,2026-02-04 14:59:54.200290
SPNG,23.56,23.49,23.56,2372800.0,1507500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-04 14:59:55.249532
SMMR,24.47,24.59,24.64,1788300.0,1761000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-04 14:59:55.249532
ATMN,24.77,24.77,24.83,1749700.0,2030800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-04 14:59:55.249532
WNTR,24.94,24.81,24.89,2073600.0,1286100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2026-02-04 14:59:55.249532
SPNG,23.92,23.84,23.92,2328800.0,1478200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-04 14:59:56.291566
SMMR,24.59,24.59,24.61,1908900.0,1870900.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-04 14:59:56.291566
ATMN,24.83,24.77,24.83,1977900.0,2030800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-04 14:59:56.291566
WNTR,24.81,24.81,24.89,2073600.0,1376800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,2026-02-04 14:59:56.291566
SPNG,24.07,23.84,23.97,2328800.0,1468300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2026-02-04 14:59:57.334898
