word,avg_effect,std_effect,count,total_impact
implements,0.011161026232345165,0.029229844227886936,80,0.8928820985876131
fed,0.011156682135536054,0.026297769979109414,195,2.1755530164295305
releases,0.0110518782139637,0.017667567667008742,12,0.1326225385675644
allow,0.011022473868746167,0.026982794661385756,75,0.8266855401559625
waiting,0.010784099653889581,0.031972706782006116,89,0.9597848691961728
assess,0.010737652904930409,0.031135194067445013,84,0.9019628440141544
design,0.010731049848987219,0.02307899248591881,56,0.6009387915432842
progresses,0.010731049848987219,0.02307899248591881,56,0.6009387915432842
organizational,0.010731049848987219,0.02307899248591881,56,0.6009387915432842
mechanism,0.010545728609961245,0.027163992331395898,25,0.2636432152490311
negotiate,0.010545728609961245,0.027163992331395898,25,0.2636432152490311
votes,0.010430487332317398,0.021735315220804685,25,0.26076218330793494
tracking,0.010430487332317398,0.021735315220804685,25,0.26076218330793494
appears,0.01041851587582171,0.022085581807438425,29,0.3021369603988296
engineer,0.010355349142479476,0.02776219622975475,45,0.4659907114115764
i,0.010313850947345883,0.02899474914262651,108,1.1138959023133554
escalating,0.01031385094734588,0.02899474914262651,54,0.5569479511566775
vanguard,0.010121547393509534,0.03376062411853706,46,0.4655911801014385
blackrock,0.010121547393509534,0.03376062411853706,46,0.4655911801014385
undisclosed,0.009985057160381783,0.02828492141584973,64,0.6390436582644341
issues,0.009954603050312334,0.027603676456631174,501,4.987256128206479
program,0.009951892659936689,0.02604485932299859,215,2.139656921886388
accepts,0.009913497426752441,0.03909455016257189,17,0.1685294562547915
strengthen,0.009900202849472649,0.023470799004974487,91,0.900918459302011
hearing,0.009854386197058456,0.028142530671679097,117,1.1529631850558393
fintcen,0.00983468377129443,0.018607663182007926,23,0.2261977267397719
secrecy,0.00983468377129443,0.018607663182007926,23,0.2261977267397719
money,0.00983468377129443,0.018607663182007926,23,0.2261977267397719
institution,0.00983468377129443,0.018607663182007926,23,0.2261977267397719
programs,0.00983468377129443,0.018607663182007926,23,0.2261977267397719
bsa,0.00983468377129443,0.018607663182007926,23,0.2261977267397719
laundering,0.00983468377129443,0.018607663182007926,23,0.2261977267397719
aml,0.00983468377129443,0.018607663182007926,23,0.2261977267397719
binding,0.00979487415837734,0.027858824587558385,107,1.0480515349463753
grants,0.009793415717130974,0.0221597360986659,29,0.28400905579679825
discloses,0.009623407865838911,0.02194493004747794,31,0.29832564384100624
unsolicited,0.00962340786583891,0.021944930047477943,62,0.5966512876820124
canadian,0.009546104240877339,0.021257801912786797,96,0.9164260071242245
regulator,0.009546104240877337,0.021257801912786797,48,0.45821300356211214
cross,0.009546104240877337,0.021257801912786797,48,0.45821300356211214
border,0.009546104240877337,0.021257801912786797,48,0.45821300356211214
maturities,0.009509093039069133,0.03214625245317203,91,0.8653274665552911
represent,0.009473856910818425,0.008282709411325986,3,0.028421570732455277
minimal,0.009473856910818425,0.008282709411325986,3,0.028421570732455277
quarterly,0.00946581005286567,0.022126023656601636,130,1.230555306872537
better,0.00946581005286567,0.022126023656601636,130,1.230555306872537
briefing,0.009394913953482154,0.02008755553218024,41,0.38519147209276833
house,0.009394913953482154,0.02008755553218024,41,0.38519147209276833
monitoring,0.009338250260428064,0.03237544002817631,201,1.876988302346041
including,0.009313852711619792,0.033285939939772996,73,0.6799112479482448
support,0.009201864260683897,0.02600606840102927,484,4.453702302171006
precedent,0.009137929063215328,0.018178787968180763,44,0.40206887878147446
submit,0.008933163695441195,0.025871400958516328,142,1.2685092447526498
aspects,0.008930841468297578,0.020615850272816313,58,0.5179888051612596
fdic,0.008852643219274028,0.023415985350523773,192,1.6997074981006135
permanent,0.008809980262669033,0.014801700998887304,36,0.3171592894560852
syndicates,0.008809980262669033,0.014801700998887304,36,0.3171592894560852
services,0.00876251050178364,0.023017442727370083,122,1.0690262812176041
cma,0.008756826667484063,0.02366731184320143,97,0.8494121867459541
successful,0.008734389997686713,0.02324944817722102,140,1.22281459967614
breakup,0.008700366319418626,0.032660145849759244,36,0.31321318749907057
350m,0.008700366319418626,0.032660145849759244,36,0.31321318749907057
180m,0.008700366319418626,0.032660145849759244,36,0.31321318749907057
way,0.008700366319418626,0.032660145849759244,36,0.31321318749907057
returns,0.00858730362247897,0.012540430420487674,11,0.09446033984726868
power,0.008544759643246951,0.0310390735971197,154,1.3158929850600305
pipeline,0.008505105567709642,0.026011447636727296,258,2.1943172364690877
nim,0.008452226860782713,0.0185746911560466,39,0.3296368475705258
critical,0.008407280219125195,0.030663139696868454,88,0.7398406592830172
plan,0.008271072724364874,0.02411979405524394,147,1.2158476904816367
common,0.008246531640256842,0.029040287552551603,54,0.4453127085738695
suspends,0.008246531640256842,0.029040287552551603,54,0.4453127085738695
suspension,0.008246531640256842,0.029040287552551603,54,0.4453127085738695
preserve,0.008246531640256842,0.029040287552551603,54,0.4453127085738695
paydown,0.008246531640256842,0.029040287552551603,54,0.4453127085738695
constitute,0.008190293129157169,0.015811110227752407,24,0.19656703509977205
satisfied,0.008175126922589544,0.022351594963932176,246,2.011081222957028
requirements,0.008160598075763281,0.024136643645613767,199,1.623959017076893
appraisal,0.008151877378495636,0.020720876792448665,19,0.15488567019141708
attractive,0.008115828055822635,0.025727150100283497,85,0.689845384744924
results,0.008072725160015278,0.021104279527798295,181,1.4611632539627653
treatment,0.00806016579650738,0.021145710970513876,39,0.31434646606378785
irs,0.00806016579650738,0.021145710970513876,39,0.31434646606378785
sought,0.008015027619007574,0.020591248945991552,46,0.36869127047434835
initiate,0.007998500384653382,0.015405682258761126,34,0.271949013078215
tariff,0.007998500384653382,0.015405682258761126,34,0.271949013078215
establish,0.007998500384653382,0.015405682258761126,34,0.271949013078215
proceedings,0.007998500384653379,0.01540568225876113,68,0.5438980261564298
exceed,0.007981077970157966,0.016428119661456124,40,0.3192431188063186
proceeds,0.007981077970157966,0.016428119661456124,40,0.3192431188063186
target,0.007981077970157966,0.016428119661456124,80,0.6384862376126372
needs,0.007981077970157966,0.016428119661456124,40,0.3192431188063186
generate,0.007981077970157966,0.016428119661456124,40,0.3192431188063186
divestitures,0.007981077970157966,0.016428119661456124,40,0.3192431188063186
1b,0.007981077970157966,0.016428119661456124,40,0.3192431188063186
rebalancing,0.007964781618019872,0.02525258598885993,58,0.46195733384515253
index,0.007964781618019872,0.02525258598885993,58,0.46195733384515253
buying,0.007964781618019872,0.02525258598885993,58,0.46195733384515253
qualify,0.007964781618019872,0.02525258598885993,58,0.46195733384515253
inclusion,0.007964781618019872,0.02525258598885993,58,0.46195733384515253
do,0.007962972473328252,0.010083460381671237,7,0.055740807313297766
offering,0.007911017353351268,0.028929667385305752,147,1.1629195509426364
exercise,0.007904006216185113,0.02228466991127279,16,0.1264640994589618
personnel,0.007847348554664037,0.018184535902710196,49,0.3845200791785378
uk,0.007837927092483645,0.019806407386951046,183,1.434340657924507
proposal,0.007833962842203659,0.029528663044563464,110,0.8617359126424025
precedence,0.00776354348722292,0.017175371690914053,7,0.05434480441056044
denies,0.00776354348722292,0.017175371690914053,7,0.05434480441056044
appeal,0.00776354348722292,0.017175371690914053,7,0.05434480441056044
ruling,0.00776354348722292,0.017175371690914053,7,0.05434480441056044
denied,0.00776354348722292,0.017175371690914053,7,0.05434480441056044
judge,0.007763543487222919,0.017175371690914053,14,0.10868960882112086
injunction,0.007763543487222919,0.017175371690914053,14,0.10868960882112086
acquires,0.007759637048160539,0.030008878785967676,27,0.20951020030033454
undervalued,0.007759637048160539,0.030008878785967676,27,0.20951020030033454
builds,0.007759637048160539,0.030008878785967676,27,0.20951020030033454
count,0.007744613333447506,0.01950693534921981,25,0.19361533333618763
well,0.007744613333447506,0.01950693534921981,25,0.19361533333618763
basis,0.007716327603381956,0.02147147173555981,27,0.2083408452913128
systemic,0.007684838799078386,0.02016028583595365,50,0.3842419399539193
moved,0.007608226006316639,0.019644097875129603,39,0.29672081424634894
sets,0.007597199236603646,0.022906091616850453,109,0.8280947167897974
voted,0.007565854708094924,0.018260262795993323,35,0.26480491478332235
exceeding,0.007537886160301261,0.018019320013839556,87,0.6557960959462097
preliminary,0.007498355211958485,0.030837348301817894,292,2.1895197218918776
upgrade,0.007480608244546105,0.021685167143983306,38,0.284263113292752
impose,0.007480608244546105,0.021685167143983306,38,0.284263113292752
modernization,0.007480608244546105,0.021685167143983306,38,0.284263113292752
confirming,0.007477476308492609,0.023432800710586194,7,0.052342334159448264
authority,0.007472306700665638,0.02264105246901221,139,1.0386506313925237
widening,0.007429783720056247,0.029702779527243175,83,0.6166720487646685
5b,0.007347732815294475,0.023201374981701536,194,1.4254601661671282
received,0.007332068066334348,0.02655784764633988,57,0.41792787978105783
supporting,0.007321665133853254,0.025964643399451752,134,0.981103127936336
clearance,0.0073133906452756215,0.028884126437908313,300,2.1940171935826864
clarified,0.0073125669292467,0.016116571984192373,24,0.1755016063019208
tlac,0.0073125669292467,0.016116571984192373,24,0.1755016063019208
absorbing,0.0073125669292467,0.016116571984192373,24,0.1755016063019208
loss,0.0073125669292467,0.016116571984192373,24,0.1755016063019208
total,0.0073125669292467,0.016116571984192373,24,0.1755016063019208
post,0.007278267383168993,0.022761170420655105,296,2.1543671454180218
50b,0.007275488259624321,0.019454622971158766,46,0.33467245994271877
prudential,0.007275488259624321,0.019454622971158766,46,0.33467245994271877
mergers,0.007275488259624321,0.019454622971158766,46,0.33467245994271877
confirms,0.007254264942871511,0.01927134319611282,236,1.7120065265176765
shows,0.007241793390440449,0.02464323313792798,147,1.064543628394746
extends,0.007236694476300191,0.02246640744362488,109,0.7887996979167209
package,0.007201592561830455,0.03486127820041504,22,0.15843503636027
senior,0.0071973026021957195,0.025704974323307768,250,1.79932565054893
alternative,0.007173708927365038,0.02956338315053496,183,1.312788733707802
combined,0.0071611129238628515,0.02369762486105089,259,1.8547282472804785
dividend,0.007140739015515742,0.022758507830670925,204,1.4567107591652113
approval,0.007135762334970964,0.023442400665940187,566,4.038841481593566
consideration,0.007114173935849617,0.026448029393659624,155,1.1026969600566907
tabulation,0.007097690622335571,0.020334369880423992,24,0.1703445749360537
amendment,0.0070930909154646015,0.024819449349437746,92,0.6525643642227433
negotiates,0.007093090915464599,0.024819449349437746,46,0.32628218211137155
last,0.007082499534922785,0.023557191652623002,14,0.09915499348891899
retain,0.007082499534922785,0.023557191652623002,14,0.09915499348891899
shifts,0.007082499534922785,0.023557191652623002,14,0.09915499348891899
theoretically,0.007082499534922785,0.023557191652623002,14,0.09915499348891899
margin,0.007082499534922785,0.023557191652623002,14,0.09915499348891899
certified,0.007082499534922785,0.023557191652623002,14,0.09915499348891899
comfortable,0.007082499534922785,0.023557191652623002,14,0.09915499348891899
dissident,0.007082499534922785,0.023557191652623002,14,0.09915499348891899
broadly,0.007082499534922785,0.023557191652623002,14,0.09915499348891899
minute,0.007082499534922785,0.023557191652623002,14,0.09915499348891899
point,0.007082499534922785,0.023557191652623002,14,0.09915499348891899
judicial,0.007082499534922785,0.023557191652623002,14,0.09915499348891899
tabulations,0.007082499534922785,0.023557191652623002,14,0.09915499348891899
publishes,0.007067781076376216,0.02169183428391557,39,0.2756434619786724
integrate,0.007000505873097432,0.027374041484786355,44,0.308022258416287
profile,0.007000505873097432,0.027374041484786355,44,0.308022258416287
condition,0.006966800988550442,0.019371889559935233,55,0.3831740543702743
indicates,0.006921460047711232,0.016566407204514504,51,0.3529944624332728
senate,0.006917886035478223,0.027457213179664777,72,0.49808779455443203
study,0.006917886035478223,0.027457213179664777,72,0.49808779455443203
consolidation,0.006917886035478223,0.027457213179664777,72,0.49808779455443203
rumor,0.006909957296903589,0.02054458022747082,24,0.16583897512568613
rumors,0.006909957296903589,0.02054458022747082,24,0.16583897512568613
systems,0.006905533599161664,0.022776760523068304,102,0.7043644271144898
distributed,0.006877187981331371,0.02568116455493738,48,0.3301050231039058
enhancing,0.0068619361110187835,0.021450320935963454,42,0.2882013166627889
entity,0.0068560125499935575,0.025497766184315734,180,1.2340822589988403
substantial,0.006801493850913405,0.014175697899285357,43,0.2924642355892764
provisional,0.006801493850913405,0.014175697899285357,43,0.2924642355892764
provisionally,0.006801493850913405,0.014175697899285357,43,0.2924642355892764
recommends,0.006765202471198217,0.025114972950851362,180,1.217736444815679
offered,0.0066859770242207175,0.019584336348646977,108,0.7220855186158375
ferc,0.006652969081486304,0.021997028197016075,561,3.7323156547138163
enhanced,0.006638508022803638,0.026625546412744755,242,1.6065189415184804
dismisses,0.006634608622292614,0.022391529152957876,22,0.1459613896904375
dismissed,0.006634608622292614,0.022391529152957876,22,0.1459613896904375
intention,0.006567371617454276,0.020501915496157794,75,0.49255287130907066
confirmed,0.006563489031031615,0.019904185453074687,302,1.9821736873715479
minimums,0.006550985663716341,0.019647117752259267,44,0.288243369203519
buffers,0.006550985663716341,0.019647117752259267,44,0.288243369203519
approved,0.006550985663716341,0.019647117752259267,44,0.288243369203519
secures,0.006541352091904695,0.023528996998401438,95,0.621428448730946
corridors,0.006470799432115886,0.01960538176263262,38,0.24589037842040365
federal,0.006464039940212446,0.026571357230372433,605,3.9107441638285296
announced,0.006449769505068719,0.02495232612766607,468,3.01849212837216
scheduled,0.006449328168437225,0.020505200696152144,213,1.373706899877129
comment,0.006447090893852142,0.023492743794892457,232,1.4957250873736971
foreign,0.00636860343887072,0.03330874115428796,43,0.27384994787144096
cfius,0.00636860343887072,0.03330874115428796,43,0.27384994787144096
security,0.00636860343887072,0.03330874115428796,43,0.27384994787144096
government,0.00636860343887072,0.03330874115428796,43,0.27384994787144096
favor,0.006362247355638104,0.01751094090258909,65,0.41354607811647676
tracker,0.006348908512681747,0.024045403180255585,132,0.8380559236739906
strong,0.00633765038538468,0.02281444844404968,430,2.7251896657154124
term,0.006288646228142067,0.017033476973963308,118,0.7420602549207639
facility,0.0062069025498936205,0.020837508182379436,181,1.1234493615307453
flexibility,0.006192329480962198,0.021820943307485265,87,0.5387326648437112
special,0.006121565387609403,0.020372520281969023,267,1.6344579584917105
no,0.006118162048066597,0.02073616165203677,288,1.7620306698431798
adequate,0.006117317768013004,0.019106027152006086,57,0.3486871127767412
rate,0.006114649570002609,0.024141646771536837,245,1.4980891446506392
met,0.006078929559463867,0.01952861088930898,96,0.5835772377085312
toward,0.00607674686480174,0.020408441075783313,54,0.32814433069929394
favorable,0.0060592351391967015,0.021557425986471458,195,1.1815508521433569
without,0.005995549881132253,0.021163452872103618,316,1.894593762437792
completes,0.0059831892454559905,0.025202696562929203,97,0.5803693568092311
8b,0.005982889319129807,0.03576879471565734,43,0.2572642407225817
platform,0.005977580159914743,0.01689515823698474,10,0.05977580159914743
supports,0.005977580159914743,0.01689515823698474,10,0.05977580159914743
authorities,0.00593593432099892,0.020680167745212037,54,0.32054045333394166
facilities,0.00593243416133932,0.026044214686442933,42,0.24916223477625143
providing,0.005931984795946165,0.022701096200628705,146,0.8660697802081401
successfully,0.005905982495324849,0.0250668051588188,285,1.6832050111675818
maintain,0.005896722312682002,0.01220509223084926,48,0.2830426710087361
maintained,0.005896722312682002,0.01220509223084926,48,0.2830426710087361
focusing,0.005876225750181329,0.0206972097454871,105,0.6170037037690396
capital,0.00586450911458442,0.02201138088903373,285,1.6713850976565596
negotiated,0.005858188940431149,0.022581565399647965,88,0.5155206267579411
receives,0.005844639830314646,0.01895373515942233,58,0.33898911015824945
incentives,0.005782328214092454,0.023184345754965075,87,0.5030625546260434
engineers,0.005782328214092454,0.023184345754965075,87,0.5030625546260434
committee,0.005762257687102433,0.024320484849257085,294,1.6941037600081152
manager,0.005721448126055925,0.020625319250983876,59,0.33756543943729955
bankers,0.005721448126055925,0.020625319250983876,59,0.33756543943729955
relationship,0.005721448126055925,0.020625319250983876,59,0.33756543943729955
managers,0.005721448126055925,0.020625319250983876,59,0.33756543943729955
range,0.005710528516696286,0.025068902913649885,194,1.1078425322390795
initiating,0.005701236919508985,0.031322232370987566,58,0.3306717413315211
mandatory,0.005701236919508985,0.031322232370987566,58,0.3306717413315211
reports,0.005616907497952969,0.025454248833635985,264,1.4828635794595837
demand,0.005559687898723397,0.02888349754376346,100,0.5559687898723397
price,0.0055548416489510566,0.024657447568153627,517,2.871853132507696
per,0.005510974524564879,0.023167930323996867,154,0.8486900767829912
protect,0.005503640092105862,0.019782020815793555,68,0.3742475262631986
collar,0.005503640092105862,0.019782020815793555,136,0.7484950525263971
hsr,0.005502901658851976,0.024478138270226338,199,1.0950774301115431
distribution,0.005442846964085044,0.026470023200984828,79,0.42998491016271845
improving,0.005387658294252149,0.0264192747252767,130,0.7003955782527793
core,0.0053715487417544255,0.01604508983654357,72,0.38675150940631864
infrastructure,0.0053500861996341525,0.03008481020194575,497,2.658992841218174
achieving,0.00531414436405974,0.022512020833568624,56,0.2975920843873454
tight,0.00531414436405974,0.022512020833568624,56,0.2975920843873454
bonds,0.00531414436405974,0.022512020833568624,56,0.2975920843873454
fully,0.005284446919111695,0.021003637244353238,95,0.502022457315611
divestiture,0.005282617589896883,0.023160802659664883,14,0.07395664625855636
initiated,0.005260232443329974,0.026849065228513116,155,0.815336028716146
robust,0.005251506172482919,0.018341351216200775,87,0.45688103700601396
transition,0.0052192188409588,0.019130971098905887,46,0.2400840666841048
signed,0.005206290299120496,0.01772918877702878,201,1.0464643501232198
holders,0.005184030558803639,0.03431851689684936,130,0.673923972644473
longer,0.00518171909103267,0.01781334765133065,41,0.21245048273233946
replaced,0.00518171909103267,0.01781334765133065,41,0.21245048273233946
dated,0.00518171909103267,0.01781334765133065,41,0.21245048273233946
non,0.0051692390436209245,0.02407137497689969,217,1.1217248724657407
shortly,0.005168543907177225,0.021042564261247277,95,0.49101167118183636
bridge,0.0051638735888598335,0.01967127148798312,231,1.1928547990266216
accommodate,0.005158528703079322,0.01967548571624427,109,0.5622796286356461
congressional,0.005115127224762659,0.023401747056379762,150,0.7672690837143988
growth,0.00508766954675397,0.022544770832022526,266,1.353320099436556
epa,0.005081584208771902,0.014275560339293787,38,0.19310019993333227
aligns,0.005081584208771902,0.014275560339293787,38,0.19310019993333227
objectives,0.005081584208771902,0.014275560339293787,38,0.19310019993333227
supportive,0.005081584208771902,0.014275560339293787,38,0.19310019993333227
packages,0.005061049078868697,0.01872120235790533,150,0.7591573618303046
reserve,0.005046630217231484,0.025858533377724993,267,1.3474502680008063
retention,0.005036532470191619,0.02012444677229083,472,2.377243325930444
status,0.005018303287239611,0.02232547543641451,183,0.9183495015648487
accelerate,0.005002303026888551,0.023810796357775634,127,0.635292484414846
months,0.004994710575629502,0.01763175313214219,146,0.7292277440419073
deposit,0.0049815541185536045,0.02177999158695696,193,0.9614399448808457
up,0.004980195283960236,0.015004238051166682,49,0.2440295689140516
sheet,0.004980195283960236,0.015004238051166682,49,0.2440295689140516
balance,0.004980195283960236,0.015004238051166682,49,0.2440295689140516
flow,0.004980195283960236,0.015004238051166682,49,0.2440295689140516
free,0.004980195283960236,0.015004238051166682,49,0.2440295689140516
required,0.0049542140108978575,0.020150058690653682,122,0.6044141093295387
reported,0.00489281529933698,0.022369516243794813,259,1.2672391625282777
year,0.004849626756489917,0.020404672160904403,242,1.1736096750705598
equity,0.004833830285134287,0.02853682557090821,505,2.441084293992815
announce,0.0048313486581349875,0.015242454491784654,51,0.24639878156488437
underway,0.0048313486581349875,0.015242454491784654,51,0.24639878156488437
formation,0.0048313486581349875,0.015242454491784654,51,0.24639878156488437
committees,0.0048313486581349875,0.015242454491784654,51,0.24639878156488437
progress,0.0048313486581349875,0.015242454491784654,51,0.24639878156488437
level,0.004820095174581887,0.026441654747723774,154,0.7422946568856106
valid,0.004815933914177947,0.015604131059633201,36,0.17337362091040612
interconnection,0.004815933914177947,0.015604131059633201,72,0.34674724182081224
purchase,0.004815933914177947,0.015604131059633201,36,0.17337362091040612
major,0.004811874795677742,0.02366401231088322,704,3.3875598561571305
worth,0.004806887935983635,0.01905287971814719,74,0.355709707262789
capacity,0.004778155685157282,0.013968805552914047,52,0.24846409562817864
established,0.00477105522741884,0.021012592269431814,151,0.7204293393402448
operations,0.00477105522741884,0.021012592269431814,151,0.7204293393402448
loan,0.0047545444756106675,0.01748223038998416,161,0.7654816605733175
planning,0.004729651645444541,0.02137788527230916,340,1.608081559451144
cloud,0.004724122737788817,0.03143621325319046,407,1.9227179542800483
notes,0.0047205586233076404,0.02519401251124715,410,1.9354290355561325
grade,0.004714916053527062,0.02858079064285092,226,1.065571028097116
end,0.004686055881003442,0.023220230553861278,192,0.8997227291526608
buffer,0.004649518736401707,0.01706685177036883,13,0.060443743573222186
liquidity,0.004649518736401707,0.01706685177036883,13,0.060443743573222186
hart,0.004643109147028425,0.023928484095842126,117,0.5432437702023257
scott,0.004643109147028425,0.023928484095842126,117,0.5432437702023257
rodino,0.004643109147028425,0.023928484095842126,117,0.5432437702023257
checklist,0.0046286505228693335,0.017845312894063752,82,0.37954934287528536
